dataset,stem,L,range,r_precision,n_true,n_candidate
denovo_pdb,6w3w_A,107,long,0.6538461538461539,52,3486
denovo_pdb,6w90_A,130,all,0.6640625,128,7750
denovo_pdb,6w90_A,130,short,0.8571428571428571,21,729
denovo_pdb,6w90_A,130,medium,0.7878787878787878,33,1350
denovo_pdb,6w90_A,130,long,0.6216216216216216,74,5671
denovo_pdb,6wvs_A,182,all,0.7551020408163265,196,15576
denovo_pdb,6wvs_A,182,short,0.90625,32,1041
denovo_pdb,6wvs_A,182,medium,0.875,40,1974
denovo_pdb,6wvs_A,182,long,0.6612903225806451,124,12561
denovo_pdb,6x9z_A,120,all,0.8095238095238095,105,6555
denovo_pdb,6x9z_A,120,short,0.96,25,669
denovo_pdb,6x9z_A,120,medium,0.8636363636363636,22,1230
denovo_pdb,6x9z_A,120,long,0.7241379310344828,58,4656
denovo_pdb,6xi6_A,269,all,0.5025125628140703,199,34716
denovo_pdb,6xi6_A,269,short,0.5909090909090909,22,1563
denovo_pdb,6xi6_A,269,medium,0.6666666666666666,39,3018
denovo_pdb,6xi6_A,269,long,0.427536231884058,138,30135
denovo_pdb,6xt4_A,235,all,0.6331360946745562,169,26335
denovo_pdb,6xt4_A,235,short,0.5263157894736842,19,1359
denovo_pdb,6xt4_A,235,medium,0.5555555555555556,27,2610
denovo_pdb,6xt4_A,235,long,0.6341463414634146,123,22366
denovo_pdb,6y7p_A,319,all,0.8695652173913043,322,49141
denovo_pdb,6y7p_A,319,short,1.0,76,1863
denovo_pdb,6y7p_A,319,medium,0.765625,128,3618
denovo_pdb,6y7p_A,319,long,0.8813559322033898,118,43660
denovo_pdb,6ypi_A,87,all,0.7017543859649122,57,3321
denovo_pdb,6ypi_A,87,short,0.8,10,471
denovo_pdb,6ypi_A,87,medium,0.8666666666666667,15,834
denovo_pdb,6ypi_A,87,long,0.625,32,2016
denovo_pdb,6yqx_A,181,all,0.6968325791855203,221,15400
denovo_pdb,6yqx_A,181,short,0.9032258064516129,31,1035
denovo_pdb,6yqx_A,181,medium,0.6981132075471698,53,1962
denovo_pdb,6yqx_A,181,long,0.6861313868613139,137,12403
denovo_pdb,6yqy_A,178,all,0.7383966244725738,237,14878
denovo_pdb,6yqy_A,178,short,0.8055555555555556,36,1017
denovo_pdb,6yqy_A,178,medium,0.8225806451612904,62,1926
denovo_pdb,6yqy_A,178,long,0.7122302158273381,139,11935
denovo_pdb,6z2i_A,168,all,0.580952380952381,210,13203
denovo_pdb,6z2i_A,168,short,0.6829268292682927,41,957
denovo_pdb,6z2i_A,168,medium,0.4875,80,1806
denovo_pdb,6z2i_A,168,long,0.5393258426966292,89,10440
denovo_pdb,7a8s_A,190,all,0.6666666666666666,237,17020
denovo_pdb,7a8s_A,190,short,0.7619047619047619,42,1089
denovo_pdb,7a8s_A,190,medium,0.7058823529411765,68,2070
denovo_pdb,7a8s_A,190,long,0.6377952755905512,127,13861
denovo_pdb,7ah0_A,104,all,0.30303030303030304,66,4851
denovo_pdb,7ah0_A,104,short,0.36363636363636365,11,573
denovo_pdb,7ah0_A,104,medium,0.25,12,1038
denovo_pdb,7ah0_A,104,long,0.32558139534883723,43,3240
denovo_pdb,7awy_A,311,all,0.771117166212534,367,46665
denovo_pdb,7awy_A,311,short,0.9351851851851852,108,1815
denovo_pdb,7awy_A,311,medium,0.6929824561403509,114,3522
denovo_pdb,7awy_A,311,long,0.7241379310344828,145,41328
denovo_pdb,7awz_A,313,all,0.7834757834757835,351,47278
denovo_pdb,7awz_A,313,short,0.9142857142857143,105,1827
denovo_pdb,7awz_A,313,medium,0.7087378640776699,103,3546
denovo_pdb,7awz_A,313,long,0.7832167832167832,143,41905
denovo_pdb,7ax0_A,317,all,0.8149171270718232,362,48516
denovo_pdb,7ax0_A,317,short,0.9320388349514563,103,1851
denovo_pdb,7ax0_A,317,medium,0.8,110,3594
denovo_pdb,7ax0_A,317,long,0.8053691275167785,149,43071
denovo_pdb,7ax2_A,311,all,0.7696629213483146,356,46665
denovo_pdb,7ax2_A,311,short,0.92,100,1815
denovo_pdb,7ax2_A,311,medium,0.7117117117117117,111,3522
denovo_pdb,7ax2_A,311,long,0.7310344827586207,145,41328
denovo_pdb,7bid_A,286,all,0.8493150684931506,292,39340
denovo_pdb,7bid_A,286,short,0.9466666666666667,75,1665
denovo_pdb,7bid_A,286,medium,0.8807339449541285,109,3222
denovo_pdb,7bid_A,286,long,0.7314814814814815,108,34453
denovo_pdb,7dgu_A,97,all,0.7721518987341772,79,4186
denovo_pdb,7dgu_A,97,short,0.8888888888888888,9,531
denovo_pdb,7dgu_A,97,medium,0.8666666666666667,15,954
denovo_pdb,7dgu_A,97,long,0.7454545454545455,55,2701
denovo_pdb,7dgw_A,94,all,0.6333333333333333,60,3916
denovo_pdb,7dgw_A,94,short,0.7272727272727273,11,513
denovo_pdb,7dgw_A,94,medium,0.7272727272727273,11,918
denovo_pdb,7dgw_A,94,long,0.6052631578947368,38,2485
denovo_pdb,7dgy_A,99,all,0.5,64,4371
denovo_pdb,7dgy_A,99,short,0.8333333333333334,6,543
denovo_pdb,7dgy_A,99,medium,0.7777777777777778,9,978
denovo_pdb,7dgy_A,99,long,0.4489795918367347,49,2850
denovo_pdb,7dmf_A,189,all,0.389937106918239,159,16836
denovo_pdb,7dmf_A,189,short,0.5555555555555556,9,1083
denovo_pdb,7dmf_A,189,medium,0.6,30,2058
denovo_pdb,7dmf_A,189,long,0.3416666666666667,120,13695
denovo_pdb,7f1h_A,189,all,0.4851063829787234,235,16836
denovo_pdb,7f1h_A,189,short,0.5925925925925926,27,1083
denovo_pdb,7f1h_A,189,medium,0.48148148148148145,54,2058
denovo_pdb,7f1h_A,189,long,0.474025974025974,154,13695
denovo_pdb,7f1i_A,191,all,0.4473684210526316,228,17205
denovo_pdb,7f1i_A,191,short,0.5,24,1095
denovo_pdb,7f1i_A,191,medium,0.5,54,2082
denovo_pdb,7f1i_A,191,long,0.42,150,14028
denovo_pdb,7f1j_A,190,all,0.48695652173913045,230,17020
denovo_pdb,7f1j_A,190,short,0.45454545454545453,22,1089
denovo_pdb,7f1j_A,190,medium,0.5178571428571429,56,2070
denovo_pdb,7f1j_A,190,long,0.46710526315789475,152,13861
denovo_pdb,7f1k_A,193,all,0.5208333333333334,240,17578
denovo_pdb,7f1k_A,193,short,0.5769230769230769,26,1107
denovo_pdb,7f1k_A,193,medium,0.6111111111111112,54,2106
denovo_pdb,7f1k_A,193,long,0.48125,160,14365
denovo_pdb,7f1l_A,194,all,0.4820717131474104,251,17766
denovo_pdb,7f1l_A,194,short,0.5217391304347826,23,1113
denovo_pdb,7f1l_A,194,medium,0.5666666666666667,60,2118
denovo_pdb,7f1l_A,194,long,0.44047619047619047,168,14535
denovo_pdb,7hiy_A,126,all,0.8817204301075269,93,7260
denovo_pdb,7hiy_A,126,short,1.0,7,705
denovo_pdb,7hiy_A,126,medium,0.9615384615384616,26,1302
denovo_pdb,7hiy_A,126,long,0.85,60,5253
denovo_pdb,7hiz_A,126,all,0.8461538461538461,91,7260
denovo_pdb,7hiz_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hiz_A,126,medium,0.9166666666666666,24,1302
denovo_pdb,7hiz_A,126,long,0.8360655737704918,61,5253
denovo_pdb,7hj0_A,126,all,0.8777777777777778,90,7260
denovo_pdb,7hj0_A,126,short,1.0,7,705
denovo_pdb,7hj0_A,126,medium,0.9583333333333334,24,1302
denovo_pdb,7hj0_A,126,long,0.847457627118644,59,5253
denovo_pdb,7hj1_A,126,all,0.8602150537634409,93,7260
denovo_pdb,7hj1_A,126,short,1.0,7,705
denovo_pdb,7hj1_A,126,medium,0.9259259259259259,27,1302
denovo_pdb,7hj1_A,126,long,0.8305084745762712,59,5253
denovo_pdb,7hj2_A,126,all,0.8505747126436781,87,7260
denovo_pdb,7hj2_A,126,short,0.8,5,705
denovo_pdb,7hj2_A,126,medium,0.9583333333333334,24,1302
denovo_pdb,7hj2_A,126,long,0.8103448275862069,58,5253
denovo_pdb,7hj3_A,126,all,0.8555555555555555,90,7260
denovo_pdb,7hj3_A,126,short,1.0,6,705
denovo_pdb,7hj3_A,126,medium,0.92,25,1302
denovo_pdb,7hj3_A,126,long,0.8135593220338984,59,5253
denovo_pdb,7hj4_A,126,all,0.8817204301075269,93,7260
denovo_pdb,7hj4_A,126,short,1.0,7,705
denovo_pdb,7hj4_A,126,medium,0.9615384615384616,26,1302
denovo_pdb,7hj4_A,126,long,0.8333333333333334,60,5253
denovo_pdb,7hj5_A,126,all,0.8571428571428571,91,7260
denovo_pdb,7hj5_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hj5_A,126,medium,0.92,25,1302
denovo_pdb,7hj5_A,126,long,0.8,60,5253
denovo_pdb,7hj6_A,126,all,0.8645833333333334,96,7260
denovo_pdb,7hj6_A,126,short,1.0,6,705
denovo_pdb,7hj6_A,126,medium,0.9259259259259259,27,1302
denovo_pdb,7hj6_A,126,long,0.8253968253968254,63,5253
denovo_pdb,7hj7_A,126,all,0.8494623655913979,93,7260
denovo_pdb,7hj7_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hj7_A,126,medium,0.88,25,1302
denovo_pdb,7hj7_A,126,long,0.8387096774193549,62,5253
denovo_pdb,7hj8_A,126,all,0.8617021276595744,94,7260
denovo_pdb,7hj8_A,126,short,0.8,5,705
denovo_pdb,7hj8_A,126,medium,0.9230769230769231,26,1302
denovo_pdb,7hj8_A,126,long,0.8412698412698413,63,5253
denovo_pdb,7hj9_A,126,all,0.8804347826086957,92,7260
denovo_pdb,7hj9_A,126,short,0.8,5,705
denovo_pdb,7hj9_A,126,medium,0.96,25,1302
denovo_pdb,7hj9_A,126,long,0.8548387096774194,62,5253
denovo_pdb,7hja_A,126,all,0.8666666666666667,90,7260
denovo_pdb,7hja_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hja_A,126,medium,0.96,25,1302
denovo_pdb,7hja_A,126,long,0.8305084745762712,59,5253
denovo_pdb,7hjb_A,126,all,0.8526315789473684,95,7260
denovo_pdb,7hjb_A,126,short,1.0,7,705
denovo_pdb,7hjb_A,126,medium,0.92,25,1302
denovo_pdb,7hjb_A,126,long,0.8095238095238095,63,5253
denovo_pdb,7hjc_A,126,all,0.8494623655913979,93,7260
denovo_pdb,7hjc_A,126,short,1.0,7,705
denovo_pdb,7hjc_A,126,medium,0.88,25,1302
denovo_pdb,7hjc_A,126,long,0.8360655737704918,61,5253
denovo_pdb,7hjd_A,126,all,0.8387096774193549,93,7260
denovo_pdb,7hjd_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hjd_A,126,medium,0.92,25,1302
denovo_pdb,7hjd_A,126,long,0.8064516129032258,62,5253
denovo_pdb,7hje_A,126,all,0.8709677419354839,93,7260
denovo_pdb,7hje_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hje_A,126,medium,0.92,25,1302
denovo_pdb,7hje_A,126,long,0.8548387096774194,62,5253
denovo_pdb,7hjf_A,126,all,0.8602150537634409,93,7260
denovo_pdb,7hjf_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hjf_A,126,medium,0.92,25,1302
denovo_pdb,7hjf_A,126,long,0.8387096774193549,62,5253
denovo_pdb,7hjg_A,126,all,0.9183673469387755,98,7260
denovo_pdb,7hjg_A,126,short,1.0,7,705
denovo_pdb,7hjg_A,126,medium,0.9230769230769231,26,1302
denovo_pdb,7hjg_A,126,long,0.9076923076923077,65,5253
denovo_pdb,7hjh_A,126,all,0.8804347826086957,92,7260
denovo_pdb,7hjh_A,126,short,0.8,5,705
denovo_pdb,7hjh_A,126,medium,0.92,25,1302
denovo_pdb,7hjh_A,126,long,0.8548387096774194,62,5253
denovo_pdb,7hji_A,126,all,0.8631578947368421,95,7260
denovo_pdb,7hji_A,126,short,0.8,5,705
denovo_pdb,7hji_A,126,medium,0.92,25,1302
denovo_pdb,7hji_A,126,long,0.8307692307692308,65,5253
denovo_pdb,7hjj_A,126,all,0.8602150537634409,93,7260
denovo_pdb,7hjj_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hjj_A,126,medium,0.8846153846153846,26,1302
denovo_pdb,7hjj_A,126,long,0.8524590163934426,61,5253
denovo_pdb,7hjk_A,126,all,0.8478260869565217,92,7260
denovo_pdb,7hjk_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hjk_A,126,medium,0.9230769230769231,26,1302
denovo_pdb,7hjk_A,126,long,0.8166666666666667,60,5253
denovo_pdb,7hjl_A,126,all,0.8681318681318682,91,7260
denovo_pdb,7hjl_A,126,short,0.8,5,705
denovo_pdb,7hjl_A,126,medium,0.92,25,1302
denovo_pdb,7hjl_A,126,long,0.819672131147541,61,5253
denovo_pdb,7hjm_A,126,all,0.8723404255319149,94,7260
denovo_pdb,7hjm_A,126,short,1.0,7,705
denovo_pdb,7hjm_A,126,medium,0.9230769230769231,26,1302
denovo_pdb,7hjm_A,126,long,0.8360655737704918,61,5253
denovo_pdb,7hjn_A,126,all,0.8333333333333334,90,7260
denovo_pdb,7hjn_A,126,short,0.8,5,705
denovo_pdb,7hjn_A,126,medium,0.9166666666666666,24,1302
denovo_pdb,7hjn_A,126,long,0.819672131147541,61,5253
denovo_pdb,7hjo_A,126,all,0.8444444444444444,90,7260
denovo_pdb,7hjo_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hjo_A,126,medium,0.9615384615384616,26,1302
denovo_pdb,7hjo_A,126,long,0.7931034482758621,58,5253
denovo_pdb,7hjp_A,126,all,0.8709677419354839,93,7260
denovo_pdb,7hjp_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hjp_A,126,medium,0.9230769230769231,26,1302
denovo_pdb,7hjp_A,126,long,0.8524590163934426,61,5253
denovo_pdb,7hjq_A,126,all,0.8709677419354839,93,7260
denovo_pdb,7hjq_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hjq_A,126,medium,0.92,25,1302
denovo_pdb,7hjq_A,126,long,0.8387096774193549,62,5253
denovo_pdb,7hjr_A,126,all,0.8936170212765957,94,7260
denovo_pdb,7hjr_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hjr_A,126,medium,0.92,25,1302
denovo_pdb,7hjr_A,126,long,0.873015873015873,63,5253
denovo_pdb,7hjs_A,126,all,0.8333333333333334,90,7260
denovo_pdb,7hjs_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hjs_A,126,medium,0.88,25,1302
denovo_pdb,7hjs_A,126,long,0.8135593220338984,59,5253
denovo_pdb,7hjt_A,126,all,0.8555555555555555,90,7260
denovo_pdb,7hjt_A,126,short,0.8,5,705
denovo_pdb,7hjt_A,126,medium,0.92,25,1302
denovo_pdb,7hjt_A,126,long,0.8166666666666667,60,5253
denovo_pdb,7hju_A,126,all,0.8494623655913979,93,7260
denovo_pdb,7hju_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hju_A,126,medium,0.92,25,1302
denovo_pdb,7hju_A,126,long,0.8225806451612904,62,5253
denovo_pdb,7hjv_A,126,all,0.8695652173913043,92,7260
denovo_pdb,7hjv_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hjv_A,126,medium,0.9230769230769231,26,1302
denovo_pdb,7hjv_A,126,long,0.8333333333333334,60,5253
denovo_pdb,7hjw_A,126,all,0.8865979381443299,97,7260
denovo_pdb,7hjw_A,126,short,1.0,6,705
denovo_pdb,7hjw_A,126,medium,0.92,25,1302
denovo_pdb,7hjw_A,126,long,0.8636363636363636,66,5253
denovo_pdb,7hjx_A,126,all,0.8817204301075269,93,7260
denovo_pdb,7hjx_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hjx_A,126,medium,0.92,25,1302
denovo_pdb,7hjx_A,126,long,0.8548387096774194,62,5253
denovo_pdb,7hjy_A,126,all,0.8571428571428571,91,7260
denovo_pdb,7hjy_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hjy_A,126,medium,0.9230769230769231,26,1302
denovo_pdb,7hjy_A,126,long,0.8135593220338984,59,5253
denovo_pdb,7hjz_A,126,all,0.8842105263157894,95,7260
denovo_pdb,7hjz_A,126,short,1.0,7,705
denovo_pdb,7hjz_A,126,medium,0.96,25,1302
denovo_pdb,7hjz_A,126,long,0.8412698412698413,63,5253
denovo_pdb,7hk0_A,126,all,0.8958333333333334,96,7260
denovo_pdb,7hk0_A,126,short,1.0,7,705
denovo_pdb,7hk0_A,126,medium,0.9629629629629629,27,1302
denovo_pdb,7hk0_A,126,long,0.8548387096774194,62,5253
denovo_pdb,7hk1_A,126,all,0.8666666666666667,90,7260
denovo_pdb,7hk1_A,126,short,0.8,5,705
denovo_pdb,7hk1_A,126,medium,0.92,25,1302
denovo_pdb,7hk1_A,126,long,0.85,60,5253
denovo_pdb,7hk2_A,126,all,0.8842105263157894,95,7260
denovo_pdb,7hk2_A,126,short,1.0,7,705
denovo_pdb,7hk2_A,126,medium,0.96,25,1302
denovo_pdb,7hk2_A,126,long,0.8412698412698413,63,5253
denovo_pdb,7hk3_A,126,all,0.8478260869565217,92,7260
denovo_pdb,7hk3_A,126,short,0.8333333333333334,6,705
denovo_pdb,7hk3_A,126,medium,0.9230769230769231,26,1302
denovo_pdb,7hk3_A,126,long,0.8166666666666667,60,5253
denovo_pdb,7hk4_A,126,all,0.8854166666666666,96,7260
denovo_pdb,7hk4_A,126,short,1.0,7,705
denovo_pdb,7hk4_A,126,medium,0.9230769230769231,26,1302
denovo_pdb,7hk4_A,126,long,0.8571428571428571,63,5253
denovo_pdb,7jrq_A,127,all,0.7578947368421053,95,7381
denovo_pdb,7jrq_A,127,short,0.6428571428571429,14,711
denovo_pdb,7jrq_A,127,medium,0.9545454545454546,22,1314
denovo_pdb,7jrq_A,127,long,0.6610169491525424,59,5356
denovo_pdb,7kuw_A,62,all,0.46153846153846156,13,1596
denovo_pdb,7kuw_A,62,short,0.8,5,321
denovo_pdb,7kuw_A,62,medium,0.5,2,534
denovo_pdb,7kuw_A,62,long,0.0,6,741
denovo_pdb,7mcc_A,190,all,0.4682080924855491,173,17020
denovo_pdb,7mcc_A,190,short,0.5588235294117647,34,1089
denovo_pdb,7mcc_A,190,medium,0.4878048780487805,41,2070
denovo_pdb,7mcc_A,190,long,0.4387755102040816,98,13861
denovo_pdb,7ocm_A,174,all,0.8427672955974843,159,14196
denovo_pdb,7ocm_A,174,short,0.9069767441860465,43,993
denovo_pdb,7ocm_A,174,medium,0.6470588235294118,17,1878
denovo_pdb,7ocm_A,174,long,0.8585858585858586,99,11325
denovo_pdb,7osu_A,183,all,0.731404958677686,242,15753
denovo_pdb,7osu_A,183,short,0.775,40,1047
denovo_pdb,7osu_A,183,medium,0.7301587301587301,63,1986
denovo_pdb,7osu_A,183,long,0.7266187050359713,139,12720
denovo_pdb,7osv_A,173,all,0.7336448598130841,214,14028
denovo_pdb,7osv_A,173,short,0.8536585365853658,41,987
denovo_pdb,7osv_A,173,medium,0.7534246575342466,73,1866
denovo_pdb,7osv_A,173,long,0.69,100,11175
denovo_pdb,7ot7_A,183,all,0.7479338842975206,242,15753
denovo_pdb,7ot7_A,183,short,0.7435897435897436,39,1047
denovo_pdb,7ot7_A,183,medium,0.765625,64,1986
denovo_pdb,7ot7_A,183,long,0.7553956834532374,139,12720
denovo_pdb,7p12_A,184,all,0.776255707762557,219,15931
denovo_pdb,7p12_A,184,short,0.8666666666666667,30,1053
denovo_pdb,7p12_A,184,medium,0.8125,48,1998
denovo_pdb,7p12_A,184,long,0.7588652482269503,141,12880
denovo_pdb,7qnl_AAA,240,all,0.9337349397590361,166,27495
denovo_pdb,7qnl_AAA,240,short,0.9047619047619048,21,1389
denovo_pdb,7qnl_AAA,240,medium,0.9354838709677419,31,2670
denovo_pdb,7qnl_AAA,240,long,0.9385964912280702,114,23436
denovo_pdb,7rmx_A,229,all,0.6147186147186147,231,24976
denovo_pdb,7rmx_A,229,short,0.6666666666666666,21,1323
denovo_pdb,7rmx_A,229,medium,0.723404255319149,47,2538
denovo_pdb,7rmx_A,229,long,0.6073619631901841,163,21115
denovo_pdb,7smj_A,174,all,0.4939759036144578,166,14196
denovo_pdb,7smj_A,174,short,0.5757575757575758,33,993
denovo_pdb,7smj_A,174,medium,0.47619047619047616,42,1878
denovo_pdb,7smj_A,174,long,0.4835164835164835,91,11325
denovo_pdb,7sq3_A,146,all,0.14545454545454545,110,9870
denovo_pdb,7sq3_A,146,short,0.8571428571428571,14,825
denovo_pdb,7sq3_A,146,medium,0.0,2,1542
denovo_pdb,7sq3_A,146,long,0.02127659574468085,94,7503
denovo_pdb,7sq4_A,48,all,1.0,3,903
denovo_pdb,7sq4_A,48,short,1.0,3,237
denovo_pdb,7sq5_A,140,all,0.16666666666666666,114,9045
denovo_pdb,7sq5_A,140,short,0.8,15,789
denovo_pdb,7sq5_A,140,medium,0.0,2,1470
denovo_pdb,7sq5_A,140,long,0.061855670103092786,97,6786
denovo_pdb,7tal_A,196,all,0.7680412371134021,194,18145
denovo_pdb,7tal_A,196,short,0.8888888888888888,36,1125
denovo_pdb,7tal_A,196,medium,0.8103448275862069,58,2142
denovo_pdb,7tal_A,196,long,0.67,100,14878
denovo_pdb,7tjl_A,85,all,0.41379310344827586,58,3160
denovo_pdb,7tjl_A,85,short,0.5,10,459
denovo_pdb,7tjl_A,85,medium,0.5263157894736842,19,810
denovo_pdb,7tjl_A,85,long,0.27586206896551724,29,1891
denovo_pdb,7udo_A,172,all,0.5878378378378378,148,13695
denovo_pdb,7udo_A,172,short,0.7647058823529411,17,975
denovo_pdb,7udo_A,172,medium,0.7333333333333333,30,1842
denovo_pdb,7udo_A,172,long,0.5148514851485149,101,10878
denovo_pdb,7uek_A,228,all,0.6722408026755853,299,24753
denovo_pdb,7uek_A,228,short,0.7948717948717948,39,1317
denovo_pdb,7uek_A,228,medium,0.6470588235294118,34,2526
denovo_pdb,7uek_A,228,long,0.6592920353982301,226,20910
denovo_pdb,7ur7_A,63,all,0.8666666666666667,60,1653
denovo_pdb,7ur7_A,63,short,1.0,15,327
denovo_pdb,7ur7_A,63,medium,0.7142857142857143,14,546
denovo_pdb,7ur7_A,63,long,0.9032258064516129,31,780
denovo_pdb,7ur8_A,71,all,0.7272727272727273,44,2145
denovo_pdb,7ur8_A,71,short,0.8333333333333334,12,375
denovo_pdb,7ur8_A,71,medium,0.7,20,642
denovo_pdb,7ur8_A,71,long,0.75,12,1128
denovo_pdb,7vql_A,115,all,0.8526315789473684,95,5995
denovo_pdb,7vql_A,115,short,0.7692307692307693,13,639
denovo_pdb,7vql_A,115,medium,0.6923076923076923,13,1170
denovo_pdb,7vql_A,115,long,0.8695652173913043,69,4186
denovo_pdb,7vqv_A,115,all,0.8333333333333334,108,5995
denovo_pdb,7vqv_A,115,short,0.8421052631578947,19,639
denovo_pdb,7vqv_A,115,medium,0.875,16,1170
denovo_pdb,7vqv_A,115,long,0.8082191780821918,73,4186
denovo_pdb,7vty_A,90,all,0.7682926829268293,82,3570
denovo_pdb,7vty_A,90,short,0.9166666666666666,12,489
denovo_pdb,7vty_A,90,medium,0.8,15,870
denovo_pdb,7vty_A,90,long,0.7272727272727273,55,2211
denovo_pdb,7vu4_A,117,all,0.8431372549019608,102,6216
denovo_pdb,7vu4_A,117,short,0.9375,16,651
denovo_pdb,7vu4_A,117,medium,0.875,16,1194
denovo_pdb,7vu4_A,117,long,0.8,70,4371
denovo_pdb,8a3k_UNK,127,all,0.28846153846153844,104,7381
denovo_pdb,8a3k_UNK,127,short,0.5,10,711
denovo_pdb,8a3k_UNK,127,medium,0.3125,16,1314
denovo_pdb,8a3k_UNK,127,long,0.2564102564102564,78,5356
denovo_pdb,8ah9_A,115,all,0.8712121212121212,132,5995
denovo_pdb,8ah9_A,115,short,0.9354838709677419,31,639
denovo_pdb,8ah9_A,115,medium,0.9137931034482759,58,1170
denovo_pdb,8ah9_A,115,long,0.7906976744186046,43,4186
denovo_pdb,8bcs_A,49,all,0.9523809523809523,21,946
denovo_pdb,8bcs_A,49,short,1.0,2,243
denovo_pdb,8bcs_A,49,medium,0.875,8,378
denovo_pdb,8bcs_A,49,long,0.9090909090909091,11,325
denovo_pdb,8bl3_A,141,all,0.7361963190184049,163,9180
denovo_pdb,8bl3_A,141,short,0.9166666666666666,36,795
denovo_pdb,8bl3_A,141,medium,0.851063829787234,47,1482
denovo_pdb,8bl3_A,141,long,0.5875,80,6903
denovo_pdb,8bl5_A,117,all,0.6181818181818182,110,6216
denovo_pdb,8bl5_A,117,short,0.7727272727272727,22,651
denovo_pdb,8bl5_A,117,medium,0.5555555555555556,36,1194
denovo_pdb,8bl5_A,117,long,0.5961538461538461,52,4371
denovo_pdb,8bl6_A,139,all,0.7290322580645161,155,8911
denovo_pdb,8bl6_A,139,short,0.8529411764705882,34,783
denovo_pdb,8bl6_A,139,medium,0.8444444444444444,45,1458
denovo_pdb,8bl6_A,139,long,0.5921052631578947,76,6670
denovo_pdb,8bl9_A,116,all,0.7314814814814815,108,6105
denovo_pdb,8bl9_A,116,short,0.9,20,645
denovo_pdb,8bl9_A,116,medium,0.8285714285714286,35,1182
denovo_pdb,8bl9_A,116,long,0.6226415094339622,53,4278
denovo_pdb,8bu0_A,136,all,0.9516129032258065,124,8515
denovo_pdb,8bu0_A,136,short,0.9285714285714286,14,765
denovo_pdb,8bu0_A,136,medium,0.9565217391304348,46,1422
denovo_pdb,8bu0_A,136,long,0.96875,64,6328
denovo_pdb,8ch0_A,136,all,0.936,125,8515
denovo_pdb,8ch0_A,136,short,0.9166666666666666,12,765
denovo_pdb,8ch0_A,136,medium,0.9411764705882353,51,1422
denovo_pdb,8ch0_A,136,long,0.9193548387096774,62,6328
denovo_pdb,8chy_A,272,all,0.9288389513108615,267,35511
denovo_pdb,8chy_A,272,short,0.9259259259259259,27,1581
denovo_pdb,8chy_A,272,medium,0.9306930693069307,101,3054
denovo_pdb,8chy_A,272,long,0.920863309352518,139,30876
denovo_pdb,8cig_A,136,all,0.9504132231404959,121,8515
denovo_pdb,8cig_A,136,short,1.0,14,765
denovo_pdb,8cig_A,136,medium,0.9347826086956522,46,1422
denovo_pdb,8cig_A,136,long,0.9508196721311475,61,6328
denovo_pdb,8ckr_A,136,all,0.952755905511811,127,8515
denovo_pdb,8ckr_A,136,short,1.0,14,765
denovo_pdb,8ckr_A,136,medium,0.9215686274509803,51,1422
denovo_pdb,8ckr_A,136,long,0.967741935483871,62,6328
denovo_pdb,8cmq_A,136,all,0.9262295081967213,122,8515
denovo_pdb,8cmq_A,136,short,1.0,12,765
denovo_pdb,8cmq_A,136,medium,0.9591836734693877,49,1422
denovo_pdb,8cmq_A,136,long,0.9180327868852459,61,6328
denovo_pdb,8cqq_A,272,all,0.9455252918287937,257,35511
denovo_pdb,8cqq_A,272,short,0.9259259259259259,27,1581
denovo_pdb,8cqq_A,272,medium,0.9587628865979382,97,3054
denovo_pdb,8cqq_A,272,long,0.9398496240601504,133,30876
denovo_pdb,8cux_B,119,all,0.40404040404040403,99,6441
denovo_pdb,8cux_B,119,short,0.14285714285714285,7,663
denovo_pdb,8cux_B,119,medium,0.14285714285714285,7,1218
denovo_pdb,8cux_B,119,long,0.5176470588235295,85,4560
denovo_pdb,8d03_A,65,all,0.1590909090909091,44,1770
denovo_pdb,8d03_A,65,short,0.3,10,339
denovo_pdb,8d03_A,65,medium,0.18181818181818182,11,570
denovo_pdb,8d03_A,65,long,0.043478260869565216,23,861
denovo_pdb,8d05_A,60,all,0.7083333333333334,48,1485
denovo_pdb,8d05_A,60,short,0.9,10,309
denovo_pdb,8d05_A,60,medium,0.8235294117647058,17,510
denovo_pdb,8d05_A,60,long,0.5238095238095238,21,666
denovo_pdb,8d9o_A,194,all,0.6094674556213018,169,17766
denovo_pdb,8d9o_A,194,short,0.6666666666666666,6,1113
