eval_set,stem,L,requested_pairs,effective_pairs,dropped_short_pairs
eval-val,7ykm_A,105,40,40,0
eval-val,7ykm_A,105,50,50,0
eval-val,7ykm_A,105,60,60,0
eval-val,7ykm_A,105,70,70,0
eval-val,7ykm_A,105,80,80,0
eval-val,7ykm_A,105,90,90,0
eval-val,7ykm_A,105,100,100,0
eval-val,7ykm_A,105,105,105,0
eval-val,7ylr_A,330,0,0,0
eval-val,7ylr_A,330,10,10,0
eval-val,7ylr_A,330,20,20,0
eval-val,7ylr_A,330,30,30,0
eval-val,7ylr_A,330,40,40,0
eval-val,7ylr_A,330,50,50,0
eval-val,7ylr_A,330,60,60,0
eval-val,7ylr_A,330,70,70,0
eval-val,7ylr_A,330,80,80,0
eval-val,7ylr_A,330,90,90,0
eval-val,7ylr_A,330,100,100,0
eval-val,7ylr_A,330,110,110,0
eval-val,7ylr_A,330,120,120,0
eval-val,7ylr_A,330,130,130,0
eval-val,7ylr_A,330,140,140,0
eval-val,7ylr_A,330,150,150,0
eval-val,7ylr_A,330,160,160,0
eval-val,7ylr_A,330,170,170,0
eval-val,7ylr_A,330,180,180,0
eval-val,7ylr_A,330,190,190,0
eval-val,7ylr_A,330,200,200,0
eval-val,7ylr_A,330,210,210,0
eval-val,7ylr_A,330,220,220,0
eval-val,7ylr_A,330,230,230,0
eval-val,7ylr_A,330,240,240,0
eval-val,7ylr_A,330,250,250,0
eval-val,7ylr_A,330,260,260,0
eval-val,7ylr_A,330,270,270,0
eval-val,7ylr_A,330,280,280,0
eval-val,7ylr_A,330,290,290,0
eval-val,7ylr_A,330,300,300,0
eval-val,7ylr_A,330,310,310,0
eval-val,7ylr_A,330,320,320,0
eval-val,7ylr_A,330,330,330,0
eval-val,7yug_A,118,0,0,0
eval-val,7yug_A,118,10,10,0
eval-val,7yug_A,118,20,20,0
eval-val,7yug_A,118,30,30,0
eval-val,7yug_A,118,40,40,0
eval-val,7yug_A,118,50,50,0
eval-val,7yug_A,118,60,60,0
eval-val,7yug_A,118,70,70,0
eval-val,7yug_A,118,80,80,0
eval-val,7yug_A,118,90,90,0
eval-val,7yug_A,118,100,100,0
eval-val,7yug_A,118,110,110,0
eval-val,7yug_A,118,118,118,0
eval-val,7yyg_A,365,0,0,0
eval-val,7yyg_A,365,10,10,0
eval-val,7yyg_A,365,20,19,1
eval-val,7yyg_A,365,30,29,1
eval-val,7yyg_A,365,40,38,2
eval-val,7yyg_A,365,50,48,2
eval-val,7yyg_A,365,60,58,2
eval-val,7yyg_A,365,70,68,2
eval-val,7yyg_A,365,80,78,2
eval-val,7yyg_A,365,90,88,2
eval-val,7yyg_A,365,100,98,2
eval-val,7yyg_A,365,110,108,2
eval-val,7yyg_A,365,120,118,2
eval-val,7yyg_A,365,130,128,2
eval-val,7yyg_A,365,140,138,2
eval-val,7yyg_A,365,150,148,2
eval-val,7yyg_A,365,160,158,2
eval-val,7yyg_A,365,170,168,2
eval-val,7yyg_A,365,180,178,2
eval-val,7yyg_A,365,190,188,2
eval-val,7yyg_A,365,200,198,2
eval-val,7yyg_A,365,210,208,2
eval-val,7yyg_A,365,220,218,2
eval-val,7yyg_A,365,230,228,2
eval-val,7yyg_A,365,240,238,2
eval-val,7yyg_A,365,250,247,3
eval-val,7yyg_A,365,260,257,3
eval-val,7yyg_A,365,270,267,3
eval-val,7yyg_A,365,280,277,3
eval-val,7yyg_A,365,290,287,3
eval-val,7yyg_A,365,300,297,3
eval-val,7yyg_A,365,310,307,3
eval-val,7yyg_A,365,320,317,3
eval-val,7yyg_A,365,330,327,3
eval-val,7yyg_A,365,340,337,3
eval-val,7yyg_A,365,350,347,3
eval-val,7yyg_A,365,360,357,3
eval-val,7yyg_A,365,365,362,3
eval-val,7z65_A,283,0,0,0
eval-val,7z65_A,283,10,10,0
eval-val,7z65_A,283,20,20,0
eval-val,7z65_A,283,30,30,0
eval-val,7z65_A,283,40,40,0
eval-val,7z65_A,283,50,50,0
eval-val,7z65_A,283,60,60,0
eval-val,7z65_A,283,70,70,0
eval-val,7z65_A,283,80,80,0
eval-val,7z65_A,283,90,90,0
eval-val,7z65_A,283,100,100,0
eval-val,7z65_A,283,110,110,0
eval-val,7z65_A,283,120,120,0
eval-val,7z65_A,283,130,130,0
eval-val,7z65_A,283,140,140,0
eval-val,7z65_A,283,150,150,0
eval-val,7z65_A,283,160,160,0
eval-val,7z65_A,283,170,170,0
eval-val,7z65_A,283,180,180,0
eval-val,7z65_A,283,190,190,0
eval-val,7z65_A,283,200,200,0
eval-val,7z65_A,283,210,210,0
eval-val,7z65_A,283,220,220,0
eval-val,7z65_A,283,230,230,0
eval-val,7z65_A,283,240,240,0
eval-val,7z65_A,283,250,250,0
eval-val,7z65_A,283,260,260,0
eval-val,7z65_A,283,270,270,0
eval-val,7z65_A,283,280,280,0
eval-val,7z65_A,283,283,283,0
eval-val,7znz_A,761,0,0,0
eval-val,7znz_A,761,10,10,0
eval-val,7znz_A,761,20,20,0
eval-val,7znz_A,761,30,30,0
eval-val,7znz_A,761,40,40,0
eval-val,7znz_A,761,50,50,0
eval-val,7znz_A,761,60,60,0
eval-val,7znz_A,761,70,70,0
eval-val,7znz_A,761,80,80,0
eval-val,7znz_A,761,90,90,0
eval-val,7znz_A,761,100,100,0
eval-val,7znz_A,761,110,110,0
eval-val,7znz_A,761,120,120,0
eval-val,7znz_A,761,130,130,0
eval-val,7znz_A,761,140,140,0
eval-val,7znz_A,761,150,150,0
eval-val,7znz_A,761,160,160,0
eval-val,7znz_A,761,170,170,0
eval-val,7znz_A,761,180,180,0
eval-val,7znz_A,761,190,190,0
eval-val,7znz_A,761,200,200,0
eval-val,7znz_A,761,210,210,0
eval-val,7znz_A,761,220,220,0
eval-val,7znz_A,761,230,230,0
eval-val,7znz_A,761,240,240,0
eval-val,7znz_A,761,250,250,0
eval-val,7znz_A,761,260,260,0
eval-val,7znz_A,761,270,270,0
eval-val,7znz_A,761,280,280,0
eval-val,7znz_A,761,290,290,0
eval-val,7znz_A,761,300,300,0
eval-val,7znz_A,761,310,310,0
eval-val,7znz_A,761,320,320,0
eval-val,7znz_A,761,330,330,0
eval-val,7znz_A,761,340,340,0
eval-val,7znz_A,761,350,350,0
eval-val,7znz_A,761,360,360,0
eval-val,7znz_A,761,370,370,0
eval-val,7znz_A,761,380,380,0
eval-val,7znz_A,761,390,390,0
eval-val,7znz_A,761,400,400,0
eval-val,7znz_A,761,410,410,0
eval-val,7znz_A,761,420,420,0
eval-val,7znz_A,761,430,430,0
eval-val,7znz_A,761,440,440,0
eval-val,7znz_A,761,450,450,0
eval-val,7znz_A,761,460,460,0
eval-val,7znz_A,761,470,470,0
eval-val,7znz_A,761,480,480,0
eval-val,7znz_A,761,490,490,0
eval-val,7znz_A,761,500,500,0
eval-val,7znz_A,761,510,510,0
eval-val,7znz_A,761,520,520,0
eval-val,7znz_A,761,530,530,0
eval-val,7znz_A,761,540,540,0
eval-val,7znz_A,761,550,550,0
eval-val,7znz_A,761,560,560,0
eval-val,7znz_A,761,570,570,0
eval-val,7znz_A,761,580,580,0
eval-val,7znz_A,761,590,590,0
eval-val,7znz_A,761,600,600,0
eval-val,7znz_A,761,610,610,0
eval-val,7znz_A,761,620,620,0
eval-val,7znz_A,761,630,630,0
eval-val,7znz_A,761,640,640,0
eval-val,7znz_A,761,650,650,0
eval-val,7znz_A,761,660,660,0
eval-val,7znz_A,761,670,670,0
eval-val,7znz_A,761,680,680,0
eval-val,7znz_A,761,690,690,0
eval-val,7znz_A,761,700,700,0
eval-val,7znz_A,761,710,710,0
eval-val,7znz_A,761,720,720,0
eval-val,7znz_A,761,730,730,0
eval-val,7znz_A,761,740,740,0
eval-val,7znz_A,761,750,750,0
eval-val,7znz_A,761,760,760,0
eval-val,7znz_A,761,761,761,0
eval-val,7zoi_A,151,0,0,0
eval-val,7zoi_A,151,10,10,0
eval-val,7zoi_A,151,20,20,0
eval-val,7zoi_A,151,30,30,0
eval-val,7zoi_A,151,40,40,0
eval-val,7zoi_A,151,50,50,0
eval-val,7zoi_A,151,60,60,0
eval-val,7zoi_A,151,70,70,0
eval-val,7zoi_A,151,80,80,0
eval-val,7zoi_A,151,90,90,0
eval-val,7zoi_A,151,100,100,0
eval-val,7zoi_A,151,110,110,0
eval-val,7zoi_A,151,120,120,0
eval-val,7zoi_A,151,130,130,0
eval-val,7zoi_A,151,140,140,0
eval-val,7zoi_A,151,150,150,0
eval-val,7zoi_A,151,151,151,0
eval-val,7zs2_A,316,0,0,0
eval-val,7zs2_A,316,10,10,0
eval-val,7zs2_A,316,20,20,0
eval-val,7zs2_A,316,30,30,0
eval-val,7zs2_A,316,40,40,0
eval-val,7zs2_A,316,50,50,0
eval-val,7zs2_A,316,60,60,0
eval-val,7zs2_A,316,70,70,0
eval-val,7zs2_A,316,80,80,0
eval-val,7zs2_A,316,90,90,0
eval-val,7zs2_A,316,100,100,0
eval-val,7zs2_A,316,110,110,0
eval-val,7zs2_A,316,120,120,0
eval-val,7zs2_A,316,130,130,0
eval-val,7zs2_A,316,140,140,0
eval-val,7zs2_A,316,150,150,0
eval-val,7zs2_A,316,160,160,0
eval-val,7zs2_A,316,170,170,0
eval-val,7zs2_A,316,180,180,0
eval-val,7zs2_A,316,190,190,0
eval-val,7zs2_A,316,200,200,0
eval-val,7zs2_A,316,210,210,0
eval-val,7zs2_A,316,220,220,0
eval-val,7zs2_A,316,230,230,0
eval-val,7zs2_A,316,240,240,0
eval-val,7zs2_A,316,250,250,0
eval-val,7zs2_A,316,260,260,0
eval-val,7zs2_A,316,270,270,0
eval-val,7zs2_A,316,280,280,0
eval-val,7zs2_A,316,290,290,0
eval-val,7zs2_A,316,300,300,0
eval-val,7zs2_A,316,310,310,0
eval-val,7zs2_A,316,316,316,0
eval-val,7zu3_A,132,0,0,0
eval-val,7zu3_A,132,10,10,0
eval-val,7zu3_A,132,20,20,0
eval-val,7zu3_A,132,30,30,0
eval-val,7zu3_A,132,40,40,0
eval-val,7zu3_A,132,50,50,0
eval-val,7zu3_A,132,60,60,0
eval-val,7zu3_A,132,70,70,0
eval-val,7zu3_A,132,80,80,0
eval-val,7zu3_A,132,90,90,0
eval-val,7zu3_A,132,100,100,0
eval-val,7zu3_A,132,110,110,0
eval-val,7zu3_A,132,120,120,0
eval-val,7zu3_A,132,130,130,0
eval-val,7zu3_A,132,132,132,0
eval-val,7zv1_A,136,0,0,0
eval-val,7zv1_A,136,10,10,0
eval-val,7zv1_A,136,20,20,0
eval-val,7zv1_A,136,30,30,0
eval-val,7zv1_A,136,40,40,0
eval-val,7zv1_A,136,50,50,0
eval-val,7zv1_A,136,60,60,0
eval-val,7zv1_A,136,70,70,0
eval-val,7zv1_A,136,80,80,0
eval-val,7zv1_A,136,90,90,0
eval-val,7zv1_A,136,100,100,0
eval-val,7zv1_A,136,110,110,0
eval-val,7zv1_A,136,120,120,0
eval-val,7zv1_A,136,130,130,0
eval-val,7zv1_A,136,136,136,0
eval-val,8adc_A,215,0,0,0
eval-val,8adc_A,215,10,10,0
eval-val,8adc_A,215,20,20,0
eval-val,8adc_A,215,30,30,0
eval-val,8adc_A,215,40,40,0
eval-val,8adc_A,215,50,50,0
eval-val,8adc_A,215,60,60,0
eval-val,8adc_A,215,70,70,0
eval-val,8adc_A,215,80,80,0
eval-val,8adc_A,215,90,90,0
eval-val,8adc_A,215,100,100,0
eval-val,8adc_A,215,110,110,0
eval-val,8adc_A,215,120,120,0
eval-val,8adc_A,215,130,130,0
eval-val,8adc_A,215,140,140,0
eval-val,8adc_A,215,150,150,0
eval-val,8adc_A,215,160,160,0
eval-val,8adc_A,215,170,169,1
eval-val,8adc_A,215,180,179,1
eval-val,8adc_A,215,190,189,1
eval-val,8adc_A,215,200,198,2
eval-val,8adc_A,215,210,207,3
eval-val,8adc_A,215,215,212,3
eval-val,8add_A,213,0,0,0
eval-val,8add_A,213,10,10,0
eval-val,8add_A,213,20,20,0
eval-val,8add_A,213,30,30,0
eval-val,8add_A,213,40,40,0
eval-val,8add_A,213,50,50,0
eval-val,8add_A,213,60,60,0
eval-val,8add_A,213,70,70,0
eval-val,8add_A,213,80,80,0
eval-val,8add_A,213,90,90,0
eval-val,8add_A,213,100,100,0
eval-val,8add_A,213,110,110,0
eval-val,8add_A,213,120,120,0
eval-val,8add_A,213,130,130,0
eval-val,8add_A,213,140,140,0
eval-val,8add_A,213,150,150,0
eval-val,8add_A,213,160,160,0
eval-val,8add_A,213,170,170,0
eval-val,8add_A,213,180,180,0
eval-val,8add_A,213,190,190,0
eval-val,8add_A,213,200,200,0
eval-val,8add_A,213,210,210,0
eval-val,8add_A,213,213,213,0
eval-val,8ak2_A,297,0,0,0
eval-val,8ak2_A,297,10,10,0
eval-val,8ak2_A,297,20,20,0
eval-val,8ak2_A,297,30,30,0
eval-val,8ak2_A,297,40,40,0
eval-val,8ak2_A,297,50,50,0
eval-val,8ak2_A,297,60,60,0
eval-val,8ak2_A,297,70,70,0
eval-val,8ak2_A,297,80,80,0
eval-val,8ak2_A,297,90,90,0
eval-val,8ak2_A,297,100,100,0
eval-val,8ak2_A,297,110,110,0
eval-val,8ak2_A,297,120,120,0
eval-val,8ak2_A,297,130,130,0
eval-val,8ak2_A,297,140,140,0
eval-val,8ak2_A,297,150,150,0
eval-val,8ak2_A,297,160,160,0
eval-val,8ak2_A,297,170,170,0
eval-val,8ak2_A,297,180,180,0
eval-val,8ak2_A,297,190,190,0
eval-val,8ak2_A,297,200,200,0
eval-val,8ak2_A,297,210,210,0
eval-val,8ak2_A,297,220,220,0
eval-val,8ak2_A,297,230,230,0
eval-val,8ak2_A,297,240,240,0
eval-val,8ak2_A,297,250,250,0
eval-val,8ak2_A,297,260,260,0
eval-val,8ak2_A,297,270,270,0
eval-val,8ak2_A,297,280,280,0
eval-val,8ak2_A,297,290,290,0
eval-val,8ak2_A,297,297,297,0
eval-val,8akh_A,374,0,0,0
eval-val,8akh_A,374,10,10,0
eval-val,8akh_A,374,20,20,0
eval-val,8akh_A,374,30,30,0
eval-val,8akh_A,374,40,40,0
eval-val,8akh_A,374,50,50,0
eval-val,8akh_A,374,60,60,0
eval-val,8akh_A,374,70,70,0
eval-val,8akh_A,374,80,80,0
eval-val,8akh_A,374,90,90,0
eval-val,8akh_A,374,100,100,0
eval-val,8akh_A,374,110,110,0
eval-val,8akh_A,374,120,120,0
eval-val,8akh_A,374,130,130,0
eval-val,8akh_A,374,140,140,0
eval-val,8akh_A,374,150,150,0
eval-val,8akh_A,374,160,160,0
eval-val,8akh_A,374,170,170,0
eval-val,8akh_A,374,180,180,0
eval-val,8akh_A,374,190,190,0
eval-val,8akh_A,374,200,200,0
eval-val,8akh_A,374,210,210,0
eval-val,8akh_A,374,220,220,0
eval-val,8akh_A,374,230,230,0
eval-val,8akh_A,374,240,240,0
eval-val,8akh_A,374,250,250,0
eval-val,8akh_A,374,260,260,0
eval-val,8akh_A,374,270,270,0
eval-val,8akh_A,374,280,280,0
eval-val,8akh_A,374,290,290,0
eval-val,8akh_A,374,300,300,0
eval-val,8akh_A,374,310,310,0
eval-val,8akh_A,374,320,320,0
eval-val,8akh_A,374,330,330,0
eval-val,8akh_A,374,340,340,0
eval-val,8akh_A,374,350,350,0
eval-val,8akh_A,374,360,360,0
eval-val,8akh_A,374,370,370,0
eval-val,8akh_A,374,374,374,0
eval-val,8amo_A,399,0,0,0
eval-val,8amo_A,399,10,10,0
eval-val,8amo_A,399,20,20,0
eval-val,8amo_A,399,30,30,0
eval-val,8amo_A,399,40,40,0
eval-val,8amo_A,399,50,50,0
eval-val,8amo_A,399,60,60,0
eval-val,8amo_A,399,70,70,0
eval-val,8amo_A,399,80,80,0
eval-val,8amo_A,399,90,90,0
eval-val,8amo_A,399,100,100,0
eval-val,8amo_A,399,110,110,0
eval-val,8amo_A,399,120,120,0
eval-val,8amo_A,399,130,130,0
eval-val,8amo_A,399,140,140,0
eval-val,8amo_A,399,150,150,0
eval-val,8amo_A,399,160,160,0
eval-val,8amo_A,399,170,170,0
eval-val,8amo_A,399,180,180,0
eval-val,8amo_A,399,190,190,0
eval-val,8amo_A,399,200,200,0
eval-val,8amo_A,399,210,210,0
eval-val,8amo_A,399,220,220,0
eval-val,8amo_A,399,230,230,0
eval-val,8amo_A,399,240,240,0
eval-val,8amo_A,399,250,250,0
eval-val,8amo_A,399,260,260,0
eval-val,8amo_A,399,270,270,0
eval-val,8amo_A,399,280,280,0
eval-val,8amo_A,399,290,290,0
eval-val,8amo_A,399,300,300,0
eval-val,8amo_A,399,310,310,0
eval-val,8amo_A,399,320,320,0
eval-val,8amo_A,399,330,330,0
eval-val,8amo_A,399,340,340,0
eval-val,8amo_A,399,350,350,0
eval-val,8amo_A,399,360,360,0
eval-val,8amo_A,399,370,370,0
eval-val,8amo_A,399,380,380,0
eval-val,8amo_A,399,390,390,0
eval-val,8amo_A,399,399,399,0
eval-val,8arl_A,246,0,0,0
eval-val,8arl_A,246,10,10,0
eval-val,8arl_A,246,20,20,0
eval-val,8arl_A,246,30,30,0
eval-val,8arl_A,246,40,40,0
eval-val,8arl_A,246,50,50,0
eval-val,8arl_A,246,60,60,0
eval-val,8arl_A,246,70,70,0
eval-val,8arl_A,246,80,80,0
eval-val,8arl_A,246,90,90,0
eval-val,8arl_A,246,100,100,0
eval-val,8arl_A,246,110,110,0
eval-val,8arl_A,246,120,120,0
eval-val,8arl_A,246,130,130,0
eval-val,8arl_A,246,140,140,0
eval-val,8arl_A,246,150,150,0
eval-val,8arl_A,246,160,160,0
eval-val,8arl_A,246,170,170,0
eval-val,8arl_A,246,180,180,0
eval-val,8arl_A,246,190,190,0
eval-val,8arl_A,246,200,200,0
eval-val,8arl_A,246,210,210,0
eval-val,8arl_A,246,220,220,0
eval-val,8arl_A,246,230,230,0
eval-val,8arl_A,246,240,240,0
eval-val,8arl_A,246,246,246,0
eval-val,8au6_A,321,0,0,0
eval-val,8au6_A,321,10,10,0
eval-val,8au6_A,321,20,20,0
eval-val,8au6_A,321,30,30,0
eval-val,8au6_A,321,40,40,0
eval-val,8au6_A,321,50,50,0
eval-val,8au6_A,321,60,60,0
eval-val,8au6_A,321,70,70,0
eval-val,8au6_A,321,80,80,0
eval-val,8au6_A,321,90,90,0
eval-val,8au6_A,321,100,100,0
eval-val,8au6_A,321,110,110,0
eval-val,8au6_A,321,120,120,0
eval-val,8au6_A,321,130,130,0
eval-val,8au6_A,321,140,140,0
eval-val,8au6_A,321,150,150,0
eval-val,8au6_A,321,160,160,0
eval-val,8au6_A,321,170,170,0
eval-val,8au6_A,321,180,180,0
eval-val,8au6_A,321,190,190,0
eval-val,8au6_A,321,200,200,0
eval-val,8au6_A,321,210,210,0
eval-val,8au6_A,321,220,220,0
eval-val,8au6_A,321,230,230,0
eval-val,8au6_A,321,240,240,0
eval-val,8au6_A,321,250,250,0
eval-val,8au6_A,321,260,260,0
eval-val,8au6_A,321,270,270,0
eval-val,8au6_A,321,280,280,0
eval-val,8au6_A,321,290,290,0
eval-val,8au6_A,321,300,300,0
eval-val,8au6_A,321,310,310,0
eval-val,8au6_A,321,320,320,0
eval-val,8au6_A,321,321,321,0
eval-val,8axj_A,162,0,0,0
eval-val,8axj_A,162,10,10,0
eval-val,8axj_A,162,20,20,0
eval-val,8axj_A,162,30,30,0
eval-val,8axj_A,162,40,40,0
eval-val,8axj_A,162,50,50,0
eval-val,8axj_A,162,60,60,0
eval-val,8axj_A,162,70,70,0
eval-val,8axj_A,162,80,80,0
eval-val,8axj_A,162,90,90,0
eval-val,8axj_A,162,100,100,0
eval-val,8axj_A,162,110,110,0
eval-val,8axj_A,162,120,120,0
eval-val,8axj_A,162,130,130,0
eval-val,8axj_A,162,140,140,0
eval-val,8axj_A,162,150,150,0
eval-val,8axj_A,162,160,160,0
eval-val,8axj_A,162,162,162,0
eval-val,8azb_A,521,0,0,0
eval-val,8azb_A,521,10,10,0
eval-val,8azb_A,521,20,20,0
eval-val,8azb_A,521,30,30,0
eval-val,8azb_A,521,40,40,0
eval-val,8azb_A,521,50,50,0
eval-val,8azb_A,521,60,60,0
eval-val,8azb_A,521,70,70,0
eval-val,8azb_A,521,80,80,0
eval-val,8azb_A,521,90,90,0
eval-val,8azb_A,521,100,100,0
eval-val,8azb_A,521,110,110,0
eval-val,8azb_A,521,120,120,0
eval-val,8azb_A,521,130,130,0
eval-val,8azb_A,521,140,140,0
eval-val,8azb_A,521,150,150,0
eval-val,8azb_A,521,160,160,0
eval-val,8azb_A,521,170,170,0
eval-val,8azb_A,521,180,180,0
eval-val,8azb_A,521,190,190,0
eval-val,8azb_A,521,200,200,0
eval-val,8azb_A,521,210,210,0
eval-val,8azb_A,521,220,220,0
eval-val,8azb_A,521,230,230,0
eval-val,8azb_A,521,240,240,0
eval-val,8azb_A,521,250,250,0
eval-val,8azb_A,521,260,260,0
eval-val,8azb_A,521,270,270,0
eval-val,8azb_A,521,280,280,0
eval-val,8azb_A,521,290,290,0
eval-val,8azb_A,521,300,300,0
eval-val,8azb_A,521,310,310,0
eval-val,8azb_A,521,320,320,0
eval-val,8azb_A,521,330,330,0
eval-val,8azb_A,521,340,340,0
eval-val,8azb_A,521,350,350,0
eval-val,8azb_A,521,360,360,0
eval-val,8azb_A,521,370,370,0
eval-val,8azb_A,521,380,380,0
eval-val,8azb_A,521,390,390,0
eval-val,8azb_A,521,400,400,0
eval-val,8azb_A,521,410,410,0
eval-val,8azb_A,521,420,420,0
eval-val,8azb_A,521,430,430,0
eval-val,8azb_A,521,440,440,0
eval-val,8azb_A,521,450,450,0
eval-val,8azb_A,521,460,460,0
eval-val,8azb_A,521,470,470,0
eval-val,8azb_A,521,480,480,0
eval-val,8azb_A,521,490,490,0
eval-val,8azb_A,521,500,500,0
eval-val,8azb_A,521,510,510,0
eval-val,8azb_A,521,520,520,0
eval-val,8azb_A,521,521,521,0
eval-val,8b2e_A,143,0,0,0
eval-val,8b2e_A,143,10,10,0
eval-val,8b2e_A,143,20,20,0
eval-val,8b2e_A,143,30,30,0
eval-val,8b2e_A,143,40,40,0
eval-val,8b2e_A,143,50,50,0
eval-val,8b2e_A,143,60,60,0
eval-val,8b2e_A,143,70,70,0
eval-val,8b2e_A,143,80,80,0
eval-val,8b2e_A,143,90,90,0
eval-val,8b2e_A,143,100,100,0
eval-val,8b2e_A,143,110,110,0
eval-val,8b2e_A,143,120,120,0
eval-val,8b2e_A,143,130,130,0
eval-val,8b2e_A,143,140,140,0
eval-val,8b2e_A,143,143,143,0
eval-val,8b2g_A,74,0,0,0
eval-val,8b2g_A,74,10,10,0
eval-val,8b2g_A,74,20,20,0
eval-val,8b2g_A,74,30,30,0
eval-val,8b2g_A,74,40,40,0
eval-val,8b2g_A,74,50,50,0
eval-val,8b2g_A,74,60,60,0
eval-val,8b2g_A,74,70,70,0
eval-val,8b2g_A,74,74,74,0
eval-val,8b2s_A,245,0,0,0
eval-val,8b2s_A,245,10,10,0
eval-val,8b2s_A,245,20,20,0
eval-val,8b2s_A,245,30,30,0
eval-val,8b2s_A,245,40,40,0
eval-val,8b2s_A,245,50,50,0
eval-val,8b2s_A,245,60,60,0
eval-val,8b2s_A,245,70,70,0
eval-val,8b2s_A,245,80,80,0
eval-val,8b2s_A,245,90,90,0
eval-val,8b2s_A,245,100,100,0
eval-val,8b2s_A,245,110,110,0
eval-val,8b2s_A,245,120,120,0
eval-val,8b2s_A,245,130,130,0
eval-val,8b2s_A,245,140,140,0
eval-val,8b2s_A,245,150,150,0
eval-val,8b2s_A,245,160,160,0
eval-val,8b2s_A,245,170,170,0
eval-val,8b2s_A,245,180,180,0
eval-val,8b2s_A,245,190,190,0
eval-val,8b2s_A,245,200,200,0
eval-val,8b2s_A,245,210,210,0
eval-val,8b2s_A,245,220,220,0
eval-val,8b2s_A,245,230,229,1
eval-val,8b2s_A,245,240,239,1
eval-val,8b2s_A,245,245,244,1
eval-val,8b4u_A,277,0,0,0
eval-val,8b4u_A,277,10,10,0
eval-val,8b4u_A,277,20,20,0
eval-val,8b4u_A,277,30,30,0
eval-val,8b4u_A,277,40,40,0
eval-val,8b4u_A,277,50,50,0
eval-val,8b4u_A,277,60,60,0
eval-val,8b4u_A,277,70,70,0
eval-val,8b4u_A,277,80,80,0
eval-val,8b4u_A,277,90,90,0
eval-val,8b4u_A,277,100,100,0
eval-val,8b4u_A,277,110,110,0
eval-val,8b4u_A,277,120,120,0
eval-val,8b4u_A,277,130,130,0
eval-val,8b4u_A,277,140,140,0
eval-val,8b4u_A,277,150,150,0
eval-val,8b4u_A,277,160,160,0
eval-val,8b4u_A,277,170,170,0
eval-val,8b4u_A,277,180,180,0
eval-val,8b4u_A,277,190,190,0
eval-val,8b4u_A,277,200,200,0
eval-val,8b4u_A,277,210,210,0
eval-val,8b4u_A,277,220,220,0
eval-val,8b4u_A,277,230,230,0
eval-val,8b4u_A,277,240,240,0
eval-val,8b4u_A,277,250,250,0
eval-val,8b4u_A,277,260,260,0
eval-val,8b4u_A,277,270,270,0
eval-val,8b4u_A,277,277,277,0
eval-val,8b5w_A,459,0,0,0
eval-val,8b5w_A,459,10,10,0
eval-val,8b5w_A,459,20,20,0
eval-val,8b5w_A,459,30,30,0
eval-val,8b5w_A,459,40,40,0
eval-val,8b5w_A,459,50,50,0
eval-val,8b5w_A,459,60,60,0
eval-val,8b5w_A,459,70,70,0
eval-val,8b5w_A,459,80,80,0
eval-val,8b5w_A,459,90,90,0
eval-val,8b5w_A,459,100,100,0
eval-val,8b5w_A,459,110,110,0
eval-val,8b5w_A,459,120,120,0
eval-val,8b5w_A,459,130,130,0
eval-val,8b5w_A,459,140,140,0
eval-val,8b5w_A,459,150,150,0
eval-val,8b5w_A,459,160,160,0
eval-val,8b5w_A,459,170,170,0
eval-val,8b5w_A,459,180,180,0
eval-val,8b5w_A,459,190,190,0
eval-val,8b5w_A,459,200,200,0
eval-val,8b5w_A,459,210,209,1
eval-val,8b5w_A,459,220,219,1
eval-val,8b5w_A,459,230,229,1
eval-val,8b5w_A,459,240,239,1
eval-val,8b5w_A,459,250,249,1
eval-val,8b5w_A,459,260,259,1
eval-val,8b5w_A,459,270,269,1
eval-val,8b5w_A,459,280,279,1
eval-val,8b5w_A,459,290,289,1
eval-val,8b5w_A,459,300,299,1
eval-val,8b5w_A,459,310,309,1
eval-val,8b5w_A,459,320,319,1
eval-val,8b5w_A,459,330,329,1
eval-val,8b5w_A,459,340,339,1
eval-val,8b5w_A,459,350,349,1
eval-val,8b5w_A,459,360,359,1
eval-val,8b5w_A,459,370,369,1
eval-val,8b5w_A,459,380,379,1
eval-val,8b5w_A,459,390,389,1
eval-val,8b5w_A,459,400,399,1
eval-val,8b5w_A,459,410,409,1
eval-val,8b5w_A,459,420,419,1
eval-val,8b5w_A,459,430,429,1
eval-val,8b5w_A,459,440,439,1
eval-val,8b5w_A,459,450,449,1
eval-val,8b5w_A,459,459,458,1
eval-val,8b61_A,238,0,0,0
eval-val,8b61_A,238,10,10,0
eval-val,8b61_A,238,20,20,0
eval-val,8b61_A,238,30,30,0
eval-val,8b61_A,238,40,39,1
eval-val,8b61_A,238,50,49,1
eval-val,8b61_A,238,60,58,2
eval-val,8b61_A,238,70,68,2
eval-val,8b61_A,238,80,76,4
eval-val,8b61_A,238,90,86,4
eval-val,8b61_A,238,100,96,4
eval-val,8b61_A,238,110,106,4
eval-val,8b61_A,238,120,116,4
eval-val,8b61_A,238,130,126,4
eval-val,8b61_A,238,140,136,4
eval-val,8b61_A,238,150,146,4
eval-val,8b61_A,238,160,156,4
eval-val,8b61_A,238,170,166,4
eval-val,8b61_A,238,180,176,4
eval-val,8b61_A,238,190,186,4
eval-val,8b61_A,238,200,196,4
eval-val,8b61_A,238,210,206,4
