eval_set,stem,method_id,method_label,method_group,gdt_ts
eval-val,8cba_A,esmfold,ESMFold,external,0.689744
eval-val,8cba_A,esmfold2,ESMFold2,external,0.7
eval-val,8cba_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.02435897435897436
eval-val,8cba_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.12307692307692308
eval-val,8cba_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.04487179487179487
eval-val,8cba_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.958974
eval-val,8cba_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.057692
eval-val,8ci9_A,esmfold,ESMFold,external,0.892974
eval-val,8ci9_A,esmfold2,ESMFold2,external,0.89134
eval-val,8ci9_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.49754901960784315
eval-val,8ci9_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.5759803921568627
eval-val,8ci9_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.4779411764705882
eval-val,8ci9_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.910948
eval-val,8ci9_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.050654
eval-val,8cih_A,esmfold,ESMFold,external,0.74867
eval-val,8cih_A,esmfold2,ESMFold2,external,0.761968
eval-val,8cih_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.7460106382978724
eval-val,8cih_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.7686170212765957
eval-val,8cih_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.13829787234042554
eval-val,8cih_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.582447
eval-val,8cih_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.664894
eval-val,8cpk_A,esmfold,ESMFold,external,0.957682
eval-val,8cpk_A,esmfold2,ESMFold2,external,0.975911
eval-val,8cpk_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.8535156250000001
eval-val,8cpk_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9095052083333333
eval-val,8cpk_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.8417968749999999
eval-val,8cpk_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.984375
eval-val,8cpk_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.780599
eval-val,8cpn_A,esmfold,ESMFold,external,0.822327
eval-val,8cpn_A,esmfold2,ESMFold2,external,0.921384
eval-val,8cpn_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.8663522012578616
eval-val,8cpn_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9119496855345912
eval-val,8cpn_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.7830188679245282
eval-val,8cpn_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.933962
eval-val,8cpn_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.015723
eval-val,8d2z_A,esmfold,ESMFold,external,0.830065
eval-val,8d2z_A,esmfold2,ESMFold2,external,0.945261
eval-val,8d2z_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.7205882352941175
eval-val,8d2z_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.8210784313725491
eval-val,8d2z_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.7009803921568628
eval-val,8d2z_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.949346
eval-val,8d2z_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.273693
eval-val,8daj_A,esmfold,ESMFold,external,0.96606
eval-val,8daj_A,esmfold2,ESMFold2,external,0.969371
eval-val,8daj_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.5538079470198676
eval-val,8daj_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.6771523178807947
eval-val,8daj_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.5918874172185431
eval-val,8daj_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.96606
eval-val,8daj_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.19702
eval-val,8dez_A,esmfold,ESMFold,external,0.67052
eval-val,8dez_A,esmfold2,ESMFold2,external,0.751445
eval-val,8dez_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.6271428571428571
eval-val,8dez_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.6857142857142857
eval-val,8dez_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.6328571428571428
eval-val,8dez_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.859827
eval-val,8dez_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.147399
eval-val,8dge_A,esmfold,ESMFold,external,0.847949
eval-val,8dge_A,esmfold2,ESMFold2,external,0.864569
eval-val,8dge_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.16560734463276836
eval-val,8dge_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.4124293785310734
eval-val,8dge_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.16560734463276836
eval-val,8dge_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.941655
eval-val,8dge_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.006011
eval-val,8dhj_A,esmfold,ESMFold,external,0.871822
eval-val,8dhj_A,esmfold2,ESMFold2,external,0.971398
eval-val,8dhj_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.8220338983050848
eval-val,8dhj_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.8358050847457628
eval-val,8dhj_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.7860169491525424
eval-val,8dhj_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.745763
eval-val,8dhj_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.023305
eval-val,8dmu_A,esmfold,ESMFold,external,0.851891
eval-val,8dmu_A,esmfold2,ESMFold2,external,0.966387
eval-val,8dmu_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.019392033542976937
eval-val,8dmu_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.05922431865828092
eval-val,8dmu_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.02148846960167715
eval-val,8dmu_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.98792
eval-val,8dmu_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.028361
eval-val,8dp9_A,esmfold,ESMFold,external,0.860902
eval-val,8dp9_A,esmfold2,ESMFold2,external,0.864662
eval-val,8dp9_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.8609022556390977
eval-val,8dp9_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.8646616541353385
eval-val,8dp9_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.8609022556390977
eval-val,8dp9_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.81203
eval-val,8dp9_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.103383
eval-val,8dqd_A,esmfold,ESMFold,external,0.757432
eval-val,8dqd_A,esmfold2,ESMFold2,external,0.783108
eval-val,8dqd_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.6118598382749326
eval-val,8dqd_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.6933962264150944
eval-val,8dqd_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.6071428571428572
eval-val,8dqd_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.80473
eval-val,8dqd_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.087162
eval-val,8dx0_A,esmfold,ESMFold,external,0.935252
eval-val,8dx0_A,esmfold2,ESMFold2,external,0.922662
eval-val,8dx0_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.8758992805755396
eval-val,8dx0_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9298561151079137
eval-val,8dx0_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.9154676258992807
eval-val,8dx0_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.911871
eval-val,8dx0_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.22482
eval-val,8e0r_A,esmfold,ESMFold,external,0.633373
eval-val,8e0r_A,esmfold2,ESMFold2,external,0.902512
eval-val,8e0r_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.011961722488038277
eval-val,8e0r_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.03708133971291866
eval-val,8e0r_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.006578947368421052
eval-val,8e0r_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.922249
eval-val,8e0r_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.009569
eval-val,8e5h_A,esmfold,ESMFold,external,0.678668
eval-val,8e5h_A,esmfold2,ESMFold2,external,0.986413
eval-val,8e5h_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.6246612466124661
eval-val,8e5h_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.7581300813008129
eval-val,8e5h_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.5724932249322493
eval-val,8e5h_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.990489
eval-val,8e5h_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.353261
eval-val,8eb9_A,esmfold,ESMFold,external,0.044944
eval-val,8eb9_A,esmfold2,ESMFold2,external,0.087079
eval-val,8eb9_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.4606741573033708
eval-val,8eb9_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.4803370786516854
eval-val,8eb9_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.4606741573033708
eval-val,8eb9_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.331461
eval-val,8eb9_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.058989
eval-val,8ec3_A,esmfold,ESMFold,external,0.604839
eval-val,8ec3_A,esmfold2,ESMFold2,external,0.558065
eval-val,8ec3_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.31451612903225806
eval-val,8ec3_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.3467741935483871
eval-val,8ec3_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.3209677419354839
eval-val,8ec3_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.633871
eval-val,8ec3_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.301613
eval-val,8eo5_A,esmfold,ESMFold,external,0.928704
eval-val,8eo5_A,esmfold2,ESMFold2,external,0.967593
eval-val,8eo5_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.9490740740740741
eval-val,8eo5_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9638888888888889
eval-val,8eo5_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.9462962962962963
eval-val,8eo5_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.97037
eval-val,8eo5_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.012963
eval-val,8gmy_A,esmfold,ESMFold,external,0.414384
eval-val,8gmy_A,esmfold2,ESMFold2,external,0.783105
eval-val,8gmy_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.11301369863013698
eval-val,8gmy_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.562785388127854
eval-val,8gmy_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.07534246575342465
eval-val,8gmy_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.819635
eval-val,8gmy_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.022831
eval-val,8q8i_A,esmfold,ESMFold,external,0.551971
eval-val,8q8i_A,esmfold2,ESMFold2,external,0.819892
eval-val,8q8i_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.38256227758007116
eval-val,8q8i_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.6379003558718861
eval-val,8q8i_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.5275800711743772
eval-val,8q8i_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.981183
eval-val,8q8i_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.026882
eval-val,8ycm_A,esmfold,ESMFold,external,0.842342
eval-val,8ycm_A,esmfold2,ESMFold2,external,0.942568
eval-val,8ycm_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.49774774774774777
eval-val,8ycm_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.5574324324324325
eval-val,8ycm_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.5574324324324325
eval-val,8ycm_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.947072
eval-val,8ycm_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.054054
