entry_id,struct_cluster_id,is_anchor,seq_len,global_plddt,ptm,cluster_size,n_anchors,source,split,length_bin,size_bin
c872da710ea85432d06bd133c5b6557a,0010bc2d3b732cb8cf2ee958d9f1da56,false,233,87.59469389915466,0.8439016342163086,330,1,esmfold2,train,500-1000,100+
ca52dd7e9d43742a2e0a11fe7943db27,0010bc2d3b732cb8cf2ee958d9f1da56,false,424,89.47327733039856,0.8704770803451538,330,1,esmfold2,train,500-1000,100+
cb07f74b5f78b00668e7e32f4ac21aa8,0010bc2d3b732cb8cf2ee958d9f1da56,false,139,87.48902082443237,0.8122081160545349,330,1,esmfold2,train,500-1000,100+
d16c78269e66265977060189d7057245,0010bc2d3b732cb8cf2ee958d9f1da56,false,424,88.85194063186646,0.8743708729743958,330,1,esmfold2,train,500-1000,100+
e1566c326e7a971d19490fcb500887d3,0010bc2d3b732cb8cf2ee958d9f1da56,false,416,87.94272541999817,0.8489040732383728,330,1,esmfold2,train,500-1000,100+
e5188433004830ccb96926d0d6744c3b,0010bc2d3b732cb8cf2ee958d9f1da56,false,433,88.41150999069214,0.8669977188110352,330,1,esmfold2,train,500-1000,100+
e6c93f639b0c9f81c49080036ef0df05,0010bc2d3b732cb8cf2ee958d9f1da56,false,430,89.07591104507446,0.8592830300331116,330,1,esmfold2,train,500-1000,100+
f4264e7d7d801c15b50f805ad9b08cd3,0010bc2d3b732cb8cf2ee958d9f1da56,false,414,90.91150164604187,0.8832958936691284,330,1,esmfold2,train,500-1000,100+
f7200dcec2646de76f58dc56c1bb7551,0010bc2d3b732cb8cf2ee958d9f1da56,false,420,89.46444392204285,0.8702171444892883,330,1,esmfold2,train,500-1000,100+
0010d1f3ccd8bd10e603a380fcd55cf7,0010d1f3ccd8bd10e603a380fcd55cf7,true,222,87.20004558563232,0.8721644282341003,4,1,esmfold2,train,60-249,2-9
5166713d317eb193117307de9ce7ed15,0010d1f3ccd8bd10e603a380fcd55cf7,false,164,90.04223346710205,0.8743342757225037,4,1,esmfold2,train,60-249,2-9
e3f4065667afa8afca45c494d39faa1a,0010d1f3ccd8bd10e603a380fcd55cf7,false,211,89.34291005134583,0.8880181908607483,4,1,esmfold2,train,60-249,2-9
001288fbb63b3177ad49fd5c43894cbd,001288fbb63b3177ad49fd5c43894cbd,true,618,81.97025656700134,0.7454599142074585,5,1,esmfold2,train,500-1000,2-9
18853e4df253e6b09cf13a82ad6df591,001288fbb63b3177ad49fd5c43894cbd,false,618,80.27577996253967,0.6730683445930481,5,1,esmfold2,train,500-1000,2-9
616fe8a24f424a347d0b1b5195b39c3e,001288fbb63b3177ad49fd5c43894cbd,false,615,81.92498683929443,0.7416878342628479,5,1,esmfold2,train,500-1000,2-9
