entry_id,L,n_gt,n_rollouts,n_correct,tensor_parallel,total_gen_tokens,gen_seconds,score_seconds,tokens_per_s,mean_gen_tokens,best_struct_nll,tpu_type,n_rollouts_n,n_correct_n,n_contacts,struct_nll_min,struct_nll_mean,struct_nll_max,struct_nll_per_tok_min,selected_r
AF-A0A2S9HEL2-F1,143,13,10,10,4,400,0.438,0.109,913.4,40.0,67.871,v5p-8,10,10,13,67.87091250056483,72.36528302554419,76.2347861547114,1.6967728125141206,9
AF-A0A2S9IIS2-F1,80,33,10,10,4,1000,0.837,0.069,1194.8,100.0,133.401,v5p-8,10,10,33,133.4008500385387,146.19087906160024,156.3968882021661,1.334008500385387,5
AF-A0A2S9IPA0-F1,64,27,10,10,4,820,0.707,0.209,1159.8,82.0,114.555,v5p-8,10,10,27,114.55539926427525,120.199082143849,127.39996667517994,1.3970170641984787,8
AF-A0A2S9J4D6-F1,70,40,10,10,4,1210,1.154,0.068,1048.6,121.0,204.252,v5p-8,10,10,40,204.25179132682206,212.9631219898137,229.5848858254709,1.6880313332795212,3
AF-A0A2S9JZK3-F1,66,13,10,10,4,400,0.42,0.171,952.7,40.0,57.84,v5p-8,10,10,13,57.83963048027363,60.080322321194124,64.10919464962808,1.4459907620068406,9
AF-A0A2S9K7J0-F1,255,218,10,10,4,6550,6.231,0.252,1051.1,655.0,1568.882,v5p-8,10,10,218,1568.8821366257023,1583.4542488534285,1599.3407202651824,2.395239903245347,2
AF-A0A2S9P5T1-F1,144,122,10,10,4,3670,3.38,0.147,1085.7,367.0,811.614,v5p-8,10,10,122,811.6143307330751,822.3065731655624,835.8175747950869,2.211483190008379,9
AF-A0A2S9SXG5-F1,63,34,10,10,4,1030,0.847,0.064,1216.5,103.0,192.551,v5p-8,10,10,34,192.55087602029198,199.36443690703788,209.79228278010737,1.8694259807795337,3
AF-A0A2S9WT57-F1,79,14,10,10,4,430,0.338,0.059,1271.8,43.0,68.602,v5p-8,10,10,14,68.60166147384734,72.25447936399227,79.67601604487663,1.5953874761359848,1
AF-A0A2S9WYQ0-F1,108,78,10,10,4,2350,2.11,0.311,1114.0,235.0,430.398,v5p-8,10,10,78,430.3979179685782,444.0429026104939,455.8808748262742,1.8314805019939497,4
AF-A0A2S9XIK9-F1,94,72,10,10,4,2170,1.885,0.141,1151.2,217.0,435.31,v5p-8,10,10,72,435.31032742840375,446.3573425304241,460.70137089473644,2.0060383752461,7
AF-A0A2S9Y3I5-F1,125,73,10,10,4,2200,2.172,0.15,1013.0,220.0,475.95,v5p-8,10,10,73,475.94950774562653,498.82509506516215,512.1683647487448,2.1634068533892115,6
AF-A0A2T0AML6-F1,287,273,10,10,4,8200,7.042,0.25,1164.5,820.0,1938.029,v5p-8,10,10,273,1938.0289013647048,1968.3632951925629,2000.9595507198285,2.3634498797130545,0
AF-A0A2T0BIF8-F1,151,120,10,10,4,3610,2.626,0.151,1374.6,361.0,766.262,v5p-8,10,10,120,766.26197175565,784.7189588372057,809.8328107445664,2.122609340043352,4
AF-A0A2T0FLG8-F1,97,24,10,10,4,730,0.517,0.07,1413.0,73.0,143.193,v5p-8,10,10,24,143.1933949489985,149.18390156705445,157.79042907027372,1.961553355465733,5
AF-A0A2T0FR61-F1,218,117,10,10,4,3520,2.586,0.167,1361.0,352.0,656.906,v5p-8,10,10,117,656.9062714226109,679.4542493848392,697.1154725859317,1.86621099835969,2
AF-A0A2T0LXV4-F1,97,72,10,10,4,2170,1.534,0.111,1414.9,217.0,407.932,v5p-8,10,10,72,407.9318796294233,417.71661720345656,429.56973434276244,1.879870413038817,9
AF-A0A2T0M0R1-F1,104,67,10,10,4,2020,1.446,0.11,1397.4,202.0,353.263,v5p-8,10,10,67,353.26255711179317,361.0824624711355,379.58105491594836,1.7488245401573919,5
AF-A0A2T0M2U8-F1,76,12,10,10,4,370,0.266,0.047,1391.5,37.0,58.935,v5p-8,10,10,12,58.93505222463864,62.04014765435968,69.71203283650175,1.5928392493145578,3
AF-A0A2T0MBW4-F1,130,147,10,10,4,4420,3.24,0.154,1364.2,442.0,869.867,v5p-8,10,10,147,869.8674215804878,884.9394546332248,899.4445838604081,1.9680258406798365,3
AF-A0A2T0QQK0-F1,106,58,10,10,4,1750,1.252,0.088,1397.8,175.0,308.354,v5p-8,10,10,58,308.35427147141047,316.3337190874771,328.27232598412934,1.7620244084080599,2
AF-A0A2T0RBW9-F1,470,421,10,10,4,12640,10.516,0.373,1202.0,1264.0,3230.907,v5p-8,10,10,421,3230.9072147685,3287.3962675418215,3334.283737189572,2.5560974800383702,6
AF-A0A2T0RK09-F1,401,287,10,10,4,8620,6.813,0.473,1265.3,862.0,2070.446,v5p-8,10,10,287,2070.4460973005625,2116.777096329503,2172.1655721162406,2.401909625638704,2
AF-A0A2T0SH52-F1,133,72,10,10,4,2170,1.546,0.122,1403.2,217.0,374.176,v5p-8,10,10,72,374.17632540412296,388.4967734949467,396.72493022424896,1.72431486361347,6
AF-A0A2T0SUH3-F1,101,37,10,10,4,1120,0.8,0.077,1400.4,112.0,216.689,v5p-8,10,10,37,216.68948243393447,226.48689205997226,240.70094419083648,1.9347275217315578,6
AF-A0A2T0T7F3-F1,144,78,10,10,4,2350,1.69,0.127,1390.8,235.0,412.476,v5p-8,10,10,78,412.47566958633024,423.9164153749989,443.3748537537965,1.7552156152609797,5
AF-A0A2T0TLR3-F1,62,33,10,10,4,1000,0.711,0.063,1407.3,100.0,146.514,v5p-8,10,10,33,146.51424220205706,154.06248770602298,159.56428011956018,1.4651424220205707,0
AF-A0A2T0UNW0-F1,148,86,10,10,4,2590,1.881,0.13,1376.6,259.0,498.134,v5p-8,10,10,86,498.1339146347775,516.1981882955845,526.2872208049132,1.9232969677018437,9
AF-A0A2T0WID1-F1,117,15,10,10,4,460,0.343,0.07,1341.0,46.0,48.614,v5p-8,10,10,15,48.61406342398641,53.4158804807264,57.34240395725055,1.056827465738835,3
AF-A0A2T0X6J5-F1,219,142,10,10,4,4270,3.195,0.178,1336.4,427.0,977.568,v5p-8,10,10,142,977.5678584352777,990.4543959996023,1016.6039312725318,2.2893860853285193,5
AF-A0A2T1AA74-F1,136,127,10,10,4,3820,2.782,0.148,1372.9,382.0,755.766,v5p-8,10,10,127,755.765751520918,781.1983011947716,797.7181378570331,1.9784443757092094,9
AF-A0A2T1E2I9-F1,163,33,10,10,4,1000,0.714,0.113,1399.8,100.0,144.422,v5p-8,10,10,33,144.42157506941453,148.9560482262084,152.6919127198687,1.4442157506941453,0
AF-A0A2T1EEL1-F1,159,115,10,10,4,3460,2.515,0.313,1375.6,346.0,745.452,v5p-8,10,10,115,745.4524611644144,755.1631433265442,762.1051640847136,2.1544868819780763,7
AF-A0A2T1ET47-F1,143,50,10,10,4,1510,1.089,0.114,1386.8,151.0,256.804,v5p-8,10,10,50,256.8038884281558,270.25144045486496,283.83264275756096,1.700688002835469,0
AF-A0A2T1G3E6-F1,339,298,10,10,4,8950,7.054,0.275,1268.8,895.0,2143.39,v5p-8,10,10,298,2143.3902212889357,2190.4036524925077,2221.8965654036892,2.3948494092613806,3
AF-A0A2T1GKG1-F1,140,15,10,10,4,460,0.339,0.08,1356.0,46.0,93.418,v5p-8,10,10,15,93.41801308043682,97.66826346321405,104.1094828667334,2.030826371313844,7
AF-A0A2T4VGL5-F1,370,413,10,10,4,12400,10.08,0.511,1230.1,1240.0,3237.564,v5p-8,10,10,413,3237.564081486743,3294.7045591589767,3366.7457352221745,2.6109387753925346,0
AF-A0A2U0Z9J7-F1,81,22,10,10,4,670,0.471,0.066,1421.0,67.0,83.487,v5p-8,10,10,22,83.48702424922726,91.1547667343381,94.6298889841288,1.2460749887944367,7
AF-A0A2U1CFQ9-F1,336,286,10,10,4,8590,6.741,0.268,1274.2,859.0,2086.528,v5p-8,10,10,286,2086.5282121918226,2119.662780856071,2152.4902686107007,2.4290200374759285,1
AF-A0A2U3D935-F1,62,53,10,10,4,1600,1.131,0.073,1415.0,160.0,241.703,v5p-8,10,10,53,241.70329916941694,250.23480658857062,260.22246990669066,1.5106456198088558,9
AF-A0A2U3QKD5-F1,145,133,10,10,4,4000,2.935,0.151,1363.0,400.0,798.588,v5p-8,10,10,133,798.587944349089,811.4016711069684,830.0115089732631,1.9964698608727225,9
AF-A0A2U8HIX8-F1,204,191,10,10,4,5740,4.342,0.194,1322.1,574.0,1316.409,v5p-8,10,10,191,1316.4086621381728,1334.884483324974,1361.7303861073465,2.2933948817738203,9
AF-A0A2V4KJA9-F1,86,43,10,10,4,1300,0.925,0.076,1405.3,130.0,238.427,v5p-8,10,10,43,238.4269206328903,259.80167634062104,267.8169307037399,1.8340532356376178,2
AF-A0A2V5VVY0-F1,300,349,10,10,4,10480,8.387,0.448,1249.6,1048.0,2484.648,v5p-8,10,10,349,2484.6476738783513,2542.330283860265,2567.281265564314,2.3708470170594955,1
AF-A0A2V9B2B7-F1,283,161,10,10,4,4840,3.627,0.203,1334.6,484.0,1068.447,v5p-8,10,10,161,1068.4466597116118,1084.0881719122306,1100.7359394978214,2.20753442089176,7
AF-A0A2V9BJA2-F1,207,96,10,10,4,2890,2.116,0.154,1366.1,289.0,603.871,v5p-8,10,10,96,603.8714244916969,617.4831849905145,627.8940684457161,2.0895204999712695,1
AF-A0A2V9M850-F1,49,10,10,10,4,310,0.225,0.038,1376.9,31.0,39.824,v5p-8,10,10,10,39.823829511529766,44.08553410901372,49.757651427493784,1.2846396616622504,4
AF-A0A2V9ZG32-F1,356,342,10,10,4,10270,8.291,0.301,1238.8,1027.0,2400.267,v5p-8,10,10,342,2400.2666585990214,2433.7450360667217,2465.859778616201,2.3371632508267006,5
AF-A0A2W1P719-F1,234,155,10,10,4,4660,3.511,0.357,1327.2,466.0,1008.035,v5p-8,10,10,155,1008.0347447005614,1034.8168323215455,1076.1070246275085,2.1631646881986297,4
AF-A0A2W4HUN4-F1,291,231,10,10,4,6940,5.348,0.234,1297.7,694.0,1648.353,v5p-8,10,10,231,1648.352874828013,1679.7809172115544,1724.998992883445,2.3751482346224972,4
AF-A0A2W5BIM3-F1,227,140,10,10,4,4210,3.138,0.182,1341.7,421.0,1007.592,v5p-8,10,10,140,1007.5916844278352,1016.7551160131385,1027.1071412136907,2.393329416693195,8
AF-A0A2W5TRM1-F1,287,228,10,10,4,6850,5.293,0.232,1294.3,685.0,1697.717,v5p-8,10,10,228,1697.7169587748472,1720.9628754757603,1765.546942316381,2.478418917919485,3
AF-A0A2X2SBS6-F1,60,10,10,10,4,310,0.228,0.043,1362.3,31.0,58.335,v5p-8,10,10,10,58.33458008274101,62.292074879785105,65.90389814791229,1.8817606478303552,7
AF-A0A2X3JHS4-F1,408,285,10,10,4,8560,12.752,0.293,671.3,856.0,2167.683,v5p-8,10,10,285,2167.6833528826273,2208.649313567131,2237.7896174057787,2.532340365517088,1
AF-A0A2Z2K6J0-F1,113,75,10,10,4,2260,1.617,0.316,1397.9,226.0,414.969,v5p-8,10,10,75,414.9689895223768,424.81334116513756,439.7374166581578,1.8361459713379504,7
AF-A0A317CR35-F1,105,33,10,10,4,1000,0.714,0.075,1401.1,100.0,147.041,v5p-8,10,10,33,147.0413151612638,152.3355575702986,155.19946105686586,1.4704131516126382,9
AF-A0A317DSL5-F1,103,71,10,10,4,2140,1.534,0.112,1395.4,214.0,438.121,v5p-8,10,10,71,438.12088616872984,449.1974464191867,466.52244656803714,2.0472938606015414,0
AF-A0A318BFI3-F1,147,95,10,10,4,2860,2.066,0.136,1384.5,286.0,566.157,v5p-8,10,10,95,566.1574925446124,581.1143636050128,586.928755458911,1.9795716522538895,0
AF-A0A318CYP8-F1,272,246,10,10,4,7390,5.713,0.234,1293.7,739.0,1820.621,v5p-8,10,10,246,1820.620871726143,1841.6037957071362,1872.2914796812693,2.463627701929828,2
AF-A0A328B8W5-F1,339,197,10,10,4,5920,4.518,0.233,1310.4,592.0,1385.422,v5p-8,10,10,197,1385.4216974174897,1406.6505386456506,1443.7054377907657,2.3402393537457598,4
AF-A0A329W2Q4-F1,218,254,10,10,4,7630,5.851,0.224,1304.0,763.0,1728.651,v5p-8,10,10,254,1728.6510308390427,1744.7556175694622,1765.8725488114587,2.2655976813093615,5
AF-A0A331M6J1-F1,66,35,10,10,4,1060,0.741,0.066,1431.1,106.0,163.469,v5p-8,10,10,35,163.46878390253892,173.50580027899952,182.19958559266934,1.5421583387031974,9
AF-A0A345Q7Q2-F1,197,161,10,10,4,4840,3.593,0.363,1347.2,484.0,1085.237,v5p-8,10,10,161,1085.2374767193896,1104.368331412693,1127.170358766367,2.242226191568987,4
AF-A0A345ZGY2-F1,199,148,10,10,4,4450,3.32,0.175,1340.4,445.0,1033.518,v5p-8,10,10,148,1033.5176481862627,1049.1436708979431,1057.665515353978,2.3225115689578937,0
AF-A0A349QZ74-F1,142,100,10,10,4,3010,2.186,0.137,1376.8,301.0,575.864,v5p-8,10,10,100,575.863640598697,590.1965919724605,606.6522593534334,1.9131682411916844,2
AF-A0A351Q0R4-F1,493,521,10,10,4,15640,13.642,0.62,1146.5,1564.0,4123.212,v5p-8,10,10,521,4123.212415737263,4164.648918862705,4220.094726775898,2.6363250740008075,0
AF-A0A353VIJ6-F1,177,101,10,10,4,3040,2.248,0.15,1352.4,304.0,619.206,v5p-8,10,10,101,619.2056043996687,631.3926073758996,650.2092869561557,2.0368605407883837,0
AF-A0A354BRN4-F1,219,173,10,10,4,5200,3.981,0.192,1306.3,520.0,1191.226,v5p-8,10,10,173,1191.2259955325637,1212.7167232238098,1249.6759693954764,2.290819222178007,5
AF-A0A354MDC3-F1,98,65,10,10,4,1960,1.42,0.089,1380.3,196.0,333.839,v5p-8,10,10,65,333.8391303666068,343.3564045939841,351.15214349727955,1.7032608692173816,7
AF-A0A355DGN1-F1,302,303,10,10,4,9100,7.28,0.264,1250.0,910.0,2280.737,v5p-8,10,10,303,2280.737388650895,2311.8794905117015,2351.689221392373,2.506304822693291,7
AF-A0A355DU87-F1,119,103,10,10,4,3100,2.28,0.132,1359.6,310.0,538.461,v5p-8,10,10,103,538.4612105666315,555.2281749341906,568.2309694469072,1.7369716469891339,3
AF-A0A355F7A1-F1,193,163,10,10,4,4900,3.658,0.18,1339.4,490.0,1122.711,v5p-8,10,10,163,1122.7111822227307,1136.726122973924,1161.0133164048054,2.291247310658634,1
AF-A0A355WCD5-F1,49,22,10,10,4,670,0.478,0.044,1402.8,67.0,74.241,v5p-8,10,10,22,74.24077763928403,78.7790611452511,83.28028847036353,1.1080713080490154,4
AF-A0A356QP47-F1,248,147,10,10,4,4420,3.336,0.192,1325.1,442.0,934.545,v5p-8,10,10,147,934.5452607430989,953.9343960998447,979.7148767041597,2.114355793536423,1
AF-A0A357CJQ5-F1,75,18,10,10,4,550,0.394,0.254,1397.2,55.0,71.225,v5p-8,10,10,18,71.22455037794816,75.85589519781396,82.09969989095157,1.294991825053603,4
AF-A0A357KNS8-F1,78,11,10,10,4,340,0.253,0.047,1344.5,34.0,42.687,v5p-8,10,10,11,42.68736992403785,45.491793882767965,50.61865019552613,1.2555108801187604,4
AF-A0A365PM90-F1,357,350,10,10,4,10510,8.706,0.306,1207.3,1051.0,2571.665,v5p-8,10,10,350,2571.665184583141,2610.8775821261142,2652.115658920504,2.4468745809544634,3
AF-A0A365VTB8-F1,241,193,10,10,4,5800,4.486,0.206,1292.8,580.0,1286.934,v5p-8,10,10,193,1286.9335369664932,1318.8313273899616,1342.7913342471404,2.2188509258042988,8
AF-A0A366SQK9-F1,66,18,10,10,4,550,0.406,0.048,1354.7,55.0,79.758,v5p-8,10,10,18,79.75821599170342,91.40054986331083,98.5760417284273,1.450149381667335,9
AF-A0A367QFZ5-F1,86,71,10,10,4,2140,1.568,0.087,1364.9,214.0,386.889,v5p-8,10,10,71,386.8888014054787,401.8804490380876,412.0711685166684,1.8078915953527044,9
AF-A0A368L0B7-F1,188,138,10,10,4,4150,3.113,0.167,1333.0,415.0,942.711,v5p-8,10,10,138,942.7112971757847,960.345385528932,978.0911301509385,2.2715934871705654,3
AF-A0A368T2I9-F1,215,122,10,10,4,3670,2.761,0.362,1329.2,367.0,761.642,v5p-8,10,10,122,761.6423148965914,787.4033413405783,803.5334549123402,2.0753196591187777,3
AF-A0A368U486-F1,64,13,10,10,4,400,0.295,0.045,1356.0,40.0,60.995,v5p-8,10,10,13,60.9948711397592,67.52373750783072,72.69728437974118,1.52487177849398,6
AF-A0A369QN61-F1,200,195,10,10,4,5860,4.441,0.196,1319.4,586.0,1272.295,v5p-8,10,10,195,1272.294799756564,1288.4652774170813,1307.4729605653674,2.171151535420758,7
AF-A0A370AY71-F1,425,340,10,10,4,10210,8.245,0.317,1238.4,1021.0,2583.28,v5p-8,10,10,340,2583.280170405428,2646.6137868898486,2693.474468215213,2.5301470816899396,6
AF-A0A376WQ63-F1,228,150,10,10,4,4510,3.382,0.185,1333.5,451.0,983.177,v5p-8,10,10,150,983.1774369577861,1012.3509590085116,1036.5515307350238,2.17999431697957,2
AF-A0A377DDY4-F1,131,104,10,10,4,3130,2.261,0.136,1384.2,313.0,648.172,v5p-8,10,10,104,648.1718523717389,663.9693004000823,683.3943919754989,2.070836589047089,4
AF-A0A379FUC6-F1,392,253,10,10,4,7600,6.012,0.461,1264.0,760.0,1816.249,v5p-8,10,10,253,1816.2490430429257,1825.7633172474696,1838.3110290586633,2.3898013724249023,7
AF-A0A379WWE7-F1,165,102,10,10,4,3070,2.277,0.145,1348.4,307.0,628.985,v5p-8,10,10,102,628.985449346464,645.8143508341138,671.7749120677684,2.0488125385878306,5
AF-A0A380XTN1-F1,208,72,10,10,4,2170,1.608,0.144,1349.2,217.0,423.254,v5p-8,10,10,72,423.2539831300719,436.39173262009,449.4869355664581,1.9504791849312069,3
AF-A0A381PRJ2-F1,166,123,10,10,4,3700,2.722,0.155,1359.2,370.0,875.824,v5p-8,10,10,123,875.823776300766,882.0998933014155,891.83480783819,2.3670912872993677,2
AF-A0A382X2S3-F1,100,38,10,10,4,1150,0.825,0.077,1393.5,115.0,212.245,v5p-8,10,10,38,212.24536742446105,222.0010555714664,231.4152188926396,1.8456118906474874,6
AF-A0A386ZTL0-F1,78,18,10,10,4,550,0.395,0.06,1391.5,55.0,68.331,v5p-8,10,10,18,68.33072777972836,73.88963308735065,77.5800907071905,1.2423768687223338,3
AF-A0A395XFX7-F1,61,30,10,10,4,910,0.645,0.06,1410.1,91.0,131.615,v5p-8,10,10,30,131.61462271213986,136.41851633518883,139.3034300904576,1.4463145352982403,1
AF-A0A399H5K7-F1,204,186,10,10,4,5590,4.236,0.196,1319.6,559.0,1240.642,v5p-8,10,10,186,1240.6422639924713,1273.5411447833308,1299.9338261875255,2.219395821095655,9
AF-A0A399SLZ5-F1,196,187,10,10,4,5620,4.24,0.192,1325.5,562.0,1199.035,v5p-8,10,10,187,1199.0347415650804,1229.311001955774,1279.2758120739825,2.1335137750268336,2
AF-A0A3A0BJJ3-F1,102,79,10,1,4,255,1.759,0.064,144.9,25.5,543.463,v5p-8,10,1,79,16.249192953094507,70.07574565519016,543.4634262432635,2.283459774131359,1
AF-A0A3A4VZJ0-F1,102,84,10,10,4,2530,1.824,0.117,1386.8,253.0,463.105,v5p-8,10,10,84,463.1052250761145,481.1080815138648,495.67639324547383,1.8304554350834565,0
AF-A0A3A5RBA3-F1,164,161,10,10,4,4840,3.579,0.172,1352.2,484.0,1060.698,v5p-8,10,10,161,1060.6978153367431,1076.8756530411663,1097.6596030668898,2.1915244118527752,4
AF-A0A3B0A4A6-F1,211,175,10,10,4,5260,3.95,0.19,1331.7,526.0,1187.63,v5p-8,10,10,175,1187.6298381582144,1213.5831374551426,1232.3972586011662,2.257851403342613,6
AF-A0A3B0SBW8-F1,192,146,10,10,4,4390,3.237,0.173,1356.1,439.0,959.252,v5p-8,10,10,146,959.252105487853,974.4143559743437,983.9254960017151,2.1850845227513735,8
AF-A0A3B0Z4N7-F1,231,195,10,10,4,5860,4.423,0.202,1324.9,586.0,1313.809,v5p-8,10,10,195,1313.8094658879256,1334.8135431500955,1355.9846025902925,2.241995675576665,4
AF-A0A3B8Y222-F1,122,100,10,10,4,3010,2.164,0.132,1390.8,301.0,596.796,v5p-8,10,10,100,596.7958605302892,606.7986247807542,616.9138576523328,1.9827105001006287,4
AF-A0A3B9VUX9-F1,287,230,10,10,4,6910,5.333,0.42,1295.7,691.0,1635.505,v5p-8,10,10,230,1635.5047538550414,1646.172970510171,1663.574662323993,2.366866503408164,2
AF-A0A3C1CFZ8-F1,141,10,10,10,4,310,0.238,0.077,1301.6,31.0,33.056,v5p-8,10,10,10,33.055712410783144,37.20784106712681,42.115934443798324,1.0663133035736498,4
AF-A0A3C1LHA9-F1,305,221,10,10,4,6640,5.101,0.234,1301.7,664.0,1560.996,v5p-8,10,10,221,1560.996154634289,1577.6051746211451,1601.8365945815908,2.350897823244411,0
AF-A0A3C1V8E2-F1,69,57,10,10,4,1720,1.232,0.078,1396.3,172.0,278.367,v5p-8,10,10,57,278.36651497469506,291.31336560724424,301.58417692522266,1.6184099707831108,0
AF-A0A3D1JGZ9-F1,44,8,10,10,4,250,0.181,0.035,1379.2,25.0,27.763,v5p-8,10,10,8,27.762923230882734,30.806150696299483,33.260694043050535,1.1105169292353094,8
AF-A0A3D1PMD5-F1,137,35,10,10,4,1060,0.778,0.087,1363.0,106.0,244.103,v5p-8,10,10,35,244.10280724958875,252.537202617018,261.72486445419054,2.3028566721659316,0
AF-A0A3D1X5S9-F1,231,173,10,10,4,5200,3.919,0.194,1326.7,520.0,1184.54,v5p-8,10,10,173,1184.540122708004,1204.5203048764392,1242.3243485619764,2.2779617744384693,7
AF-A0A3D2CUV1-F1,141,30,10,10,4,910,0.652,0.086,1394.9,91.0,169.964,v5p-8,10,10,30,169.96377521367822,174.03517214212107,178.29977144026543,1.8677337935569034,3
AF-A0A3D2FDT6-F1,183,135,10,10,4,4060,3.003,0.165,1352.2,406.0,845.874,v5p-8,10,10,135,845.8739015044467,862.9624516097683,879.5808727942893,2.083433254937061,6
AF-A0A3D2K3Q6-F1,190,130,10,10,4,3910,2.893,0.352,1351.7,391.0,834.207,v5p-8,10,10,130,834.2067268924361,849.343781828408,877.1226771696188,2.1335210406456167,1
AF-A0A3D2RRE1-F1,306,257,10,10,4,7720,6.051,0.248,1275.8,772.0,1825.933,v5p-8,10,10,257,1825.932511988287,1851.2459273363033,1868.4856561483348,2.3651975543889727,6
AF-A0A3D3DN66-F1,99,12,10,10,4,370,0.277,0.066,1334.3,37.0,41.075,v5p-8,10,10,12,41.0745915107027,46.20229421204895,51.368033504455525,1.1101240948838569,3
AF-A0A3D4MBX7-F1,363,301,10,10,4,9040,7.36,0.281,1228.2,904.0,2221.689,v5p-8,10,10,301,2221.6893484224406,2235.9978865054413,2265.1256444497562,2.457620960644293,5
AF-A0A3E2EHJ5-F1,57,41,10,10,4,1240,0.901,0.067,1376.6,124.0,160.022,v5p-8,10,10,41,160.02242384678152,172.44580999676117,178.41623948212123,1.2905034181192059,9
AF-A0A3E2SN93-F1,158,168,10,10,4,5050,3.738,0.176,1350.8,505.0,1090.458,v5p-8,10,10,168,1090.4582415423317,1117.6665906330124,1142.4581179183238,2.1593232505788746,1
AF-A0A3G1KRP4-F1,460,389,10,10,4,11680,10.122,0.356,1153.9,1168.0,2993.721,v5p-8,10,10,389,2993.7213019566243,3047.3812837977066,3090.3035501880795,2.563117553045055,9
AF-A0A3L7PN98-F1,230,230,10,10,4,6910,5.347,0.22,1292.3,691.0,1658.494,v5p-8,10,10,230,1658.4941580977732,1683.79382082666,1703.9756496560449,2.4001362635278918,5
AF-A0A3M1RL80-F1,146,115,10,10,4,3460,2.537,0.146,1363.9,346.0,598.249,v5p-8,10,10,115,598.249433653915,621.2195514509137,638.3541981854424,1.7290446059361706,9
AF-A0A3M9YYD5-F1,354,201,10,10,4,6040,4.628,0.435,1305.0,604.0,1315.921,v5p-8,10,10,201,1315.9205781643093,1350.354543771568,1370.8534230191117,2.178676453914419,7
AF-A0A3N1XX21-F1,136,74,10,10,4,2230,1.6,0.124,1394.0,223.0,440.406,v5p-8,10,10,74,440.40558665980916,451.1693427665988,461.2766103701215,1.9749129446628213,3
AF-A0A3N2FC79-F1,187,113,10,10,4,3400,2.472,0.157,1375.2,340.0,751.996,v5p-8,10,10,113,751.9957099930247,761.8962087870447,786.0033812008004,2.2117520882147783,1
AF-A0A3N4HFK2-F1,78,52,10,10,4,1570,1.108,0.077,1416.6,157.0,271.788,v5p-8,10,10,52,271.78774488974796,282.10038442543,287.2066104545545,1.7311321330557194,2
AF-A0A3N5EKX0-F1,153,58,10,10,4,1750,1.261,0.121,1387.5,175.0,289.194,v5p-8,10,10,58,289.19401650192606,312.64883469126346,326.65015030490963,1.6525372371538631,6
AF-A0A3N5HAI0-F1,462,432,10,10,4,12970,10.837,0.374,1196.8,1297.0,3469.209,v5p-8,10,10,432,3469.2089913530117,3518.0015086190006,3540.8929156899044,2.674794904666933,0
AF-A0A3N5LHR7-F1,198,117,10,10,4,3520,2.628,0.163,1339.2,352.0,765.153,v5p-8,10,10,117,765.1526779463429,779.6032415569132,793.1676933255608,2.1737291987112015,6
AF-A0A3P0NH52-F1,176,162,10,10,4,4870,3.695,0.175,1318.0,487.0,1072.159,v5p-8,10,10,162,1072.1588216765228,1091.5202624385388,1124.5423730078392,2.2015581553932706,7
AF-A0A3Q9KR82-F1,221,167,10,10,4,5020,3.833,0.19,1309.7,502.0,1141.23,v5p-8,10,10,167,1141.2296094006856,1160.349211184661,1182.23051204599,2.2733657557782583,9
AF-A0A3R6YF55-F1,65,36,10,10,4,1090,0.784,0.066,1390.8,109.0,169.105,v5p-8,10,10,36,169.10544779577845,180.54173511409118,187.02452884199738,1.5514261265667748,4
AF-A0A3R7FQL6-F1,220,172,10,10,4,5170,3.938,0.19,1313.0,517.0,1169.817,v5p-8,10,10,172,1169.8165761070948,1195.0423285549728,1219.3230702030385,2.262701307750667,1
AF-A0A3R7G1Y5-F1,154,152,10,10,4,4570,3.38,0.163,1352.2,457.0,1010.464,v5p-8,10,10,152,1010.4641094386611,1030.693667112872,1072.0610269306535,2.2110812022727813,5
AF-A0A3R7PPC7-F1,429,448,10,10,4,13450,11.46,0.577,1173.7,1345.0,3062.054,v5p-8,10,10,448,3062.0542835916544,3096.972988696365,3122.3784479225105,2.276620285198256,8
AF-A0A3S0CXH6-F1,358,331,10,10,4,9940,8.27,0.299,1202.0,994.0,2560.808,v5p-8,10,10,331,2560.808166069599,2597.0838187976756,2636.799067151506,2.576265760633399,6
AF-A0A3S5CTT9-F1,197,103,10,10,4,3100,2.26,0.157,1371.4,310.0,566.081,v5p-8,10,10,103,566.080902684808,574.7662140032983,580.1956944307153,1.8260674280155098,8
AF-A0A3T0I747-F1,96,92,10,10,4,2770,1.964,0.119,1410.2,277.0,539.076,v5p-8,10,10,92,539.0764138505772,557.7444386886043,574.094888729285,1.9461242377277155,4
AF-A0A409Y6P1-F1,329,261,10,10,4,7840,6.134,0.257,1278.0,784.0,1920.78,v5p-8,10,10,261,1920.7796489311424,1954.787343396214,1984.2693366742851,2.4499740420040084,1
AF-A0A410YLJ6-F1,81,18,10,10,4,550,0.398,0.063,1383.3,55.0,89.951,v5p-8,10,10,18,89.95136880098744,97.4697360843456,102.30421203063452,1.6354794327452262,8
AF-A0A415X864-F1,278,309,10,10,4,9280,7.563,0.262,1227.0,928.0,2147.235,v5p-8,10,10,309,2147.2351105312528,2190.6110410269503,2218.7986992156784,2.3138309380724706,0
AF-A0A417NBR4-F1,142,128,10,10,4,3850,2.833,0.15,1359.1,385.0,823.983,v5p-8,10,10,128,823.9832351810554,845.5180532421779,876.2493379887794,2.140216195275469,9
