case,worker,length,condition,generated,refolded,quality_pass,sequences_saved,complete
c006154-l413-1.x.x.x,508,413,1.x.x.x,288,288,188,288,1
c001484-l262-3.x.x.x,508,262,3.x.x.x,672,672,419,672,1
c009030-l455-1.x.x.x,508,455,1.x.x.x,240,240,149,240,1
c005176-l392-1.x.x.x,508,392,1.x.x.x,320,320,233,320,1
c013376-l496-3.x.x.x,508,496,3.x.x.x,208,208,95,208,1
c007543-l436-unconditional,508,436,unconditional,256,256,152,256,1
c008900-l453-3.x.x.x,509,453,3.x.x.x,240,240,118,240,1
c009022-l455-1.x.x.x,509,455,1.x.x.x,240,240,149,240,1
c011991-l485-unconditional,509,485,unconditional,208,208,105,208,1
c009580-l461-3.x.x.x,509,461,3.x.x.x,224,224,99,224,1
c002859-l325-1.x.x.x,509,325,1.x.x.x,464,464,335,464,1
c010109-l467-1.x.x.x,509,467,1.x.x.x,224,224,140,224,1
c009830-l464-1.x.x.x,509,464,1.x.x.x,224,224,144,224,1
c007064-l429-unconditional,509,429,unconditional,272,272,153,272,1
c001485-l262-3.x.x.x,509,262,3.x.x.x,672,112,72,128,0
c008438-l448-1.x.x.x,510,448,1.x.x.x,240,240,154,240,1
c001752-l278-unconditional,510,278,unconditional,608,608,430,608,1
c000869-l215-2.x.x.x,510,215,2.x.x.x,672,672,231,672,1
c012494-l489-1.x.x.x,510,489,1.x.x.x,208,208,130,208,1
c013369-l496-3.x.x.x,510,496,3.x.x.x,208,208,95,208,1
c012687-l491-unconditional,510,491,unconditional,208,208,103,208,1
c010599-l472-1.x.x.x,510,472,1.x.x.x,224,224,140,224,1
c005770-l405-3.x.x.x,510,405,3.x.x.x,304,304,122,304,1
c009950-l465-2.x.x.x,510,465,2.x.x.x,224,224,88,224,1
c009219-l457-2.x.x.x,510,457,2.x.x.x,240,240,85,240,1
c008877-l453-2.x.x.x,510,453,2.x.x.x,192,0,0,0,0
c000938-l222-unconditional,511,222,unconditional,176,0,0,0,0
c001066-l233-3.x.x.x,512,233,3.x.x.x,816,816,505,816,1
c013361-l496-3.x.x.x,512,496,3.x.x.x,208,208,88,208,1
c000504-l171-unconditional,512,171,unconditional,1280,1280,999,1280,1
c000148-l97-unconditional,512,97,unconditional,1344,1344,1115,1344,1
c007878-l440-3.x.x.x,512,440,3.x.x.x,256,256,117,256,1
c011805-l483-1.x.x.x,512,483,1.x.x.x,208,208,118,208,1
c006053-l411-2.x.x.x,512,411,2.x.x.x,288,288,125,288,1
c003442-l345-1.x.x.x,512,345,1.x.x.x,400,400,293,400,1
c008148-l444-2.x.x.x,512,444,2.x.x.x,256,256,109,256,1
c008548-l449-2.x.x.x,512,449,2.x.x.x,240,240,98,240,1
c000886-l217-1.x.x.x,512,217,1.x.x.x,928,928,714,928,1
c009478-l460-2.x.x.x,512,460,2.x.x.x,224,224,81,224,1
c013233-l495-2.x.x.x,512,495,2.x.x.x,96,96,33,96,1
c005196-l392-3.x.x.x,512,392,3.x.x.x,320,320,159,320,1
c004049-l363-unconditional,512,363,unconditional,368,368,239,368,1
c005374-l397-unconditional,512,397,unconditional,320,320,202,320,1
c011474-l480-2.x.x.x,512,480,2.x.x.x,208,208,72,208,1
c006799-l424-3.x.x.x,512,424,3.x.x.x,272,272,117,272,1
c004620-l378-1.x.x.x,513,378,1.x.x.x,336,336,220,336,1
c001067-l233-3.x.x.x,513,233,3.x.x.x,816,816,466,816,1
c010288-l469-unconditional,513,469,unconditional,224,224,118,224,1
c012345-l488-1.x.x.x,513,488,1.x.x.x,208,208,133,208,1
c012073-l485-3.x.x.x,513,485,3.x.x.x,208,208,95,208,1
c004374-l372-unconditional,513,372,unconditional,352,352,220,352,1
c013362-l496-3.x.x.x,513,496,3.x.x.x,208,208,100,208,1
c000384-l153-3.x.x.x,513,153,3.x.x.x,1472,1472,1027,1472,1
c002629-l317-unconditional,513,317,unconditional,480,480,329,480,1
c006315-l416-1.x.x.x,513,416,1.x.x.x,240,240,162,240,1
c007744-l439-unconditional,513,439,unconditional,256,256,142,256,1
c013691-l499-1.x.x.x,513,499,1.x.x.x,192,192,101,192,1
c009698-l462-3.x.x.x,513,462,3.x.x.x,224,224,111,224,1
c005375-l397-unconditional,513,397,unconditional,320,320,203,320,1
c008412-l447-3.x.x.x,513,447,3.x.x.x,240,240,124,240,1
c010776-l473-3.x.x.x,513,473,3.x.x.x,48,48,26,48,1
c008149-l444-2.x.x.x,513,444,2.x.x.x,256,256,99,256,1
c006967-l427-2.x.x.x,513,427,2.x.x.x,272,272,127,272,1
c002909-l327-1.x.x.x,514,327,1.x.x.x,448,448,349,448,1
c007648-l437-2.x.x.x,514,437,2.x.x.x,256,256,91,256,1
c013632-l498-3.x.x.x,514,498,3.x.x.x,192,192,86,192,1
c003683-l352-2.x.x.x,514,352,2.x.x.x,64,64,42,64,1
c008150-l444-2.x.x.x,514,444,2.x.x.x,256,256,92,256,1
c002420-l308-3.x.x.x,514,308,3.x.x.x,512,512,294,512,1
c006666-l422-3.x.x.x,514,422,3.x.x.x,272,272,119,272,1
c005262-l394-1.x.x.x,514,394,1.x.x.x,320,320,220,320,1
c012410-l488-3.x.x.x,514,488,3.x.x.x,208,208,90,208,1
c013363-l496-3.x.x.x,514,496,3.x.x.x,208,208,106,208,1
c005376-l397-unconditional,514,397,unconditional,320,320,198,320,1
c006881-l426-unconditional,514,426,unconditional,272,272,165,272,1
c002637-l317-1.x.x.x,514,317,1.x.x.x,480,480,354,480,1
c005031-l388-3.x.x.x,514,388,3.x.x.x,320,320,156,320,1
c011654-l482-1.x.x.x,514,482,1.x.x.x,208,208,135,208,1
c009183-l457-1.x.x.x,514,457,1.x.x.x,240,240,149,240,1
c009735-l463-1.x.x.x,514,463,1.x.x.x,224,224,130,224,1
c000315-l138-3.x.x.x,514,138,3.x.x.x,1440,1440,1029,1440,1
c005032-l388-3.x.x.x,515,388,3.x.x.x,320,320,159,320,1
c013364-l496-3.x.x.x,515,496,3.x.x.x,208,208,99,208,1
c011655-l482-1.x.x.x,515,482,1.x.x.x,208,208,124,208,1
c005377-l397-unconditional,515,397,unconditional,320,320,203,320,1
c013633-l498-3.x.x.x,515,498,3.x.x.x,192,192,75,192,1
c001877-l284-1.x.x.x,515,284,1.x.x.x,96,96,80,96,1
c005263-l394-1.x.x.x,515,394,1.x.x.x,320,320,219,320,1
c002638-l317-1.x.x.x,515,317,1.x.x.x,480,480,369,480,1
c007649-l437-2.x.x.x,515,437,2.x.x.x,256,256,104,256,1
c001430-l259-1.x.x.x,515,259,1.x.x.x,592,592,432,592,1
c012411-l488-3.x.x.x,515,488,3.x.x.x,208,208,103,208,1
c009736-l463-1.x.x.x,515,463,1.x.x.x,224,224,146,224,1
c002421-l308-3.x.x.x,515,308,3.x.x.x,512,512,285,512,1
c002910-l327-1.x.x.x,515,327,1.x.x.x,448,448,330,448,1
c006667-l422-3.x.x.x,515,422,3.x.x.x,272,272,139,272,1
c008151-l444-2.x.x.x,515,444,2.x.x.x,256,256,107,256,1
c009184-l457-1.x.x.x,515,457,1.x.x.x,240,240,142,240,1
c006882-l426-unconditional,515,426,unconditional,272,272,160,272,1
c004615-l378-1.x.x.x,516,378,1.x.x.x,48,0,0,0,0
c006425-l418-1.x.x.x,517,418,1.x.x.x,48,48,34,48,1
c000346-l146-1.x.x.x,517,146,1.x.x.x,1344,1344,1116,1344,1
c002912-l327-1.x.x.x,517,327,1.x.x.x,448,448,326,448,1
c002640-l317-1.x.x.x,517,317,1.x.x.x,480,480,348,480,1
c006779-l424-1.x.x.x,517,424,1.x.x.x,272,272,167,272,1
c013366-l496-3.x.x.x,517,496,3.x.x.x,208,208,102,208,1
c002474-l311-unconditional,517,311,unconditional,496,496,333,496,1
c008153-l444-2.x.x.x,517,444,2.x.x.x,256,256,80,256,1
c012403-l488-3.x.x.x,517,488,3.x.x.x,208,208,88,208,1
c007494-l435-1.x.x.x,517,435,1.x.x.x,256,256,167,256,1
c005265-l394-1.x.x.x,517,394,1.x.x.x,320,320,221,320,1
c009186-l457-1.x.x.x,517,457,1.x.x.x,48,0,0,0,0
c005380-l397-unconditional,518,397,unconditional,320,320,194,320,1
c012902-l492-3.x.x.x,518,492,3.x.x.x,208,208,88,208,1
c013367-l496-3.x.x.x,518,496,3.x.x.x,208,208,95,208,1
c009187-l457-1.x.x.x,518,457,1.x.x.x,240,240,153,240,1
c000868-l215-2.x.x.x,518,215,2.x.x.x,944,944,344,944,1
c003234-l338-2.x.x.x,518,338,2.x.x.x,416,416,233,416,1
c008154-l444-2.x.x.x,518,444,2.x.x.x,256,256,104,256,1
c011791-l483-1.x.x.x,518,483,1.x.x.x,208,208,125,208,1
c001325-l252-1.x.x.x,518,252,1.x.x.x,400,400,296,400,1
c008951-l454-1.x.x.x,518,454,1.x.x.x,240,240,149,240,1
c003650-l351-3.x.x.x,518,351,3.x.x.x,384,384,200,384,1
c008543-l449-1.x.x.x,518,449,1.x.x.x,240,240,166,240,1
c002395-l307-3.x.x.x,518,307,3.x.x.x,512,512,294,512,1
c006123-l413-unconditional,518,413,unconditional,288,288,171,288,1
c004038-l362-3.x.x.x,518,362,3.x.x.x,368,368,205,368,1
c009470-l460-1.x.x.x,518,460,1.x.x.x,224,224,128,224,1
c008207-l445-1.x.x.x,518,445,1.x.x.x,240,240,156,240,1
c000667-l191-1.x.x.x,518,191,1.x.x.x,512,512,422,512,1
c009188-l457-1.x.x.x,519,457,1.x.x.x,240,240,150,240,1
c000370-l151-unconditional,519,151,unconditional,128,128,101,128,1
c013368-l496-3.x.x.x,519,496,3.x.x.x,208,208,96,208,1
c000132-l93-unconditional,519,93,unconditional,1312,1312,1073,1312,1
c011515-l480-3.x.x.x,519,480,3.x.x.x,208,208,81,208,1
c003655-l351-3.x.x.x,519,351,3.x.x.x,384,384,225,384,1
c009064-l455-3.x.x.x,519,455,3.x.x.x,240,240,109,240,1
c009824-l464-1.x.x.x,519,464,1.x.x.x,224,224,133,224,1
c012887-l492-3.x.x.x,519,492,3.x.x.x,208,208,95,208,1
c002806-l323-1.x.x.x,519,323,1.x.x.x,224,224,173,224,1
c006758-l424-unconditional,519,424,unconditional,272,272,156,272,1
c008155-l444-2.x.x.x,519,444,2.x.x.x,256,256,99,256,1
c012593-l490-1.x.x.x,519,490,1.x.x.x,208,208,108,208,1
c010515-l471-1.x.x.x,519,471,1.x.x.x,224,224,117,224,1
c002585-l315-1.x.x.x,519,315,1.x.x.x,480,480,363,480,1
c009507-l460-3.x.x.x,519,460,3.x.x.x,224,224,109,224,1
c005381-l397-unconditional,519,397,unconditional,320,320,205,320,1
c000422-l159-3.x.x.x,519,159,3.x.x.x,1408,1408,995,1408,1
c011985-l485-unconditional,519,485,unconditional,208,208,126,208,1
c012056-l485-3.x.x.x,520,485,3.x.x.x,208,208,77,208,1
c011522-l481-unconditional,520,481,unconditional,208,208,113,208,1
c006987-l427-3.x.x.x,520,427,3.x.x.x,272,272,121,272,1
c002432-l309-1.x.x.x,520,309,1.x.x.x,512,512,378,512,1
c008584-l450-unconditional,520,450,unconditional,240,240,135,240,1
c013846-l500-1.x.x.x,520,500,1.x.x.x,192,192,114,192,1
c010295-l469-unconditional,520,469,unconditional,224,224,118,224,1
c012353-l488-1.x.x.x,520,488,1.x.x.x,208,208,125,208,1
c005916-l408-3.x.x.x,520,408,3.x.x.x,176,176,85,176,1
c000408-l157-3.x.x.x,520,157,3.x.x.x,1440,1440,1006,1440,1
c004378-l372-unconditional,520,372,unconditional,352,352,231,352,1
c002957-l329-unconditional,520,329,unconditional,448,448,304,448,1
c004876-l385-unconditional,520,385,unconditional,336,336,213,336,1
c006269-l415-3.x.x.x,520,415,3.x.x.x,288,288,132,288,1
c002233-l301-unconditional,520,301,unconditional,544,544,371,544,1
c002725-l320-1.x.x.x,520,320,1.x.x.x,208,208,159,208,1
c007751-l439-unconditional,520,439,unconditional,256,256,154,256,1
c007331-l433-unconditional,520,433,unconditional,256,256,151,256,1
c003580-l349-1.x.x.x,521,349,1.x.x.x,400,400,271,400,1
c006227-l414-3.x.x.x,521,414,3.x.x.x,288,288,138,288,1
c002930-l328-unconditional,521,328,unconditional,448,448,319,448,1
c013356-l496-3.x.x.x,521,496,3.x.x.x,208,208,94,208,1
c006656-l422-1.x.x.x,521,422,1.x.x.x,272,272,171,272,1
c002312-l304-1.x.x.x,521,304,1.x.x.x,528,528,397,528,1
c007654-l437-3.x.x.x,521,437,3.x.x.x,256,256,119,256,1
c001916-l286-1.x.x.x,521,286,1.x.x.x,576,576,433,576,1
c008342-l447-unconditional,521,447,unconditional,112,0,0,0,0
c006137-l413-unconditional,522,413,unconditional,288,288,164,288,1
c009059-l455-3.x.x.x,522,455,3.x.x.x,240,240,97,240,1
c008644-l450-3.x.x.x,522,450,3.x.x.x,240,240,116,240,1
c005848-l407-1.x.x.x,522,407,1.x.x.x,304,304,211,304,1
c010944-l475-2.x.x.x,522,475,2.x.x.x,160,160,62,160,1
c002664-l318-1.x.x.x,522,318,1.x.x.x,480,480,350,480,1
c010248-l468-3.x.x.x,522,468,3.x.x.x,224,224,103,224,1
c011798-l483-1.x.x.x,522,483,1.x.x.x,208,208,129,208,1
c002313-l304-1.x.x.x,522,304,1.x.x.x,528,528,396,528,1
c008223-l445-1.x.x.x,522,445,1.x.x.x,240,240,159,240,1
c002235-l301-unconditional,522,301,unconditional,544,544,369,544,1
c012882-l492-3.x.x.x,522,492,3.x.x.x,208,208,101,208,1
c012581-l490-1.x.x.x,522,490,1.x.x.x,208,208,123,208,1
c004596-l377-3.x.x.x,522,377,3.x.x.x,336,336,169,336,1
c010503-l471-1.x.x.x,522,471,1.x.x.x,224,224,124,224,1
c008625-l450-1.x.x.x,522,450,1.x.x.x,48,0,0,0,0
c012694-l491-unconditional,523,491,unconditional,128,128,81,128,1
c012883-l492-3.x.x.x,523,492,3.x.x.x,208,208,103,208,1
c002236-l301-unconditional,523,301,unconditional,544,544,365,544,1
c001280-l249-1.x.x.x,523,249,1.x.x.x,304,304,214,304,1
c012582-l490-1.x.x.x,523,490,1.x.x.x,208,208,121,208,1
c002665-l318-1.x.x.x,523,318,1.x.x.x,480,480,359,480,1
c003703-l353-1.x.x.x,523,353,1.x.x.x,384,384,267,384,1
c005849-l407-1.x.x.x,523,407,1.x.x.x,304,304,212,304,1
c005109-l390-3.x.x.x,523,390,3.x.x.x,320,320,165,320,1
c009438-l460-unconditional,523,460,unconditional,224,224,124,224,1
c008209-l445-1.x.x.x,523,445,1.x.x.x,240,240,154,240,1
c010504-l471-1.x.x.x,523,471,1.x.x.x,224,224,135,224,1
c005924-l409-unconditional,523,409,unconditional,288,288,181,288,1
c011999-l485-1.x.x.x,523,485,1.x.x.x,208,208,127,208,1
c013358-l496-3.x.x.x,523,496,3.x.x.x,208,208,96,208,1
c012184-l486-3.x.x.x,523,486,3.x.x.x,208,208,104,208,1
c009060-l455-3.x.x.x,523,455,3.x.x.x,240,240,105,240,1
c002314-l304-1.x.x.x,523,304,1.x.x.x,528,528,406,528,1
c003710-l353-1.x.x.x,524,353,1.x.x.x,48,0,0,0,0
c008285-l446-1.x.x.x,525,446,1.x.x.x,240,240,161,240,1
c008384-l447-2.x.x.x,525,447,2.x.x.x,240,240,84,240,1
c010512-l471-1.x.x.x,525,471,1.x.x.x,224,224,131,224,1
c012080-l485-3.x.x.x,525,485,3.x.x.x,208,208,92,208,1
c000305-l136-1.x.x.x,525,136,1.x.x.x,1280,1280,1102,1280,1
c002238-l301-unconditional,525,301,unconditional,544,544,373,544,1
c002667-l318-1.x.x.x,525,318,1.x.x.x,480,480,337,480,1
c002867-l325-3.x.x.x,525,325,3.x.x.x,448,448,255,448,1
c003711-l353-1.x.x.x,525,353,1.x.x.x,384,384,278,384,1
c012179-l486-3.x.x.x,525,486,3.x.x.x,208,208,83,208,1
c003002-l330-2.x.x.x,525,330,2.x.x.x,448,448,279,448,1
c006155-l413-1.x.x.x,525,413,1.x.x.x,80,80,48,80,1
c013360-l496-3.x.x.x,525,496,3.x.x.x,208,208,93,208,1
c009063-l455-3.x.x.x,525,455,3.x.x.x,240,240,108,240,1
c012590-l490-1.x.x.x,525,490,1.x.x.x,208,208,123,208,1
c013660-l499-unconditional,525,499,unconditional,192,96,54,96,0
c007520-l435-3.x.x.x,526,435,3.x.x.x,256,256,136,256,1
c012417-l488-3.x.x.x,526,488,3.x.x.x,208,208,86,208,1
c006273-l415-3.x.x.x,526,415,3.x.x.x,288,288,156,288,1
c008920-l454-unconditional,526,454,unconditional,240,240,146,240,1
c006197-l414-1.x.x.x,526,414,1.x.x.x,288,288,205,288,1
c004312-l370-1.x.x.x,526,370,1.x.x.x,352,352,249,352,1
c004476-l374-3.x.x.x,526,374,3.x.x.x,352,352,188,352,1
c005520-l400-1.x.x.x,526,400,1.x.x.x,304,304,217,304,1
c000922-l220-2.x.x.x,526,220,2.x.x.x,704,704,199,704,1
c000563-l178-1.x.x.x,526,178,1.x.x.x,320,320,264,320,1
c013144-l494-3.x.x.x,526,494,3.x.x.x,208,208,87,208,1
c006445-l418-3.x.x.x,526,418,3.x.x.x,288,288,147,288,1
c003646-l351-2.x.x.x,526,351,2.x.x.x,400,400,233,400,1
c008380-l447-1.x.x.x,526,447,1.x.x.x,240,240,141,240,1
c002183-l298-3.x.x.x,526,298,3.x.x.x,544,544,317,544,1
c000962-l224-1.x.x.x,526,224,1.x.x.x,880,880,678,880,1
c008282-l446-1.x.x.x,526,446,1.x.x.x,240,240,166,240,1
c011175-l477-3.x.x.x,526,477,3.x.x.x,208,208,98,208,1
c009792-l463-3.x.x.x,527,463,3.x.x.x,224,224,101,224,1
c006877-l426-unconditional,527,426,unconditional,272,272,156,272,1
c006446-l418-3.x.x.x,527,418,3.x.x.x,288,288,143,288,1
c012851-l492-1.x.x.x,527,492,1.x.x.x,208,208,119,208,1
c007462-l435-unconditional,527,435,unconditional,256,256,154,256,1
c003348-l342-unconditional,527,342,unconditional,80,80,47,80,1
c013145-l494-3.x.x.x,527,494,3.x.x.x,208,208,104,208,1
c006767-l424-1.x.x.x,527,424,1.x.x.x,272,272,176,272,1
c000568-l179-unconditional,527,179,unconditional,1216,1216,923,1216,1
c012399-l488-3.x.x.x,527,488,3.x.x.x,208,208,104,208,1
c009712-l463-unconditional,527,463,unconditional,224,224,118,224,1
c005835-l407-unconditional,527,407,unconditional,256,256,174,256,1
c003647-l351-2.x.x.x,527,351,2.x.x.x,400,400,230,400,1
c004477-l374-3.x.x.x,527,374,3.x.x.x,352,352,186,352,1
c005036-l389-unconditional,527,389,unconditional,320,320,184,320,1
c000963-l224-1.x.x.x,527,224,1.x.x.x,880,672,509,576,0
c005040-l389-unconditional,528,389,unconditional,320,320,198,320,1
c007459-l434-3.x.x.x,528,434,3.x.x.x,224,224,111,224,1
c000503-l170-3.x.x.x,528,170,3.x.x.x,256,256,179,256,1
c009796-l463-3.x.x.x,528,463,3.x.x.x,224,224,95,224,1
c001881-l284-3.x.x.x,528,284,3.x.x.x,592,592,355,592,1
c006770-l424-1.x.x.x,528,424,1.x.x.x,272,272,181,272,1
c002643-l317-1.x.x.x,528,317,1.x.x.x,480,480,359,480,1
c007466-l435-unconditional,528,435,unconditional,256,256,129,256,1
c000918-l220-1.x.x.x,528,220,1.x.x.x,912,912,688,912,1
c003758-l354-3.x.x.x,528,354,3.x.x.x,160,0,0,0,0
c013652-l498-3.x.x.x,529,498,3.x.x.x,192,192,78,192,1
c002902-l327-unconditional,529,327,unconditional,448,448,297,448,1
c002288-l303-1.x.x.x,529,303,1.x.x.x,528,528,401,528,1
c000919-l220-1.x.x.x,529,220,1.x.x.x,912,912,688,912,1
c006505-l420-unconditional,529,420,unconditional,272,272,160,272,1
c012429-l488-3.x.x.x,529,488,3.x.x.x,208,208,96,208,1
c008331-l446-3.x.x.x,529,446,3.x.x.x,240,240,118,240,1
c003982-l361-1.x.x.x,529,361,1.x.x.x,368,368,275,368,1
c003649-l351-2.x.x.x,529,351,2.x.x.x,400,400,233,400,1
c007072-l429-unconditional,529,429,unconditional,48,48,30,48,1
c006206-l414-1.x.x.x,529,414,1.x.x.x,288,288,201,288,1
c001882-l284-3.x.x.x,529,284,3.x.x.x,592,592,357,592,1
c013039-l494-unconditional,529,494,unconditional,208,208,110,208,1
c012086-l485-3.x.x.x,529,485,3.x.x.x,208,208,101,208,1
c013478-l497-2.x.x.x,529,497,2.x.x.x,176,176,55,176,1
c005269-l394-1.x.x.x,529,394,1.x.x.x,320,320,217,320,1
c002316-l304-1.x.x.x,529,304,1.x.x.x,528,528,403,528,1
c003924-l359-3.x.x.x,529,359,3.x.x.x,368,368,203,368,1
c009755-l463-2.x.x.x,530,463,2.x.x.x,224,224,91,224,1
c002485-l311-1.x.x.x,530,311,1.x.x.x,496,496,362,496,1
c012373-l488-1.x.x.x,530,488,1.x.x.x,208,208,109,208,1
c001318-l252-unconditional,530,252,unconditional,720,720,510,720,1
c006442-l418-3.x.x.x,530,418,3.x.x.x,288,288,149,288,1
c001245-l247-unconditional,530,247,unconditional,736,736,517,736,1
c013574-l498-1.x.x.x,530,498,1.x.x.x,192,192,124,192,1
c009659-l462-1.x.x.x,530,462,1.x.x.x,208,208,120,208,1
c010014-l466-1.x.x.x,530,466,1.x.x.x,224,224,139,224,1
c005732-l405-unconditional,530,405,unconditional,304,304,177,304,1
c002058-l293-1.x.x.x,530,293,1.x.x.x,560,560,423,560,1
c013149-l494-3.x.x.x,530,494,3.x.x.x,208,208,93,208,1
c005687-l404-unconditional,530,404,unconditional,304,304,193,304,1
c001045-l231-3.x.x.x,530,231,3.x.x.x,832,832,495,832,1
c009754-l463-1.x.x.x,530,463,1.x.x.x,32,32,20,32,1
c008778-l452-1.x.x.x,530,452,1.x.x.x,240,48,27,48,0
c004755-l381-3.x.x.x,531,381,3.x.x.x,336,336,174,336,1
c010669-l472-3.x.x.x,531,472,3.x.x.x,224,224,93,224,1
c001499-l263-2.x.x.x,531,263,2.x.x.x,336,336,226,336,1
c005548-l401-unconditional,531,401,unconditional,304,304,192,304,1
c001442-l260-unconditional,531,260,unconditional,32,32,20,32,1
c011403-l479-3.x.x.x,531,479,3.x.x.x,208,208,84,208,1
c009592-l461-3.x.x.x,531,461,3.x.x.x,224,224,95,224,1
c001140-l239-3.x.x.x,531,239,3.x.x.x,784,784,491,784,1
c010787-l474-unconditional,531,474,unconditional,224,224,131,224,1
c001319-l252-unconditional,531,252,unconditional,720,720,528,720,1
c000238-l119-2.x.x.x,531,119,2.x.x.x,992,992,606,992,1
c013146-l494-3.x.x.x,531,494,3.x.x.x,208,208,87,208,1
c008936-l454-1.x.x.x,531,454,1.x.x.x,240,240,158,240,1
c011858-l483-3.x.x.x,531,483,3.x.x.x,208,208,101,208,1
c005622-l402-2.x.x.x,531,402,2.x.x.x,304,304,147,304,1
c010316-l469-1.x.x.x,531,469,1.x.x.x,224,224,144,224,1
c005750-l405-1.x.x.x,531,405,1.x.x.x,304,208,148,208,0
c001320-l252-unconditional,532,252,unconditional,96,0,0,0,0
c011322-l479-1.x.x.x,533,479,1.x.x.x,208,208,122,208,1
c010313-l469-1.x.x.x,533,469,1.x.x.x,224,224,147,224,1
c008528-l449-1.x.x.x,533,449,1.x.x.x,240,240,162,240,1
c008604-l450-1.x.x.x,533,450,1.x.x.x,240,240,154,240,1
c010666-l472-3.x.x.x,533,472,3.x.x.x,224,224,96,224,1
c007618-l437-unconditional,533,437,unconditional,256,256,151,256,1
c002556-l314-unconditional,533,314,unconditional,16,16,12,16,1
c008933-l454-1.x.x.x,533,454,1.x.x.x,240,240,151,240,1
c010785-l474-unconditional,533,474,unconditional,224,224,128,224,1
c000037-l69-1.x.x.x,533,69,1.x.x.x,1376,1376,1168,1376,1
c004752-l381-3.x.x.x,533,381,3.x.x.x,336,336,167,336,1
c006437-l418-3.x.x.x,533,418,3.x.x.x,288,288,129,288,1
c009601-l461-3.x.x.x,533,461,3.x.x.x,224,224,97,224,1
c000768-l204-unconditional,533,204,unconditional,1040,1040,783,1040,1
c002347-l305-3.x.x.x,533,305,3.x.x.x,528,528,324,528,1
c009845-l464-1.x.x.x,533,464,1.x.x.x,224,224,128,224,1
c000156-l99-unconditional,533,99,unconditional,1344,1344,1124,1344,1
c005748-l405-1.x.x.x,533,405,1.x.x.x,304,304,211,304,1
c000965-l224-2.x.x.x,533,224,2.x.x.x,880,880,274,880,1
c007248-l431-3.x.x.x,534,431,3.x.x.x,256,256,109,256,1
c004784-l382-2.x.x.x,534,382,2.x.x.x,336,336,175,336,1
c007510-l435-3.x.x.x,534,435,3.x.x.x,256,256,128,256,1
c005836-l407-1.x.x.x,534,407,1.x.x.x,304,304,198,304,1
c002273-l302-2.x.x.x,534,302,2.x.x.x,528,528,349,528,1
c002348-l305-3.x.x.x,534,305,3.x.x.x,528,528,283,528,1
c000068-l77-unconditional,534,77,unconditional,1184,1184,937,1184,1
c010641-l472-2.x.x.x,534,472,2.x.x.x,224,224,80,224,1
c011215-l478-1.x.x.x,534,478,1.x.x.x,208,208,120,208,1
c007328-l433-unconditional,534,433,unconditional,256,256,162,256,1
c013150-l494-3.x.x.x,534,494,3.x.x.x,208,208,96,208,1
c003143-l335-1.x.x.x,534,335,1.x.x.x,432,432,308,432,1
c005403-l397-2.x.x.x,534,397,2.x.x.x,192,192,91,192,1
c003991-l361-2.x.x.x,534,361,2.x.x.x,368,368,208,368,1
c000872-l216-unconditional,534,216,unconditional,928,928,674,928,1
c008786-l452-1.x.x.x,534,452,1.x.x.x,240,144,98,144,0
c013151-l494-3.x.x.x,535,494,3.x.x.x,208,208,91,208,1
c005919-l409-unconditional,535,409,unconditional,288,288,184,288,1
c007808-l439-3.x.x.x,535,439,3.x.x.x,256,256,125,256,1
c005593-l402-unconditional,535,402,unconditional,304,304,183,304,1
c011287-l478-3.x.x.x,535,478,3.x.x.x,208,208,99,208,1
c004714-l380-3.x.x.x,535,380,3.x.x.x,336,336,153,336,1
c006439-l418-3.x.x.x,535,418,3.x.x.x,288,288,141,288,1
c008254-l445-3.x.x.x,535,445,3.x.x.x,240,240,131,240,1
c008637-l450-3.x.x.x,535,450,3.x.x.x,240,240,117,240,1
c003801-l356-unconditional,535,356,unconditional,384,384,246,384,1
c008903-l453-3.x.x.x,535,453,3.x.x.x,240,240,104,240,1
c000231-l117-3.x.x.x,535,117,3.x.x.x,1376,1376,1006,1376,1
c005837-l407-1.x.x.x,535,407,1.x.x.x,304,304,198,304,1
c000607-l183-3.x.x.x,535,183,3.x.x.x,416,416,259,416,1
c009024-l455-1.x.x.x,535,455,1.x.x.x,240,240,147,240,1
c008552-l449-2.x.x.x,535,449,2.x.x.x,240,240,86,240,1
c002349-l305-3.x.x.x,535,305,3.x.x.x,528,528,272,528,1
c002401-l308-unconditional,535,308,unconditional,512,512,356,512,1
c008255-l445-3.x.x.x,536,445,3.x.x.x,240,240,116,240,1
c006440-l418-3.x.x.x,536,418,3.x.x.x,288,288,138,288,1
c004715-l380-3.x.x.x,536,380,3.x.x.x,336,336,187,336,1
c008553-l449-2.x.x.x,536,449,2.x.x.x,240,240,90,240,1
c013152-l494-3.x.x.x,536,494,3.x.x.x,208,208,89,208,1
c002040-l292-1.x.x.x,536,292,1.x.x.x,384,384,296,384,1
c005920-l409-unconditional,536,409,unconditional,288,288,170,288,1
c011288-l478-3.x.x.x,536,478,3.x.x.x,208,208,84,208,1
c008904-l453-3.x.x.x,536,453,3.x.x.x,240,240,116,240,1
c008638-l450-3.x.x.x,536,450,3.x.x.x,240,240,119,240,1
c009025-l455-1.x.x.x,536,455,1.x.x.x,240,240,141,240,1
c005838-l407-1.x.x.x,536,407,1.x.x.x,304,304,198,304,1
c003802-l356-unconditional,536,356,unconditional,384,384,261,384,1
