case,worker,length,condition,generated,refolded,quality_pass,sequences_saved,complete
c008162-l444-3.x.x.x,337,444,3.x.x.x,256,256,128,256,1
c004072-l363-3.x.x.x,337,363,3.x.x.x,368,368,192,368,1
c012935-l493-1.x.x.x,337,493,1.x.x.x,208,208,123,208,1
c004448-l374-unconditional,337,374,unconditional,352,352,225,352,1
c012110-l486-unconditional,337,486,unconditional,144,144,80,144,1
c013870-l500-2.x.x.x,337,500,2.x.x.x,192,192,60,192,1
c011416-l480-unconditional,337,480,unconditional,208,208,110,208,1
c012299-l487-3.x.x.x,337,487,3.x.x.x,208,208,73,208,1
c001611-l270-unconditional,337,270,unconditional,640,640,424,640,1
c011893-l484-1.x.x.x,337,484,1.x.x.x,208,208,125,208,1
c003769-l355-unconditional,337,355,unconditional,384,384,264,384,1
c012516-l489-3.x.x.x,338,489,3.x.x.x,208,208,78,208,1
c005239-l393-3.x.x.x,338,393,3.x.x.x,320,320,158,320,1
c004786-l382-3.x.x.x,338,382,3.x.x.x,336,336,174,336,1
c006610-l421-3.x.x.x,338,421,3.x.x.x,272,272,138,272,1
c013315-l496-1.x.x.x,338,496,1.x.x.x,208,208,134,208,1
c001129-l238-3.x.x.x,338,238,3.x.x.x,608,608,343,608,1
c001268-l248-2.x.x.x,338,248,2.x.x.x,192,192,52,192,1
c003961-l360-3.x.x.x,338,360,3.x.x.x,368,368,185,368,1
c009854-l464-2.x.x.x,338,464,2.x.x.x,224,224,80,224,1
c004459-l374-unconditional,338,374,unconditional,352,352,233,352,1
c010172-l467-3.x.x.x,338,467,3.x.x.x,224,224,116,224,1
c007091-l429-1.x.x.x,338,429,1.x.x.x,272,272,175,272,1
c001134-l239-1.x.x.x,338,239,1.x.x.x,784,784,577,784,1
c004358-l371-1.x.x.x,338,371,1.x.x.x,352,352,251,352,1
c013755-l499-3.x.x.x,338,499,3.x.x.x,192,192,89,192,1
c012964-l493-1.x.x.x,338,493,1.x.x.x,208,208,134,208,1
c011597-l481-3.x.x.x,338,481,3.x.x.x,208,208,97,208,1
c008163-l444-3.x.x.x,338,444,3.x.x.x,256,256,121,256,1
c001135-l239-1.x.x.x,339,239,1.x.x.x,784,784,588,784,1
c002709-l319-3.x.x.x,339,319,3.x.x.x,144,144,78,144,1
c012470-l489-1.x.x.x,339,489,1.x.x.x,208,208,130,208,1
c010112-l467-1.x.x.x,339,467,1.x.x.x,224,224,135,224,1
c007092-l429-1.x.x.x,339,429,1.x.x.x,272,272,168,272,1
c007451-l434-3.x.x.x,339,434,3.x.x.x,256,256,133,256,1
c000734-l199-3.x.x.x,339,199,3.x.x.x,1088,1088,668,1088,1
c004405-l372-3.x.x.x,339,372,3.x.x.x,352,352,182,352,1
c006241-l415-unconditional,339,415,unconditional,288,288,182,288,1
c008164-l444-3.x.x.x,339,444,3.x.x.x,256,256,115,256,1
c009211-l457-1.x.x.x,339,457,1.x.x.x,176,176,116,176,1
c006104-l412-2.x.x.x,339,412,2.x.x.x,288,288,116,288,1
c013316-l496-1.x.x.x,339,496,1.x.x.x,208,208,133,208,1
c007356-l433-1.x.x.x,339,433,1.x.x.x,256,256,165,256,1
c012956-l493-1.x.x.x,339,493,1.x.x.x,208,208,113,208,1
c010421-l470-1.x.x.x,339,470,1.x.x.x,224,224,125,224,1
c011566-l481-1.x.x.x,339,481,1.x.x.x,208,208,132,208,1
c013727-l499-2.x.x.x,339,499,2.x.x.x,192,192,60,192,1
c006303-l416-1.x.x.x,340,416,1.x.x.x,288,288,194,288,1
c006236-l415-unconditional,340,415,unconditional,288,288,189,288,1
c001543-l266-1.x.x.x,340,266,1.x.x.x,656,656,492,656,1
c007687-l438-unconditional,340,438,unconditional,256,256,161,256,1
c001657-l272-3.x.x.x,340,272,3.x.x.x,624,624,383,624,1
c007740-l438-3.x.x.x,340,438,3.x.x.x,256,256,127,256,1
c004292-l369-3.x.x.x,340,369,3.x.x.x,352,352,188,352,1
c011808-l483-2.x.x.x,340,483,2.x.x.x,208,208,66,208,1
c006617-l421-3.x.x.x,340,421,3.x.x.x,272,272,147,272,1
c008165-l444-3.x.x.x,340,444,3.x.x.x,256,256,113,256,1
c013573-l498-1.x.x.x,340,498,1.x.x.x,192,192,112,192,1
c001136-l239-1.x.x.x,340,239,1.x.x.x,784,784,587,784,1
c010179-l467-3.x.x.x,340,467,3.x.x.x,224,224,93,224,1
c002455-l310-unconditional,340,310,unconditional,448,448,324,448,1
c013317-l496-1.x.x.x,340,496,1.x.x.x,208,208,127,208,1
c001857-l283-1.x.x.x,340,283,1.x.x.x,80,80,55,80,1
c007005-l428-unconditional,340,428,unconditional,272,272,161,272,1
c008299-l446-1.x.x.x,340,446,1.x.x.x,240,240,164,240,1
c012937-l493-1.x.x.x,341,493,1.x.x.x,208,208,123,208,1
c009560-l461-1.x.x.x,341,461,1.x.x.x,224,224,131,224,1
c013896-l500-3.x.x.x,341,500,3.x.x.x,192,192,87,192,1
c007579-l436-2.x.x.x,341,436,2.x.x.x,256,256,94,256,1
c004075-l363-3.x.x.x,341,363,3.x.x.x,368,368,177,368,1
c013318-l496-1.x.x.x,341,496,1.x.x.x,208,208,133,208,1
c009901-l465-unconditional,341,465,unconditional,224,224,125,224,1
c011905-l484-1.x.x.x,341,484,1.x.x.x,208,208,117,208,1
c001419-l258-3.x.x.x,341,258,3.x.x.x,688,688,412,688,1
c002597-l315-3.x.x.x,341,315,3.x.x.x,480,480,245,480,1
c000022-l65-2.x.x.x,341,65,2.x.x.x,1024,1024,829,1024,1
c008865-l453-1.x.x.x,341,453,1.x.x.x,240,240,151,240,1
c013155-l495-unconditional,341,495,unconditional,208,208,95,208,1
c012310-l487-3.x.x.x,341,487,3.x.x.x,208,208,94,208,1
c001391-l256-3.x.x.x,341,256,3.x.x.x,688,688,431,688,1
c007932-l441-2.x.x.x,341,441,2.x.x.x,256,256,90,256,1
c008166-l444-3.x.x.x,341,444,3.x.x.x,256,256,119,256,1
c002062-l293-1.x.x.x,341,293,1.x.x.x,400,400,300,400,1
c013156-l495-unconditional,342,495,unconditional,208,208,117,208,1
c000326-l141-2.x.x.x,342,141,2.x.x.x,1152,1152,616,1152,1
c008879-l453-2.x.x.x,342,453,2.x.x.x,240,240,88,240,1
c004076-l363-3.x.x.x,342,363,3.x.x.x,368,368,194,368,1
c012938-l493-1.x.x.x,342,493,1.x.x.x,208,208,123,208,1
c007537-l436-unconditional,342,436,unconditional,256,256,164,256,1
c008167-l444-3.x.x.x,342,444,3.x.x.x,256,256,117,256,1
c007933-l441-2.x.x.x,342,441,2.x.x.x,256,256,100,256,1
c001420-l258-3.x.x.x,342,258,3.x.x.x,688,688,419,688,1
c002287-l303-unconditional,342,303,unconditional,176,176,119,176,1
c013319-l496-1.x.x.x,342,496,1.x.x.x,208,208,117,208,1
c008686-l451-1.x.x.x,342,451,1.x.x.x,240,240,139,240,1
c009952-l465-2.x.x.x,342,465,2.x.x.x,224,224,72,224,1
c008197-l445-unconditional,342,445,unconditional,240,240,150,240,1
c012496-l489-1.x.x.x,342,489,1.x.x.x,208,208,142,208,1
c013895-l500-3.x.x.x,342,500,3.x.x.x,192,192,94,192,1
c008440-l448-1.x.x.x,342,448,1.x.x.x,240,240,146,240,1
c001447-l260-2.x.x.x,342,260,2.x.x.x,672,672,468,672,1
c008168-l444-3.x.x.x,343,444,3.x.x.x,256,256,126,256,1
c013320-l496-1.x.x.x,343,496,1.x.x.x,208,208,112,208,1
c000046-l71-2.x.x.x,343,71,2.x.x.x,992,992,781,992,1
c003763-l355-unconditional,343,355,unconditional,384,384,252,384,1
c011251-l478-2.x.x.x,343,478,2.x.x.x,208,208,74,208,1
c001421-l258-3.x.x.x,343,258,3.x.x.x,688,688,419,688,1
c009568-l461-2.x.x.x,343,461,2.x.x.x,224,224,79,224,1
c013157-l495-unconditional,343,495,unconditional,208,208,114,208,1
c007934-l441-2.x.x.x,343,441,2.x.x.x,256,256,94,256,1
c012546-l489-3.x.x.x,343,489,3.x.x.x,208,208,91,208,1
c008853-l453-1.x.x.x,343,453,1.x.x.x,240,240,152,240,1
c002391-l307-2.x.x.x,343,307,2.x.x.x,512,512,334,512,1
c012939-l493-1.x.x.x,343,493,1.x.x.x,208,208,133,208,1
c006572-l421-unconditional,343,421,unconditional,272,272,168,272,1
c011924-l484-2.x.x.x,343,484,2.x.x.x,208,208,63,208,1
c004639-l379-unconditional,343,379,unconditional,336,336,209,336,1
c000791-l206-3.x.x.x,343,206,3.x.x.x,720,720,431,720,1
c006081-l412-unconditional,343,412,unconditional,288,288,175,288,1
c001003-l228-unconditional,344,228,unconditional,848,848,610,848,1
c013158-l495-unconditional,344,495,unconditional,208,208,111,208,1
c012168-l486-3.x.x.x,344,486,3.x.x.x,208,208,81,208,1
c010418-l470-1.x.x.x,344,470,1.x.x.x,224,224,144,224,1
c004402-l372-3.x.x.x,344,372,3.x.x.x,352,352,189,352,1
c009763-l463-2.x.x.x,344,463,2.x.x.x,224,224,86,224,1
c010931-l475-1.x.x.x,344,475,1.x.x.x,192,192,128,192,1
c006998-l428-unconditional,344,428,unconditional,272,272,165,272,1
c007295-l432-2.x.x.x,344,432,2.x.x.x,256,256,106,256,1
c010022-l466-1.x.x.x,344,466,1.x.x.x,224,224,141,224,1
c005720-l404-3.x.x.x,344,404,3.x.x.x,304,304,151,304,1
c006945-l427-unconditional,344,427,unconditional,48,48,28,48,1
c008169-l444-3.x.x.x,344,444,3.x.x.x,256,256,123,256,1
c007929-l441-2.x.x.x,344,441,2.x.x.x,256,256,103,256,1
c008741-l451-3.x.x.x,344,451,3.x.x.x,240,240,123,240,1
c013646-l498-3.x.x.x,344,498,3.x.x.x,192,192,65,192,1
c013321-l496-1.x.x.x,344,496,1.x.x.x,208,208,115,208,1
c012467-l489-1.x.x.x,344,489,1.x.x.x,208,208,134,208,1
c010419-l470-1.x.x.x,345,470,1.x.x.x,224,224,142,224,1
c001004-l228-unconditional,345,228,unconditional,848,848,601,848,1
c004403-l372-3.x.x.x,345,372,3.x.x.x,352,352,171,352,1
c013647-l498-3.x.x.x,345,498,3.x.x.x,192,192,79,192,1
c012169-l486-3.x.x.x,345,486,3.x.x.x,208,208,103,208,1
c013159-l495-unconditional,345,495,unconditional,208,208,109,208,1
c007296-l432-2.x.x.x,345,432,2.x.x.x,256,256,107,256,1
c007930-l441-2.x.x.x,345,441,2.x.x.x,256,256,104,256,1
c009764-l463-2.x.x.x,345,463,2.x.x.x,224,224,74,224,1
c008742-l451-3.x.x.x,345,451,3.x.x.x,240,240,98,240,1
c008170-l444-3.x.x.x,345,444,3.x.x.x,256,256,118,256,1
c012468-l489-1.x.x.x,345,489,1.x.x.x,208,208,130,208,1
c005721-l404-3.x.x.x,345,404,3.x.x.x,304,304,152,304,1
c006973-l427-2.x.x.x,345,427,2.x.x.x,48,48,20,48,1
c000311-l137-3.x.x.x,345,137,3.x.x.x,1440,1440,1055,1440,1
c006999-l428-unconditional,345,428,unconditional,272,272,165,272,1
c010023-l466-1.x.x.x,345,466,1.x.x.x,224,224,134,224,1
c013322-l496-1.x.x.x,345,496,1.x.x.x,208,208,129,208,1
c013911-l500-3.x.x.x,346,500,3.x.x.x,192,192,89,192,1
c010297-l469-unconditional,346,469,unconditional,160,160,99,160,1
c012316-l487-3.x.x.x,346,487,3.x.x.x,208,208,92,208,1
c007395-l434-unconditional,346,434,unconditional,256,256,158,256,1
c011424-l480-unconditional,346,480,unconditional,208,208,130,208,1
c013160-l495-unconditional,346,495,unconditional,208,208,107,208,1
c000090-l82-2.x.x.x,346,82,2.x.x.x,928,928,730,928,1
c008171-l444-3.x.x.x,346,444,3.x.x.x,256,256,122,256,1
c003259-l339-1.x.x.x,346,339,1.x.x.x,416,416,285,416,1
c004283-l369-1.x.x.x,346,369,1.x.x.x,352,352,258,352,1
c012967-l493-1.x.x.x,346,493,1.x.x.x,208,208,117,208,1
c008475-l448-3.x.x.x,346,448,3.x.x.x,240,240,109,240,1
c004339-l371-unconditional,346,371,unconditional,352,352,235,352,1
c005313-l395-2.x.x.x,346,395,2.x.x.x,320,320,161,320,1
c000802-l208-1.x.x.x,346,208,1.x.x.x,1008,1008,797,1008,1
c004789-l382-3.x.x.x,346,382,3.x.x.x,336,336,148,336,1
c013323-l496-1.x.x.x,346,496,1.x.x.x,208,208,121,208,1
c005242-l393-3.x.x.x,346,393,3.x.x.x,320,320,171,320,1
c000162-l100-2.x.x.x,347,100,2.x.x.x,832,832,570,832,1
c011423-l480-unconditional,347,480,unconditional,208,208,114,208,1
c000987-l226-2.x.x.x,347,226,2.x.x.x,864,864,283,864,1
c001725-l276-1.x.x.x,347,276,1.x.x.x,432,432,323,432,1
c013910-l500-3.x.x.x,347,500,3.x.x.x,192,192,79,192,1
c008172-l444-3.x.x.x,347,444,3.x.x.x,256,256,129,256,1
c004282-l369-1.x.x.x,347,369,1.x.x.x,352,352,246,352,1
c012315-l487-3.x.x.x,347,487,3.x.x.x,208,208,92,208,1
c007394-l434-unconditional,347,434,unconditional,256,256,145,256,1
c013324-l496-1.x.x.x,347,496,1.x.x.x,208,208,118,208,1
c004338-l371-unconditional,347,371,unconditional,352,352,217,352,1
c004788-l382-3.x.x.x,347,382,3.x.x.x,336,336,175,336,1
c012966-l493-1.x.x.x,347,493,1.x.x.x,208,208,131,208,1
c005241-l393-3.x.x.x,347,393,3.x.x.x,320,320,164,320,1
c001952-l288-1.x.x.x,347,288,1.x.x.x,576,576,417,576,1
c013161-l495-unconditional,347,495,unconditional,208,208,111,208,1
c003258-l339-1.x.x.x,347,339,1.x.x.x,416,208,161,224,0
c000144-l96-unconditional,348,96,unconditional,1344,1344,1090,1344,1
c003335-l341-3.x.x.x,348,341,3.x.x.x,416,416,220,416,1
c004010-l362-unconditional,348,362,unconditional,368,368,218,368,1
c005472-l399-1.x.x.x,348,399,1.x.x.x,304,304,212,304,1
c013325-l496-1.x.x.x,348,496,1.x.x.x,208,208,130,208,1
c006603-l421-2.x.x.x,348,421,2.x.x.x,272,272,102,272,1
c000413-l158-1.x.x.x,348,158,1.x.x.x,32,32,28,32,1
c011328-l479-1.x.x.x,348,479,1.x.x.x,208,208,124,208,1
c000189-l107-1.x.x.x,348,107,1.x.x.x,1056,1056,890,1056,1
c007821-l440-unconditional,348,440,unconditional,256,256,142,256,1
c007703-l438-1.x.x.x,348,438,1.x.x.x,256,256,168,256,1
c009102-l456-1.x.x.x,348,456,1.x.x.x,240,240,147,240,1
c009517-l461-unconditional,348,461,unconditional,224,224,117,224,1
c013162-l495-unconditional,348,495,unconditional,208,208,113,208,1
c012238-l487-1.x.x.x,348,487,1.x.x.x,208,208,114,208,1
c008173-l444-3.x.x.x,348,444,3.x.x.x,256,256,114,256,1
c012786-l491-3.x.x.x,348,491,3.x.x.x,208,208,99,208,1
c007073-l429-1.x.x.x,348,429,1.x.x.x,272,272,179,272,1
c003665-l352-unconditional,348,352,unconditional,384,384,250,384,1
c004011-l362-unconditional,349,362,unconditional,368,368,247,368,1
c009518-l461-unconditional,349,461,unconditional,224,224,146,224,1
c003666-l352-unconditional,349,352,unconditional,384,384,244,384,1
c012239-l487-1.x.x.x,349,487,1.x.x.x,208,208,126,208,1
c006604-l421-2.x.x.x,349,421,2.x.x.x,272,272,104,272,1
c009103-l456-1.x.x.x,349,456,1.x.x.x,240,240,149,240,1
c013053-l494-unconditional,349,494,unconditional,112,112,58,112,1
c011329-l479-1.x.x.x,349,479,1.x.x.x,208,208,124,208,1
c003489-l346-2.x.x.x,349,346,2.x.x.x,16,16,6,16,1
c005473-l399-1.x.x.x,349,399,1.x.x.x,304,304,199,304,1
c013163-l495-unconditional,349,495,unconditional,208,208,122,208,1
c007822-l440-unconditional,349,440,unconditional,256,256,155,256,1
c013326-l496-1.x.x.x,349,496,1.x.x.x,208,208,123,208,1
c000123-l90-3.x.x.x,349,90,3.x.x.x,1216,1216,934,1216,1
c008174-l444-3.x.x.x,349,444,3.x.x.x,256,256,116,256,1
c012787-l491-3.x.x.x,349,491,3.x.x.x,208,208,101,208,1
c003336-l341-3.x.x.x,349,341,3.x.x.x,416,416,237,416,1
c007074-l429-1.x.x.x,349,429,1.x.x.x,272,272,191,272,1
c007704-l438-1.x.x.x,349,438,1.x.x.x,256,256,171,256,1
c000501-l170-2.x.x.x,350,170,2.x.x.x,64,64,27,64,1
c008175-l444-3.x.x.x,350,444,3.x.x.x,256,256,114,256,1
c003337-l341-3.x.x.x,350,341,3.x.x.x,416,416,225,416,1
c003667-l352-unconditional,350,352,unconditional,384,384,244,384,1
c013327-l496-1.x.x.x,350,496,1.x.x.x,208,208,125,208,1
c000254-l123-2.x.x.x,350,123,2.x.x.x,1024,1024,647,1024,1
c009104-l456-1.x.x.x,350,456,1.x.x.x,240,240,155,240,1
c007823-l440-unconditional,350,440,unconditional,256,256,152,256,1
c004012-l362-unconditional,350,362,unconditional,368,368,238,368,1
c012788-l491-3.x.x.x,350,491,3.x.x.x,208,208,95,208,1
c012240-l487-1.x.x.x,350,487,1.x.x.x,208,208,129,208,1
c007705-l438-1.x.x.x,350,438,1.x.x.x,256,256,161,256,1
c005474-l399-1.x.x.x,350,399,1.x.x.x,304,304,204,304,1
c009222-l457-2.x.x.x,350,457,2.x.x.x,112,112,46,112,1
c011330-l479-1.x.x.x,350,479,1.x.x.x,208,208,121,208,1
c009519-l461-unconditional,350,461,unconditional,224,224,113,224,1
c007075-l429-1.x.x.x,350,429,1.x.x.x,272,272,176,272,1
c013164-l495-unconditional,350,495,unconditional,208,208,113,208,1
c006605-l421-2.x.x.x,350,421,2.x.x.x,272,272,110,272,1
c007076-l429-1.x.x.x,351,429,1.x.x.x,272,272,179,272,1
c012968-l493-1.x.x.x,351,493,1.x.x.x,208,208,123,208,1
c011747-l482-3.x.x.x,351,482,3.x.x.x,80,80,32,80,1
c003664-l352-unconditional,351,352,unconditional,384,384,256,384,1
c000672-l192-unconditional,351,192,unconditional,1120,1120,838,1120,1
c013165-l495-unconditional,351,495,unconditional,208,208,111,208,1
c003780-l355-1.x.x.x,351,355,1.x.x.x,256,256,175,256,1
c012746-l491-2.x.x.x,351,491,2.x.x.x,208,208,49,208,1
c004354-l371-1.x.x.x,351,371,1.x.x.x,352,352,254,352,1
c006602-l421-2.x.x.x,351,421,2.x.x.x,272,272,106,272,1
c000954-l223-2.x.x.x,351,223,2.x.x.x,880,880,271,880,1
c000348-l146-3.x.x.x,351,146,3.x.x.x,1472,1472,1048,1472,1
c008176-l444-3.x.x.x,351,444,3.x.x.x,256,256,113,256,1
c004725-l381-unconditional,351,381,unconditional,336,336,222,336,1
c009909-l465-unconditional,351,465,unconditional,224,224,123,224,1
c011373-l479-3.x.x.x,351,479,3.x.x.x,208,208,74,208,1
c012237-l487-1.x.x.x,351,487,1.x.x.x,208,208,120,208,1
c013328-l496-1.x.x.x,351,496,1.x.x.x,208,208,131,208,1
c008177-l444-3.x.x.x,352,444,3.x.x.x,256,256,113,256,1
c011909-l484-1.x.x.x,352,484,1.x.x.x,208,208,130,208,1
c012292-l487-3.x.x.x,352,487,3.x.x.x,208,208,91,208,1
c007558-l436-1.x.x.x,352,436,1.x.x.x,256,256,163,256,1
c011885-l484-1.x.x.x,352,484,1.x.x.x,208,208,131,208,1
c002361-l306-1.x.x.x,352,306,1.x.x.x,512,512,393,512,1
c004791-l382-3.x.x.x,352,382,3.x.x.x,336,336,175,336,1
c013329-l496-1.x.x.x,352,496,1.x.x.x,208,208,130,208,1
c000042-l70-2.x.x.x,352,70,2.x.x.x,992,992,820,992,1
c006230-l415-unconditional,352,415,unconditional,288,288,171,288,1
c013901-l500-3.x.x.x,352,500,3.x.x.x,192,192,76,192,1
c003848-l357-1.x.x.x,352,357,1.x.x.x,272,272,189,272,1
c007077-l429-1.x.x.x,352,429,1.x.x.x,272,272,181,272,1
c007001-l428-unconditional,352,428,unconditional,272,272,166,272,1
c012526-l489-3.x.x.x,352,489,3.x.x.x,208,208,93,208,1
c013166-l495-unconditional,352,495,unconditional,208,208,113,208,1
c006299-l416-1.x.x.x,352,416,1.x.x.x,288,288,191,288,1
c009565-l461-1.x.x.x,352,461,1.x.x.x,224,224,136,224,1
c001041-l231-1.x.x.x,353,231,1.x.x.x,560,560,425,560,1
c008178-l444-3.x.x.x,353,444,3.x.x.x,256,256,116,256,1
c007559-l436-1.x.x.x,353,436,1.x.x.x,256,256,168,256,1
c013863-l500-2.x.x.x,353,500,2.x.x.x,192,192,45,192,1
c004792-l382-3.x.x.x,353,382,3.x.x.x,336,336,163,336,1
c007002-l428-unconditional,353,428,unconditional,272,272,157,272,1
c013330-l496-1.x.x.x,353,496,1.x.x.x,208,208,126,208,1
c011886-l484-1.x.x.x,353,484,1.x.x.x,208,208,124,208,1
c006300-l416-1.x.x.x,353,416,1.x.x.x,288,288,203,288,1
c002362-l306-1.x.x.x,353,306,1.x.x.x,512,512,364,512,1
c007078-l429-1.x.x.x,353,429,1.x.x.x,272,272,168,272,1
c011910-l484-1.x.x.x,353,484,1.x.x.x,208,208,124,208,1
c011409-l480-unconditional,353,480,unconditional,208,208,110,208,1
c007055-l428-3.x.x.x,353,428,3.x.x.x,96,96,51,96,1
c013167-l495-unconditional,353,495,unconditional,208,208,115,208,1
c006231-l415-unconditional,353,415,unconditional,288,288,173,288,1
c012293-l487-3.x.x.x,353,487,3.x.x.x,208,208,104,208,1
c012527-l489-3.x.x.x,353,489,3.x.x.x,208,208,87,208,1
c008740-l451-3.x.x.x,354,451,3.x.x.x,240,240,118,240,1
c010030-l466-1.x.x.x,354,466,1.x.x.x,224,224,135,224,1
c005724-l404-3.x.x.x,354,404,3.x.x.x,304,304,149,304,1
c012950-l493-1.x.x.x,354,493,1.x.x.x,208,208,124,208,1
c002480-l311-unconditional,354,311,unconditional,464,464,321,464,1
c010417-l470-1.x.x.x,354,470,1.x.x.x,224,224,124,224,1
c007108-l429-3.x.x.x,354,429,3.x.x.x,272,272,145,272,1
c000423-l159-3.x.x.x,354,159,3.x.x.x,128,128,94,128,1
c003366-l342-3.x.x.x,354,342,3.x.x.x,416,416,222,416,1
c013463-l497-2.x.x.x,354,497,2.x.x.x,192,192,47,192,1
c012466-l489-1.x.x.x,354,489,1.x.x.x,208,208,110,208,1
c004452-l374-unconditional,354,374,unconditional,352,352,232,352,1
c001151-l240-2.x.x.x,354,240,2.x.x.x,784,784,217,784,1
c011671-l482-1.x.x.x,354,482,1.x.x.x,208,208,120,208,1
c011719-l482-3.x.x.x,354,482,3.x.x.x,208,208,92,208,1
c013307-l496-1.x.x.x,354,496,1.x.x.x,208,208,111,208,1
c001273-l249-unconditional,354,249,unconditional,720,720,529,720,1
c008632-l450-2.x.x.x,354,450,2.x.x.x,240,240,93,240,1
c006229-l415-unconditional,355,415,unconditional,288,288,180,288,1
c011882-l484-1.x.x.x,355,484,1.x.x.x,208,208,141,208,1
c012289-l487-3.x.x.x,355,487,3.x.x.x,208,208,102,208,1
c002360-l306-1.x.x.x,355,306,1.x.x.x,512,512,372,512,1
c000224-l116-unconditional,355,116,unconditional,1440,1440,1154,1440,1
c004453-l374-unconditional,355,374,unconditional,352,352,226,352,1
c012523-l489-3.x.x.x,355,489,3.x.x.x,208,208,83,208,1
c004790-l382-3.x.x.x,355,382,3.x.x.x,336,336,191,336,1
c007109-l429-3.x.x.x,355,429,3.x.x.x,272,272,131,272,1
c003367-l342-3.x.x.x,355,342,3.x.x.x,416,416,239,416,1
c009562-l461-1.x.x.x,355,461,1.x.x.x,224,224,142,224,1
c011906-l484-1.x.x.x,355,484,1.x.x.x,208,208,125,208,1
c013898-l500-3.x.x.x,355,500,3.x.x.x,192,192,90,192,1
c001152-l240-2.x.x.x,355,240,2.x.x.x,784,784,212,784,1
c012951-l493-1.x.x.x,355,493,1.x.x.x,208,208,122,208,1
c000006-l61-2.x.x.x,355,61,2.x.x.x,1056,1056,889,1056,1
c007555-l436-1.x.x.x,355,436,1.x.x.x,256,256,164,256,1
c013308-l496-1.x.x.x,355,496,1.x.x.x,208,208,130,208,1
c013867-l500-2.x.x.x,356,500,2.x.x.x,192,192,57,192,1
c006995-l428-unconditional,356,428,unconditional,272,272,164,272,1
c004070-l363-3.x.x.x,356,363,3.x.x.x,368,368,202,368,1
c013305-l496-1.x.x.x,356,496,1.x.x.x,208,208,124,208,1
c007101-l429-2.x.x.x,356,429,2.x.x.x,96,96,41,96,1
c011914-l484-1.x.x.x,356,484,1.x.x.x,208,208,124,208,1
c012297-l487-3.x.x.x,356,487,3.x.x.x,208,208,89,208,1
c011413-l480-unconditional,356,480,unconditional,208,208,105,208,1
c007104-l429-3.x.x.x,356,429,3.x.x.x,272,272,119,272,1
c007563-l436-1.x.x.x,356,436,1.x.x.x,256,256,163,256,1
c001546-l266-1.x.x.x,356,266,1.x.x.x,656,656,506,656,1
c011890-l484-1.x.x.x,356,484,1.x.x.x,208,208,130,208,1
c005656-l403-1.x.x.x,356,403,1.x.x.x,304,304,197,304,1
c000721-l198-unconditional,356,198,unconditional,736,736,538,736,1
c012530-l489-3.x.x.x,356,489,3.x.x.x,208,208,91,208,1
c000833-l212-unconditional,356,212,unconditional,976,976,707,976,1
c003767-l355-unconditional,356,355,unconditional,384,384,258,384,1
c000732-l199-2.x.x.x,356,199,2.x.x.x,1088,1088,404,1088,1
c001955-l288-1.x.x.x,357,288,1.x.x.x,576,576,439,576,1
c011973-l484-3.x.x.x,357,484,3.x.x.x,208,208,94,208,1
c009100-l456-1.x.x.x,357,456,1.x.x.x,240,240,156,240,1
c000834-l212-unconditional,357,212,unconditional,976,976,732,976,1
c011350-l479-1.x.x.x,357,479,1.x.x.x,208,208,130,208,1
c007818-l440-unconditional,357,440,unconditional,256,256,148,256,1
c000691-l194-1.x.x.x,357,194,1.x.x.x,576,576,456,576,1
c008430-l448-unconditional,357,448,unconditional,240,240,150,240,1
c012234-l487-1.x.x.x,357,487,1.x.x.x,208,208,134,208,1
c001548-l266-2.x.x.x,357,266,2.x.x.x,656,656,439,656,1
c004007-l362-unconditional,357,362,unconditional,368,368,230,368,1
c007105-l429-3.x.x.x,357,429,3.x.x.x,272,272,117,272,1
c013306-l496-1.x.x.x,357,496,1.x.x.x,208,208,126,208,1
c000711-l196-3.x.x.x,357,196,3.x.x.x,544,544,349,544,1
c012783-l491-3.x.x.x,357,491,3.x.x.x,208,208,100,208,1
c007700-l438-1.x.x.x,357,438,1.x.x.x,256,256,165,256,1
c011488-l480-3.x.x.x,357,480,3.x.x.x,208,208,96,208,1
c007642-l437-1.x.x.x,357,437,1.x.x.x,16,16,14,16,1
c003661-l352-unconditional,357,352,unconditional,384,384,265,384,1
c009917-l465-1.x.x.x,358,465,1.x.x.x,224,224,136,224,1
c001976-l289-1.x.x.x,358,289,1.x.x.x,576,576,432,576,1
c013303-l496-1.x.x.x,358,496,1.x.x.x,208,208,135,208,1
c008122-l444-unconditional,358,444,unconditional,224,224,123,224,1
c010913-l475-1.x.x.x,358,475,1.x.x.x,224,224,144,224,1
c012769-l491-3.x.x.x,358,491,3.x.x.x,208,208,97,208,1
c002896-l326-3.x.x.x,358,326,3.x.x.x,448,448,235,448,1
c008300-l446-1.x.x.x,358,446,1.x.x.x,240,240,154,240,1
c013581-l498-1.x.x.x,358,498,1.x.x.x,192,192,104,192,1
c001166-l241-2.x.x.x,358,241,2.x.x.x,768,768,224,768,1
c005076-l390-unconditional,358,390,unconditional,320,320,212,320,1
c000472-l166-3.x.x.x,358,166,3.x.x.x,192,192,134,192,1
c009866-l464-3.x.x.x,358,464,3.x.x.x,224,224,102,224,1
c004030-l362-2.x.x.x,358,362,2.x.x.x,368,368,200,368,1
c008671-l451-unconditional,358,451,unconditional,240,240,142,240,1
c009119-l456-1.x.x.x,358,456,1.x.x.x,240,240,136,240,1
