case,worker,length,condition,generated,refolded,quality_pass,sequences_saved,complete
c003644-l351-1.x.x.x,409,351,1.x.x.x,400,400,288,400,1
c006073-l412-unconditional,409,412,unconditional,288,288,157,288,1
c011237-l478-1.x.x.x,409,478,1.x.x.x,208,208,122,208,1
c000746-l201-1.x.x.x,409,201,1.x.x.x,1072,1072,840,1072,1
c006597-l421-1.x.x.x,409,421,1.x.x.x,272,272,182,272,1
c004834-l384-unconditional,410,384,unconditional,336,336,209,336,1
c003264-l339-1.x.x.x,410,339,1.x.x.x,272,272,187,272,1
c011377-l479-3.x.x.x,410,479,3.x.x.x,208,208,87,208,1
c002170-l298-1.x.x.x,410,298,1.x.x.x,544,544,421,544,1
c008495-l448-3.x.x.x,410,448,3.x.x.x,240,240,105,240,1
c002923-l327-3.x.x.x,410,327,3.x.x.x,448,448,242,448,1
c012519-l489-3.x.x.x,410,489,3.x.x.x,208,208,86,208,1
c000998-l227-2.x.x.x,410,227,2.x.x.x,864,864,260,864,1
c011010-l476-1.x.x.x,410,476,1.x.x.x,224,224,134,224,1
c011360-l479-2.x.x.x,410,479,2.x.x.x,208,208,69,208,1
c002071-l293-3.x.x.x,410,293,3.x.x.x,560,560,322,560,1
c001622-l270-3.x.x.x,410,270,3.x.x.x,640,640,396,640,1
c007550-l436-1.x.x.x,410,436,1.x.x.x,256,256,176,256,1
c012736-l491-1.x.x.x,410,491,1.x.x.x,80,80,44,80,1
c005348-l396-1.x.x.x,410,396,1.x.x.x,320,320,219,320,1
c007398-l434-unconditional,410,434,unconditional,256,256,159,256,1
c012284-l487-3.x.x.x,410,487,3.x.x.x,208,208,92,208,1
c002134-l296-3.x.x.x,410,296,3.x.x.x,544,544,299,544,1
c007947-l441-3.x.x.x,411,441,3.x.x.x,256,256,113,256,1
c009003-l455-unconditional,411,455,unconditional,240,240,137,240,1
c004908-l385-3.x.x.x,411,385,3.x.x.x,336,336,167,336,1
c011146-l477-2.x.x.x,411,477,2.x.x.x,208,208,59,208,1
c003209-l337-3.x.x.x,411,337,3.x.x.x,416,416,224,416,1
c003119-l334-2.x.x.x,411,334,2.x.x.x,352,352,219,352,1
c009876-l464-3.x.x.x,411,464,3.x.x.x,224,224,95,224,1
c011000-l476-1.x.x.x,411,476,1.x.x.x,224,224,139,224,1
c008015-l442-3.x.x.x,411,442,3.x.x.x,256,256,115,256,1
c000909-l219-1.x.x.x,411,219,1.x.x.x,208,208,154,208,1
c003247-l339-unconditional,411,339,unconditional,416,416,267,416,1
c005170-l392-unconditional,411,392,unconditional,320,320,207,320,1
c009927-l465-1.x.x.x,411,465,1.x.x.x,224,224,139,224,1
c006914-l426-3.x.x.x,411,426,3.x.x.x,272,272,124,272,1
c011586-l481-2.x.x.x,411,481,2.x.x.x,208,208,65,208,1
c003896-l359-unconditional,411,359,unconditional,384,384,263,384,1
c012262-l487-1.x.x.x,411,487,1.x.x.x,208,208,127,208,1
c012923-l493-unconditional,411,493,unconditional,208,208,105,208,1
c009877-l464-3.x.x.x,412,464,3.x.x.x,224,224,106,224,1
c002072-l293-3.x.x.x,412,293,3.x.x.x,128,128,80,128,1
c002128-l296-1.x.x.x,412,296,1.x.x.x,448,448,339,448,1
c008016-l442-3.x.x.x,412,442,3.x.x.x,256,256,120,256,1
c009004-l455-unconditional,412,455,unconditional,240,240,143,240,1
c003248-l339-unconditional,412,339,unconditional,416,416,279,416,1
c011147-l477-2.x.x.x,412,477,2.x.x.x,208,208,70,208,1
c003897-l359-unconditional,412,359,unconditional,384,384,266,384,1
c007948-l441-3.x.x.x,412,441,3.x.x.x,256,256,110,256,1
c005171-l392-unconditional,412,392,unconditional,320,320,209,320,1
c004909-l385-3.x.x.x,412,385,3.x.x.x,336,336,163,336,1
c011001-l476-1.x.x.x,412,476,1.x.x.x,224,224,135,224,1
c009928-l465-1.x.x.x,412,465,1.x.x.x,224,224,145,224,1
c003210-l337-3.x.x.x,412,337,3.x.x.x,416,416,230,416,1
c006915-l426-3.x.x.x,412,426,3.x.x.x,272,272,130,272,1
c012924-l493-unconditional,412,493,unconditional,208,208,105,208,1
c011587-l481-2.x.x.x,412,481,2.x.x.x,208,208,76,208,1
c012263-l487-1.x.x.x,412,487,1.x.x.x,208,208,126,208,1
c005172-l392-unconditional,413,392,unconditional,320,320,194,320,1
c003898-l359-unconditional,413,359,unconditional,384,384,241,384,1
c011588-l481-2.x.x.x,413,481,2.x.x.x,208,208,83,208,1
c003211-l337-3.x.x.x,413,337,3.x.x.x,416,416,215,416,1
c009005-l455-unconditional,413,455,unconditional,240,240,142,240,1
c004910-l385-3.x.x.x,413,385,3.x.x.x,336,336,177,336,1
c003249-l339-unconditional,413,339,unconditional,416,416,286,416,1
c011002-l476-1.x.x.x,413,476,1.x.x.x,224,224,128,224,1
c009929-l465-1.x.x.x,413,465,1.x.x.x,224,224,137,224,1
c009878-l464-3.x.x.x,413,464,3.x.x.x,224,224,102,224,1
c011148-l477-2.x.x.x,413,477,2.x.x.x,208,208,65,208,1
c012264-l487-1.x.x.x,413,487,1.x.x.x,208,208,121,208,1
c012925-l493-unconditional,413,493,unconditional,208,208,123,208,1
c000367-l150-2.x.x.x,413,150,2.x.x.x,1216,1216,623,1216,1
c006916-l426-3.x.x.x,413,426,3.x.x.x,272,272,136,272,1
c008017-l442-3.x.x.x,413,442,3.x.x.x,256,256,119,256,1
c001661-l272-3.x.x.x,413,272,3.x.x.x,144,144,91,144,1
c007949-l441-3.x.x.x,413,441,3.x.x.x,256,256,114,256,1
c012228-l487-1.x.x.x,414,487,1.x.x.x,208,208,117,208,1
c011332-l479-1.x.x.x,414,479,1.x.x.x,208,208,128,208,1
c009006-l455-unconditional,414,455,unconditional,240,240,131,240,1
c012933-l493-unconditional,414,493,unconditional,112,112,52,112,1
c004911-l385-3.x.x.x,414,385,3.x.x.x,336,336,176,336,1
c000733-l199-2.x.x.x,414,199,2.x.x.x,512,512,181,512,1
c011003-l476-1.x.x.x,414,476,1.x.x.x,224,224,138,224,1
c003250-l339-unconditional,414,339,unconditional,416,416,294,416,1
c008018-l442-3.x.x.x,414,442,3.x.x.x,256,256,119,256,1
c004360-l371-2.x.x.x,414,371,2.x.x.x,352,352,208,352,1
c005086-l390-unconditional,414,390,unconditional,320,320,200,320,1
c005475-l399-1.x.x.x,414,399,1.x.x.x,304,304,198,304,1
c000892-l217-3.x.x.x,414,217,3.x.x.x,32,32,20,32,1
c004985-l387-3.x.x.x,414,387,3.x.x.x,320,320,154,320,1
c006917-l426-3.x.x.x,414,426,3.x.x.x,272,272,122,272,1
c012926-l493-unconditional,414,493,unconditional,208,208,108,208,1
c009521-l461-unconditional,414,461,unconditional,224,224,135,224,1
c007950-l441-3.x.x.x,414,441,3.x.x.x,256,256,122,256,1
c003899-l359-unconditional,414,359,unconditional,384,384,256,384,1
c000980-l225-3.x.x.x,415,225,3.x.x.x,272,272,162,272,1
c012541-l489-3.x.x.x,415,489,3.x.x.x,208,208,100,208,1
c008848-l453-1.x.x.x,415,453,1.x.x.x,240,240,157,240,1
c002384-l307-1.x.x.x,415,307,1.x.x.x,512,512,391,512,1
c009151-l456-3.x.x.x,415,456,3.x.x.x,240,240,114,240,1
c011465-l480-1.x.x.x,415,480,1.x.x.x,208,208,124,208,1
c006569-l421-unconditional,415,421,unconditional,272,272,175,272,1
c000297-l134-1.x.x.x,415,134,1.x.x.x,1248,1248,1047,1248,1
c006076-l412-unconditional,415,412,unconditional,288,288,173,288,1
c011004-l476-1.x.x.x,415,476,1.x.x.x,224,224,130,224,1
c006582-l421-1.x.x.x,415,421,1.x.x.x,272,272,178,272,1
c002677-l318-3.x.x.x,415,318,3.x.x.x,480,480,266,480,1
c003900-l359-unconditional,415,359,unconditional,384,384,262,384,1
c010736-l473-2.x.x.x,415,473,2.x.x.x,224,224,66,224,1
c013175-l495-1.x.x.x,415,495,1.x.x.x,208,208,119,208,1
c006721-l423-2.x.x.x,415,423,2.x.x.x,272,272,113,272,1
c001579-l268-1.x.x.x,415,268,1.x.x.x,640,640,494,640,1
c011264-l478-3.x.x.x,415,478,3.x.x.x,208,208,89,208,1
c011466-l480-1.x.x.x,416,480,1.x.x.x,208,208,129,208,1
c005005-l388-unconditional,416,388,unconditional,240,240,152,240,1
c011005-l476-1.x.x.x,416,476,1.x.x.x,224,224,125,224,1
c006583-l421-1.x.x.x,416,421,1.x.x.x,272,272,178,272,1
c001328-l252-2.x.x.x,416,252,2.x.x.x,224,224,156,224,1
c013176-l495-1.x.x.x,416,495,1.x.x.x,208,208,120,208,1
c010737-l473-2.x.x.x,416,473,2.x.x.x,224,224,79,224,1
c006077-l412-unconditional,416,412,unconditional,288,288,181,288,1
c012542-l489-3.x.x.x,416,489,3.x.x.x,208,208,92,208,1
c003901-l359-unconditional,416,359,unconditional,384,384,246,384,1
c006722-l423-2.x.x.x,416,423,2.x.x.x,272,272,121,272,1
c009152-l456-3.x.x.x,416,456,3.x.x.x,240,240,111,240,1
c002385-l307-1.x.x.x,416,307,1.x.x.x,512,512,386,512,1
c006570-l421-unconditional,416,421,unconditional,272,272,161,272,1
c001580-l268-1.x.x.x,416,268,1.x.x.x,640,640,486,640,1
c002678-l318-3.x.x.x,416,318,3.x.x.x,480,480,270,480,1
c008849-l453-1.x.x.x,416,453,1.x.x.x,240,240,145,240,1
c011265-l478-3.x.x.x,416,478,3.x.x.x,208,208,86,208,1
c008193-l445-unconditional,417,445,unconditional,240,240,135,240,1
c001550-l266-2.x.x.x,417,266,2.x.x.x,368,368,252,368,1
c005489-l399-2.x.x.x,417,399,2.x.x.x,304,304,139,304,1
c011006-l476-1.x.x.x,417,476,1.x.x.x,224,224,147,224,1
c000065-l76-1.x.x.x,417,76,1.x.x.x,1280,1280,1074,1280,1
c007684-l438-unconditional,417,438,unconditional,256,256,150,256,1
c002679-l318-3.x.x.x,417,318,3.x.x.x,480,480,282,480,1
c003902-l359-unconditional,417,359,unconditional,384,384,242,384,1
c010738-l473-2.x.x.x,417,473,2.x.x.x,224,224,73,224,1
c013177-l495-1.x.x.x,417,495,1.x.x.x,208,208,119,208,1
c005972-l410-unconditional,417,410,unconditional,288,288,173,288,1
c009153-l456-3.x.x.x,417,456,3.x.x.x,240,240,102,240,1
c009464-l460-1.x.x.x,417,460,1.x.x.x,224,224,142,224,1
c002386-l307-1.x.x.x,417,307,1.x.x.x,512,512,370,512,1
c007737-l438-3.x.x.x,417,438,3.x.x.x,256,256,108,256,1
c005068-l389-3.x.x.x,417,389,3.x.x.x,320,320,156,320,1
c000642-l188-1.x.x.x,417,188,1.x.x.x,1152,1152,918,1152,1
c008716-l451-2.x.x.x,417,451,2.x.x.x,240,240,78,240,1
c011007-l476-1.x.x.x,418,476,1.x.x.x,224,224,137,224,1
c009462-l460-1.x.x.x,418,460,1.x.x.x,224,224,140,224,1
c005066-l389-3.x.x.x,418,389,3.x.x.x,320,320,137,320,1
c003903-l359-unconditional,418,359,unconditional,384,384,253,384,1
c008303-l446-1.x.x.x,418,446,1.x.x.x,112,112,66,112,1
c007735-l438-3.x.x.x,418,438,3.x.x.x,256,256,115,256,1
c005487-l399-2.x.x.x,418,399,2.x.x.x,304,304,150,304,1
c002387-l307-1.x.x.x,418,307,1.x.x.x,512,512,381,512,1
c013178-l495-1.x.x.x,418,495,1.x.x.x,208,208,134,208,1
c005970-l410-unconditional,418,410,unconditional,288,288,188,288,1
c009154-l456-3.x.x.x,418,456,3.x.x.x,240,240,125,240,1
c002680-l318-3.x.x.x,418,318,3.x.x.x,480,480,271,480,1
c003625-l350-3.x.x.x,418,350,3.x.x.x,224,224,125,224,1
c007682-l438-unconditional,418,438,unconditional,256,256,161,256,1
c008714-l451-2.x.x.x,418,451,2.x.x.x,240,240,76,240,1
c008191-l445-unconditional,418,445,unconditional,240,240,147,240,1
c001582-l268-2.x.x.x,418,268,2.x.x.x,640,640,412,640,1
c010739-l473-2.x.x.x,418,473,2.x.x.x,224,224,69,224,1
c008192-l445-unconditional,419,445,unconditional,240,240,138,240,1
c002681-l318-3.x.x.x,419,318,3.x.x.x,480,480,280,480,1
c005067-l389-3.x.x.x,419,389,3.x.x.x,320,320,163,320,1
c002388-l307-1.x.x.x,419,307,1.x.x.x,512,512,381,512,1
c009463-l460-1.x.x.x,419,460,1.x.x.x,224,224,141,224,1
c007683-l438-unconditional,419,438,unconditional,256,256,143,256,1
c003904-l359-unconditional,419,359,unconditional,384,384,259,384,1
c013179-l495-1.x.x.x,419,495,1.x.x.x,208,208,130,208,1
c001971-l289-unconditional,419,289,unconditional,256,256,176,256,1
c001583-l268-2.x.x.x,419,268,2.x.x.x,640,640,440,640,1
c010740-l473-2.x.x.x,419,473,2.x.x.x,224,224,81,224,1
c000789-l206-2.x.x.x,419,206,2.x.x.x,576,576,214,576,1
c008715-l451-2.x.x.x,419,451,2.x.x.x,240,240,92,240,1
c005488-l399-2.x.x.x,419,399,2.x.x.x,304,304,144,304,1
c005971-l410-unconditional,419,410,unconditional,288,288,173,288,1
c007736-l438-3.x.x.x,419,438,3.x.x.x,256,256,125,256,1
c011008-l476-1.x.x.x,419,476,1.x.x.x,224,224,132,224,1
c009155-l456-3.x.x.x,419,456,3.x.x.x,240,240,119,240,1
c007825-l440-unconditional,420,440,unconditional,256,256,149,256,1
c006883-l426-unconditional,420,426,unconditional,64,64,41,64,1
c003905-l359-unconditional,420,359,unconditional,384,384,259,384,1
c004014-l362-unconditional,420,362,unconditional,368,368,231,368,1
c011009-l476-1.x.x.x,420,476,1.x.x.x,224,224,149,224,1
c001527-l265-1.x.x.x,420,265,1.x.x.x,656,656,494,656,1
c001098-l236-2.x.x.x,420,236,2.x.x.x,800,800,224,800,1
c012243-l487-1.x.x.x,420,487,1.x.x.x,208,208,127,208,1
c009934-l465-1.x.x.x,420,465,1.x.x.x,224,224,144,224,1
c008263-l446-unconditional,420,446,unconditional,240,240,151,240,1
c000933-l221-2.x.x.x,420,221,2.x.x.x,720,720,210,720,1
c002067-l293-3.x.x.x,420,293,3.x.x.x,560,560,324,560,1
c007707-l438-1.x.x.x,420,438,1.x.x.x,256,256,168,256,1
c013180-l495-1.x.x.x,420,495,1.x.x.x,208,208,115,208,1
c012790-l491-3.x.x.x,420,491,3.x.x.x,208,208,90,208,1
c009883-l464-3.x.x.x,420,464,3.x.x.x,224,224,103,224,1
c013714-l499-1.x.x.x,420,499,1.x.x.x,192,192,126,192,1
c012209-l487-unconditional,420,487,unconditional,208,208,120,208,1
c005309-l395-1.x.x.x,421,395,1.x.x.x,320,320,216,320,1
c000211-l112-3.x.x.x,421,112,3.x.x.x,1344,1344,1012,1344,1
c009618-l462-unconditional,421,462,unconditional,224,224,124,224,1
c009808-l464-unconditional,421,464,unconditional,224,224,132,224,1
c003587-l349-3.x.x.x,421,349,3.x.x.x,400,400,222,400,1
c010349-l469-3.x.x.x,421,469,3.x.x.x,224,224,119,224,1
c010700-l473-1.x.x.x,421,473,1.x.x.x,224,224,130,224,1
c012017-l485-1.x.x.x,421,485,1.x.x.x,208,208,127,208,1
c004310-l370-unconditional,421,370,unconditional,352,352,230,352,1
c001440-l260-unconditional,421,260,unconditional,672,672,459,672,1
c004290-l369-2.x.x.x,421,369,2.x.x.x,144,144,68,144,1
c001901-l285-3.x.x.x,421,285,3.x.x.x,592,592,356,592,1
c009262-l458-unconditional,421,458,unconditional,240,240,113,240,1
c013835-l500-1.x.x.x,421,500,1.x.x.x,192,192,95,192,1
c003750-l354-2.x.x.x,421,354,2.x.x.x,384,384,202,384,1
c001636-l271-2.x.x.x,421,271,2.x.x.x,640,640,439,640,1
c004773-l382-1.x.x.x,421,382,1.x.x.x,336,336,218,336,1
c012121-l486-1.x.x.x,421,486,1.x.x.x,208,208,126,208,1
c011202-l478-unconditional,422,478,unconditional,208,208,119,208,1
c000306-l136-2.x.x.x,422,136,2.x.x.x,1120,1120,647,1120,1
c006548-l420-3.x.x.x,422,420,3.x.x.x,272,272,129,272,1
c009263-l458-unconditional,422,458,unconditional,240,240,137,240,1
c006101-l412-1.x.x.x,422,412,1.x.x.x,288,288,185,288,1
c004774-l382-1.x.x.x,422,382,1.x.x.x,336,336,235,336,1
c005310-l395-1.x.x.x,422,395,1.x.x.x,320,320,216,320,1
c001637-l271-2.x.x.x,422,271,2.x.x.x,640,640,430,640,1
c007455-l434-3.x.x.x,422,434,3.x.x.x,256,256,115,256,1
c001902-l285-3.x.x.x,422,285,3.x.x.x,592,592,362,592,1
c001388-l256-2.x.x.x,422,256,2.x.x.x,256,256,165,256,1
c002884-l326-1.x.x.x,422,326,1.x.x.x,448,448,337,448,1
c003726-l354-unconditional,422,354,unconditional,384,384,246,384,1
c003588-l349-3.x.x.x,422,349,3.x.x.x,400,400,205,400,1
c005576-l401-2.x.x.x,422,401,2.x.x.x,304,304,136,304,1
c011556-l481-1.x.x.x,422,481,1.x.x.x,208,208,130,208,1
c001441-l260-unconditional,422,260,unconditional,672,672,480,672,1
c010701-l473-1.x.x.x,422,473,1.x.x.x,224,224,131,224,1
c011562-l481-1.x.x.x,423,481,1.x.x.x,208,208,129,208,1
c005577-l401-2.x.x.x,423,401,2.x.x.x,304,304,136,304,1
c005291-l395-unconditional,423,395,unconditional,320,320,202,320,1
c009250-l458-unconditional,423,458,unconditional,240,240,150,240,1
c001903-l285-3.x.x.x,423,285,3.x.x.x,592,592,346,592,1
c001586-l268-3.x.x.x,423,268,3.x.x.x,640,640,384,640,1
c000750-l201-3.x.x.x,423,201,3.x.x.x,1072,1072,656,1072,1
c004777-l382-1.x.x.x,423,382,1.x.x.x,336,336,227,336,1
c005590-l402-unconditional,423,402,unconditional,304,304,178,304,1
c006550-l420-3.x.x.x,423,420,3.x.x.x,272,272,126,272,1
c006599-l421-1.x.x.x,423,421,1.x.x.x,208,208,142,208,1
c004711-l380-3.x.x.x,423,380,3.x.x.x,336,336,168,336,1
c002263-l302-unconditional,423,302,unconditional,160,160,118,160,1
c007457-l434-3.x.x.x,423,434,3.x.x.x,256,256,126,256,1
c010998-l476-1.x.x.x,423,476,1.x.x.x,224,224,142,224,1
c004901-l385-2.x.x.x,423,385,2.x.x.x,336,336,146,336,1
c013723-l499-2.x.x.x,423,499,2.x.x.x,192,192,55,192,1
c003730-l354-unconditional,423,354,unconditional,384,384,244,384,1
c002020-l291-2.x.x.x,424,291,2.x.x.x,560,560,356,560,1
c013698-l499-1.x.x.x,424,499,1.x.x.x,192,192,111,192,1
c010153-l467-3.x.x.x,424,467,3.x.x.x,224,224,104,224,1
c010703-l473-1.x.x.x,424,473,1.x.x.x,224,224,128,224,1
c008694-l451-1.x.x.x,424,451,1.x.x.x,240,240,141,240,1
c003720-l353-3.x.x.x,424,353,3.x.x.x,384,384,210,384,1
c009251-l458-unconditional,424,458,unconditional,240,240,139,240,1
c010999-l476-1.x.x.x,424,476,1.x.x.x,224,224,132,224,1
c004796-l383-unconditional,424,383,unconditional,336,336,205,336,1
c012681-l491-unconditional,424,491,unconditional,208,208,109,208,1
c005450-l398-3.x.x.x,424,398,3.x.x.x,304,304,140,304,1
c004142-l365-2.x.x.x,424,365,2.x.x.x,80,80,50,80,1
c000333-l143-1.x.x.x,424,143,1.x.x.x,1312,1312,1099,1312,1
c004578-l377-1.x.x.x,424,377,1.x.x.x,336,336,229,336,1
c011621-l481-3.x.x.x,424,481,3.x.x.x,208,208,98,208,1
c001904-l285-3.x.x.x,424,285,3.x.x.x,592,592,351,592,1
c007032-l428-2.x.x.x,424,428,2.x.x.x,272,272,117,272,1
c004485-l375-unconditional,424,375,unconditional,352,352,221,352,1
c006814-l425-unconditional,425,425,unconditional,272,272,171,272,1
c011609-l481-3.x.x.x,425,481,3.x.x.x,208,208,90,208,1
c010166-l467-3.x.x.x,425,467,3.x.x.x,224,224,102,224,1
c002832-l324-1.x.x.x,425,324,1.x.x.x,464,464,350,464,1
c004022-l362-1.x.x.x,425,362,1.x.x.x,368,368,247,368,1
c004998-l388-unconditional,425,388,unconditional,320,320,198,320,1
c013767-l499-3.x.x.x,425,499,3.x.x.x,192,192,75,192,1
c001555-l267-unconditional,425,267,unconditional,656,656,464,656,1
c011819-l483-2.x.x.x,425,483,2.x.x.x,208,208,76,208,1
c002194-l299-1.x.x.x,425,299,1.x.x.x,544,544,399,544,1
c000481-l168-unconditional,425,168,unconditional,352,352,273,352,1
c003772-l355-1.x.x.x,425,355,1.x.x.x,384,384,264,384,1
c001095-l236-1.x.x.x,425,236,1.x.x.x,800,800,575,800,1
c000309-l137-1.x.x.x,425,137,1.x.x.x,1280,1280,1091,1280,1
c001646-l272-unconditional,425,272,unconditional,624,624,437,624,1
c001859-l283-2.x.x.x,425,283,2.x.x.x,592,592,388,592,1
c008705-l451-1.x.x.x,425,451,1.x.x.x,240,240,147,240,1
c001631-l271-1.x.x.x,425,271,1.x.x.x,640,640,490,640,1
c006362-l417-1.x.x.x,426,417,1.x.x.x,288,288,196,288,1
c000748-l201-2.x.x.x,426,201,2.x.x.x,1072,1072,394,1072,1
c010410-l470-1.x.x.x,426,470,1.x.x.x,224,224,138,224,1
c000083-l80-3.x.x.x,426,80,3.x.x.x,1120,1120,878,1120,1
c001632-l271-1.x.x.x,426,271,1.x.x.x,640,640,485,640,1
c011534-l481-unconditional,426,481,unconditional,208,208,109,208,1
c001556-l267-unconditional,426,267,unconditional,656,656,479,656,1
c010182-l468-unconditional,426,468,unconditional,224,224,134,224,1
c007856-l440-1.x.x.x,426,440,1.x.x.x,160,160,94,160,1
c007370-l433-3.x.x.x,426,433,3.x.x.x,256,256,107,256,1
c013790-l500-unconditional,426,500,unconditional,192,192,95,192,1
c005222-l393-1.x.x.x,426,393,1.x.x.x,320,320,206,320,1
c001299-l250-3.x.x.x,426,250,3.x.x.x,720,720,434,720,1
c003174-l336-2.x.x.x,426,336,2.x.x.x,432,432,266,432,1
c005253-l394-unconditional,426,394,unconditional,320,320,183,320,1
c007434-l434-2.x.x.x,426,434,2.x.x.x,256,256,101,256,1
c005648-l403-unconditional,426,403,unconditional,304,304,190,304,1
c004263-l369-unconditional,426,369,unconditional,352,352,228,352,1
c011931-l484-2.x.x.x,427,484,2.x.x.x,208,208,66,208,1
c003175-l336-2.x.x.x,427,336,2.x.x.x,432,432,252,432,1
c001633-l271-1.x.x.x,427,271,1.x.x.x,640,640,512,640,1
c008465-l448-2.x.x.x,427,448,2.x.x.x,240,240,83,240,1
c004646-l379-unconditional,427,379,unconditional,336,336,204,336,1
c012928-l493-unconditional,427,493,unconditional,208,208,113,208,1
c013918-l500-3.x.x.x,427,500,3.x.x.x,192,192,90,192,1
c006866-l425-3.x.x.x,427,425,3.x.x.x,192,192,96,192,1
c000138-l94-2.x.x.x,427,94,2.x.x.x,864,864,613,864,1
c006363-l417-1.x.x.x,427,417,1.x.x.x,288,288,174,288,1
c011452-l480-1.x.x.x,427,480,1.x.x.x,208,208,133,208,1
c006922-l426-3.x.x.x,427,426,3.x.x.x,272,272,137,272,1
c009008-l455-unconditional,427,455,unconditional,240,240,130,240,1
c006730-l423-3.x.x.x,427,423,3.x.x.x,272,272,126,272,1
c002415-l308-2.x.x.x,427,308,2.x.x.x,512,512,345,512,1
c005165-l392-unconditional,427,392,unconditional,320,320,204,320,1
c001557-l267-unconditional,427,267,unconditional,656,656,489,656,1
c004742-l381-2.x.x.x,427,381,2.x.x.x,336,336,165,336,1
c006364-l417-1.x.x.x,428,417,1.x.x.x,288,288,192,288,1
c006923-l426-3.x.x.x,428,426,3.x.x.x,272,272,131,272,1
c004647-l379-unconditional,428,379,unconditional,336,336,212,336,1
c011932-l484-2.x.x.x,428,484,2.x.x.x,208,208,64,208,1
c011453-l480-1.x.x.x,428,480,1.x.x.x,208,208,128,208,1
c003176-l336-2.x.x.x,428,336,2.x.x.x,432,432,257,432,1
c006731-l423-3.x.x.x,428,423,3.x.x.x,272,272,129,272,1
c012929-l493-unconditional,428,493,unconditional,208,208,120,208,1
c002416-l308-2.x.x.x,428,308,2.x.x.x,512,512,330,512,1
c001558-l267-unconditional,428,267,unconditional,656,656,450,656,1
c009009-l455-unconditional,428,455,unconditional,240,240,137,240,1
c008466-l448-2.x.x.x,428,448,2.x.x.x,240,240,88,240,1
c000114-l88-2.x.x.x,428,88,2.x.x.x,896,896,668,896,1
c005166-l392-unconditional,428,392,unconditional,320,320,193,320,1
c001634-l271-1.x.x.x,428,271,1.x.x.x,640,640,484,640,1
c013919-l500-3.x.x.x,428,500,3.x.x.x,192,192,79,192,1
c010102-l467-unconditional,428,467,unconditional,160,160,83,160,1
c004743-l381-2.x.x.x,428,381,2.x.x.x,336,336,170,336,1
c006929-l427-unconditional,429,427,unconditional,272,272,151,272,1
c007675-l438-unconditional,429,438,unconditional,256,256,138,256,1
c009451-l460-1.x.x.x,429,460,1.x.x.x,224,224,153,224,1
c001221-l245-2.x.x.x,429,245,2.x.x.x,752,752,222,752,1
c001678-l273-3.x.x.x,429,273,3.x.x.x,624,624,376,624,1
c011880-l484-unconditional,429,484,unconditional,208,208,123,208,1
c004495-l375-unconditional,429,375,unconditional,352,352,242,352,1
c002623-l316-3.x.x.x,429,316,3.x.x.x,480,480,280,480,1
c002339-l305-1.x.x.x,429,305,1.x.x.x,528,528,376,528,1
c002804-l323-1.x.x.x,429,323,1.x.x.x,464,464,354,464,1
c006693-l423-unconditional,429,423,unconditional,272,272,167,272,1
c009979-l465-3.x.x.x,429,465,3.x.x.x,224,224,104,224,1
c007728-l438-3.x.x.x,429,438,3.x.x.x,256,256,114,256,1
c000077-l79-1.x.x.x,429,79,1.x.x.x,1248,1248,1045,1248,1
c000164-l101-unconditional,429,101,unconditional,1376,1376,1126,1376,1
c009551-l461-1.x.x.x,429,461,1.x.x.x,224,224,148,224,1
c005097-l390-1.x.x.x,429,390,1.x.x.x,320,320,228,320,1
c001487-l263-unconditional,429,263,unconditional,672,672,486,672,1
c006497-l419-3.x.x.x,430,419,3.x.x.x,272,272,132,272,1
c002805-l323-1.x.x.x,430,323,1.x.x.x,464,464,341,464,1
c010539-l471-2.x.x.x,430,471,2.x.x.x,224,224,85,224,1
c003827-l356-3.x.x.x,430,356,3.x.x.x,336,336,172,336,1
c001488-l263-unconditional,430,263,unconditional,672,672,462,672,1
c006179-l414-unconditional,430,414,unconditional,288,288,184,288,1
c002340-l305-1.x.x.x,430,305,1.x.x.x,528,528,377,528,1
c009781-l463-3.x.x.x,430,463,3.x.x.x,224,224,117,224,1
c000887-l217-1.x.x.x,430,217,1.x.x.x,144,144,104,144,1
c010265-l468-3.x.x.x,430,468,3.x.x.x,224,224,105,224,1
c010626-l472-1.x.x.x,430,472,1.x.x.x,224,224,135,224,1
c013620-l498-3.x.x.x,430,498,3.x.x.x,192,192,94,192,1
c012042-l485-2.x.x.x,430,485,2.x.x.x,208,208,73,208,1
c010695-l473-1.x.x.x,430,473,1.x.x.x,224,224,140,224,1
c001222-l245-2.x.x.x,430,245,2.x.x.x,752,752,206,752,1
c008812-l452-3.x.x.x,430,452,3.x.x.x,240,240,118,240,1
c010085-l467-unconditional,430,467,unconditional,224,224,115,224,1
c004496-l375-unconditional,430,375,unconditional,352,352,227,352,1
c004230-l368-unconditional,431,368,unconditional,352,352,226,352,1
c010273-l468-3.x.x.x,431,468,3.x.x.x,224,224,96,224,1
c008820-l452-3.x.x.x,431,452,3.x.x.x,240,240,127,240,1
c010097-l467-unconditional,431,467,unconditional,224,224,126,224,1
c005307-l395-1.x.x.x,431,395,1.x.x.x,320,320,233,320,1
c010696-l473-1.x.x.x,431,473,1.x.x.x,224,224,140,224,1
c011637-l482-unconditional,431,482,unconditional,208,208,128,208,1
c001071-l234-unconditional,431,234,unconditional,160,0,0,0,0
c002810-l323-2.x.x.x,432,323,2.x.x.x,288,288,171,288,1
