case,worker,length,condition,generated,refolded,quality_pass,sequences_saved,complete
c010218-l468-1.x.x.x,260,468,1.x.x.x,224,224,142,224,1
c009547-l461-1.x.x.x,260,461,1.x.x.x,224,224,141,224,1
c006690-l423-unconditional,260,423,unconditional,176,0,0,0,0
c004730-l381-1.x.x.x,261,381,1.x.x.x,128,0,0,0,0
c013237-l495-3.x.x.x,262,495,3.x.x.x,208,208,88,208,1
c005802-l406-1.x.x.x,262,406,1.x.x.x,80,80,53,80,1
c006612-l421-3.x.x.x,262,421,3.x.x.x,272,240,112,256,0
c010073-l466-3.x.x.x,263,466,3.x.x.x,224,224,93,224,1
c003695-l353-unconditional,263,353,unconditional,384,128,87,144,0
c006030-l411-unconditional,264,411,unconditional,288,288,173,288,1
c002477-l311-unconditional,264,311,unconditional,496,112,81,128,0
c013452-l497-1.x.x.x,265,497,1.x.x.x,208,208,119,208,1
c006874-l426-unconditional,265,426,unconditional,272,64,31,80,0
c007518-l435-3.x.x.x,266,435,3.x.x.x,256,256,115,256,1
c005518-l400-1.x.x.x,266,400,1.x.x.x,304,112,76,128,0
c003847-l357-1.x.x.x,267,357,1.x.x.x,384,384,276,384,1
c007644-l437-2.x.x.x,267,437,2.x.x.x,256,192,68,208,0
c007635-l437-1.x.x.x,268,437,1.x.x.x,256,256,168,256,1
c003839-l357-1.x.x.x,268,357,1.x.x.x,384,272,197,288,0
c003173-l336-1.x.x.x,269,336,1.x.x.x,112,112,77,112,1
c004870-l384-3.x.x.x,269,384,3.x.x.x,336,336,172,336,1
c007663-l437-3.x.x.x,269,437,3.x.x.x,256,32,16,48,0
c003445-l345-1.x.x.x,270,345,1.x.x.x,400,400,283,400,1
c004254-l368-3.x.x.x,270,368,3.x.x.x,352,288,136,304,0
c007325-l433-unconditional,271,433,unconditional,256,256,151,256,1
c010292-l469-unconditional,271,469,unconditional,224,192,102,208,0
c011616-l481-3.x.x.x,272,481,3.x.x.x,208,208,89,208,1
c010942-l475-2.x.x.x,272,475,2.x.x.x,224,176,58,192,0
c006544-l420-2.x.x.x,273,420,2.x.x.x,272,272,110,272,1
c004928-l386-1.x.x.x,273,386,1.x.x.x,336,272,190,288,0
c012947-l493-1.x.x.x,274,493,1.x.x.x,208,208,113,208,1
c013764-l499-3.x.x.x,274,499,3.x.x.x,192,160,55,176,0
c006819-l425-unconditional,275,425,unconditional,272,272,166,272,1
c012948-l493-1.x.x.x,275,493,1.x.x.x,208,144,89,160,0
c002549-l314-unconditional,276,314,unconditional,496,496,327,496,1
c003278-l340-unconditional,276,340,unconditional,416,304,198,320,0
c001291-l250-unconditional,277,250,unconditional,400,400,294,400,1
c012521-l489-3.x.x.x,277,489,3.x.x.x,208,208,91,208,1
c011865-l484-unconditional,277,484,unconditional,112,0,0,0,0
c000635-l187-1.x.x.x,278,187,1.x.x.x,448,448,363,448,1
c001660-l272-3.x.x.x,278,272,3.x.x.x,624,624,391,624,1
c013170-l495-unconditional,278,495,unconditional,176,0,0,0,0
c011415-l480-unconditional,279,480,unconditional,208,208,110,208,1
c013171-l495-unconditional,279,495,unconditional,208,176,95,192,0
c012227-l487-1.x.x.x,280,487,1.x.x.x,208,208,124,208,1
c011371-l479-3.x.x.x,280,479,3.x.x.x,208,176,75,192,0
c007688-l438-unconditional,281,438,unconditional,256,256,151,256,1
c011193-l478-unconditional,281,478,unconditional,208,176,93,192,0
c007111-l429-3.x.x.x,282,429,3.x.x.x,272,272,131,272,1
c004454-l374-unconditional,282,374,unconditional,352,256,161,272,0
c001745-l277-2.x.x.x,291,277,2.x.x.x,608,608,418,608,1
c001232-l246-1.x.x.x,291,246,1.x.x.x,672,0,0,0,0
c008712-l451-2.x.x.x,292,451,2.x.x.x,240,240,94,240,1
c007155-l430-1.x.x.x,292,430,1.x.x.x,272,16,10,32,0
c005945-l409-1.x.x.x,293,409,1.x.x.x,288,288,197,288,1
c007119-l429-3.x.x.x,293,429,3.x.x.x,160,160,65,160,1
c011081-l477-unconditional,294,477,unconditional,224,224,122,224,1
c009484-l460-2.x.x.x,294,460,2.x.x.x,224,16,3,32,0
c008030-l442-3.x.x.x,303,442,3.x.x.x,256,256,126,256,1
c004936-l386-1.x.x.x,303,386,1.x.x.x,240,16,9,32,0
c000096-l84-unconditional,304,84,unconditional,1248,1248,1033,1248,1
c005464-l399-unconditional,304,399,unconditional,304,256,154,272,0
c007147-l430-1.x.x.x,305,430,1.x.x.x,272,272,186,272,1
c011092-l477-unconditional,305,477,unconditional,160,0,0,0,0
c011093-l477-unconditional,306,477,unconditional,224,224,127,224,1
c012918-l493-unconditional,306,493,unconditional,160,0,0,0,0
c007940-l441-3.x.x.x,307,441,3.x.x.x,256,256,111,256,1
c012218-l487-unconditional,307,487,unconditional,160,0,0,0,0
c001940-l287-2.x.x.x,308,287,2.x.x.x,560,560,377,560,1
c012914-l493-unconditional,308,493,unconditional,160,0,0,0,0
c004357-l371-1.x.x.x,309,371,1.x.x.x,352,352,247,352,1
c011096-l477-unconditional,309,477,unconditional,176,0,0,0,0
c006732-l423-3.x.x.x,310,423,3.x.x.x,272,272,126,272,1
c013207-l495-1.x.x.x,310,495,1.x.x.x,160,0,0,0,0
c008366-l447-1.x.x.x,311,447,1.x.x.x,240,208,125,224,0
c011486-l480-3.x.x.x,312,480,3.x.x.x,208,192,92,208,0
c011487-l480-3.x.x.x,313,480,3.x.x.x,208,192,76,208,0
c003291-l340-1.x.x.x,314,340,1.x.x.x,416,336,241,352,0
c012949-l493-1.x.x.x,315,493,1.x.x.x,208,208,120,208,1
c004451-l374-unconditional,315,374,unconditional,256,0,0,0,0
c005365-l396-3.x.x.x,316,396,3.x.x.x,320,320,165,320,1
c012962-l493-1.x.x.x,316,493,1.x.x.x,160,0,0,0,0
c011884-l484-1.x.x.x,317,484,1.x.x.x,208,208,120,208,1
c009564-l461-1.x.x.x,317,461,1.x.x.x,192,0,0,0,0
c000435-l161-2.x.x.x,318,161,2.x.x.x,1312,1312,612,1312,1
c002000-l290-2.x.x.x,318,290,2.x.x.x,512,0,0,0,0
c001689-l274-1.x.x.x,323,274,1.x.x.x,400,400,309,400,1
c002600-l315-3.x.x.x,323,315,3.x.x.x,480,480,274,480,1
c011382-l479-3.x.x.x,323,479,3.x.x.x,208,208,100,208,1
c005825-l407-unconditional,323,407,unconditional,304,304,199,304,1
c007911-l441-1.x.x.x,323,441,1.x.x.x,256,256,154,256,1
c004990-l387-3.x.x.x,323,387,3.x.x.x,320,320,158,320,1
c004017-l362-1.x.x.x,323,362,1.x.x.x,368,368,271,368,1
c005483-l399-1.x.x.x,323,399,1.x.x.x,304,304,218,304,1
c007926-l441-1.x.x.x,323,441,1.x.x.x,256,160,104,160,0
c001049-l232-unconditional,324,232,unconditional,672,672,450,672,1
c001316-l251-3.x.x.x,324,251,3.x.x.x,720,720,462,720,1
c013702-l499-1.x.x.x,324,499,1.x.x.x,192,192,123,192,1
c005826-l407-unconditional,324,407,unconditional,304,304,174,304,1
c007196-l431-unconditional,324,431,unconditional,272,272,170,272,1
c011625-l481-3.x.x.x,324,481,3.x.x.x,208,208,80,208,1
c004163-l366-unconditional,324,366,unconditional,80,80,51,80,1
c003010-l330-3.x.x.x,324,330,3.x.x.x,448,448,252,448,1
c005716-l404-3.x.x.x,324,404,3.x.x.x,304,304,144,304,1
c005454-l398-3.x.x.x,324,398,3.x.x.x,192,0,0,0,0
c013172-l495-unconditional,325,495,unconditional,208,208,106,208,1
c010111-l467-1.x.x.x,325,467,1.x.x.x,224,224,136,224,1
c006240-l415-unconditional,325,415,unconditional,288,288,171,288,1
c007355-l433-1.x.x.x,325,433,1.x.x.x,256,256,149,256,1
c007089-l429-1.x.x.x,325,429,1.x.x.x,272,272,179,272,1
c002294-l303-1.x.x.x,325,303,1.x.x.x,160,160,130,160,1
c004457-l374-unconditional,325,374,unconditional,352,352,228,352,1
c007450-l434-3.x.x.x,325,434,3.x.x.x,256,256,132,256,1
c004404-l372-3.x.x.x,325,372,3.x.x.x,352,352,177,352,1
c000756-l202-2.x.x.x,325,202,2.x.x.x,320,0,0,0,0
c006837-l425-1.x.x.x,326,425,1.x.x.x,272,272,173,272,1
c004892-l385-1.x.x.x,326,385,1.x.x.x,336,336,242,336,1
c007198-l431-unconditional,326,431,unconditional,272,272,171,272,1
c001017-l229-1.x.x.x,326,229,1.x.x.x,848,848,659,848,1
c013000-l493-3.x.x.x,326,493,3.x.x.x,208,208,87,208,1
c005561-l401-1.x.x.x,326,401,1.x.x.x,304,304,204,304,1
c000515-l172-1.x.x.x,326,172,1.x.x.x,256,256,196,256,1
c012704-l491-1.x.x.x,326,491,1.x.x.x,208,208,131,208,1
c008597-l450-unconditional,326,450,unconditional,208,208,114,208,1
c011812-l483-2.x.x.x,326,483,2.x.x.x,112,0,0,0,0
c010393-l470-unconditional,327,470,unconditional,224,224,120,224,1
c009658-l462-1.x.x.x,327,462,1.x.x.x,224,224,132,224,1
c013001-l493-3.x.x.x,327,493,3.x.x.x,208,208,87,208,1
c007422-l434-1.x.x.x,327,434,1.x.x.x,256,256,170,256,1
c005569-l401-1.x.x.x,327,401,1.x.x.x,304,304,207,304,1
c007597-l436-3.x.x.x,327,436,3.x.x.x,256,256,131,256,1
c005983-l410-unconditional,327,410,unconditional,176,176,98,176,1
c010576-l472-unconditional,327,472,unconditional,224,224,133,224,1
c002836-l324-2.x.x.x,327,324,2.x.x.x,464,464,286,464,1
c007936-l441-2.x.x.x,328,441,2.x.x.x,256,256,98,256,1
c002212-l300-unconditional,328,300,unconditional,544,544,384,544,1
c000655-l189-3.x.x.x,328,189,3.x.x.x,480,480,311,480,1
c005240-l393-3.x.x.x,328,393,3.x.x.x,320,320,157,320,1
c003917-l359-2.x.x.x,328,359,2.x.x.x,384,384,214,384,1
c004728-l381-unconditional,328,381,unconditional,336,336,217,336,1
c009431-l460-unconditional,328,460,unconditional,224,224,135,224,1
c003257-l339-1.x.x.x,328,339,1.x.x.x,416,416,310,416,1
c011948-l484-3.x.x.x,328,484,3.x.x.x,208,208,80,208,1
c011443-l480-1.x.x.x,328,480,1.x.x.x,48,0,0,0,0
c013728-l499-2.x.x.x,329,499,2.x.x.x,192,192,56,192,1
c004406-l372-3.x.x.x,329,372,3.x.x.x,352,352,172,352,1
c013332-l496-1.x.x.x,329,496,1.x.x.x,208,208,127,208,1
c011567-l481-1.x.x.x,329,481,1.x.x.x,208,208,120,208,1
c006242-l415-unconditional,329,415,unconditional,288,288,162,288,1
c012471-l489-1.x.x.x,329,489,1.x.x.x,208,208,127,208,1
c006105-l412-2.x.x.x,329,412,2.x.x.x,288,288,121,288,1
c010113-l467-1.x.x.x,329,467,1.x.x.x,224,224,147,224,1
c007357-l433-1.x.x.x,329,433,1.x.x.x,256,48,33,64,0
c000931-l221-1.x.x.x,330,221,1.x.x.x,272,272,218,272,1
c007358-l433-1.x.x.x,330,433,1.x.x.x,256,256,182,256,1
c013333-l496-1.x.x.x,330,496,1.x.x.x,208,208,128,208,1
c007453-l434-3.x.x.x,330,434,3.x.x.x,256,256,124,256,1
c002871-l325-3.x.x.x,330,325,3.x.x.x,336,336,201,336,1
c002214-l300-unconditional,330,300,unconditional,544,544,376,544,1
c010114-l467-1.x.x.x,330,467,1.x.x.x,224,224,134,224,1
c003919-l359-2.x.x.x,330,359,2.x.x.x,384,384,217,384,1
c011568-l481-1.x.x.x,330,481,1.x.x.x,208,208,128,208,1
c005363-l396-3.x.x.x,330,396,3.x.x.x,256,0,0,0,0
c012751-l491-2.x.x.x,331,491,2.x.x.x,208,208,67,208,1
c005238-l393-3.x.x.x,331,393,3.x.x.x,320,320,162,320,1
c000167-l101-3.x.x.x,331,101,3.x.x.x,1312,1312,997,1312,1
c009494-l460-3.x.x.x,331,460,3.x.x.x,224,224,105,224,1
c004286-l369-2.x.x.x,331,369,2.x.x.x,352,352,178,352,1
c005465-l399-unconditional,331,399,unconditional,304,304,188,304,1
c013418-l497-unconditional,331,497,unconditional,96,96,43,96,1
c006825-l425-1.x.x.x,331,425,1.x.x.x,272,272,180,272,1
c003920-l359-2.x.x.x,331,359,2.x.x.x,384,384,214,384,1
c007935-l441-2.x.x.x,331,441,2.x.x.x,208,0,0,0,0
c007432-l434-2.x.x.x,332,434,2.x.x.x,256,256,85,256,1
c005572-l401-1.x.x.x,332,401,1.x.x.x,304,304,211,304,1
c002029-l292-unconditional,332,292,unconditional,560,560,390,560,1
c009130-l456-2.x.x.x,332,456,2.x.x.x,240,240,64,240,1
c012775-l491-3.x.x.x,332,491,3.x.x.x,208,208,104,208,1
c013309-l496-1.x.x.x,332,496,1.x.x.x,208,208,110,208,1
c003267-l339-2.x.x.x,332,339,2.x.x.x,416,416,268,416,1
c001137-l239-2.x.x.x,332,239,2.x.x.x,784,784,231,784,1
c008157-l444-3.x.x.x,332,444,3.x.x.x,240,0,0,0,0
c009921-l465-1.x.x.x,333,465,1.x.x.x,224,224,135,224,1
c001138-l239-2.x.x.x,333,239,2.x.x.x,784,784,226,784,1
c000325-l141-1.x.x.x,333,141,1.x.x.x,1312,1312,1104,1312,1
c013310-l496-1.x.x.x,333,496,1.x.x.x,208,208,117,208,1
c009870-l464-3.x.x.x,333,464,3.x.x.x,224,224,93,224,1
c002030-l292-unconditional,333,292,unconditional,560,560,375,560,1
c011140-l477-2.x.x.x,333,477,2.x.x.x,208,208,70,208,1
c011580-l481-2.x.x.x,333,481,2.x.x.x,208,208,56,208,1
c002090-l294-3.x.x.x,333,294,3.x.x.x,560,336,200,336,0
c006100-l412-1.x.x.x,334,412,1.x.x.x,288,288,184,288,1
c005575-l401-2.x.x.x,334,401,2.x.x.x,304,304,133,304,1
c008901-l453-3.x.x.x,334,453,3.x.x.x,240,240,102,240,1
c007449-l434-3.x.x.x,334,434,3.x.x.x,256,256,117,256,1
c002883-l326-1.x.x.x,334,326,1.x.x.x,448,448,323,448,1
c001549-l266-2.x.x.x,334,266,2.x.x.x,656,656,427,656,1
c013725-l499-2.x.x.x,334,499,2.x.x.x,192,192,54,192,1
c002899-l326-3.x.x.x,334,326,3.x.x.x,336,336,179,336,1
c011564-l481-1.x.x.x,334,481,1.x.x.x,208,160,101,176,0
c003660-l352-unconditional,335,352,unconditional,384,384,252,384,1
c000730-l199-1.x.x.x,335,199,1.x.x.x,1088,1088,864,1088,1
c012233-l487-1.x.x.x,335,487,1.x.x.x,208,208,134,208,1
c000213-l113-1.x.x.x,335,113,1.x.x.x,1088,1088,921,1088,1
c000609-l184-unconditional,335,184,unconditional,576,576,439,576,1
c011969-l484-3.x.x.x,335,484,3.x.x.x,208,208,89,208,1
c001609-l270-unconditional,335,270,unconditional,640,640,455,640,1
c008426-l448-unconditional,335,448,unconditional,240,240,127,240,1
c007817-l440-unconditional,335,440,unconditional,256,256,152,256,1
c013543-l498-unconditional,335,498,unconditional,16,16,11,16,1
c004006-l362-unconditional,335,362,unconditional,256,0,0,0,0
c006488-l419-2.x.x.x,336,419,2.x.x.x,80,80,39,80,1
c012946-l493-1.x.x.x,336,493,1.x.x.x,208,208,124,208,1
c010159-l467-3.x.x.x,336,467,3.x.x.x,224,224,101,224,1
c013771-l499-3.x.x.x,336,499,3.x.x.x,192,192,79,192,1
c009816-l464-unconditional,336,464,unconditional,176,176,97,176,1
c008698-l451-1.x.x.x,336,451,1.x.x.x,240,240,145,240,1
c006314-l416-1.x.x.x,336,416,1.x.x.x,288,288,206,288,1
c003362-l342-3.x.x.x,336,342,3.x.x.x,416,416,231,416,1
c001610-l270-unconditional,336,270,unconditional,640,640,439,640,1
c008161-l444-3.x.x.x,336,444,3.x.x.x,224,0,0,0,0
c005658-l403-1.x.x.x,337,403,1.x.x.x,304,304,193,304,1
c012532-l489-3.x.x.x,337,489,3.x.x.x,208,208,90,208,1
c003363-l342-3.x.x.x,337,342,3.x.x.x,416,416,225,416,1
c013314-l496-1.x.x.x,337,496,1.x.x.x,208,208,123,208,1
c007565-l436-1.x.x.x,337,436,1.x.x.x,256,256,153,256,1
c011917-l484-1.x.x.x,337,484,1.x.x.x,208,208,125,208,1
c004327-l370-2.x.x.x,337,370,2.x.x.x,128,128,64,128,1
c008162-l444-3.x.x.x,337,444,3.x.x.x,256,256,128,256,1
c004072-l363-3.x.x.x,337,363,3.x.x.x,368,368,192,368,1
c012935-l493-1.x.x.x,337,493,1.x.x.x,64,0,0,0,0
c012516-l489-3.x.x.x,338,489,3.x.x.x,208,208,78,208,1
c005239-l393-3.x.x.x,338,393,3.x.x.x,320,320,158,320,1
c004786-l382-3.x.x.x,338,382,3.x.x.x,336,336,174,336,1
c006610-l421-3.x.x.x,338,421,3.x.x.x,272,272,138,272,1
c013315-l496-1.x.x.x,338,496,1.x.x.x,208,208,134,208,1
c001129-l238-3.x.x.x,338,238,3.x.x.x,608,608,343,608,1
c001268-l248-2.x.x.x,338,248,2.x.x.x,192,192,52,192,1
c003961-l360-3.x.x.x,338,360,3.x.x.x,368,368,185,368,1
c009854-l464-2.x.x.x,338,464,2.x.x.x,224,224,80,224,1
c004459-l374-unconditional,338,374,unconditional,336,0,0,0,0
c001135-l239-1.x.x.x,339,239,1.x.x.x,784,784,588,784,1
c002709-l319-3.x.x.x,339,319,3.x.x.x,144,144,78,144,1
c012470-l489-1.x.x.x,339,489,1.x.x.x,208,208,130,208,1
c010112-l467-1.x.x.x,339,467,1.x.x.x,224,224,135,224,1
c007092-l429-1.x.x.x,339,429,1.x.x.x,272,272,168,272,1
c007451-l434-3.x.x.x,339,434,3.x.x.x,256,256,133,256,1
c000734-l199-3.x.x.x,339,199,3.x.x.x,1088,1088,668,1088,1
c004405-l372-3.x.x.x,339,372,3.x.x.x,352,352,182,352,1
c006241-l415-unconditional,339,415,unconditional,288,288,182,288,1
c008164-l444-3.x.x.x,339,444,3.x.x.x,48,0,0,0,0
c006303-l416-1.x.x.x,340,416,1.x.x.x,288,288,194,288,1
c006236-l415-unconditional,340,415,unconditional,288,288,189,288,1
c001543-l266-1.x.x.x,340,266,1.x.x.x,656,656,492,656,1
c007687-l438-unconditional,340,438,unconditional,256,256,161,256,1
c001657-l272-3.x.x.x,340,272,3.x.x.x,624,624,383,624,1
c007740-l438-3.x.x.x,340,438,3.x.x.x,256,256,127,256,1
c004292-l369-3.x.x.x,340,369,3.x.x.x,352,352,188,352,1
c011808-l483-2.x.x.x,340,483,2.x.x.x,208,208,66,208,1
c006617-l421-3.x.x.x,340,421,3.x.x.x,256,0,0,0,0
c012937-l493-1.x.x.x,341,493,1.x.x.x,208,208,123,208,1
c009560-l461-1.x.x.x,341,461,1.x.x.x,224,224,131,224,1
c013896-l500-3.x.x.x,341,500,3.x.x.x,192,192,87,192,1
c007579-l436-2.x.x.x,341,436,2.x.x.x,256,256,94,256,1
c004075-l363-3.x.x.x,341,363,3.x.x.x,368,368,177,368,1
c013318-l496-1.x.x.x,341,496,1.x.x.x,208,208,133,208,1
c009901-l465-unconditional,341,465,unconditional,224,224,125,224,1
c011905-l484-1.x.x.x,341,484,1.x.x.x,208,208,117,208,1
c001419-l258-3.x.x.x,341,258,3.x.x.x,688,128,83,128,0
c013156-l495-unconditional,342,495,unconditional,208,208,117,208,1
c000326-l141-2.x.x.x,342,141,2.x.x.x,1152,1152,616,1152,1
c008879-l453-2.x.x.x,342,453,2.x.x.x,240,240,88,240,1
c004076-l363-3.x.x.x,342,363,3.x.x.x,368,368,194,368,1
c012938-l493-1.x.x.x,342,493,1.x.x.x,208,208,123,208,1
c007537-l436-unconditional,342,436,unconditional,256,256,164,256,1
c008167-l444-3.x.x.x,342,444,3.x.x.x,256,256,117,256,1
c007933-l441-2.x.x.x,342,441,2.x.x.x,256,256,100,256,1
c001420-l258-3.x.x.x,342,258,3.x.x.x,688,48,29,48,0
c008168-l444-3.x.x.x,343,444,3.x.x.x,256,256,126,256,1
c013320-l496-1.x.x.x,343,496,1.x.x.x,208,208,112,208,1
c000046-l71-2.x.x.x,343,71,2.x.x.x,992,992,781,992,1
c003763-l355-unconditional,343,355,unconditional,384,384,252,384,1
c011251-l478-2.x.x.x,343,478,2.x.x.x,208,208,74,208,1
c001421-l258-3.x.x.x,343,258,3.x.x.x,688,688,419,688,1
c009568-l461-2.x.x.x,343,461,2.x.x.x,224,224,79,224,1
c013157-l495-unconditional,343,495,unconditional,208,208,114,208,1
c007934-l441-2.x.x.x,343,441,2.x.x.x,256,256,94,256,1
c001003-l228-unconditional,344,228,unconditional,848,848,610,848,1
c013158-l495-unconditional,344,495,unconditional,208,208,111,208,1
c012168-l486-3.x.x.x,344,486,3.x.x.x,208,208,81,208,1
c010418-l470-1.x.x.x,344,470,1.x.x.x,224,224,144,224,1
c004402-l372-3.x.x.x,344,372,3.x.x.x,352,352,189,352,1
c009763-l463-2.x.x.x,344,463,2.x.x.x,224,224,86,224,1
c010931-l475-1.x.x.x,344,475,1.x.x.x,192,192,128,192,1
c006998-l428-unconditional,344,428,unconditional,272,272,165,272,1
c007295-l432-2.x.x.x,344,432,2.x.x.x,256,0,0,0,0
c010419-l470-1.x.x.x,345,470,1.x.x.x,224,224,142,224,1
c001004-l228-unconditional,345,228,unconditional,848,848,601,848,1
c004403-l372-3.x.x.x,345,372,3.x.x.x,352,352,171,352,1
c013647-l498-3.x.x.x,345,498,3.x.x.x,192,192,79,192,1
c012169-l486-3.x.x.x,345,486,3.x.x.x,208,208,103,208,1
c013159-l495-unconditional,345,495,unconditional,208,208,109,208,1
c007296-l432-2.x.x.x,345,432,2.x.x.x,256,256,107,256,1
c007930-l441-2.x.x.x,345,441,2.x.x.x,256,256,104,256,1
c009764-l463-2.x.x.x,345,463,2.x.x.x,192,0,0,0,0
c013911-l500-3.x.x.x,346,500,3.x.x.x,192,192,89,192,1
c010297-l469-unconditional,346,469,unconditional,160,160,99,160,1
c012316-l487-3.x.x.x,346,487,3.x.x.x,208,208,92,208,1
c007395-l434-unconditional,346,434,unconditional,256,256,158,256,1
c011424-l480-unconditional,346,480,unconditional,208,208,130,208,1
c013160-l495-unconditional,346,495,unconditional,208,208,107,208,1
c000090-l82-2.x.x.x,346,82,2.x.x.x,928,928,730,928,1
c008171-l444-3.x.x.x,346,444,3.x.x.x,256,256,122,256,1
c003259-l339-1.x.x.x,346,339,1.x.x.x,416,416,285,416,1
c004283-l369-1.x.x.x,346,369,1.x.x.x,240,0,0,0,0
c000162-l100-2.x.x.x,347,100,2.x.x.x,832,832,570,832,1
c011423-l480-unconditional,347,480,unconditional,208,208,114,208,1
c000987-l226-2.x.x.x,347,226,2.x.x.x,864,864,283,864,1
c001725-l276-1.x.x.x,347,276,1.x.x.x,432,432,323,432,1
c013910-l500-3.x.x.x,347,500,3.x.x.x,192,192,79,192,1
c008172-l444-3.x.x.x,347,444,3.x.x.x,256,256,129,256,1
c004282-l369-1.x.x.x,347,369,1.x.x.x,352,352,246,352,1
c012315-l487-3.x.x.x,347,487,3.x.x.x,208,208,92,208,1
c007394-l434-unconditional,347,434,unconditional,256,256,145,256,1
c013324-l496-1.x.x.x,347,496,1.x.x.x,144,0,0,0,0
c000144-l96-unconditional,348,96,unconditional,1344,1344,1090,1344,1
c003335-l341-3.x.x.x,348,341,3.x.x.x,416,416,220,416,1
c004010-l362-unconditional,348,362,unconditional,368,368,218,368,1
c005472-l399-1.x.x.x,348,399,1.x.x.x,304,304,212,304,1
c013325-l496-1.x.x.x,348,496,1.x.x.x,208,208,130,208,1
c006603-l421-2.x.x.x,348,421,2.x.x.x,272,272,102,272,1
c000413-l158-1.x.x.x,348,158,1.x.x.x,32,32,28,32,1
c011328-l479-1.x.x.x,348,479,1.x.x.x,208,208,124,208,1
c000189-l107-1.x.x.x,348,107,1.x.x.x,1056,1056,890,1056,1
c007821-l440-unconditional,348,440,unconditional,256,256,142,256,1
c007703-l438-1.x.x.x,348,438,1.x.x.x,160,0,0,0,0
c004011-l362-unconditional,349,362,unconditional,368,368,247,368,1
c009518-l461-unconditional,349,461,unconditional,224,224,146,224,1
c003666-l352-unconditional,349,352,unconditional,384,384,244,384,1
c012239-l487-1.x.x.x,349,487,1.x.x.x,208,208,126,208,1
c006604-l421-2.x.x.x,349,421,2.x.x.x,272,272,104,272,1
c009103-l456-1.x.x.x,349,456,1.x.x.x,240,240,149,240,1
c013053-l494-unconditional,349,494,unconditional,112,112,58,112,1
c011329-l479-1.x.x.x,349,479,1.x.x.x,208,208,124,208,1
c003489-l346-2.x.x.x,349,346,2.x.x.x,16,16,6,16,1
c005473-l399-1.x.x.x,349,399,1.x.x.x,304,240,159,256,0
c000501-l170-2.x.x.x,350,170,2.x.x.x,64,64,27,64,1
c008175-l444-3.x.x.x,350,444,3.x.x.x,256,256,114,256,1
c003337-l341-3.x.x.x,350,341,3.x.x.x,416,416,225,416,1
c003667-l352-unconditional,350,352,unconditional,384,384,244,384,1
c013327-l496-1.x.x.x,350,496,1.x.x.x,208,208,125,208,1
c000254-l123-2.x.x.x,350,123,2.x.x.x,1024,1024,647,1024,1
c009104-l456-1.x.x.x,350,456,1.x.x.x,240,240,155,240,1
c007823-l440-unconditional,350,440,unconditional,256,256,152,256,1
c004012-l362-unconditional,350,362,unconditional,368,368,238,368,1
c012788-l491-3.x.x.x,350,491,3.x.x.x,208,128,65,144,0
c007076-l429-1.x.x.x,351,429,1.x.x.x,272,272,179,272,1
c012968-l493-1.x.x.x,351,493,1.x.x.x,208,208,123,208,1
c011747-l482-3.x.x.x,351,482,3.x.x.x,80,80,32,80,1
c003664-l352-unconditional,351,352,unconditional,384,384,256,384,1
c000672-l192-unconditional,351,192,unconditional,1120,1120,838,1120,1
c013165-l495-unconditional,351,495,unconditional,208,208,111,208,1
c003780-l355-1.x.x.x,351,355,1.x.x.x,256,256,175,256,1
c012746-l491-2.x.x.x,351,491,2.x.x.x,208,208,49,208,1
c004354-l371-1.x.x.x,351,371,1.x.x.x,352,352,254,352,1
c006602-l421-2.x.x.x,351,421,2.x.x.x,128,0,0,0,0
c008177-l444-3.x.x.x,352,444,3.x.x.x,256,256,113,256,1
c011909-l484-1.x.x.x,352,484,1.x.x.x,208,208,130,208,1
c012292-l487-3.x.x.x,352,487,3.x.x.x,208,208,91,208,1
c007558-l436-1.x.x.x,352,436,1.x.x.x,256,256,163,256,1
c011885-l484-1.x.x.x,352,484,1.x.x.x,208,208,131,208,1
c002361-l306-1.x.x.x,352,306,1.x.x.x,512,512,393,512,1
c004791-l382-3.x.x.x,352,382,3.x.x.x,336,336,175,336,1
c013329-l496-1.x.x.x,352,496,1.x.x.x,208,208,130,208,1
c000042-l70-2.x.x.x,352,70,2.x.x.x,992,992,820,992,1
c006230-l415-unconditional,352,415,unconditional,32,0,0,0,0
c001041-l231-1.x.x.x,353,231,1.x.x.x,560,560,425,560,1
c008178-l444-3.x.x.x,353,444,3.x.x.x,256,256,116,256,1
c007559-l436-1.x.x.x,353,436,1.x.x.x,256,256,168,256,1
c013863-l500-2.x.x.x,353,500,2.x.x.x,192,192,45,192,1
c004792-l382-3.x.x.x,353,382,3.x.x.x,336,336,163,336,1
c007002-l428-unconditional,353,428,unconditional,272,272,157,272,1
c013330-l496-1.x.x.x,353,496,1.x.x.x,208,208,126,208,1
c011886-l484-1.x.x.x,353,484,1.x.x.x,208,208,124,208,1
c006300-l416-1.x.x.x,353,416,1.x.x.x,288,176,126,176,0
c008740-l451-3.x.x.x,354,451,3.x.x.x,240,240,118,240,1
c010030-l466-1.x.x.x,354,466,1.x.x.x,224,224,135,224,1
c005724-l404-3.x.x.x,354,404,3.x.x.x,304,304,149,304,1
c012950-l493-1.x.x.x,354,493,1.x.x.x,208,208,124,208,1
c002480-l311-unconditional,354,311,unconditional,464,464,321,464,1
c010417-l470-1.x.x.x,354,470,1.x.x.x,224,224,124,224,1
