stem,method,mean_plddt,source,source_row,metric,value,eval_set,designed,is_viral,L,msa_query_length,msa_depth,tier,figure
8dge_A,marinfold,,experiments/exp277_models_single_mpnn_pilot/data/eval_rollout_v2/contact_precision_all.csv,13198,r_precision_long,0.5851393188854489,eval-val,0,0,738,707,10569,≥1000,04_contacts
8dhj_A,marinfold,,experiments/exp277_models_single_mpnn_pilot/data/eval_rollout_v2/contact_precision_all.csv,13218,r_precision_long,0.79,eval-val,0,0,249,236,9218,≥1000,04_contacts
8dmu_A,marinfold,,experiments/exp277_models_single_mpnn_pilot/data/eval_rollout_v2/contact_precision_all.csv,13238,r_precision_long,0.1076555023923445,eval-val,0,0,489,476,1918,≥1000,04_contacts
8dp9_A,marinfold,,experiments/exp277_models_single_mpnn_pilot/data/eval_rollout_v2/contact_precision_all.csv,13258,r_precision_long,0.7297297297297297,eval-val,0,0,148,133,5320,≥1000,04_contacts
8dqd_A,marinfold,,experiments/exp277_models_single_mpnn_pilot/data/eval_rollout_v2/contact_precision_all.csv,13278,r_precision_long,0.7427536231884058,eval-val,0,0,377,370,8851,≥1000,04_contacts
8dx0_A,marinfold,,experiments/exp277_models_single_mpnn_pilot/data/eval_rollout_v2/contact_precision_all.csv,13298,r_precision_long,0.7956989247311828,eval-val,0,0,154,139,12803,≥1000,04_contacts
8e0r_A,marinfold,,experiments/exp277_models_single_mpnn_pilot/data/eval_rollout_v2/contact_precision_all.csv,13318,r_precision_long,0.1021671826625387,eval-val,0,0,468,418,1361,≥1000,04_contacts
8e5h_A,marinfold,,experiments/exp277_models_single_mpnn_pilot/data/eval_rollout_v2/contact_precision_all.csv,13338,r_precision_long,0.6188524590163934,eval-val,0,0,372,368,11649,≥1000,04_contacts
8eb9_A,marinfold,,experiments/exp277_models_single_mpnn_pilot/data/eval_rollout_v2/contact_precision_all.csv,13358,r_precision_long,0.1666666666666666,eval-val,0,0,95,89,25,10–99,04_contacts
8ec3_A,marinfold,,experiments/exp277_models_single_mpnn_pilot/data/eval_rollout_v2/contact_precision_all.csv,13378,r_precision_long,0.391304347826087,eval-val,0,0,168,155,26,10–99,04_contacts
8eo5_A,marinfold,,experiments/exp277_models_single_mpnn_pilot/data/eval_rollout_v2/contact_precision_all.csv,13398,r_precision_long,0.7844311377245509,eval-val,0,0,290,270,7470,≥1000,04_contacts
5sbj_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,3,r_precision,0.8823529411764706,eval-denovo,1,0,30,30,2,<10,04_contacts
5sbj_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,18,r_precision_long,0.75,eval-denovo,1,0,30,30,2,<10,04_contacts
7pv5_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,23,r_precision,0.765625,eval-val,0,0,81,76,7024,≥1000,04_contacts
7pv5_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,38,r_precision_long,0.7073170731707317,eval-val,0,0,81,76,7024,≥1000,04_contacts
7qp5_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,43,r_precision,0.8838174273858921,eval-val,0,0,245,241,760,100–999,04_contacts
7qp5_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,58,r_precision_long,0.9030303030303032,eval-val,0,0,245,241,760,100–999,04_contacts
7qsj_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,63,r_precision,0.92507204610951,eval-val,0,0,373,346,4109,≥1000,04_contacts
7qsj_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,78,r_precision_long,0.915929203539823,eval-val,0,0,373,346,4109,≥1000,04_contacts
7t9r_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,83,r_precision,0.75,eval-val,0,0,38,38,605,100–999,04_contacts
7t9r_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,98,r_precision_long,0.5714285714285714,eval-val,0,0,38,38,605,100–999,04_contacts
7tjb_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,103,r_precision,0.8656716417910447,eval-val,0,0,227,222,2695,≥1000,04_contacts
7tjb_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,118,r_precision_long,0.835820895522388,eval-val,0,0,227,222,2695,≥1000,04_contacts
7tlh_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,123,r_precision,0.8070175438596491,eval-val,0,0,136,124,1571,≥1000,04_contacts
7tlh_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,138,r_precision_long,0.7792207792207793,eval-val,0,0,136,124,1571,≥1000,04_contacts
7uba_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,143,r_precision,0.8413461538461539,eval-val,0,0,213,187,825,100–999,04_contacts
7uba_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,158,r_precision_long,0.8394160583941606,eval-val,0,0,213,187,825,100–999,04_contacts
7uk8_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,163,r_precision,0.8003802281368821,eval-val,0,0,394,383,6883,≥1000,04_contacts
7uk8_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,178,r_precision_long,0.8115577889447236,eval-val,0,0,394,383,6883,≥1000,04_contacts
7ur2_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,183,r_precision,0.7445255474452555,eval-val,0,0,195,160,3520,≥1000,04_contacts
7ur2_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,198,r_precision_long,0.7410714285714286,eval-val,0,0,195,160,3520,≥1000,04_contacts
7ur7_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,203,r_precision,0.8166666666666667,eval-denovo,1,0,70,63,2,<10,04_contacts
7ur7_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,218,r_precision_long,0.8064516129032258,eval-denovo,1,0,70,63,2,<10,04_contacts
7urp_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,223,r_precision,0.8955223880597015,eval-val,0,0,160,159,373,100–999,04_contacts
7urp_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,238,r_precision_long,0.8979591836734694,eval-val,0,0,160,159,373,100–999,04_contacts
7uvg_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,243,r_precision,0.8876404494382022,eval-val,0,0,183,166,258,100–999,04_contacts
7uvg_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,258,r_precision_long,0.90625,eval-val,0,0,183,166,258,100–999,04_contacts
7uww_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,263,r_precision,0.8297258297258298,eval-val,0,0,635,632,2999,≥1000,04_contacts
7uww_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,278,r_precision_long,0.8122362869198312,eval-val,0,0,635,632,2999,≥1000,04_contacts
7v3o_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,283,r_precision,0.8455882352941176,eval-val,0,0,328,277,1763,≥1000,04_contacts
7v3o_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,298,r_precision_long,0.839572192513369,eval-val,0,0,328,277,1763,≥1000,04_contacts
7w15_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,303,r_precision,0.8679867986798679,eval-val,0,0,302,293,3269,≥1000,04_contacts
7w15_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,318,r_precision_long,0.868020304568528,eval-val,0,0,302,293,3269,≥1000,04_contacts
7wr2_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,323,r_precision,0.8235294117647058,eval-test,0,0,161,136,730,100–999,04_contacts
7wr2_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,338,r_precision_long,0.7816091954022989,eval-test,0,0,161,136,730,100–999,04_contacts
7wu8_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,343,r_precision,0.8148148148148148,eval-test,0,0,96,82,1232,≥1000,04_contacts
7wu8_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,358,r_precision_long,0.7666666666666667,eval-test,0,0,96,82,1232,≥1000,04_contacts
7wz5_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,363,r_precision,0.831858407079646,eval-val,0,0,161,161,419,100–999,04_contacts
7wz5_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,378,r_precision_long,0.8252427184466019,eval-val,0,0,161,161,419,100–999,04_contacts
7wzm_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,383,r_precision,0.7850877192982456,eval-val,0,0,492,458,13687,≥1000,04_contacts
7wzm_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,398,r_precision_long,0.7761194029850746,eval-val,0,0,492,458,13687,≥1000,04_contacts
7x3h_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,403,r_precision,0.7094594594594594,eval-val,0,0,290,276,431,100–999,04_contacts
7x3h_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,418,r_precision_long,0.6785714285714286,eval-val,0,0,290,276,431,100–999,04_contacts
7x4p_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,423,r_precision,0.8078078078078078,eval-val,0,0,307,306,2349,≥1000,04_contacts
7x4p_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,438,r_precision_long,0.8091286307053942,eval-val,0,0,307,306,2349,≥1000,04_contacts
7x8l_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,443,r_precision,0.8637931034482759,eval-val,0,0,514,511,15750,≥1000,04_contacts
7x8l_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,458,r_precision_long,0.8636363636363636,eval-val,0,0,514,511,15750,≥1000,04_contacts
7xcd_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,463,r_precision,0.7567567567567568,eval-val,0,1,178,178,22,10–99,04_contacts
7xcd_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,478,r_precision_long,0.7766990291262136,eval-val,0,1,178,178,22,10–99,04_contacts
7xg9_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,483,r_precision,0.8298755186721992,eval-val,0,0,288,286,6291,≥1000,04_contacts
7xg9_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,498,r_precision_long,0.8159203980099502,eval-val,0,0,288,286,6291,≥1000,04_contacts
7xhz_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,503,r_precision,0.7623318385650224,eval-test,0,0,231,231,3439,≥1000,04_contacts
7xhz_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,518,r_precision_long,0.7581699346405228,eval-test,0,0,231,231,3439,≥1000,04_contacts
7xi5_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,523,r_precision,0.9047619047619048,eval-val,0,0,65,57,8344,≥1000,04_contacts
7xi5_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,538,r_precision_long,0.8695652173913043,eval-val,0,0,65,57,8344,≥1000,04_contacts
7xjr_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,543,r_precision,0.8870056497175142,eval-val,0,0,337,306,1824,≥1000,04_contacts
7xjr_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,558,r_precision_long,0.8872727272727273,eval-val,0,0,337,306,1824,≥1000,04_contacts
7xlz_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,563,r_precision,0.879245283018868,eval-val,0,0,266,241,7530,≥1000,04_contacts
7xlz_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,578,r_precision_long,0.896551724137931,eval-val,0,0,266,241,7530,≥1000,04_contacts
7xp9_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,583,r_precision,0.8222222222222222,eval-val,0,0,84,76,14,10–99,04_contacts
7xp9_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,598,r_precision_long,0.8148148148148148,eval-val,0,0,84,76,14,10–99,04_contacts
7xq4_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,603,r_precision,0.8114406779661016,eval-val,0,0,514,489,3205,≥1000,04_contacts
7xq4_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,618,r_precision_long,0.817910447761194,eval-val,0,0,514,489,3205,≥1000,04_contacts
7xrx_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,623,r_precision,0.8636363636363636,eval-val,0,0,398,398,4876,≥1000,04_contacts
7xrx_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,638,r_precision_long,0.8708609271523179,eval-val,0,0,398,398,4876,≥1000,04_contacts
7xyr_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,643,r_precision,0.8472418670438473,eval-val,0,0,591,546,13071,≥1000,04_contacts
7xyr_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,658,r_precision_long,0.8500948766603416,eval-val,0,0,591,546,13071,≥1000,04_contacts
7xz3_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,663,r_precision,0.8164556962025317,eval-val,0,0,325,273,2326,≥1000,04_contacts
7xz3_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,678,r_precision_long,0.8267716535433071,eval-val,0,0,325,273,2326,≥1000,04_contacts
7y3h_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,683,r_precision,0.842948717948718,eval-val,0,0,413,396,2954,≥1000,04_contacts
7y3h_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,698,r_precision_long,0.8291457286432161,eval-val,0,0,413,396,2954,≥1000,04_contacts
7y4h_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,703,r_precision,0.86875,eval-val,0,0,338,329,3065,≥1000,04_contacts
7y4h_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,718,r_precision_long,0.8805309734513275,eval-val,0,0,338,329,3065,≥1000,04_contacts
7y54_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,723,r_precision,0.8857142857142857,eval-val,0,0,100,100,6350,≥1000,04_contacts
7y54_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,738,r_precision_long,0.8620689655172413,eval-val,0,0,100,100,6350,≥1000,04_contacts
7y5j_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,743,r_precision,0.7802197802197802,eval-val,0,0,102,95,6807,≥1000,04_contacts
7y5j_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,758,r_precision_long,0.76,eval-val,0,0,102,95,6807,≥1000,04_contacts
7y5m_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,763,r_precision,0.8243243243243243,eval-val,0,1,170,155,617,100–999,04_contacts
7y5m_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,778,r_precision_long,0.8411214953271028,eval-val,0,1,170,155,617,100–999,04_contacts
7y5r_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,783,r_precision,0.8556701030927835,eval-val,0,0,105,105,7175,≥1000,04_contacts
7y5r_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,798,r_precision_long,0.8333333333333334,eval-val,0,0,105,105,7175,≥1000,04_contacts
7y8h_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,803,r_precision,0.7469879518072289,eval-val,0,0,100,92,7160,≥1000,04_contacts
7y8h_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,818,r_precision_long,0.7346938775510204,eval-val,0,0,100,92,7160,≥1000,04_contacts
7y8i_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,823,r_precision,0.7228915662650602,eval-val,0,0,97,82,5975,≥1000,04_contacts
7y8i_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,838,r_precision_long,0.7021276595744681,eval-val,0,0,97,82,5975,≥1000,04_contacts
7yd4_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,843,r_precision,0.7605633802816901,eval-val,0,0,185,179,204,100–999,04_contacts
7yd4_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,858,r_precision_long,0.7524752475247525,eval-val,0,0,185,179,204,100–999,04_contacts
7yhr_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,863,r_precision,0.8536585365853658,eval-val,0,0,60,59,795,100–999,04_contacts
7yhr_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,878,r_precision_long,0.9130434782608696,eval-val,0,0,60,59,795,100–999,04_contacts
7ykm_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,883,r_precision,0.8,eval-val,0,0,105,81,6843,≥1000,04_contacts
7ykm_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,898,r_precision_long,0.7941176470588235,eval-val,0,0,105,81,6843,≥1000,04_contacts
7ylr_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,903,r_precision,0.8736263736263736,eval-val,0,0,330,326,13175,≥1000,04_contacts
7ylr_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,918,r_precision_long,0.8512396694214877,eval-val,0,0,330,326,13175,≥1000,04_contacts
7yug_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,923,r_precision,0.8191489361702128,eval-val,0,0,118,117,1016,≥1000,04_contacts
7yug_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,938,r_precision_long,0.76,eval-val,0,0,118,117,1016,≥1000,04_contacts
7yyg_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,943,r_precision,0.8642533936651584,eval-val,0,0,365,275,467,100–999,04_contacts
7yyg_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,958,r_precision_long,0.8428571428571429,eval-val,0,0,365,275,467,100–999,04_contacts
7z65_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,963,r_precision,0.88125,eval-val,0,0,283,283,976,100–999,04_contacts
7z65_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,978,r_precision_long,0.8687258687258688,eval-val,0,0,283,283,976,100–999,04_contacts
7znz_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,983,r_precision,0.8626609442060086,eval-val,0,0,761,761,14553,≥1000,04_contacts
7znz_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,998,r_precision_long,0.8577777777777778,eval-val,0,0,761,761,14553,≥1000,04_contacts
7zoi_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1003,r_precision,0.9090909090909092,eval-val,0,0,151,124,5108,≥1000,04_contacts
7zoi_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1018,r_precision_long,0.9230769230769232,eval-val,0,0,151,124,5108,≥1000,04_contacts
7zs2_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1023,r_precision,0.7892376681614349,eval-val,0,0,316,278,10786,≥1000,04_contacts
7zs2_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1038,r_precision_long,0.7553956834532374,eval-val,0,0,316,278,10786,≥1000,04_contacts
7zu3_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1043,r_precision,0.4891304347826087,eval-val,0,1,132,126,152,100–999,04_contacts
7zu3_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1058,r_precision_long,0.4262295081967213,eval-val,0,1,132,126,152,100–999,04_contacts
7zv1_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1063,r_precision,0.7657657657657657,eval-val,0,1,136,109,211,100–999,04_contacts
7zv1_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1078,r_precision_long,0.7297297297297297,eval-val,0,1,136,109,211,100–999,04_contacts
8adc_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1083,r_precision,0.4294117647058823,eval-val,0,0,215,207,37,10–99,04_contacts
8adc_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1098,r_precision_long,0.5047619047619047,eval-val,0,0,215,207,37,10–99,04_contacts
8add_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1103,r_precision,0.8380952380952381,eval-val,0,0,213,212,425,100–999,04_contacts
8add_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1118,r_precision_long,0.8333333333333334,eval-val,0,0,213,212,425,100–999,04_contacts
8ah9_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1123,r_precision,0.9166666666666666,eval-denovo,1,0,120,115,8,<10,04_contacts
8ah9_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1138,r_precision_long,0.8372093023255814,eval-denovo,1,0,120,115,8,<10,04_contacts
8ak2_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1143,r_precision,0.8694267515923567,eval-val,0,0,297,289,9228,≥1000,04_contacts
8ak2_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1158,r_precision_long,0.868995633187773,eval-val,0,0,297,289,9228,≥1000,04_contacts
8akh_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1163,r_precision,0.8722741433021807,eval-val,0,0,374,321,4818,≥1000,04_contacts
8akh_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1178,r_precision_long,0.868995633187773,eval-val,0,0,374,321,4818,≥1000,04_contacts
8amo_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1183,r_precision,0.8729281767955801,eval-val,0,0,399,385,10164,≥1000,04_contacts
8amo_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1198,r_precision_long,0.8648648648648649,eval-val,0,0,399,385,10164,≥1000,04_contacts
8an4_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1203,r_precision,0.813953488372093,eval-test,0,0,196,195,3434,≥1000,04_contacts
8an4_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1218,r_precision_long,0.7899159663865546,eval-test,0,0,196,195,3434,≥1000,04_contacts
8arl_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1223,r_precision,0.8461538461538461,eval-val,0,0,246,232,750,100–999,04_contacts
8arl_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1238,r_precision_long,0.8807339449541285,eval-val,0,0,246,232,750,100–999,04_contacts
8au6_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1243,r_precision,0.8154761904761905,eval-val,0,0,321,248,1629,≥1000,04_contacts
8au6_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1258,r_precision_long,0.7627118644067796,eval-val,0,0,321,248,1629,≥1000,04_contacts
8axj_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1263,r_precision,0.8741258741258742,eval-val,0,0,162,161,8861,≥1000,04_contacts
8axj_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1278,r_precision_long,0.8095238095238095,eval-val,0,0,162,161,8861,≥1000,04_contacts
8axs_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1283,r_precision,0.8781163434903048,eval-test,0,0,578,573,864,100–999,04_contacts
8axs_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1298,r_precision_long,0.8647450110864745,eval-test,0,0,578,573,864,100–999,04_contacts
8azb_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1303,r_precision,0.889267461669506,eval-val,0,0,521,501,10171,≥1000,04_contacts
8azb_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1318,r_precision_long,0.890818858560794,eval-val,0,0,521,501,10171,≥1000,04_contacts
8b2e_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1323,r_precision,0.9153846153846154,eval-val,0,0,143,141,8124,≥1000,04_contacts
8b2e_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1338,r_precision_long,0.9466666666666668,eval-val,0,0,143,141,8124,≥1000,04_contacts
8b2g_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1343,r_precision,0.8983050847457628,eval-val,0,0,74,74,9187,≥1000,04_contacts
8b2g_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1358,r_precision_long,0.8181818181818182,eval-val,0,0,74,74,9187,≥1000,04_contacts
8b2s_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1363,r_precision,0.8333333333333334,eval-val,0,0,245,240,11374,≥1000,04_contacts
8b2s_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1378,r_precision_long,0.8055555555555556,eval-val,0,0,245,240,11374,≥1000,04_contacts
8b4u_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1383,r_precision,0.8937728937728938,eval-val,0,0,277,269,7444,≥1000,04_contacts
8b4u_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1398,r_precision_long,0.8888888888888888,eval-val,0,0,277,269,7444,≥1000,04_contacts
8b5w_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1403,r_precision,0.8432432432432433,eval-val,0,0,459,346,1782,≥1000,04_contacts
8b5w_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1418,r_precision_long,0.851985559566787,eval-val,0,0,459,346,1782,≥1000,04_contacts
8b61_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1423,r_precision,0.8490566037735849,eval-val,0,0,238,197,666,100–999,04_contacts
8b61_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1438,r_precision_long,0.8604651162790697,eval-val,0,0,238,197,666,100–999,04_contacts
8b6a_A,af2,,experiments/exp325_evals_writeup_analysis/data/af2_contact_metrics.csv,1443,r_precision,0.917948717948718,eval-val,0,0,214,175,2190,≥1000,04_contacts
