figure,stem,eval_set,tier,available,reason
05_folding,8hw8_A,eval-test,≥1000,True,
05_folding,8hxs_A,eval-test,≥1000,True,
05_folding,8ii8_A,eval-test,<10,True,
05_folding,8ikx_A,eval-test,≥1000,True,
05_folding,8ini_A,eval-test,10–99,True,
05_folding,8iqc_A,eval-test,100–999,True,
05_folding,8irq_A,eval-test,≥1000,True,
05_folding,8iym_A,eval-test,≥1000,True,
05_folding,8j2n_A,eval-test,≥1000,True,
05_folding,8j2x_A,eval-test,≥1000,True,
05_folding,8jb3_A,eval-test,≥1000,True,
05_folding,7wr2_A,eval-test,100–999,True,
05_folding,8j8y_A,eval-test,10–99,True,
05_folding,8j9r_A,eval-test,≥1000,True,
05_folding,8jdg_A,eval-test,≥1000,True,
05_folding,8jh8_A,eval-test,≥1000,True,
05_folding,8jiy_A,eval-test,≥1000,True,
05_folding,8jmy_A,eval-test,≥1000,True,
05_folding,8jn0_A,eval-test,≥1000,True,
05_folding,8jup_A,eval-test,≥1000,True,
05_folding,8jv2_A,eval-test,≥1000,True,
05_folding,8jws_A,eval-test,≥1000,True,
05_folding,8cjd_A,eval-test,≥1000,True,
05_folding,8k2g_A,eval-test,≥1000,True,
05_folding,8k2k_A,eval-test,≥1000,True,
05_folding,8k2m_A,eval-test,≥1000,True,
05_folding,8k4m_A,eval-test,10–99,True,
05_folding,8k5j_A,eval-test,≥1000,True,
05_folding,8k7x_A,eval-test,≥1000,True,
05_folding,8kg4_A,eval-test,≥1000,True,
05_folding,8xrh_A,eval-test,100–999,True,
05_folding,8khv_A,eval-test,≥1000,True,
05_folding,8kih_A,eval-test,10–99,True,
05_folding,8ok3_A,eval-test,10–99,True,
05_folding,8oqh_A,eval-test,≥1000,True,
05_folding,8ork_A,eval-test,≥1000,True,
05_folding,8os2_A,eval-test,≥1000,True,
05_folding,8owf_A,eval-test,≥1000,True,
05_folding,8osz_A,eval-test,≥1000,True,
05_folding,8ou1_A,eval-test,≥1000,True,
05_folding,8ovq_A,eval-test,100–999,True,
05_folding,8ovu_A,eval-test,≥1000,True,
05_folding,8ow8_A,eval-test,100–999,True,
05_folding,8oxk_A,eval-test,<10,True,
05_folding,8oxl_A,eval-test,100–999,True,
05_folding,8p0e_A,eval-test,≥1000,True,
05_folding,8p2a_A,eval-test,≥1000,True,
05_folding,8p5p_A,eval-test,≥1000,True,
05_folding,8p5n_A,eval-test,≥1000,True,
05_folding,7wu8_A,eval-test,≥1000,True,
05_folding,8pak_A,eval-test,≥1000,True,
05_folding,8paq_A,eval-test,100–999,True,
05_folding,8pb5_A,eval-test,≥1000,True,
05_folding,8por_A,eval-test,≥1000,False,Excluded by verified-coordinate or matched-structure coverage; see structure_exclusions.csv and helico_folding_inputs.json
05_folding,8ptd_A,eval-test,≥1000,True,
05_folding,8pu2_A,eval-test,100–999,True,
05_folding,8pvs_A,eval-test,≥1000,True,
05_folding,8pw2_A,eval-test,10–99,True,
05_folding,8pxc_A,eval-test,≥1000,True,
05_folding,8pxu_A,eval-test,≥1000,True,
05_folding,8q1v_A,eval-test,≥1000,True,
05_folding,8qb1_A,eval-test,≥1000,True,
05_folding,8qd8_A,eval-test,≥1000,True,
05_folding,8qjp_A,eval-test,≥1000,True,
05_folding,8qlc_A,eval-test,≥1000,True,
05_folding,8qoh_A,eval-test,<10,True,
05_folding,8qpj_A,eval-test,100–999,True,
05_folding,8qq1_A,eval-test,≥1000,True,
05_folding,8qle_A,eval-test,≥1000,False,Excluded by verified-coordinate or matched-structure coverage; see structure_exclusions.csv and helico_folding_inputs.json
05_folding,8qx6_A,eval-test,≥1000,True,
05_folding,8r2c_A,eval-test,≥1000,True,
05_folding,8r5n_A,eval-test,≥1000,True,
05_folding,8ra0_A,eval-test,≥1000,False,Excluded by verified-coordinate or matched-structure coverage; see structure_exclusions.csv and helico_folding_inputs.json
05_folding,8rcw_A,eval-test,≥1000,True,
05_folding,8rdd_A,eval-test,100–999,True,
05_folding,8re3_A,eval-test,≥1000,True,
05_folding,8rom_A,eval-test,≥1000,True,
05_folding,8an4_A,eval-test,≥1000,True,
05_folding,8qnf_A,eval-test,≥1000,True,
05_folding,8s5b_A,eval-test,≥1000,True,
05_folding,8s9l_A,eval-test,≥1000,True,
05_folding,8sot_A,eval-test,≥1000,True,
05_folding,8spc_A,eval-test,≥1000,True,
05_folding,8suc_A,eval-test,≥1000,True,
05_folding,8sv7_A,eval-test,≥1000,True,
05_folding,8sx0_A,eval-test,10–99,True,
05_folding,8sxs_A,eval-test,≥1000,True,
05_folding,8gm7_A,eval-test,10–99,True,
05_folding,8t27_A,eval-test,≥1000,True,
05_folding,8t2j_A,eval-test,≥1000,True,
05_folding,8t41_A,eval-test,≥1000,True,
05_folding,8t4c_A,eval-test,≥1000,True,
05_folding,8t5t_A,eval-test,100–999,True,
05_folding,8t8k_A,eval-test,≥1000,True,
05_folding,8t93_A,eval-test,≥1000,True,
05_folding,8t9n_A,eval-test,≥1000,True,
05_folding,8te9_A,eval-test,≥1000,True,
05_folding,8tfo_A,eval-test,≥1000,True,
05_folding,8tfs_A,eval-test,≥1000,True,
05_folding,8hic_A,eval-test,≥1000,True,
05_folding,8ti5_A,eval-test,≥1000,True,
05_folding,8tjg_A,eval-test,≥1000,True,
05_folding,8tru_A,eval-test,≥1000,True,
05_folding,8tse_A,eval-test,≥1000,True,
05_folding,8tuk_A,eval-test,≥1000,True,
05_folding,8tw1_A,eval-test,≥1000,True,
05_folding,8tyh_A,eval-test,≥1000,True,
05_folding,8u0i_A,eval-test,≥1000,False,Excluded by verified-coordinate or matched-structure coverage; see structure_exclusions.csv and helico_folding_inputs.json
05_folding,8u0x_A,eval-test,10–99,True,
05_folding,8u2f_A,eval-test,100–999,True,
05_folding,8ubs_A,eval-test,≥1000,True,
05_folding,8uds_A,eval-test,≥1000,True,
05_folding,8tls_A,eval-test,≥1000,True,
05_folding,8ujw_A,eval-test,≥1000,True,
05_folding,8uk7_A,eval-test,100–999,True,
05_folding,8upi_A,eval-test,≥1000,True,
05_folding,8ux2_A,eval-test,<10,True,
05_folding,8v3m_A,eval-test,≥1000,True,
05_folding,8v6t_A,eval-test,≥1000,True,
05_folding,8vcw_A,eval-test,≥1000,True,
05_folding,8vh7_A,eval-test,≥1000,True,
05_folding,8vpo_A,eval-test,100–999,True,
05_folding,8vqk_A,eval-test,≥1000,True,
05_folding,8w6v_A,eval-test,≥1000,True,
05_folding,8w7p_A,eval-test,100–999,True,
05_folding,8wac_A,eval-test,10–99,True,
05_folding,8wae_A,eval-test,100–999,True,
05_folding,8wc1_A,eval-test,100–999,True,
05_folding,8wcf_A,eval-test,≥1000,True,
05_folding,8whj_A,eval-test,≥1000,True,
05_folding,8whn_A,eval-test,100–999,True,
05_folding,8wik_A,eval-test,≥1000,True,
05_folding,8wj5_A,eval-test,10–99,True,
05_folding,8kbl_A,eval-test,≥1000,True,
05_folding,8wnj_A,eval-test,≥1000,True,
05_folding,8wrx_A,eval-test,<10,True,
05_folding,8wt3_A,eval-test,≥1000,True,
05_folding,8wim_A,eval-test,100–999,True,
05_folding,8x7c_A,eval-test,≥1000,True,
05_folding,8xf9_A,eval-test,≥1000,True,
05_folding,8xif_A,eval-test,100–999,True,
05_folding,8xjg_A,eval-test,≥1000,True,
05_folding,8xpk_A,eval-test,≥1000,True,
05_folding,8y9p_A,eval-test,≥1000,True,
05_folding,8ye0_A,eval-test,100–999,True,
05_folding,8wqn_A,eval-test,10–99,True,
05_folding,8yxk_A,eval-test,≥1000,True,
05_folding,8z4q_A,eval-test,≥1000,True,
05_folding,8hel_A,eval-test,10–99,True,
05_folding,8zqf_A,eval-test,100–999,True,
05_folding,9aue_A,eval-test,≥1000,True,
05_folding,9azz_A,eval-test,≥1000,True,
05_folding,9b1u_A,eval-test,≥1000,True,
05_folding,9b8e_A,eval-test,10–99,False,Excluded by verified-coordinate or matched-structure coverage; see structure_exclusions.csv and helico_folding_inputs.json
05_folding,9bks_A,eval-test,≥1000,True,
05_folding,9bjx_A,eval-test,≥1000,True,
05_folding,9cfj_A,eval-test,≥1000,True,
05_folding,9crn_A,eval-test,≥1000,True,
05_folding,9d91_A,eval-test,≥1000,True,
05_folding,9etn_A,eval-test,≥1000,True,
05_folding,9evq_A,eval-test,100–999,True,
05_folding,9fce_A,eval-test,≥1000,True,
05_folding,9fgp_A,eval-test,≥1000,True,
05_folding,9f9u_A,eval-test,100–999,True,
05_folding,9fow_A,eval-test,100–999,True,
05_folding,9fym_A,eval-test,≥1000,True,
05_folding,9gso_A,eval-test,10–99,True,
05_folding,9ijc_A,eval-test,≥1000,True,
05_folding,9iuh_A,eval-test,≥1000,True,
05_folding,9j0v_A,eval-test,≥1000,True,
05_folding,9jq9_A,eval-test,≥1000,True,
05_folding,7pv5_A,eval-val,≥1000,False,Excluded by verified-coordinate or matched-structure coverage; see structure_exclusions.csv and helico_folding_inputs.json
05_folding,7qp5_A,eval-val,100–999,True,
05_folding,7qsj_A,eval-val,≥1000,True,
05_folding,7t9r_A,eval-val,100–999,False,Excluded by verified-coordinate or matched-structure coverage; see structure_exclusions.csv and helico_folding_inputs.json
05_folding,7tlh_A,eval-val,≥1000,True,
05_folding,7tjb_A,eval-val,≥1000,True,
05_folding,7uba_A,eval-val,100–999,True,
05_folding,7uk8_A,eval-val,≥1000,True,
05_folding,7ur2_A,eval-val,≥1000,True,
05_folding,7urp_A,eval-val,100–999,True,
05_folding,7uvg_A,eval-val,100–999,True,
05_folding,7uww_A,eval-val,≥1000,True,
05_folding,7v3o_A,eval-val,≥1000,True,
05_folding,7w15_A,eval-val,≥1000,True,
05_folding,7y3h_A,eval-val,≥1000,True,
05_folding,7wz5_A,eval-val,100–999,True,
05_folding,7wzm_A,eval-val,≥1000,True,
05_folding,7x4p_A,eval-val,≥1000,True,
05_folding,7x3h_A,eval-val,100–999,True,
05_folding,7x8l_A,eval-val,≥1000,True,
05_folding,7xcd_A,eval-val,10–99,True,
05_folding,7xg9_A,eval-val,≥1000,True,
05_folding,7xi5_A,eval-val,≥1000,True,
05_folding,7xp9_A,eval-val,10–99,True,
05_folding,8ycm_A,eval-val,≥1000,True,
05_folding,7xq4_A,eval-val,≥1000,True,
05_folding,7xrx_A,eval-val,≥1000,True,
05_folding,7xjr_A,eval-val,≥1000,True,
05_folding,7xyr_A,eval-val,≥1000,True,
05_folding,7xz3_A,eval-val,≥1000,True,
05_folding,7y4h_A,eval-val,≥1000,True,
05_folding,7y54_A,eval-val,≥1000,True,
05_folding,7y5m_A,eval-val,100–999,True,
05_folding,7y5r_A,eval-val,≥1000,True,
05_folding,7y8h_A,eval-val,≥1000,True,
05_folding,7y8i_A,eval-val,≥1000,True,
05_folding,7y5j_A,eval-val,≥1000,True,
05_folding,7yd4_A,eval-val,100–999,True,
05_folding,7yhr_A,eval-val,100–999,True,
05_folding,7ykm_A,eval-val,≥1000,True,
05_folding,7ylr_A,eval-val,≥1000,True,
05_folding,8gmy_A,eval-val,≥1000,True,
05_folding,7yug_A,eval-val,≥1000,True,
05_folding,7yyg_A,eval-val,100–999,True,
05_folding,7z65_A,eval-val,100–999,True,
05_folding,7znz_A,eval-val,≥1000,True,
05_folding,7zoi_A,eval-val,≥1000,True,
05_folding,7zs2_A,eval-val,≥1000,True,
05_folding,7zu3_A,eval-val,100–999,True,
05_folding,7zv1_A,eval-val,100–999,True,
05_folding,8adc_A,eval-val,10–99,True,
05_folding,8add_A,eval-val,100–999,True,
05_folding,8akh_A,eval-val,≥1000,True,
05_folding,8ak2_A,eval-val,≥1000,True,
05_folding,8arl_A,eval-val,100–999,True,
05_folding,8q8i_A,eval-val,≥1000,True,
05_folding,8au6_A,eval-val,≥1000,True,
05_folding,8axj_A,eval-val,≥1000,True,
05_folding,8azb_A,eval-val,≥1000,True,
05_folding,8b2e_A,eval-val,≥1000,True,
05_folding,8b2g_A,eval-val,≥1000,True,
05_folding,8b2s_A,eval-val,≥1000,True,
05_folding,8b4u_A,eval-val,≥1000,True,
05_folding,8b5w_A,eval-val,≥1000,True,
05_folding,8b61_A,eval-val,100–999,True,
05_folding,8b6a_A,eval-val,≥1000,True,
05_folding,8b6e_A,eval-val,≥1000,True,
05_folding,8baq_A,eval-val,≥1000,True,
05_folding,8bau_A,eval-val,≥1000,True,
05_folding,8bfy_A,eval-val,≥1000,True,
05_folding,8bgb_A,eval-val,≥1000,True,
05_folding,8bke_A,eval-val,≥1000,True,
05_folding,8bsb_A,eval-val,100–999,True,
05_folding,8bux_A,eval-val,100–999,True,
05_folding,8c4d_A,eval-val,≥1000,True,
05_folding,7xlz_A,eval-val,≥1000,True,
05_folding,8c4y_A,eval-val,≥1000,True,
05_folding,8cba_A,eval-val,100–999,True,
05_folding,8ci9_A,eval-val,≥1000,True,
05_folding,8cih_A,eval-val,100–999,True,
05_folding,8amo_A,eval-val,≥1000,True,
05_folding,8cpk_A,eval-val,≥1000,True,
05_folding,8cpn_A,eval-val,100–999,True,
05_folding,8d2z_A,eval-val,≥1000,True,
05_folding,8daj_A,eval-val,≥1000,True,
05_folding,8dez_A,eval-val,100–999,True,
05_folding,8dge_A,eval-val,≥1000,True,
05_folding,8dhj_A,eval-val,≥1000,True,
05_folding,8dmu_A,eval-val,≥1000,True,
05_folding,8dp9_A,eval-val,≥1000,True,
05_folding,8dqd_A,eval-val,≥1000,True,
05_folding,8dx0_A,eval-val,≥1000,True,
05_folding,8e0r_A,eval-val,≥1000,True,
05_folding,8e5h_A,eval-val,≥1000,True,
05_folding,8eb9_A,eval-val,10–99,True,
05_folding,8ec3_A,eval-val,10–99,True,
05_folding,8eo5_A,eval-val,≥1000,True,
06_sampling,5sbj_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,7ur7_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8ah9_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8eov_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8fjf_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8gac_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8ju8_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8k7o_A,eval-denovo,10–99,False,Sampling diagnostic covers natural proteins only
06_sampling,8k7z_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8k83_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8k84_A,eval-denovo,100–999,False,Sampling diagnostic covers natural proteins only
06_sampling,8kcj_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8ka7_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8kac_A,eval-denovo,100–999,False,Sampling diagnostic covers natural proteins only
06_sampling,8oys_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8oyy_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8qkd_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8qup_A,eval-denovo,100–999,False,Sampling diagnostic covers natural proteins only
06_sampling,8vc8_A,eval-denovo,<10,False,Sampling diagnostic covers natural proteins only
06_sampling,8es6_A,eval-test,≥1000,True,
06_sampling,8ev4_A,eval-test,≥1000,True,
06_sampling,8ew1_A,eval-test,≥1000,True,
06_sampling,8ew9_A,eval-test,100–999,True,
06_sampling,8ey3_A,eval-test,≥1000,True,
06_sampling,8ez6_A,eval-test,≥1000,True,
06_sampling,8ezw_A,eval-test,≥1000,True,
06_sampling,8f8n_A,eval-test,100–999,True,
06_sampling,8f9o_A,eval-test,≥1000,True,
06_sampling,8fbc_A,eval-test,≥1000,True,
06_sampling,8jjq_A,eval-test,≥1000,True,
06_sampling,8fib_A,eval-test,≥1000,True,
06_sampling,8fr5_A,eval-test,100–999,True,
06_sampling,8fty_A,eval-test,≥1000,True,
06_sampling,8h2f_A,eval-test,≥1000,True,
06_sampling,8fz8_A,eval-test,≥1000,True,
06_sampling,8fz9_A,eval-test,≥1000,True,
06_sampling,8g0n_A,eval-test,≥1000,True,
06_sampling,8g1l_A,eval-test,100–999,True,
06_sampling,8g1y_A,eval-test,≥1000,True,
06_sampling,8g32_A,eval-test,≥1000,True,
06_sampling,8g52_A,eval-test,≥1000,True,
06_sampling,8g53_A,eval-test,100–999,True,
06_sampling,8g5u_A,eval-test,≥1000,True,
06_sampling,8g64_A,eval-test,≥1000,True,
06_sampling,8gbe_A,eval-test,100–999,True,
06_sampling,8gdl_A,eval-test,100–999,True,
06_sampling,8gj9_A,eval-test,100–999,True,
06_sampling,8gjw_A,eval-test,100–999,True,
06_sampling,8gjy_A,eval-test,≥1000,True,
06_sampling,8gkd_A,eval-test,100–999,True,
06_sampling,8gok_A,eval-test,10–99,True,
06_sampling,8gr7_A,eval-test,≥1000,True,
06_sampling,8gsy_A,eval-test,100–999,True,
06_sampling,8gqq_A,eval-test,≥1000,True,
06_sampling,8gtz_A,eval-test,≥1000,True,
06_sampling,8q79_A,eval-test,100–999,True,
06_sampling,8h02_A,eval-test,≥1000,True,
06_sampling,8h5s_A,eval-test,≥1000,True,
06_sampling,8hbt_A,eval-test,≥1000,True,
06_sampling,8hd2_A,eval-test,100–999,True,
06_sampling,8he1_A,eval-test,≥1000,True,
06_sampling,8axs_A,eval-test,100–999,True,
06_sampling,8hnq_A,eval-test,≥1000,True,
06_sampling,8hvd_A,eval-test,≥1000,True,
06_sampling,7xhz_A,eval-test,≥1000,True,
06_sampling,8hw8_A,eval-test,≥1000,True,
06_sampling,8hxs_A,eval-test,≥1000,True,
06_sampling,8ii8_A,eval-test,<10,True,
06_sampling,8ikx_A,eval-test,≥1000,True,
06_sampling,8ini_A,eval-test,10–99,True,
06_sampling,8iqc_A,eval-test,100–999,True,
06_sampling,8irq_A,eval-test,≥1000,True,
06_sampling,8iym_A,eval-test,≥1000,True,
06_sampling,8j2n_A,eval-test,≥1000,True,
06_sampling,8j2x_A,eval-test,≥1000,True,
06_sampling,8jb3_A,eval-test,≥1000,True,
06_sampling,7wr2_A,eval-test,100–999,True,
06_sampling,8j8y_A,eval-test,10–99,True,
06_sampling,8j9r_A,eval-test,≥1000,True,
06_sampling,8jdg_A,eval-test,≥1000,True,
06_sampling,8jh8_A,eval-test,≥1000,True,
06_sampling,8jiy_A,eval-test,≥1000,True,
06_sampling,8jmy_A,eval-test,≥1000,True,
06_sampling,8jn0_A,eval-test,≥1000,True,
06_sampling,8jup_A,eval-test,≥1000,True,
06_sampling,8jv2_A,eval-test,≥1000,True,
06_sampling,8jws_A,eval-test,≥1000,True,
06_sampling,8cjd_A,eval-test,≥1000,True,
06_sampling,8k2g_A,eval-test,≥1000,True,
06_sampling,8k2k_A,eval-test,≥1000,True,
06_sampling,8k2m_A,eval-test,≥1000,True,
06_sampling,8k4m_A,eval-test,10–99,True,
06_sampling,8k5j_A,eval-test,≥1000,True,
06_sampling,8k7x_A,eval-test,≥1000,True,
06_sampling,8kg4_A,eval-test,≥1000,True,
06_sampling,8xrh_A,eval-test,100–999,True,
06_sampling,8khv_A,eval-test,≥1000,True,
06_sampling,8kih_A,eval-test,10–99,True,
06_sampling,8ok3_A,eval-test,10–99,True,
06_sampling,8oqh_A,eval-test,≥1000,True,
06_sampling,8ork_A,eval-test,≥1000,True,
06_sampling,8os2_A,eval-test,≥1000,True,
06_sampling,8owf_A,eval-test,≥1000,True,
06_sampling,8osz_A,eval-test,≥1000,True,
06_sampling,8ou1_A,eval-test,≥1000,True,
06_sampling,8ovq_A,eval-test,100–999,True,
06_sampling,8ovu_A,eval-test,≥1000,True,
06_sampling,8ow8_A,eval-test,100–999,True,
06_sampling,8oxk_A,eval-test,<10,True,
06_sampling,8oxl_A,eval-test,100–999,True,
06_sampling,8p0e_A,eval-test,≥1000,True,
06_sampling,8p2a_A,eval-test,≥1000,True,
06_sampling,8p5p_A,eval-test,≥1000,True,
06_sampling,8p5n_A,eval-test,≥1000,True,
06_sampling,7wu8_A,eval-test,≥1000,True,
06_sampling,8pak_A,eval-test,≥1000,True,
06_sampling,8paq_A,eval-test,100–999,True,
06_sampling,8pb5_A,eval-test,≥1000,True,
06_sampling,8por_A,eval-test,≥1000,True,
06_sampling,8ptd_A,eval-test,≥1000,True,
06_sampling,8pu2_A,eval-test,100–999,True,
06_sampling,8pvs_A,eval-test,≥1000,True,
06_sampling,8pw2_A,eval-test,10–99,True,
06_sampling,8pxc_A,eval-test,≥1000,True,
06_sampling,8pxu_A,eval-test,≥1000,True,
06_sampling,8q1v_A,eval-test,≥1000,True,
06_sampling,8qb1_A,eval-test,≥1000,True,
06_sampling,8qd8_A,eval-test,≥1000,True,
06_sampling,8qjp_A,eval-test,≥1000,True,
06_sampling,8qlc_A,eval-test,≥1000,True,
06_sampling,8qoh_A,eval-test,<10,True,
06_sampling,8qpj_A,eval-test,100–999,True,
06_sampling,8qq1_A,eval-test,≥1000,True,
06_sampling,8qle_A,eval-test,≥1000,True,
06_sampling,8qx6_A,eval-test,≥1000,True,
06_sampling,8r2c_A,eval-test,≥1000,True,
06_sampling,8r5n_A,eval-test,≥1000,True,
06_sampling,8ra0_A,eval-test,≥1000,True,
06_sampling,8rcw_A,eval-test,≥1000,True,
06_sampling,8rdd_A,eval-test,100–999,True,
06_sampling,8re3_A,eval-test,≥1000,True,
06_sampling,8rom_A,eval-test,≥1000,True,
06_sampling,8an4_A,eval-test,≥1000,True,
06_sampling,8qnf_A,eval-test,≥1000,True,
06_sampling,8s5b_A,eval-test,≥1000,True,
06_sampling,8s9l_A,eval-test,≥1000,True,
06_sampling,8sot_A,eval-test,≥1000,True,
06_sampling,8spc_A,eval-test,≥1000,True,
06_sampling,8suc_A,eval-test,≥1000,True,
06_sampling,8sv7_A,eval-test,≥1000,True,
06_sampling,8sx0_A,eval-test,10–99,True,
06_sampling,8sxs_A,eval-test,≥1000,True,
06_sampling,8gm7_A,eval-test,10–99,True,
06_sampling,8t27_A,eval-test,≥1000,True,
06_sampling,8t2j_A,eval-test,≥1000,True,
06_sampling,8t41_A,eval-test,≥1000,True,
06_sampling,8t4c_A,eval-test,≥1000,True,
06_sampling,8t5t_A,eval-test,100–999,True,
06_sampling,8t8k_A,eval-test,≥1000,True,
06_sampling,8t93_A,eval-test,≥1000,True,
06_sampling,8t9n_A,eval-test,≥1000,True,
06_sampling,8te9_A,eval-test,≥1000,True,
06_sampling,8tfo_A,eval-test,≥1000,True,
06_sampling,8tfs_A,eval-test,≥1000,True,
06_sampling,8hic_A,eval-test,≥1000,True,
06_sampling,8ti5_A,eval-test,≥1000,True,
06_sampling,8tjg_A,eval-test,≥1000,True,
06_sampling,8tru_A,eval-test,≥1000,True,
06_sampling,8tse_A,eval-test,≥1000,True,
06_sampling,8tuk_A,eval-test,≥1000,True,
06_sampling,8tw1_A,eval-test,≥1000,True,
06_sampling,8tyh_A,eval-test,≥1000,True,
06_sampling,8u0i_A,eval-test,≥1000,True,
06_sampling,8u0x_A,eval-test,10–99,True,
06_sampling,8u2f_A,eval-test,100–999,True,
06_sampling,8ubs_A,eval-test,≥1000,True,
06_sampling,8uds_A,eval-test,≥1000,True,
06_sampling,8tls_A,eval-test,≥1000,True,
06_sampling,8ujw_A,eval-test,≥1000,True,
06_sampling,8uk7_A,eval-test,100–999,True,
06_sampling,8upi_A,eval-test,≥1000,True,
06_sampling,8ux2_A,eval-test,<10,True,
06_sampling,8v3m_A,eval-test,≥1000,True,
06_sampling,8v6t_A,eval-test,≥1000,True,
06_sampling,8vcw_A,eval-test,≥1000,True,
06_sampling,8vh7_A,eval-test,≥1000,True,
06_sampling,8vpo_A,eval-test,100–999,True,
06_sampling,8vqk_A,eval-test,≥1000,True,
06_sampling,8w6v_A,eval-test,≥1000,True,
06_sampling,8w7p_A,eval-test,100–999,True,
06_sampling,8wac_A,eval-test,10–99,True,
06_sampling,8wae_A,eval-test,100–999,True,
06_sampling,8wc1_A,eval-test,100–999,True,
06_sampling,8wcf_A,eval-test,≥1000,True,
06_sampling,8whj_A,eval-test,≥1000,True,
06_sampling,8whn_A,eval-test,100–999,True,
06_sampling,8wik_A,eval-test,≥1000,True,
06_sampling,8wj5_A,eval-test,10–99,True,
06_sampling,8kbl_A,eval-test,≥1000,True,
06_sampling,8wnj_A,eval-test,≥1000,True,
06_sampling,8wrx_A,eval-test,<10,True,
06_sampling,8wt3_A,eval-test,≥1000,True,
06_sampling,8wim_A,eval-test,100–999,True,
06_sampling,8x7c_A,eval-test,≥1000,True,
06_sampling,8xf9_A,eval-test,≥1000,True,
06_sampling,8xif_A,eval-test,100–999,True,
06_sampling,8xjg_A,eval-test,≥1000,True,
06_sampling,8xpk_A,eval-test,≥1000,True,
06_sampling,8y9p_A,eval-test,≥1000,True,
06_sampling,8ye0_A,eval-test,100–999,True,
06_sampling,8wqn_A,eval-test,10–99,True,
06_sampling,8yxk_A,eval-test,≥1000,True,
06_sampling,8z4q_A,eval-test,≥1000,True,
06_sampling,8hel_A,eval-test,10–99,True,
06_sampling,8zqf_A,eval-test,100–999,True,
06_sampling,9aue_A,eval-test,≥1000,True,
06_sampling,9azz_A,eval-test,≥1000,True,
06_sampling,9b1u_A,eval-test,≥1000,True,
06_sampling,9b8e_A,eval-test,10–99,True,
06_sampling,9bks_A,eval-test,≥1000,True,
06_sampling,9bjx_A,eval-test,≥1000,True,
06_sampling,9cfj_A,eval-test,≥1000,True,
06_sampling,9crn_A,eval-test,≥1000,True,
06_sampling,9d91_A,eval-test,≥1000,True,
06_sampling,9etn_A,eval-test,≥1000,True,
06_sampling,9evq_A,eval-test,100–999,True,
06_sampling,9fce_A,eval-test,≥1000,True,
06_sampling,9fgp_A,eval-test,≥1000,True,
06_sampling,9f9u_A,eval-test,100–999,True,
06_sampling,9fow_A,eval-test,100–999,True,
06_sampling,9fym_A,eval-test,≥1000,True,
06_sampling,9gso_A,eval-test,10–99,True,
06_sampling,9ijc_A,eval-test,≥1000,True,
06_sampling,9iuh_A,eval-test,≥1000,True,
06_sampling,9j0v_A,eval-test,≥1000,True,
06_sampling,9jq9_A,eval-test,≥1000,True,
06_sampling,7pv5_A,eval-val,≥1000,True,
06_sampling,7qp5_A,eval-val,100–999,True,
06_sampling,7qsj_A,eval-val,≥1000,True,
06_sampling,7t9r_A,eval-val,100–999,True,
06_sampling,7tlh_A,eval-val,≥1000,True,
06_sampling,7tjb_A,eval-val,≥1000,True,
06_sampling,7uba_A,eval-val,100–999,True,
06_sampling,7uk8_A,eval-val,≥1000,True,
06_sampling,7ur2_A,eval-val,≥1000,True,
06_sampling,7urp_A,eval-val,100–999,True,
06_sampling,7uvg_A,eval-val,100–999,True,
06_sampling,7uww_A,eval-val,≥1000,True,
06_sampling,7v3o_A,eval-val,≥1000,True,
06_sampling,7w15_A,eval-val,≥1000,True,
06_sampling,7y3h_A,eval-val,≥1000,True,
06_sampling,7wz5_A,eval-val,100–999,True,
06_sampling,7wzm_A,eval-val,≥1000,True,
06_sampling,7x4p_A,eval-val,≥1000,True,
06_sampling,7x3h_A,eval-val,100–999,True,
06_sampling,7x8l_A,eval-val,≥1000,True,
06_sampling,7xcd_A,eval-val,10–99,True,
06_sampling,7xg9_A,eval-val,≥1000,True,
06_sampling,7xi5_A,eval-val,≥1000,True,
06_sampling,7xp9_A,eval-val,10–99,True,
06_sampling,8ycm_A,eval-val,≥1000,True,
06_sampling,7xq4_A,eval-val,≥1000,True,
06_sampling,7xrx_A,eval-val,≥1000,True,
06_sampling,7xjr_A,eval-val,≥1000,True,
06_sampling,7xyr_A,eval-val,≥1000,True,
06_sampling,7xz3_A,eval-val,≥1000,True,
06_sampling,7y4h_A,eval-val,≥1000,True,
