source,stem,pdb_id,chain,length,resolution,deposit_date,category,novelty_axis,local_path
denovo_pdb,9dbv_A,9dbv,A,107,1.80,2024-08-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9dbv.cif
denovo_pdb,9dbw_A,9dbw,A,107,2.10,2024-08-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9dbw.cif
denovo_pdb,9dcx_A,9dcx,A,257,1.80,2024-08-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9dcx.cif
denovo_pdb,9dd2_A,9dd2,A,258,1.72,2024-08-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9dd2.cif
denovo_pdb,9de4_A,9de4,A,106,2.00,2024-08-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9de4.cif
denovo_pdb,9dea_A,9dea,A,79,2.87,2024-08-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9dea.cif
denovo_pdb,9ded_A,9ded,A,114,1.77,2024-08-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9ded.cif
denovo_pdb,9dw2_A,9dw2,A,126,1.30,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9dw2.cif
denovo_pdb,9fw5_A,9fw5,A,197,2.90,2024-06-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9fw5.cif
denovo_pdb,9fw7_A,9fw7,A,199,2.00,2024-06-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9fw7.cif
denovo_pdb,9fwa_A,9fwa,A,202,1.73,2024-06-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9fwa.cif
denovo_pdb,9gvf_A,9gvf,A,211,1.60,2024-09-24,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9gvf.cif
denovo_pdb,9h10_A,9h10,A,208,2.05,2024-10-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9h10.cif
denovo_pdb,9h3c_A,9h3c,A,212,2.90,2024-10-16,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9h3c.cif
denovo_pdb,9h4c_A,9h4c,A,106,1.98,2024-10-18,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9h4c.cif
denovo_pdb,9hag_A,9hag,A,112,1.86,2024-11-03,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9hag.cif
denovo_pdb,9hnh_A,9hnh,A,151,2.83,2024-12-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9hnh.cif
denovo_pdb,9jl8_A,9jl8,A,166,1.32,2024-09-18,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9jl8.cif
denovo_pdb,9jl9_A,9jl9,A,165,1.34,2024-09-18,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9jl9.cif
denovo_pdb,9jla_A,9jla,A,166,1.53,2024-09-18,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9jla.cif
denovo_pdb,9jwo_A,9jwo,A,280,1.80,2024-10-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9jwo.cif
denovo_pdb,9jwq_A,9jwq,A,286,1.90,2024-10-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9jwq.cif
denovo_pdb,9jwt_A,9jwt,A,292,1.60,2024-10-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9jwt.cif
denovo_pdb,9kgz_A,9kgz,A,125,1.80,2024-11-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9kgz.cif
denovo_pdb,9lm8_A,9lm8,A,381,2.45,2025-01-18,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9lm8.cif
denovo_pdb,9lni_A,9lni,A,212,1.61,2025-01-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9lni.cif
denovo_pdb,9lns_A,9lns,A,64,1.50,2025-01-22,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9lns.cif
denovo_pdb,9mrb_A,9mrb,A,141,2.00,2025-01-07,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9mrb.cif
denovo_pdb,9mxx_A,9mxx,A,149,2.40,2025-01-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9mxx.cif
denovo_pdb,9n0j_A,9n0j,A,126,1.54,2025-01-24,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9n0j.cif
denovo_pdb,9qdp_A,9qdp,A,206,1.17,2025-03-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9qdp.cif
denovo_pdb,9qrf_A,9qrf,A,202,1.45,2025-04-03,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9qrf.cif
denovo_pdb,9quc_A,9quc,A,171,1.60,2025-04-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9quc.cif
denovo_pdb,9qud_A,9qud,A,170,1.95,2025-04-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9qud.cif
denovo_pdb,9qui_A,9qui,A,170,2.10,2025-04-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9qui.cif
denovo_pdb,9qul_A,9qul,A,169,1.90,2025-04-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9qul.cif
denovo_pdb,9quo_A,9quo,A,170,1.95,2025-04-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9quo.cif
denovo_pdb,9r00_A,9r00,A,129,2.00,2025-04-24,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9r00.cif
denovo_pdb,9r0z_A,9r0z,A,100,2.00,2025-04-24,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9r0z.cif
denovo_pdb,9r17_A,9r17,A,105,1.50,2025-04-25,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9r17.cif
denovo_pdb,9r1j_A,9r1j,A,132,1.70,2025-04-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9r1j.cif
denovo_pdb,9r1k_A,9r1k,A,126,2.20,2025-04-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9r1k.cif
denovo_pdb,9r1l_A,9r1l,A,133,1.85,2025-04-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9r1l.cif
denovo_pdb,9r1m_A,9r1m,A,129,2.40,2025-04-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9r1m.cif
denovo_pdb,9r1n_A,9r1n,A,132,2.40,2025-04-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9r1n.cif
denovo_pdb,9r2k_A,9r2k,A,177,1.96,2025-04-30,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9r2k.cif
denovo_pdb,9r7f_A,9r7f,A,202,1.93,2025-05-14,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9r7f.cif
denovo_pdb,9raa_A,9raa,A,208,2.10,2025-05-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9raa.cif
denovo_pdb,9raq_A,9raq,A,208,2.10,2025-05-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9raq.cif
denovo_pdb,9rar_A,9rar,A,208,1.75,2025-05-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9rar.cif
denovo_pdb,9rb0_A,9rb0,A,208,2.21,2025-05-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9rb0.cif
denovo_pdb,9rbe_A,9rbe,A,208,2.10,2025-05-22,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9rbe.cif
denovo_pdb,9szu_A,9szu,A,322,2.10,2025-10-15,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9szu.cif
denovo_pdb,9tas_A,9tas,A,126,1.15,2025-11-18,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9tas.cif
denovo_pdb,9tau_A,9tau,A,120,1.40,2025-11-18,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9tau.cif
denovo_pdb,9ugr_A,9ugr,A,181,2.30,2025-04-13,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9ugr.cif
denovo_pdb,9v3a_A,9v3a,A,120,2.00,2025-05-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9v3a.cif
denovo_pdb,9v4l_A,9v4l,A,68,1.30,2025-05-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9v4l.cif
denovo_pdb,9vp8_A,9vp8,A,129,1.92,2025-07-02,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9vp8.cif
denovo_pdb,9vvn_A,9vvn,A,167,1.60,2025-07-16,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9vvn.cif
denovo_pdb,9x1w_A,9x1w,A,88,1.46,2025-10-03,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9x1w.cif
denovo_pdb,9x1x_A,9x1x,A,90,1.80,2025-10-03,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9x1x.cif
denovo_pdb,9xzo_A,9xzo,A,120,1.30,2025-08-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9xzo.cif
denovo_pdb,3og3_A,3og3,A,242,2.08,2010-08-16,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3og3.cif
denovo_pdb,4ess_A,4ess,A,158,2.00,2012-04-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4ess.cif
denovo_pdb,4gvw_A,4gvw,A,192,2.11,2012-08-31,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4gvw.cif
denovo_pdb,4z08_A,4z08,A,253,1.80,2015-03-25,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4z08.cif
denovo_pdb,5d2t_A,5d2t,A,251,1.87,2015-08-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5d2t.cif
denovo_pdb,5d2v_A,5d2v,A,251,2.02,2015-08-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5d2v.cif
denovo_pdb,5d2w_A,5d2w,A,250,1.66,2015-08-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5d2w.cif
denovo_pdb,5d2x_A,5d2x,A,250,1.76,2015-08-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5d2x.cif
denovo_pdb,5d2y_A,5d2y,A,250,1.98,2015-08-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5d2y.cif
denovo_pdb,5d30_A,5d30,A,250,1.69,2015-08-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5d30.cif
denovo_pdb,5od1_A,5od1,A,94,1.34,2017-07-04,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/5od1.cif
denovo_pdb,2af5_A,2af5,A,292,2.50,2005-07-25,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/2af5.cif
denovo_pdb,3qa9_A,3qa9,A,142,1.90,2011-01-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3qa9.cif
denovo_pdb,4ndj_A,4ndj,A,280,1.85,2013-10-26,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4ndj.cif
denovo_pdb,3v1a_A,3v1a,A,48,0.98,2011-12-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/3v1a.cif
denovo_pdb,4pjr_A,4pjr,A,175,2.00,2014-05-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4pjr.cif
denovo_pdb,4pjs_A,4pjs,A,175,2.60,2014-05-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/4pjs.cif
