source,stem,n_residues,best_target_rep,best_target_split,best_alntmscore,best_qtmscore,best_train_target_rep,best_train_alntmscore,best_train_qtmscore,best_train_fident,tm_field,n_hits_tm_ge_fold,n_train_hits_tm_ge_fold,verdict,fold_tm,redundant_tm,foldseek_version,db_snapshot_tag
de novo (PDB),7hjp,126,A0A6C2U1Z4,train,0.9124,0.9057,A0A6C2U1Z4,0.9124,0.9057,0.095,qtmscore,264,260,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjq,126,A0A419W752,train,0.9106,0.9039,A0A419W752,0.9106,0.9039,0.07,qtmscore,250,247,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjr,126,A0A419W752,train,0.9101,0.9034,A0A419W752,0.9101,0.9034,0.07,qtmscore,247,244,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjs,126,A0A6C2U1Z4,train,0.9164,0.9097,A0A6C2U1Z4,0.9164,0.9097,0.095,qtmscore,253,250,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjt,126,A0A6C2U1Z4,train,0.9112,0.9046,A0A6C2U1Z4,0.9112,0.9046,0.095,qtmscore,261,257,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hju,126,A0A419W752,train,0.9099,0.9033,A0A419W752,0.9099,0.9033,0.07,qtmscore,230,228,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjv,126,A0A6C2U1Z4,train,0.9093,0.9027,A0A6C2U1Z4,0.9093,0.9027,0.095,qtmscore,246,244,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjw,126,A0A419W752,train,0.9098,0.9032,A0A419W752,0.9098,0.9032,0.07,qtmscore,250,247,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjx,126,A0A6C2U1Z4,train,0.9087,0.9021,A0A6C2U1Z4,0.9087,0.9021,0.095,qtmscore,253,250,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjy,126,A0A419W752,train,0.9139,0.9072,A0A419W752,0.9139,0.9072,0.064,qtmscore,255,252,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjz,126,A0A419W752,train,0.9167,0.91,A0A419W752,0.9167,0.91,0.07,qtmscore,249,247,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hk0,126,A0A419W752,train,0.9082,0.9015,A0A419W752,0.9082,0.9015,0.07,qtmscore,261,258,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hk1,126,A0A419W752,train,0.9108,0.9041,A0A419W752,0.9108,0.9041,0.07,qtmscore,262,259,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hk2,126,A0A419W752,train,0.9151,0.9084,A0A419W752,0.9151,0.9084,0.07,qtmscore,252,248,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hk3,126,A0A6C2U1Z4,train,0.9069,0.9003,A0A6C2U1Z4,0.9069,0.9003,0.095,qtmscore,261,257,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hk4,126,A0A6C2U1Z4,train,0.9076,0.901,A0A6C2U1Z4,0.9076,0.901,0.095,qtmscore,264,261,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7jrq,131,A0A4R7MGU8,train,0.8546,0.8425,A0A4R7MGU8,0.8546,0.8425,0.068,qtmscore,187,186,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7kuw,62,A0A3D4AZS1,train,0.7805,0.7707,A0A3D4AZS1,0.7805,0.7707,0.121,qtmscore,253,248,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7mcc,190,A0A2T0VWC6,train,0.7824,0.7788,A0A2T0VWC6,0.7824,0.7788,0.144,qtmscore,143,141,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7ocm,176,A0A4W2D1I6,train,0.6698,0.6037,A0A4W2D1I6,0.6698,0.6037,0.066,qtmscore,24,24,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7osu,194,A0A1V5BFS2,train,0.8796,0.8045,A0A1V5BFS2,0.8796,0.8045,0.092,qtmscore,145,141,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7osv,194,A0A077ZBS2,train,0.8435,0.839,A0A077ZBS2,0.8435,0.839,0.112,qtmscore,172,169,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7ot7,194,A0A1M5NNR0,train,0.8241,0.8073,A0A1M5NNR0,0.8241,0.8073,0.04,qtmscore,137,135,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7p12,193,A0A7S0J179,train,0.8521,0.7808,A0A7S0J179,0.8521,0.7808,0.08,qtmscore,133,130,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7qnl,240,A0A7S0WNZ7,train,0.8767,0.8732,A0A7S0WNZ7,0.8767,0.8732,0.201,qtmscore,292,286,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7rmx,229,A0A3D2KL67,train,0.581,0.537,A0A3D2KL67,0.581,0.537,0.059,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7smj,196,A0A830C2M9,train,0.8642,0.8278,A0A830C2M9,0.8642,0.8278,0.113,qtmscore,146,145,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7sq3,153,A0A7J4JGG8,train,0.4554,0.453,A0A7J4JGG8,0.4554,0.453,0.055,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7sq4,153,E4Q952,train,0.9042,0.888,E4Q952,0.9042,0.888,0.145,qtmscore,297,292,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7sq5,153,A0A8B6EDF8,train,0.6255,0.5136,A0A8B6EDF8,0.6255,0.5136,0.022,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7tal,196,A0A126X3U3,train,0.8264,0.8224,A0A126X3U3,0.8264,0.8224,0.204,qtmscore,227,223,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7tjl,93,A0A0G2ZRX0,train,0.7204,0.7136,A0A0G2ZRX0,0.7204,0.7136,0.02,qtmscore,152,146,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7udo,172,A0A812X1L2,val,0.7058,0.7025,A0A179A1Z6,0.7262,0.6948,0.061,qtmscore,58,57,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7uek,242,A0A3R5WJ32,train,0.8098,0.8067,A0A3R5WJ32,0.8098,0.8067,0.056,qtmscore,127,126,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7ur7,70,W6TDI1,train,0.8928,0.8798,W6TDI1,0.8928,0.8798,0.171,qtmscore,299,290,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7ur8,72,A0A2V2C9U1,train,0.8691,0.7591,A0A2V2C9U1,0.8691,0.7591,0.175,qtmscore,239,235,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7vql,115,A0A815JWK5,train,0.9277,0.92,A0A815JWK5,0.9277,0.92,0.058,qtmscore,300,292,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7vqv,115,A0A815JWK5,train,0.9344,0.9267,A0A815JWK5,0.9344,0.9267,0.08,qtmscore,299,292,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7vty,90,A0A060YZX0,train,0.9782,0.9676,A0A060YZX0,0.9782,0.9676,0.311,qtmscore,234,231,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7vu4,121,B7P2A3,train,0.9392,0.9083,B7P2A3,0.9392,0.9083,0.25,qtmscore,300,290,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8a3k,135,A0A1G3MMA7,train,0.921,0.9143,A0A1G3MMA7,0.921,0.9143,0.016,qtmscore,68,66,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8ah9,120,A0A7C5AEP5,train,0.8737,0.8666,A0A7C5AEP5,0.8737,0.8666,0.151,qtmscore,188,186,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8bcs,51,A0A7Y2TDR4,val,0.9642,0.9458,A0A524HER5,0.9579,0.9398,0.204,qtmscore,300,295,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8bl3,141,A0A380ZX50,train,0.6451,0.6415,A0A380ZX50,0.6451,0.6415,0.049,qtmscore,59,55,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8bl5,148,A0A5C8ZVE1,train,0.9122,0.9049,A0A5C8ZVE1,0.9122,0.9049,0.131,qtmscore,176,173,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8bl6,176,A0A328N1T0,train,0.6503,0.6462,A0A328N1T0,0.6503,0.6462,0.08,qtmscore,59,55,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8bl9,148,A0A5C8ZVE1,train,0.92,0.9125,A0A5C8ZVE1,0.92,0.9125,0.134,qtmscore,223,219,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8bu0,292,A0A6P0WTQ7,train,0.9903,0.9831,A0A6P0WTQ7,0.9903,0.9831,0.316,qtmscore,300,297,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8ch0,141,Q2JLD0,train,0.9767,0.9698,Q2JLD0,0.9767,0.9698,0.389,qtmscore,300,294,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8chy,292,A0A1G1F631,train,0.9584,0.955,A0A1G1F631,0.9584,0.955,0.365,qtmscore,286,280,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8cig,292,A0A323U6Q8,train,0.9917,0.9845,A0A323U6Q8,0.9917,0.9845,0.36,qtmscore,300,294,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8ckr,292,A0A6N2K296,train,0.9945,0.9873,A0A6N2K296,0.9945,0.9873,0.404,qtmscore,300,294,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8cmq,292,A0A381AGI6,train,0.9838,0.9767,A0A381AGI6,0.9838,0.9767,0.294,qtmscore,300,295,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8cqq,292,A0A495Z9E6,train,0.9695,0.9661,A0A495Z9E6,0.9695,0.9661,0.319,qtmscore,283,278,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8cux,123,I8U2T6,train,0.9683,0.9604,I8U2T6,0.9683,0.9604,0.466,qtmscore,199,193,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8d03,70,A0A2E0HJA9,train,0.7072,0.6984,A0A2E0HJA9,0.7072,0.6984,0.036,qtmscore,61,60,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8d05,70,A0A2E9JBP2,train,0.8128,0.7325,A0A2E9JBP2,0.8128,0.7325,0.105,qtmscore,60,60,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8d9o,196,A0A4R0MTF1,train,0.9139,0.9095,A0A4R0MTF1,0.9139,0.9095,0.042,qtmscore,234,227,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8d9p,196,A0A3N7DWF5,train,0.8701,0.8661,A0A3N7DWF5,0.8701,0.8661,0.031,qtmscore,226,220,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8eov,146,A0A1F3Y471,train,0.7827,0.7779,A0A1F3Y471,0.7827,0.7779,0.052,qtmscore,29,29,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8eoz,240,A0A2M7IN05,train,0.5333,0.5315,A0A2M7IN05,0.5333,0.5315,0.03,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8etq,303,A0A2D5ZVS9,train,0.5122,0.473,A0A2D5ZVS9,0.5122,0.473,0.037,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8fjf,134,A0A5R9G480,train,0.5177,0.4859,A0A5R9G480,0.5177,0.4859,0.03,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8fjg,109,A0A1F5NU93,train,0.7506,0.7447,A0A1F5NU93,0.7506,0.7447,0.045,qtmscore,122,121,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8g9j,223,A0A7Y3XHS7,train,0.8147,0.8112,A0A7Y3XHS7,0.8147,0.8112,0.079,qtmscore,145,145,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8gl3,232,A0A6C2U1Z4,train,0.892,0.8876,A0A6C2U1Z4,0.892,0.8876,0.124,qtmscore,183,181,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8j1w,214,A0A6M3WDC0,train,0.7451,0.7376,A0A6M3WDC0,0.7451,0.7376,0.262,qtmscore,19,19,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8j1x,214,A0A6M3WDC0,train,0.7485,0.7448,A0A6M3WDC0,0.7485,0.7448,0.268,qtmscore,18,18,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8j98,214,A0A6M0G8B7,train,0.7543,0.7397,A0A6M0G8B7,0.7543,0.7397,0.065,qtmscore,37,37,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8ju8,139,A0A7J6TWA5,train,0.7695,0.7648,A0A7J6TWA5,0.7695,0.7648,0.119,qtmscore,250,246,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8k7o,233,A0A812KNM5,train,0.7709,0.7449,A0A812KNM5,0.7709,0.7449,0.095,qtmscore,166,164,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8k7z,180,A0A1G3MRN1,train,0.5763,0.5706,A0A1G3MRN1,0.5763,0.5706,0.046,qtmscore,23,23,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8k8f,199,A0A0G0YLP2,train,0.6361,0.6331,A0A0G0YLP2,0.6361,0.6331,0.044,qtmscore,159,156,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8k8g,214,A0A7K1UST4,train,0.5572,0.4862,A0A7K1UST4,0.5572,0.4862,0.022,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8k8i,215,A0A7V6B497,train,0.5732,0.5565,A0A7V6B497,0.5732,0.5565,0.046,qtmscore,11,11,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8ka7,124,A0A448F5R1,train,0.695,0.69,A0A448F5R1,0.695,0.69,0.079,qtmscore,40,39,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8kac,129,A0A849SJU2,train,0.7651,0.7596,A0A849SJU2,0.7651,0.7596,0.063,qtmscore,257,250,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8kc0,124,A0A1D7W9T8,train,0.7302,0.6882,A0A1D7W9T8,0.7302,0.6882,0.083,qtmscore,111,109,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8kc1,87,A0A351ADP0,train,0.7915,0.7836,A0A351ADP0,0.7915,0.7836,0.083,qtmscore,180,177,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8kc4,162,V5B9H2,train,0.7246,0.7129,V5B9H2,0.7246,0.7129,0.068,qtmscore,221,214,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8kc8,233,A0A812ZN57,train,0.7826,0.7428,A0A812ZN57,0.7826,0.7428,0.067,qtmscore,123,123,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8kcj,181,A0A0G0YLP2,train,0.6361,0.6331,A0A0G0YLP2,0.6361,0.6331,0.044,qtmscore,159,156,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8kck,214,A0A7K1UST4,train,0.5557,0.485,A0A7K1UST4,0.5557,0.485,0.026,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8kdq,239,A0A812KNM5,train,0.7709,0.7449,A0A812KNM5,0.7709,0.7449,0.095,qtmscore,166,164,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8oys,190,A0A1V4SFC4,train,0.7978,0.7748,A0A1V4SFC4,0.7978,0.7748,0.116,qtmscore,123,122,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8oyw,189,A0A7V7VIV1,test,0.7749,0.7712,A0A5J4XMY7,0.7715,0.7678,0.065,qtmscore,18,16,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8p4y,201,C1GQ64,train,0.4115,0.4021,C1GQ64,0.4115,0.4021,0.019,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8pf0,155,A0A5J4VLU3,train,0.6447,0.6315,A0A5J4VLU3,0.6447,0.6315,0.224,qtmscore,110,108,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8q52,321,A0A833FW70,train,0.7039,0.7019,A0A833FW70,0.7039,0.7019,0.102,qtmscore,29,29,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8qad,234,A0A7X6UCR3,train,0.8383,0.8229,A0A7X6UCR3,0.8383,0.8229,0.085,qtmscore,106,104,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8qaf,87,A0A345NIP7,test,0.969,0.9534,A0A212KLY5,0.948,0.9331,0.151,qtmscore,300,295,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8qkd,284,A0A1Y2CPT6,train,0.626,0.5711,A0A1Y2CPT6,0.626,0.5711,0.05,qtmscore,20,20,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8qup,124,A0A1M4XKL7,train,0.89,0.8829,A0A1M4XKL7,0.89,0.8829,0.106,qtmscore,273,272,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8qzn,347,A0A662XH83,train,0.7652,0.7459,A0A662XH83,0.7652,0.7459,0.113,qtmscore,95,92,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8r8o,275,A0A523U6K5,train,0.6852,0.6829,A0A523U6K5,0.6852,0.6829,0.054,qtmscore,123,122,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8sjf,114,A0A1Z9YX20,train,0.9473,0.9306,A0A1Z9YX20,0.9473,0.9306,0.235,qtmscore,282,277,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8tnm,147,A0A2J6NAB4,train,0.6594,0.6555,A0A2J6NAB4,0.6594,0.6555,0.029,qtmscore,52,50,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8vc8,204,A0A534J6W0,train,0.5091,0.4768,A0A534J6W0,0.5091,0.4768,0.022,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8vei,126,A0A850G5M5,train,0.699,0.6944,A0A850G5M5,0.699,0.6944,0.052,qtmscore,77,76,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8vez,119,T1JER8,train,0.9181,0.9106,T1JER8,0.9181,0.9106,0.15,qtmscore,183,177,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8w97,143,B8CCJ5,train,0.7024,0.698,B8CCJ5,0.7024,0.698,0.046,qtmscore,14,14,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8xyr,176,A0A024G5R6,train,0.9781,0.9665,A0A024G5R6,0.9781,0.9665,0.445,qtmscore,298,291,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8xyu,176,A0A6G0X0G3,train,0.9722,0.9497,A0A6G0X0G3,0.9722,0.9497,0.422,qtmscore,297,290,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8xyw,116,D8TTR0,train,0.9837,0.9745,D8TTR0,0.9837,0.9745,0.314,qtmscore,300,294,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),8y33,184,A0A6M0G8B7,train,0.7538,0.7394,A0A6M0G8B7,0.7538,0.7394,0.065,qtmscore,45,45,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9bk7,121,A0A060SE58,train,0.6723,0.6619,A0A060SE58,0.6723,0.6619,0.035,qtmscore,251,244,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9cte,132,A0A2E7EP69,train,0.8623,0.8553,A0A2E7EP69,0.8623,0.8553,0.054,qtmscore,279,277,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9d01,372,A0A6N2LQK5,train,0.617,0.5676,A0A6N2LQK5,0.617,0.5676,0.055,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9db8,114,A0A1Z9YX20,train,0.9358,0.9194,A0A1Z9YX20,0.9358,0.9194,0.235,qtmscore,284,279,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
