stem,range,cut,predictor,precision
8h5s_A,long,R,Protenix-v2 + MSA,0.7606837606837606
8hbt_A,all,R,Protenix-v2 single-seq,0.0442105263157894
8hbt_A,long,R,Protenix-v2 single-seq,0.0306122448979591
8hbt_A,all,R,Protenix-v2 + MSA,0.8315789473684211
8hbt_A,long,R,Protenix-v2 + MSA,0.8367346938775511
8hd2_A,all,R,Protenix-v2 single-seq,0.1260273972602739
8hd2_A,long,R,Protenix-v2 single-seq,0.0849420849420849
8hd2_A,all,R,Protenix-v2 + MSA,0.9041095890410958
8hd2_A,long,R,Protenix-v2 + MSA,0.915057915057915
8he1_A,all,R,Protenix-v2 single-seq,0.1626984126984127
8he1_A,long,R,Protenix-v2 single-seq,0.0979381443298969
8he1_A,all,R,Protenix-v2 + MSA,0.9047619047619048
8he1_A,long,R,Protenix-v2 + MSA,0.9072164948453608
8axs_A,all,R,Protenix-v2 single-seq,0.4224376731301939
8axs_A,long,R,Protenix-v2 single-seq,0.3458980044345898
8axs_A,all,R,Protenix-v2 + MSA,0.8933518005540166
8axs_A,long,R,Protenix-v2 + MSA,0.8802660753880266
8hnq_A,all,R,Protenix-v2 single-seq,0.3529411764705882
8hnq_A,long,R,Protenix-v2 single-seq,0.3377777777777778
8hnq_A,all,R,Protenix-v2 + MSA,0.8921568627450981
8hnq_A,long,R,Protenix-v2 + MSA,0.8755555555555555
8hvd_A,all,R,Protenix-v2 single-seq,0.1575246132208157
8hvd_A,long,R,Protenix-v2 single-seq,0.1286549707602339
8hvd_A,all,R,Protenix-v2 + MSA,0.8888888888888888
8hvd_A,long,R,Protenix-v2 + MSA,0.8927875243664717
7xhz_A,all,R,Protenix-v2 single-seq,0.2152466367713004
7xhz_A,long,R,Protenix-v2 single-seq,0.2026143790849673
7xhz_A,all,R,Protenix-v2 + MSA,0.7354260089686099
7xhz_A,long,R,Protenix-v2 + MSA,0.7320261437908496
8hw8_A,all,R,Protenix-v2 single-seq,0.3093922651933701
8hw8_A,long,R,Protenix-v2 single-seq,0.2758620689655172
8hw8_A,all,R,Protenix-v2 + MSA,0.914364640883978
8hw8_A,long,R,Protenix-v2 + MSA,0.9118773946360154
8hxs_A,all,R,Protenix-v2 single-seq,0.1578947368421052
8hxs_A,long,R,Protenix-v2 single-seq,0.1194029850746268
8hxs_A,all,R,Protenix-v2 + MSA,0.8947368421052632
8hxs_A,long,R,Protenix-v2 + MSA,0.8805970149253731
8ii8_A,all,R,Protenix-v2 single-seq,0.5217391304347826
8ii8_A,long,R,Protenix-v2 single-seq,0.4864864864864865
8ii8_A,all,R,Protenix-v2 + MSA,0.3623188405797101
8ii8_A,long,R,Protenix-v2 + MSA,0.3153153153153153
8ikx_A,all,R,Protenix-v2 single-seq,0.571764705882353
8ikx_A,long,R,Protenix-v2 single-seq,0.5375
8ikx_A,all,R,Protenix-v2 + MSA,0.8541176470588235
8ikx_A,long,R,Protenix-v2 + MSA,0.85625
8irq_A,all,R,Protenix-v2 single-seq,0.0970149253731343
8irq_A,long,R,Protenix-v2 single-seq,0.0909090909090909
8irq_A,all,R,Protenix-v2 + MSA,0.8582089552238806
8irq_A,long,R,Protenix-v2 + MSA,0.859504132231405
8iym_A,all,R,Protenix-v2 single-seq,0.6975308641975309
8iym_A,long,R,Protenix-v2 single-seq,0.6785714285714286
8iym_A,all,R,Protenix-v2 + MSA,0.8395061728395061
8iym_A,long,R,Protenix-v2 + MSA,0.8660714285714286
8j2n_A,all,R,Protenix-v2 single-seq,0.2480620155038759
8j2n_A,long,R,Protenix-v2 single-seq,0.1902439024390244
8j2n_A,all,R,Protenix-v2 + MSA,0.875968992248062
8j2n_A,long,R,Protenix-v2 + MSA,0.8682926829268293
8j2x_A,all,R,Protenix-v2 single-seq,0.3246753246753247
8j2x_A,long,R,Protenix-v2 single-seq,0.2897727272727273
8j2x_A,all,R,Protenix-v2 + MSA,0.8441558441558441
8j2x_A,long,R,Protenix-v2 + MSA,0.8409090909090909
8jb3_A,all,R,Protenix-v2 single-seq,0.2261904761904762
8jb3_A,long,R,Protenix-v2 single-seq,0.1764705882352941
8jb3_A,all,R,Protenix-v2 + MSA,0.8833333333333333
8jb3_A,long,R,Protenix-v2 + MSA,0.8858131487889274
7wr2_A,all,R,Protenix-v2 single-seq,0.5147058823529411
7wr2_A,long,R,Protenix-v2 single-seq,0.5402298850574713
7wr2_A,all,R,Protenix-v2 + MSA,0.8676470588235294
7wr2_A,long,R,Protenix-v2 + MSA,0.8160919540229885
8j8y_A,all,R,Protenix-v2 single-seq,0.8333333333333334
8j8y_A,long,R,Protenix-v2 single-seq,0.8088235294117647
8j8y_A,all,R,Protenix-v2 + MSA,0.8645833333333334
8j8y_A,long,R,Protenix-v2 + MSA,0.8529411764705882
8j9r_A,all,R,Protenix-v2 single-seq,0.0196078431372549
8j9r_A,long,R,Protenix-v2 single-seq,0.0
8j9r_A,all,R,Protenix-v2 + MSA,0.7254901960784313
8j9r_A,long,R,Protenix-v2 + MSA,0.8
8jdg_A,all,R,Protenix-v2 single-seq,0.213032581453634
8jdg_A,long,R,Protenix-v2 single-seq,0.1950354609929078
8jdg_A,all,R,Protenix-v2 + MSA,0.8621553884711779
8jdg_A,long,R,Protenix-v2 + MSA,0.8652482269503546
8jh8_A,all,R,Protenix-v2 single-seq,0.3705179282868526
8jh8_A,long,R,Protenix-v2 single-seq,0.3224043715846995
8jh8_A,all,R,Protenix-v2 + MSA,0.9163346613545816
8jh8_A,long,R,Protenix-v2 + MSA,0.9234972677595628
8jiy_A,all,R,Protenix-v2 single-seq,0.4016393442622951
8jiy_A,long,R,Protenix-v2 single-seq,0.4010152284263959
8jiy_A,all,R,Protenix-v2 + MSA,0.8729508196721312
8jiy_A,long,R,Protenix-v2 + MSA,0.868020304568528
8jmy_A,all,R,Protenix-v2 single-seq,0.1932773109243697
8jmy_A,long,R,Protenix-v2 single-seq,0.0135135135135135
8jmy_A,all,R,Protenix-v2 + MSA,0.8991596638655462
8jmy_A,long,R,Protenix-v2 + MSA,0.8648648648648649
8jn0_A,all,R,Protenix-v2 single-seq,0.5360824742268041
8jn0_A,long,R,Protenix-v2 single-seq,0.5185185185185185
8jn0_A,all,R,Protenix-v2 + MSA,0.9175257731958762
8jn0_A,long,R,Protenix-v2 + MSA,0.9074074074074074
8jup_A,all,R,Protenix-v2 single-seq,0.0956521739130434
8jup_A,long,R,Protenix-v2 single-seq,0.0674846625766871
8jup_A,all,R,Protenix-v2 + MSA,0.7652173913043478
8jup_A,long,R,Protenix-v2 + MSA,0.7668711656441718
8jv2_A,all,R,Protenix-v2 single-seq,0.0532994923857868
8jv2_A,long,R,Protenix-v2 single-seq,0.0318021201413427
8jv2_A,all,R,Protenix-v2 + MSA,0.8375634517766497
8jv2_A,long,R,Protenix-v2 + MSA,0.8303886925795053
8jws_A,all,R,Protenix-v2 single-seq,0.0277777777777777
8jws_A,long,R,Protenix-v2 single-seq,0.02
8jws_A,all,R,Protenix-v2 + MSA,0.9166666666666666
8jws_A,long,R,Protenix-v2 + MSA,0.94
8cjd_A,all,R,Protenix-v2 single-seq,0.0833333333333333
8cjd_A,long,R,Protenix-v2 single-seq,0.0354729729729729
8cjd_A,all,R,Protenix-v2 + MSA,0.8686868686868687
8cjd_A,long,R,Protenix-v2 + MSA,0.8716216216216216
8k2g_A,all,R,Protenix-v2 single-seq,0.2202283849918433
8k2g_A,long,R,Protenix-v2 single-seq,0.2136752136752136
8k2g_A,all,R,Protenix-v2 + MSA,0.8792822185970636
8k2g_A,long,R,Protenix-v2 + MSA,0.8846153846153846
8k2k_A,all,R,Protenix-v2 single-seq,0.1623277182235834
8k2k_A,long,R,Protenix-v2 single-seq,0.1383399209486166
8k2k_A,all,R,Protenix-v2 + MSA,0.9188361408882084
8k2k_A,long,R,Protenix-v2 + MSA,0.9130434782608696
8k2m_A,all,R,Protenix-v2 single-seq,0.2345483359746434
8k2m_A,long,R,Protenix-v2 single-seq,0.2103092783505154
8k2m_A,all,R,Protenix-v2 + MSA,0.9064976228209192
8k2m_A,long,R,Protenix-v2 + MSA,0.909278350515464
8k4m_A,all,R,Protenix-v2 single-seq,0.0756302521008403
8k4m_A,long,R,Protenix-v2 single-seq,0.0675675675675675
8k4m_A,all,R,Protenix-v2 + MSA,0.7142857142857143
8k4m_A,long,R,Protenix-v2 + MSA,0.6756756756756757
8k5j_A,all,R,Protenix-v2 single-seq,0.1559829059829059
8k5j_A,long,R,Protenix-v2 single-seq,0.1470588235294117
8k5j_A,all,R,Protenix-v2 + MSA,0.8760683760683761
8k5j_A,long,R,Protenix-v2 + MSA,0.8850267379679144
8k7x_A,all,R,Protenix-v2 single-seq,0.2077747989276139
8k7x_A,long,R,Protenix-v2 single-seq,0.1821493624772313
8k7x_A,all,R,Protenix-v2 + MSA,0.8873994638069705
8k7x_A,long,R,Protenix-v2 + MSA,0.8943533697632058
8kg4_A,all,R,Protenix-v2 single-seq,0.2666666666666666
8kg4_A,long,R,Protenix-v2 single-seq,0.2083333333333333
8kg4_A,all,R,Protenix-v2 + MSA,0.9185185185185184
8kg4_A,long,R,Protenix-v2 + MSA,0.9114583333333334
8xrh_A,all,R,Protenix-v2 single-seq,0.0334190231362467
8xrh_A,long,R,Protenix-v2 single-seq,0.0140845070422535
8xrh_A,all,R,Protenix-v2 + MSA,0.8097686375321337
8xrh_A,long,R,Protenix-v2 + MSA,0.8063380281690141
8khv_A,all,R,Protenix-v2 single-seq,0.1306306306306306
8khv_A,long,R,Protenix-v2 single-seq,0.08
8khv_A,all,R,Protenix-v2 + MSA,0.8828828828828829
8khv_A,long,R,Protenix-v2 + MSA,0.871578947368421
8kih_A,all,R,Protenix-v2 single-seq,0.1122807017543859
8kih_A,long,R,Protenix-v2 single-seq,0.0985915492957746
8kih_A,all,R,Protenix-v2 + MSA,0.856140350877193
8kih_A,long,R,Protenix-v2 + MSA,0.8497652582159625
8ok3_A,all,R,Protenix-v2 single-seq,0.7739130434782608
8ok3_A,long,R,Protenix-v2 single-seq,0.8131868131868132
8ok3_A,all,R,Protenix-v2 + MSA,0.808695652173913
8ok3_A,long,R,Protenix-v2 + MSA,0.8351648351648352
8oqh_A,all,R,Protenix-v2 single-seq,0.9154929577464788
8oqh_A,long,R,Protenix-v2 single-seq,0.9230769230769232
8oqh_A,all,R,Protenix-v2 + MSA,0.9014084507042254
8oqh_A,long,R,Protenix-v2 + MSA,0.9230769230769232
8ork_A,all,R,Protenix-v2 single-seq,0.2068965517241379
8ork_A,long,R,Protenix-v2 single-seq,0.2085889570552147
8ork_A,all,R,Protenix-v2 + MSA,0.7438423645320197
8ork_A,long,R,Protenix-v2 + MSA,0.754601226993865
8os2_A,all,R,Protenix-v2 single-seq,0.0277777777777777
8os2_A,long,R,Protenix-v2 single-seq,0.0149253731343283
8os2_A,all,R,Protenix-v2 + MSA,0.8703703703703703
8os2_A,long,R,Protenix-v2 + MSA,0.9104477611940298
8owf_A,all,R,Protenix-v2 single-seq,0.1797235023041474
8owf_A,long,R,Protenix-v2 single-seq,0.1431492842535787
8owf_A,all,R,Protenix-v2 + MSA,0.9093701996927804
8owf_A,long,R,Protenix-v2 + MSA,0.916155419222904
8osz_A,all,R,Protenix-v2 single-seq,0.2058823529411764
8osz_A,long,R,Protenix-v2 single-seq,0.0718954248366013
8osz_A,all,R,Protenix-v2 + MSA,0.8676470588235294
8osz_A,long,R,Protenix-v2 + MSA,0.8431372549019608
8ovu_A,all,R,Protenix-v2 single-seq,0.654320987654321
8ovu_A,long,R,Protenix-v2 single-seq,0.5675675675675675
8ovu_A,all,R,Protenix-v2 + MSA,0.8518518518518519
8ovu_A,long,R,Protenix-v2 + MSA,0.8108108108108109
8oxk_A,all,R,Protenix-v2 single-seq,0.1578947368421052
8oxk_A,long,R,Protenix-v2 single-seq,0.0909090909090909
8oxk_A,all,R,Protenix-v2 + MSA,0.0947368421052631
8oxk_A,long,R,Protenix-v2 + MSA,0.0227272727272727
8oxl_A,all,R,Protenix-v2 single-seq,0.2244897959183673
8oxl_A,long,R,Protenix-v2 single-seq,0.1276595744680851
8oxl_A,all,R,Protenix-v2 + MSA,0.8775510204081632
8oxl_A,long,R,Protenix-v2 + MSA,0.8723404255319149
8p2a_A,all,R,Protenix-v2 single-seq,0.5957446808510638
8p2a_A,long,R,Protenix-v2 single-seq,0.6
8p2a_A,all,R,Protenix-v2 + MSA,0.8936170212765957
8p2a_A,long,R,Protenix-v2 + MSA,0.8
8p5p_A,all,R,Protenix-v2 single-seq,0.05
8p5p_A,long,R,Protenix-v2 single-seq,0.0384615384615384
8p5p_A,all,R,Protenix-v2 + MSA,0.9333333333333332
8p5p_A,long,R,Protenix-v2 + MSA,0.9230769230769232
8p5n_A,all,R,Protenix-v2 single-seq,0.1111111111111111
8p5n_A,long,R,Protenix-v2 single-seq,0.0918367346938775
8p5n_A,all,R,Protenix-v2 + MSA,0.762962962962963
8p5n_A,long,R,Protenix-v2 + MSA,0.7755102040816326
7wu8_A,all,R,Protenix-v2 single-seq,0.5925925925925926
7wu8_A,long,R,Protenix-v2 single-seq,0.6666666666666666
7wu8_A,all,R,Protenix-v2 + MSA,0.8703703703703703
7wu8_A,long,R,Protenix-v2 + MSA,0.8333333333333334
8pak_A,all,R,Protenix-v2 single-seq,0.6561604584527221
8pak_A,long,R,Protenix-v2 single-seq,0.6486486486486487
8pak_A,all,R,Protenix-v2 + MSA,0.8710601719197708
8pak_A,long,R,Protenix-v2 + MSA,0.8648648648648649
8paq_A,all,R,Protenix-v2 single-seq,0.5428571428571428
8paq_A,long,R,Protenix-v2 single-seq,0.5555555555555556
8paq_A,all,R,Protenix-v2 + MSA,0.923809523809524
8paq_A,long,R,Protenix-v2 + MSA,0.9012345679012346
8pb5_A,all,R,Protenix-v2 single-seq,0.1695402298850574
8pb5_A,long,R,Protenix-v2 single-seq,0.11284046692607
8pb5_A,all,R,Protenix-v2 + MSA,0.8419540229885057
8pb5_A,long,R,Protenix-v2 + MSA,0.8287937743190662
8por_A,all,R,Protenix-v2 single-seq,0.0945945945945946
8por_A,long,R,Protenix-v2 single-seq,0.0
8por_A,all,R,Protenix-v2 + MSA,0.8108108108108109
8por_A,long,R,Protenix-v2 + MSA,0.7951807228915663
8ptd_A,all,R,Protenix-v2 single-seq,0.8584905660377359
8ptd_A,long,R,Protenix-v2 single-seq,0.8260869565217391
8ptd_A,all,R,Protenix-v2 + MSA,0.9127358490566038
8ptd_A,long,R,Protenix-v2 + MSA,0.8869565217391304
8pu2_A,all,R,Protenix-v2 single-seq,0.1702127659574468
8pu2_A,long,R,Protenix-v2 single-seq,0.0769230769230769
8pu2_A,all,R,Protenix-v2 + MSA,0.8085106382978723
8pu2_A,long,R,Protenix-v2 + MSA,0.7307692307692307
8pvs_A,all,R,Protenix-v2 single-seq,0.6246089676746611
8pvs_A,long,R,Protenix-v2 single-seq,0.5945205479452055
8pvs_A,all,R,Protenix-v2 + MSA,0.9165797705943692
8pvs_A,long,R,Protenix-v2 + MSA,0.910958904109589
8pw2_A,all,R,Protenix-v2 single-seq,0.875
8pw2_A,long,R,Protenix-v2 single-seq,0.8333333333333334
8pw2_A,all,R,Protenix-v2 + MSA,0.875
8pw2_A,long,R,Protenix-v2 + MSA,0.7916666666666666
8pxc_A,all,R,Protenix-v2 single-seq,0.1439688715953307
8pxc_A,long,R,Protenix-v2 single-seq,0.0815217391304347
8pxc_A,all,R,Protenix-v2 + MSA,0.8365758754863813
8pxc_A,long,R,Protenix-v2 + MSA,0.842391304347826
8pxu_A,all,R,Protenix-v2 single-seq,0.2506527415143603
8pxu_A,long,R,Protenix-v2 single-seq,0.2334437086092715
8pxu_A,all,R,Protenix-v2 + MSA,0.8877284595300261
8pxu_A,long,R,Protenix-v2 + MSA,0.8824503311258278
8q1v_A,all,R,Protenix-v2 single-seq,0.0833333333333333
8q1v_A,long,R,Protenix-v2 single-seq,0.1
8q1v_A,all,R,Protenix-v2 + MSA,0.75
8q1v_A,long,R,Protenix-v2 + MSA,0.8
8qb1_A,all,R,Protenix-v2 single-seq,0.75
8qb1_A,long,R,Protenix-v2 single-seq,0.5666666666666667
8qb1_A,all,R,Protenix-v2 + MSA,0.8421052631578947
8qb1_A,long,R,Protenix-v2 + MSA,0.7
8qd8_A,all,R,Protenix-v2 single-seq,0.3771186440677966
8qd8_A,long,R,Protenix-v2 single-seq,0.3049853372434017
8qd8_A,all,R,Protenix-v2 + MSA,0.923728813559322
8qd8_A,long,R,Protenix-v2 + MSA,0.9178885630498532
8qjp_A,all,R,Protenix-v2 single-seq,0.1441048034934497
8qjp_A,long,R,Protenix-v2 single-seq,0.1325966850828729
8qjp_A,all,R,Protenix-v2 + MSA,0.8820960698689956
8qjp_A,long,R,Protenix-v2 + MSA,0.8950276243093923
8qlc_A,all,R,Protenix-v2 single-seq,0.1562021439509954
8qlc_A,long,R,Protenix-v2 single-seq,0.0993657505285412
8qlc_A,all,R,Protenix-v2 + MSA,0.888208269525268
8qlc_A,long,R,Protenix-v2 + MSA,0.8879492600422833
8qoh_A,all,R,Protenix-v2 single-seq,0.0526315789473684
8qoh_A,long,R,Protenix-v2 single-seq,0.0146341463414634
8qoh_A,all,R,Protenix-v2 + MSA,0.1428571428571428
8qoh_A,long,R,Protenix-v2 + MSA,0.0536585365853658
8qpj_A,all,R,Protenix-v2 single-seq,0.1292517006802721
8qpj_A,long,R,Protenix-v2 single-seq,0.0991379310344827
8qpj_A,all,R,Protenix-v2 + MSA,0.8469387755102041
8qpj_A,long,R,Protenix-v2 + MSA,0.853448275862069
8qq1_A,all,R,Protenix-v2 single-seq,0.4016393442622951
8qq1_A,long,R,Protenix-v2 single-seq,0.3626373626373626
8qq1_A,all,R,Protenix-v2 + MSA,0.8852459016393442
8qq1_A,long,R,Protenix-v2 + MSA,0.8791208791208791
8qle_A,all,R,Protenix-v2 single-seq,0.3
8qle_A,long,R,Protenix-v2 single-seq,0.2806122448979591
8qle_A,all,R,Protenix-v2 + MSA,0.8541666666666666
8qle_A,long,R,Protenix-v2 + MSA,0.8673469387755102
8qx6_A,all,R,Protenix-v2 single-seq,0.4917127071823204
8qx6_A,long,R,Protenix-v2 single-seq,0.5037593984962406
8qx6_A,all,R,Protenix-v2 + MSA,0.8839779005524862
8qx6_A,long,R,Protenix-v2 + MSA,0.8947368421052632
8r2c_A,all,R,Protenix-v2 single-seq,0.1413043478260869
8r2c_A,long,R,Protenix-v2 single-seq,0.0504201680672268
8r2c_A,all,R,Protenix-v2 + MSA,0.8804347826086957
8r2c_A,long,R,Protenix-v2 + MSA,0.8739495798319328
8r5n_A,all,R,Protenix-v2 single-seq,0.0486486486486486
8r5n_A,long,R,Protenix-v2 single-seq,0.021505376344086
8r5n_A,all,R,Protenix-v2 + MSA,0.8972972972972973
8r5n_A,long,R,Protenix-v2 + MSA,0.8602150537634409
8ra0_A,all,R,Protenix-v2 single-seq,0.2101010101010101
8ra0_A,long,R,Protenix-v2 single-seq,0.1834319526627219
8ra0_A,all,R,Protenix-v2 + MSA,0.8525252525252526
8ra0_A,long,R,Protenix-v2 + MSA,0.8313609467455622
8rcw_A,all,R,Protenix-v2 single-seq,0.3448275862068966
8rcw_A,long,R,Protenix-v2 single-seq,0.3216783216783216
8rcw_A,all,R,Protenix-v2 + MSA,0.8669950738916257
8rcw_A,long,R,Protenix-v2 + MSA,0.8741258741258742
8rdd_A,all,R,Protenix-v2 single-seq,0.4487179487179487
8rdd_A,long,R,Protenix-v2 single-seq,0.4666666666666667
8rdd_A,all,R,Protenix-v2 + MSA,0.8589743589743589
8rdd_A,long,R,Protenix-v2 + MSA,0.9
8re3_A,all,R,Protenix-v2 single-seq,0.2294117647058823
8re3_A,long,R,Protenix-v2 single-seq,0.2297650130548303
8re3_A,all,R,Protenix-v2 + MSA,0.888235294117647
8re3_A,long,R,Protenix-v2 + MSA,0.8877284595300261
8rom_A,all,R,Protenix-v2 single-seq,0.1111111111111111
8rom_A,long,R,Protenix-v2 single-seq,0.0962962962962963
8rom_A,all,R,Protenix-v2 + MSA,0.85
8rom_A,long,R,Protenix-v2 + MSA,0.8592592592592593
8an4_A,all,R,Protenix-v2 single-seq,0.0523255813953488
8an4_A,long,R,Protenix-v2 single-seq,0.0504201680672268
8an4_A,all,R,Protenix-v2 + MSA,0.7906976744186046
8an4_A,long,R,Protenix-v2 + MSA,0.7563025210084033
8s5b_A,all,R,Protenix-v2 single-seq,0.1842751842751842
8s5b_A,long,R,Protenix-v2 single-seq,0.1335740072202166
8s5b_A,all,R,Protenix-v2 + MSA,0.8869778869778869
8s5b_A,long,R,Protenix-v2 + MSA,0.8844765342960289
8s9l_A,all,R,Protenix-v2 single-seq,0.0987654320987654
8s9l_A,long,R,Protenix-v2 single-seq,0.0416666666666666
8s9l_A,all,R,Protenix-v2 + MSA,0.8518518518518519
8s9l_A,long,R,Protenix-v2 + MSA,0.8392857142857143
8sot_A,all,R,Protenix-v2 single-seq,0.1910112359550561
8sot_A,long,R,Protenix-v2 single-seq,0.109090909090909
8sot_A,all,R,Protenix-v2 + MSA,0.8202247191011236
8sot_A,long,R,Protenix-v2 + MSA,0.8181818181818182
8spc_A,all,R,Protenix-v2 single-seq,0.036697247706422
8spc_A,long,R,Protenix-v2 single-seq,0.0120481927710843
8spc_A,all,R,Protenix-v2 + MSA,0.8715596330275229
8spc_A,long,R,Protenix-v2 + MSA,0.8875502008032129
8suc_A,all,R,Protenix-v2 single-seq,0.6282527881040892
8suc_A,long,R,Protenix-v2 single-seq,0.5948275862068966
8suc_A,all,R,Protenix-v2 + MSA,0.8029739776951673
8suc_A,long,R,Protenix-v2 + MSA,0.7586206896551724
8sv7_A,all,R,Protenix-v2 single-seq,0.1678321678321678
8sv7_A,long,R,Protenix-v2 single-seq,0.125
8sv7_A,all,R,Protenix-v2 + MSA,0.8846153846153846
8sv7_A,long,R,Protenix-v2 + MSA,0.9021739130434784
8sxs_A,all,R,Protenix-v2 single-seq,0.2897196261682243
8sxs_A,long,R,Protenix-v2 single-seq,0.1739130434782608
8sxs_A,all,R,Protenix-v2 + MSA,0.822429906542056
8sxs_A,long,R,Protenix-v2 + MSA,0.782608695652174
8t27_A,all,R,Protenix-v2 single-seq,0.5636070853462157
8t27_A,long,R,Protenix-v2 single-seq,0.5113350125944585
8t27_A,all,R,Protenix-v2 + MSA,0.8921095008051529
8t27_A,long,R,Protenix-v2 + MSA,0.8765743073047859
8t2j_A,all,R,Protenix-v2 single-seq,0.0758426966292134
8t2j_A,long,R,Protenix-v2 single-seq,0.0581395348837209
8t2j_A,all,R,Protenix-v2 + MSA,0.8174157303370787
8t2j_A,long,R,Protenix-v2 + MSA,0.8294573643410853
8t41_A,all,R,Protenix-v2 single-seq,0.0929519918283963
8t41_A,long,R,Protenix-v2 single-seq,0.0471698113207547
8t41_A,all,R,Protenix-v2 + MSA,0.9090909090909092
8t41_A,long,R,Protenix-v2 + MSA,0.904312668463612
8t4c_A,all,R,Protenix-v2 single-seq,0.05
8t4c_A,long,R,Protenix-v2 single-seq,0.055045871559633
8t4c_A,all,R,Protenix-v2 + MSA,0.85
8t4c_A,long,R,Protenix-v2 + MSA,0.8623853211009175
8t8k_A,all,R,Protenix-v2 single-seq,0.819672131147541
8t8k_A,long,R,Protenix-v2 single-seq,0.7894736842105263
8t8k_A,all,R,Protenix-v2 + MSA,0.8579234972677595
8t8k_A,long,R,Protenix-v2 + MSA,0.8571428571428571
8t93_A,all,R,Protenix-v2 single-seq,0.0845070422535211
8t93_A,long,R,Protenix-v2 single-seq,0.0486111111111111
8t93_A,all,R,Protenix-v2 + MSA,0.7652582159624414
8t93_A,long,R,Protenix-v2 + MSA,0.7916666666666666
8t9n_A,all,R,Protenix-v2 single-seq,0.1642857142857142
8t9n_A,long,R,Protenix-v2 single-seq,0.057471264367816
8t9n_A,all,R,Protenix-v2 + MSA,0.9
8t9n_A,long,R,Protenix-v2 + MSA,0.896551724137931
8te9_A,all,R,Protenix-v2 single-seq,0.0426136363636363
8te9_A,long,R,Protenix-v2 single-seq,0.0111111111111111
8te9_A,all,R,Protenix-v2 + MSA,0.9034090909090908
8te9_A,long,R,Protenix-v2 + MSA,0.9
8tfo_A,all,R,Protenix-v2 single-seq,0.1712846347607053
8tfo_A,long,R,Protenix-v2 single-seq,0.1335504885993485
8tfo_A,all,R,Protenix-v2 + MSA,0.8312342569269522
8tfo_A,long,R,Protenix-v2 + MSA,0.8338762214983714
8tfs_A,all,R,Protenix-v2 single-seq,0.2966101694915254
8tfs_A,long,R,Protenix-v2 single-seq,0.2873563218390804
8tfs_A,all,R,Protenix-v2 + MSA,0.8898305084745762
8tfs_A,long,R,Protenix-v2 + MSA,0.9080459770114944
8hic_A,all,R,Protenix-v2 single-seq,0.2839248434237996
8hic_A,long,R,Protenix-v2 single-seq,0.2448377581120944
8hic_A,all,R,Protenix-v2 + MSA,0.9102296450939458
8hic_A,long,R,Protenix-v2 + MSA,0.8908554572271387
8ti5_A,all,R,Protenix-v2 single-seq,0.0598290598290598
8ti5_A,long,R,Protenix-v2 single-seq,0.0
8ti5_A,all,R,Protenix-v2 + MSA,0.8888888888888888
8ti5_A,long,R,Protenix-v2 + MSA,0.875
8tjg_A,all,R,Protenix-v2 single-seq,0.1762452107279693
8tjg_A,long,R,Protenix-v2 single-seq,0.1118421052631579
8tjg_A,all,R,Protenix-v2 + MSA,0.8582375478927203
8tjg_A,long,R,Protenix-v2 + MSA,0.8552631578947368
8tru_A,all,R,Protenix-v2 single-seq,0.2790178571428571
8tru_A,long,R,Protenix-v2 single-seq,0.2294117647058823
8tru_A,all,R,Protenix-v2 + MSA,0.9017857142857144
8tru_A,long,R,Protenix-v2 + MSA,0.9029411764705882
8tse_A,all,R,Protenix-v2 single-seq,0.1148936170212766
8tse_A,long,R,Protenix-v2 single-seq,0.0381231671554252
8tse_A,all,R,Protenix-v2 + MSA,0.8638297872340426
8tse_A,long,R,Protenix-v2 + MSA,0.8651026392961877
8tuk_A,all,R,Protenix-v2 single-seq,0.2980132450331126
8tuk_A,long,R,Protenix-v2 single-seq,0.2401746724890829
8tuk_A,all,R,Protenix-v2 + MSA,0.8509933774834437
8tuk_A,long,R,Protenix-v2 + MSA,0.8384279475982532
8tw1_A,all,R,Protenix-v2 single-seq,0.1875
8tw1_A,long,R,Protenix-v2 single-seq,0.0131578947368421
8tw1_A,all,R,Protenix-v2 + MSA,0.8639705882352942
8tw1_A,long,R,Protenix-v2 + MSA,0.8092105263157895
8tyh_A,all,R,Protenix-v2 single-seq,0.1842900302114803
8tyh_A,long,R,Protenix-v2 single-seq,0.1193415637860082
8tyh_A,all,R,Protenix-v2 + MSA,0.7613293051359517
8tyh_A,long,R,Protenix-v2 + MSA,0.757201646090535
8u0i_A,all,R,Protenix-v2 single-seq,0.7215189873417721
8u0i_A,long,R,Protenix-v2 single-seq,0.6097560975609756
8u0i_A,all,R,Protenix-v2 + MSA,0.7721518987341772
8u0i_A,long,R,Protenix-v2 + MSA,0.6829268292682927
8u0x_A,all,R,Protenix-v2 single-seq,0.0197368421052631
8u0x_A,long,R,Protenix-v2 single-seq,0.0178571428571428
8u0x_A,all,R,Protenix-v2 + MSA,0.75
8u0x_A,long,R,Protenix-v2 + MSA,0.75
8u2f_A,all,R,Protenix-v2 single-seq,0.1172413793103448
8u2f_A,long,R,Protenix-v2 single-seq,0.0256410256410256
8u2f_A,all,R,Protenix-v2 + MSA,0.8344827586206897
8u2f_A,long,R,Protenix-v2 + MSA,0.782051282051282
8ubs_A,all,R,Protenix-v2 single-seq,0.1604938271604938
8ubs_A,long,R,Protenix-v2 single-seq,0.06
8ubs_A,all,R,Protenix-v2 + MSA,0.8765432098765432
8ubs_A,long,R,Protenix-v2 + MSA,0.86
