target_id,stem,status,lddt,tm_score,gdt_ts,rmsd,n_matched_atoms,n_contacts,n_tokens,mean_plddt,error,arm,eval_set,is_viral,designed,exp199_stratum,L_helico
8adc_A,8adc_A,ok,0.5058178905295148,0.6872583420769586,0.3671497584541063,3.516070707722652,1617.0,215.0,207.0,67.18431091308594,,mf_L_363k,eval-val,0,0,id_20_30,207
8add_A,8add_A,ok,0.3885235262303947,0.5570120062109924,0.1910377358490566,6.4993101405469975,1661.0,213.0,212.0,68.40098571777344,,mf_L_363k,eval-val,0,0,id_30_50,212
8akh_A,8akh_A,ok,0.7061452057610902,0.9137926474698456,0.7437694704049844,1.3865783143174186,2528.0,374.0,351.0,84.39578247070312,,mf_L_363k,eval-val,0,0,id_70_100,321
8ak2_A,8ak2_A,ok,0.7616436096419417,0.9305750394079092,0.7923875432525953,1.3711577312051857,2383.0,297.0,289.0,84.50045776367188,,mf_L_363k,eval-val,0,0,id_50_70,289
8arl_A,8arl_A,ok,0.3126461798799508,0.2605219478560494,0.0150862068965517,18.52427483227386,2077.0,246.0,232.0,54.105411529541016,,mf_L_363k,eval-val,0,0,id_50_70,232
8q8i_A,8q8i_A,ok,0.6260696884284895,0.820164051555924,0.5471530249110321,3.5405711063692773,2383.0,282.0,337.0,82.08033752441406,,mf_L_363k,eval-val,1,0,id_50_70,279
8au6_A,8au6_A,ok,0.6839817950307334,0.7919190107738243,0.4026104417670683,3.361335691483396,1800.0,321.0,249.0,83.20285034179688,,mf_L_363k,eval-val,0,0,id_30_50,248
8axj_A,8axj_A,ok,0.6021695850164281,0.6908502649717986,0.2313664596273292,6.522972419625412,1270.0,162.0,161.0,78.11692810058594,,mf_L_363k,eval-val,0,0,id_70_100,161
8azb_A,8azb_A,ok,0.8306829909531437,0.960377691160938,0.7734530938123753,0.9648873367427706,4029.0,521.0,501.0,87.94892120361328,,mf_L_363k,eval-val,0,0,id_70_100,501
8b2e_A,8b2e_A,ok,0.7580779381037066,0.8517135499022622,0.5833333333333334,3.261063335410178,1044.0,143.0,141.0,84.0951156616211,,mf_L_363k,eval-val,0,0,id_50_70,141
8b2g_A,8b2g_A,ok,0.8084830363241973,0.886586183248804,0.8716216216216216,1.219401144261038,544.0,74.0,75.0,88.15141296386719,,mf_L_363k,eval-val,0,0,id_70_100,74
8b2s_A,8b2s_A,ok,0.7374830149468468,0.6228777001549787,0.1947916666666666,5.292890745077037,1806.0,245.0,241.0,82.60321044921875,,mf_L_363k,eval-val,0,0,id_70_100,240
8b4u_A,8b4u_A,ok,0.8877646239876413,0.9766376159363576,0.941449814126394,0.7598935662015922,2120.0,277.0,270.0,91.57240295410156,,mf_L_363k,eval-val,0,0,id_50_70,269
8b5w_A,8b5w_A,ok,0.2859597826714826,0.3463847487502928,0.0455202312138728,11.119632077345884,2724.0,459.0,347.0,51.14264297485352,,mf_L_363k,eval-val,0,0,id_70_100,346
8b61_A,8b61_A,ok,0.5697782627907289,0.6859256857772671,0.4035532994923858,4.6319836281671165,1586.0,238.0,211.0,68.29637908935547,,mf_L_363k,eval-val,0,0,id_30_50,197
8b6a_A,8b6a_A,ok,0.7501045642285773,0.8665363746747958,0.76,2.003739879510153,1332.0,214.0,175.0,81.81873321533203,,mf_L_363k,eval-val,0,0,id_50_70,175
8b6e_A,8b6e_A,ok,0.8128165913341646,0.8452356807218029,0.8461538461538463,1.2302316854601263,401.0,66.0,52.0,89.81462860107422,,mf_L_363k,eval-val,0,0,id_70_100,52
8baq_A,8baq_A,ok,0.5668479207660652,0.7675578652198094,0.5793269230769231,3.413924196302588,1748.0,208.0,252.0,74.0039291381836,,mf_L_363k,eval-val,0,0,id_50_70,208
8bau_A,8bau_A,ok,0.807665710181732,0.9349434599295504,0.8631578947368421,1.027137259088185,1572.0,189.0,225.0,91.22210693359376,,mf_L_363k,eval-val,0,0,id_70_100,189
8bfy_A,8bfy_A,ok,0.7340964798435212,0.8561287958307174,0.5305343511450382,1.8721950885957463,2987.0,426.0,406.0,88.387451171875,,mf_L_363k,eval-val,0,0,id_70_100,393
8bgb_A,8bgb_A,ok,0.8317038509514886,0.9269389084542644,0.8854961832061069,1.0363603558281211,992.0,131.0,143.0,92.63886260986328,,mf_L_363k,eval-val,0,0,id_70_100,130
8bke_A,8bke_A,ok,0.7022482584808556,0.8812858693068857,0.6804906542056075,2.935381282824402,3237.0,638.0,428.0,83.4484634399414,,mf_L_363k,eval-val,1,0,id_70_100,428
8bsb_A,8bsb_A,ok,0.8167403935190738,0.9377920233199952,0.8640625,0.7635328169098509,1277.0,177.0,169.0,92.03797912597656,,mf_L_363k,eval-val,0,0,id_50_70,159
8bux_A,8bux_A,ok,0.2407014462602263,0.2282141833291847,0.0121107266435986,15.193505042425745,2171.0,334.0,304.0,63.23699188232422,,mf_L_363k,eval-val,0,0,no_homolog,289
8c4d_A,8c4d_A,ok,0.7706173248929509,0.9086899893670516,0.8243243243243243,2.0255110893800694,1490.0,330.0,205.0,87.09375,,mf_L_363k,eval-val,0,0,id_70_100,184
7xlz_A,7xlz_A,ok,0.6506117250241736,0.8651678675795256,0.731404958677686,2.076652247423875,1970.0,266.0,294.0,82.36249542236328,,mf_L_363k,eval-val,0,0,id_50_70,241
8c4y_A,8c4y_A,ok,0.8126715518788151,0.9479683333018982,0.8020833333333334,0.9883750720178544,2458.0,314.0,313.0,90.48390197753906,,mf_L_363k,eval-val,0,0,id_70_100,312
8cba_A,8cba_A,ok,0.4028780947171477,0.5209804290427754,0.1102564102564102,7.76888028090857,1662.0,214.0,195.0,64.1720199584961,,mf_L_363k,eval-val,0,0,id_20_30,195
8ci9_A,8ci9_A,ok,0.6503443321188485,0.8147432954283274,0.4223856209150326,6.365909126985692,2378.0,312.0,307.0,74.75015258789062,,mf_L_363k,eval-val,0,0,id_50_70,306
8cih_A,8cih_A,ok,0.5166638805191204,0.6845106546393409,0.1609042553191489,7.14505730295431,1464.0,214.0,188.0,78.79566955566406,,mf_L_363k,eval-val,0,0,id_70_100,188
8amo_A,8amo_A,ok,0.7671912564442103,0.9173660123617524,0.711038961038961,1.501192029880216,3015.0,399.0,429.0,86.77091979980469,,mf_L_363k,eval-val,0,0,id_70_100,385
8cpk_A,8cpk_A,ok,0.8238789071232209,0.9630431253819142,0.8997395833333334,1.0367165669471785,2724.0,384.0,384.0,89.84003448486328,,mf_L_363k,eval-val,0,0,id_50_70,384
8cpn_A,8cpn_A,ok,0.7098057741084505,0.8543616692133408,0.7028301886792453,1.850563263070756,1273.0,207.0,159.0,80.7582778930664,,mf_L_363k,eval-val,0,0,id_30_50,159
8d2z_A,8d2z_A,ok,0.7642662649904409,0.9071091148886284,0.718954248366013,2.175162653349518,2366.0,327.0,323.0,87.46094512939453,,mf_L_363k,eval-val,0,0,id_70_100,306
8daj_A,8daj_A,ok,0.657178319664262,0.8243435197595421,0.509933774834437,3.152796526447781,2294.0,302.0,318.0,81.86676788330078,,mf_L_363k,eval-val,0,0,id_50_70,302
8dez_A,8dez_A,ok,0.3092002886954055,0.3541981107372332,0.1214285714285714,10.564098828837528,1357.0,173.0,199.0,35.73117446899414,,mf_L_363k,eval-val,0,0,id_70_100,173
8dge_A,8dge_A,ok,0.6053937476181127,0.7588843895081884,0.188912429378531,7.681520983352758,5660.0,738.0,709.0,79.72179412841797,,mf_L_363k,eval-val,0,0,id_30_50,707
8dhj_A,8dhj_A,ok,0.7605028435879696,0.8645993779963677,0.6398305084745762,1.7173452038782742,1928.0,249.0,240.0,86.74132537841797,,mf_L_363k,eval-val,0,0,id_30_50,236
8dmu_A,8dmu_A,ok,0.2109576573508877,0.3330758354231724,0.0214884696016771,15.689649192376985,3754.0,489.0,515.0,40.87390899658203,,mf_L_363k,eval-val,0,0,id_50_70,476
8dp9_A,8dp9_A,ok,0.7958211779761195,0.909871331082506,0.8571428571428572,1.1530499400940677,1057.0,148.0,133.0,89.14435577392578,,mf_L_363k,eval-val,0,0,id_70_100,133
8dqd_A,8dqd_A,ok,0.7726662405106259,0.8938153438004374,0.6320754716981132,1.5407254401355115,2926.0,377.0,409.0,87.93193817138672,,mf_L_363k,eval-val,0,0,id_50_70,370
8dx0_A,8dx0_A,ok,0.7972448005401215,0.9371678472244496,0.8884892086330936,1.0167901888091595,1116.0,154.0,140.0,90.23892974853516,,mf_L_363k,eval-val,0,0,id_50_70,139
8e0r_A,8e0r_A,ok,0.2714684156939433,0.2846162357183342,0.0095693779904306,14.531852730761084,3412.0,468.0,463.0,48.27183151245117,,mf_L_363k,eval-val,0,0,id_70_100,418
8e5h_A,8e5h_A,ok,0.626209502984922,0.8073505641804661,0.5630081300813008,5.322038409188985,2795.0,372.0,400.0,75.56993865966797,,mf_L_363k,eval-val,0,0,id_70_100,368
8eb9_A,8eb9_A,ok,0.344535397783475,0.5728521658548558,0.2022471910112359,6.077639815176623,653.0,95.0,89.0,40.143798828125,,mf_L_363k,eval-val,0,0,no_homolog,89
8ec3_A,8ec3_A,ok,0.5155154465206706,0.7791256680820432,0.3483870967741935,3.970807539338117,1230.0,168.0,156.0,79.68283081054688,,mf_L_363k,eval-val,0,0,no_homolog,155
8eo5_A,8eo5_A,ok,0.8883946494844351,0.9762082057710636,0.9444444444444444,0.6066985642161895,2025.0,290.0,270.0,92.74075317382812,,mf_L_363k,eval-val,0,0,id_50_70,270
