stem,length,fine_cluster,contacts_emitted,num_tokens,truncated,document_sha256,source_parquet
proteina-5ae688ba10fb7c77a729,500,proteina-5ae688ba10fb7c77a729,378,2142,False,0659854b9d63815d1f22bca7e71cfebe0392c4f448d5338d2b6cdfd41d87ff6b,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l500-v1/documents-provisional/f98b6c036ea73c4188b5.parquet
proteina-5b90ceb3aeaa50f0b8fd,60,proteina-5b90ceb3aeaa50f0b8fd,64,320,False,5fd0c038249a8edc538bbfeb7318571e75aba8ca410266d6203c9b83931ab2a9,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/7acfe5ae4bc143bf3f0d.parquet
proteina-5bd13459e72a78e5b009,60,proteina-5bd13459e72a78e5b009,60,308,False,28262ed2426f5e5cbc708aea21d3277182b952b29d3bd1da1bcef63a8155b96c,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/a919b4c557ee7a7ccd74.parquet
proteina-5bddec688225908f52cc,100,proteina-5bddec688225908f52cc,80,448,False,f55210ed01823e19d9aee8fe8f758f3d643d9e3aa1666cc2559e116ba30ed997,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/facc89fba0efb2f9ad84.parquet
proteina-5d0a4630c035b842d19d,60,proteina-5d0a4630c035b842d19d,47,269,False,08c53176152c64e0658785ab79d297a2e23358289b5cf8c406d50466dddab9c9,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/1f51c6e45e0ad889d606.parquet
proteina-5db023867490eb019f8d,200,proteina-5db023867490eb019f8d,174,930,False,5505f336c744296fd2a963a4f7b8682f06efc57442b3b3cdb5a62a6c17d09f3c,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/939f6ee146f3d9569cf7.parquet
proteina-5ed86f32a250b3c9459d,100,proteina-5ed86f32a250b3c9459d,93,487,False,c11c2926b0e2af5a665bb9fa95770b459dd3463860c6491df65dc6bf2ab03e97,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/106536dde600e7daa177.parquet
proteina-60652b18576aa0441d45,60,proteina-60652b18576aa0441d45,44,260,False,8566e72dfbe27fc5aa0fbb4827082efae3902737878da9b3fd296f70c614f253,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6cdbaba65516fcb40052.parquet
proteina-6088961eee1c4bbd62c0,100,proteina-6088961eee1c4bbd62c0,72,424,False,16a18dbaae78f94202818410ab973dc6557f1f7ce2415895e8241764773ebc71,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/f3568cd0506e0516c73a.parquet
proteina-614e28c3079353155128,100,proteina-614e28c3079353155128,62,394,False,524c537123c352551304b10e7fef2860fb54792a8006519ab5ed2d3656c775ff,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/f3568cd0506e0516c73a.parquet
proteina-61e77080ea4940311234,60,proteina-61e77080ea4940311234,28,212,False,17a29808110f1bcca73b00038d845a1300a497b128b3eaff6d185d5d7bf58fbf,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/67fd8b160bb02d6adc11.parquet
proteina-622f87fd3122bf88d633,300,proteina-622f87fd3122bf88d633,318,1562,False,7d7a7ac731cd6aa606bd5feffd80d2283125b86b3a0a1263a342332dd14213fe,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/3bad7ac2e3b3cea19967.parquet
proteina-623527dfc73fdea54b8f,300,proteina-623527dfc73fdea54b8f,266,1406,False,31da1219f4701212a1c48e23e0be458a0d9e883ac0bca3249ae149b50c8817cc,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/5f1ad2461b6ce2723dbe.parquet
proteina-6248bc9cb1b9e9eb9c78,300,proteina-1ebbbfb6ba268bcf2e28,331,1601,False,c6b8bfcf6363f294fad3b01691ded31d500ad5f70f468b0ebd8c4239f71846f8,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/1d66ce971005751c20ff.parquet
proteina-624d765baa5c50fa85aa,200,proteina-624d765baa5c50fa85aa,175,933,False,f9d15808e1fb4c74b5c2dba50f9d79e49bbb827a46961eeda6cfa91857be9a51,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/a813c3e6f004e266b7f5.parquet
proteina-6349e94d15fc882cd507,500,proteina-6349e94d15fc882cd507,572,2724,False,0820c600118360f20481c77fd467e861e4e1173cfefc4e0d9938778821e54d73,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l500-v1/documents-provisional/98dc77e90a23d52a3c45.parquet
proteina-6381ff6fa4ffd984fe08,200,proteina-6381ff6fa4ffd984fe08,218,1062,False,72186c8c47e38f359464cb759fbf53d9222acb48b4b81615db7d64bc48653f44,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/0718f68136e9854c332d.parquet
proteina-63872c28075090970779,100,proteina-63872c28075090970779,81,451,False,28f95f3a42c0ee2af88a7286b32b5e84c8c767e91e4bfe826f499ce2fb1b1d3d,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/5b88ed200d13b0d3f9bc.parquet
proteina-6421c7ab556ec90937cc,400,proteina-6421c7ab556ec90937cc,417,2059,False,6632e04d6ea02891adf4887c127c318673c9d2b39ed9bab835a4fdf4ddb4c8ed,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/ffeb838af085c3cc00fa.parquet
proteina-650868d686b61ac7f63a,60,proteina-317db1d06e7c905d42d4,50,278,False,60c711a7337f1e4b74ba1b1ef19b88eb0aabbd5e128d8be8989d74586ab25f1b,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6732899e8165c8b123c0.parquet
proteina-650dbb2a916bf23b2a88,60,proteina-650dbb2a916bf23b2a88,52,284,False,3a8026260a1a388709cb780a6a4bab4cce567f0cd937b3dd72dfb16e11965b56,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6732899e8165c8b123c0.parquet
proteina-65603b8ccdf828c66fe9,100,proteina-65603b8ccdf828c66fe9,87,469,False,2b50a8c2dc962b32047ffa01bc5650d3c30594642659e7698514a9c6ada0ca86,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/96469653a4df51ca0ade.parquet
proteina-6648e52b3c80e35a1af7,100,proteina-6648e52b3c80e35a1af7,106,526,False,f34c94d2cae6de399c4b3e2ced5e7081313ac17e14b8a02cb869446d2c1ce406,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/2085eadd669c0cad8edd.parquet
proteina-66699433c91ba3975fa1,60,proteina-66699433c91ba3975fa1,37,239,False,0dbfbc362d0cd872dbc16e2619710980791665e3739b3178a53ece06e14df869,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/7674651d62cf1d031f65.parquet
proteina-6752940ae12eca3b8e99,100,proteina-6752940ae12eca3b8e99,105,523,False,7598fff3d5f577b931c3416d47c70683e9158fcfca1004bb78c0bceff29d5062,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/947fb8c94a3ad7f02463.parquet
proteina-6755f51843716c41bdef,200,proteina-6755f51843716c41bdef,185,963,False,80aa65b6aee4b5b4c789ffddc2e681da6af4004b0754b71928a3ea1700e3bfc6,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/0718f68136e9854c332d.parquet
proteina-67892a8122c7ec43de2d,60,proteina-67892a8122c7ec43de2d,43,257,False,eeff6e06db9a2aa90a2a96836513f92a11149f65fa59bb2ee054e27a27de4b59,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/67fd8b160bb02d6adc11.parquet
proteina-696132d886d3c9b52251,100,proteina-696132d886d3c9b52251,36,316,False,4337f370896f20fe71e1ca13ea54d6173e29c8a897c62c5e2a997a0ac7bb9315,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/2085eadd669c0cad8edd.parquet
proteina-6b9ee1bfa262bc6338ef,100,proteina-6b9ee1bfa262bc6338ef,104,520,False,5ad5553c76fac0a3d4f6147bc0221fe869d7a1d8a1e193397159802469abda20,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/f3568cd0506e0516c73a.parquet
proteina-6d5e3e3ac552f3ad3030,60,proteina-6d5e3e3ac552f3ad3030,53,287,False,bdf5922cb612e5cfa77ecd6f4e5fee7e062256c63242dd331f54dc6fab5b2e68,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/7acfe5ae4bc143bf3f0d.parquet
proteina-6d6e50ba178f2817362c,60,proteina-6d6e50ba178f2817362c,61,311,False,568f372ac3604ecb2b89fce59db64f2681ebb5a7dea8ed210372bd7dca66068e,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/7acfe5ae4bc143bf3f0d.parquet
proteina-6d70f8e72623a6cc4136,100,proteina-6d70f8e72623a6cc4136,96,496,False,2815bf89a1c570739a4f649eff5d21272c78902051847e1dd05fe0a7a1edc4c3,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/facc89fba0efb2f9ad84.parquet
proteina-6e1f0a16c599cb4a2add,100,proteina-6e1f0a16c599cb4a2add,84,460,False,02f606e1405210c736b96ed21faa036d31bf45b34ab91b9ad8fb59b7a204c89e,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/96469653a4df51ca0ade.parquet
proteina-6e28593060f581780cab,200,proteina-6e28593060f581780cab,223,1077,False,53b59f2cbf32cc077c6742ef0891d516d343594be62465f47ebac9fc143c9812,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/a813c3e6f004e266b7f5.parquet
proteina-6ea31ef533523f64c097,200,proteina-6ea31ef533523f64c097,235,1113,False,5348bbc074f0afbccf6d7213bd304aad7cd1432b5064b5396b1e7e05ed671238,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/6eb672d283c08189deb7.parquet
proteina-6fee0f24aae8ca057c5d,100,proteina-6fee0f24aae8ca057c5d,106,526,False,e995629067b679341cb7f3b10a8b6ca897eb87fe8defdc93c55e482849b81c83,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/be5d3c6ac9a605935969.parquet
proteina-702bcdbb7503e8f4f6c5,200,proteina-702bcdbb7503e8f4f6c5,221,1071,False,c22a9ef58c5138fa6d911e8dcd1e17fb457efbe9ba13a24ad10f931166dc1b47,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/61b17ab70a69b214148b.parquet
proteina-7032710eab91233236f0,200,proteina-7032710eab91233236f0,229,1095,False,d9f2e995bfc46f0dc272de1f5e524c863665a4a65e1a54e887b5431ab9bca08d,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/a813c3e6f004e266b7f5.parquet
proteina-70791b852d1236e1a0d1,100,proteina-70791b852d1236e1a0d1,84,460,False,59b505158d4ad72166a533f29ad946665165268b7404358abc17aa1d473340a9,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/106536dde600e7daa177.parquet
proteina-72182d7a868f116078d5,60,proteina-72182d7a868f116078d5,51,281,False,4638e7cbde3c063abe52ff91af356920636c1b49b80e330f04a71146885bb08b,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6732899e8165c8b123c0.parquet
proteina-7291d296898ff8dbfc24,100,proteina-7291d296898ff8dbfc24,95,493,False,dfe07cae38b5c5acaba0ff89bfe2b3ca252e4869c7108c3b69136759b7d050c7,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/f3568cd0506e0516c73a.parquet
proteina-72d88beef32e4530707c,60,proteina-72d88beef32e4530707c,40,248,False,75df69c8a7d2ec09508fc6b451d4d77312f01f6cd2ae98f5493faf4aab8353b9,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/98f91b68a0eb17e9ebf0.parquet
proteina-7308efa9234e569bd022,100,proteina-7308efa9234e569bd022,56,376,False,01ff16d3fc313395ee9372eb2bcc1455fe936f05327cecfb564da3748db7afb5,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/2085eadd669c0cad8edd.parquet
proteina-73283c1f66154e8d7cf2,100,proteina-73283c1f66154e8d7cf2,94,490,False,e182731577e2ec7130e119d1fa326d36df98e376b89684907949f2f5977d2233,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/947fb8c94a3ad7f02463.parquet
proteina-74043e9ef3c7eaaf763c,100,proteina-74043e9ef3c7eaaf763c,89,475,False,ced4803edd26913a5ec216d0bff1de91d5a1a016480317a46561d9a9c7681b15,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/5b88ed200d13b0d3f9bc.parquet
proteina-74840db753043aa4ae85,60,proteina-56bcd3e32df3795e0367,63,317,False,dc761c3f731252f48aaccb0758b7f4ffdffd90c4c8c5429b11112659507d1154,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/a919b4c557ee7a7ccd74.parquet
proteina-74c8164388bd2b8296d3,500,proteina-74c8164388bd2b8296d3,460,2388,False,de0ce6b5837dd9409a7c96eb4a0dcef6bada913a53efc8dbc9db09bb22fe2bc0,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l500-v1/documents-provisional/e6cff9903c1746c4684a.parquet
proteina-757e084542e810238a1d,100,proteina-757e084542e810238a1d,100,508,False,f3af0bd77c28e73d9d6d36b28fba74772f0e2b20f62de3ba022e94a8e0574161,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/be5d3c6ac9a605935969.parquet
proteina-75e3c21bbeb6f05a8cbd,100,proteina-75e3c21bbeb6f05a8cbd,84,460,False,9b60402b13a06a01411bf2e434364dcf260105a2c2da21b0f4594abbaa7228e7,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/947fb8c94a3ad7f02463.parquet
proteina-762872a2750cfd33edfd,400,proteina-762872a2750cfd33edfd,416,2056,False,5ffed54741028bead9b8cfd7b92ddadd4a6b98746356de0817304e2c793218b4,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/8333d2adcbb672684b7b.parquet
proteina-763bcb8e5403dd2161d8,200,proteina-763bcb8e5403dd2161d8,192,984,False,1372723e9da5b6b4825098832941b89015c82752f904e71b3138c5f20a787ec0,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/0718f68136e9854c332d.parquet
proteina-76621942071111cd4934,300,proteina-76621942071111cd4934,207,1229,False,d4fc7c77e0c95846df483794e23c47c9197a3fc23dc766df5d932d4bb20791e2,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/1d66ce971005751c20ff.parquet
proteina-76eec2ffec8854fd5cca,100,proteina-76eec2ffec8854fd5cca,65,403,False,ee86853003d0adc1a1410e64c33faaf4b8dc2ed4744a94f1408c6392dc72a09e,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/2085eadd669c0cad8edd.parquet
proteina-7728c7575d568cc5cec6,200,proteina-7728c7575d568cc5cec6,216,1056,False,253ba8bc96d340b84fa34dc544f88815b6cda3cd94676be71a7ef59a67787a44,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/200e73b1e699dba10fb9.parquet
proteina-7833ba24eda0990a02eb,100,proteina-7833ba24eda0990a02eb,101,511,False,12a8df0bdb3e885d79c7c253569664084740284c5e6fe5474d12a1e34c04c34d,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/f3568cd0506e0516c73a.parquet
proteina-79140cceacdaca80fb7b,200,proteina-79140cceacdaca80fb7b,246,1146,False,769a40ee9282e0c6761c9d16bd18c6ee7d7dfaf89b85cf542e181e8cb939c8b4,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/ee09aa4072bcc9f570db.parquet
proteina-79a1fe05ba9c855f9c8a,60,proteina-79a1fe05ba9c855f9c8a,63,317,False,f9e7baca1599e8f57214cc34139a23973b70778158e6477f9d5fdec22fc2f83f,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/1f51c6e45e0ad889d606.parquet
proteina-7afe9e53456a61fa75eb,60,proteina-7afe9e53456a61fa75eb,57,299,False,28842b7c2438c97fe834ea57b2497cea4a2c6b672d3a4f91b0337b5e2640ea90,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/1f51c6e45e0ad889d606.parquet
proteina-7bd1f6f210d46df9a286,100,proteina-7bd1f6f210d46df9a286,83,457,False,20fa71a0b827ff3fec7a1dde45b334e8ccc271dd74e8b68acc1f787942af333b,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/be5d3c6ac9a605935969.parquet
proteina-7c4326b76a0f1dcd4857,400,proteina-7c4326b76a0f1dcd4857,401,2011,False,c9f1ef780b79e537831567cfa0345a37062255a0546539339f5a970f4a9e3d5d,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/0ce9708256cf3cdc3b9b.parquet
proteina-7cbbe861dc47194a54e2,300,proteina-7cbbe861dc47194a54e2,213,1247,False,f35380c82b10c7510ee09b5f0687cf9760c7eea5cb2d5e159b90360721664f11,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/d4bcc4632553d2921112.parquet
proteina-7cee97215620e3971d61,60,proteina-7cee97215620e3971d61,37,239,False,8a7c7081c783ac3883ad993d3be6791fb57d18152d5f9e32fa35dccdd85ae333,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/67fd8b160bb02d6adc11.parquet
proteina-7d37c5473c728136b600,60,proteina-7d37c5473c728136b600,55,293,False,3afc5f0ff8da5f75c61e8194ea2b2d95bb90537cb1a5e41a493eb1841acdf394,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6732899e8165c8b123c0.parquet
proteina-7d9cb122ff1ffb72f4ec,60,proteina-09e03490d19cae98f232,41,251,False,2f4f96c2be7d92f2e6183713ba7805efdc063eb7aa155afe375d6c4f124d93d3,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/7674651d62cf1d031f65.parquet
proteina-7fa413c447dc39824024,60,proteina-7fa413c447dc39824024,46,266,False,ed7cdc4e6a3bebb57744d8e732bc034143d90efb045f27102008c12fdd74f198,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6cdbaba65516fcb40052.parquet
proteina-800e6b3798512bed2dbc,60,proteina-800e6b3798512bed2dbc,39,245,False,aa68782bb36bc1638ae47f8714c6fc3ea41acd3a7b1a420368e77ee451dd191e,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/a919b4c557ee7a7ccd74.parquet
proteina-80a135014b75ee84514e,400,proteina-80a135014b75ee84514e,451,2161,False,639ceabdb689e38cb33fc71dc8f4fb8d9996760b0ece85d512a915ee6b582885,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/ead37bacd40046998227.parquet
proteina-80b2ddc8e072fe4ec10b,60,proteina-56bcd3e32df3795e0367,49,275,False,fce04a9f61703ec5c93e82d8b7a9a00bcbd3a7acacff3e87e8613ca7cd95e588,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/a919b4c557ee7a7ccd74.parquet
proteina-8109e29a0833a4e66c8d,100,proteina-8109e29a0833a4e66c8d,93,487,False,03e1c6e510077fd7c2706e49c7859eb71a64ccb1dc6bab4bd493bf50483d2d31,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/facc89fba0efb2f9ad84.parquet
proteina-8139261fa0629e424638,200,proteina-8139261fa0629e424638,209,1035,False,8608bc540886e195af6b09bd360b539bd5305c2f0ec1cc32566f4601bd279aaa,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/200e73b1e699dba10fb9.parquet
proteina-814f4aa57e07143de43f,400,proteina-814f4aa57e07143de43f,415,2053,False,47361faf599a3123d11979b8e627feddfad08c82239e581135b4409576245666,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/25aeff64745c3c15a8fd.parquet
proteina-823075bfa3a8d43a0535,200,proteina-823075bfa3a8d43a0535,219,1065,False,b9521d45ae7f28d6aaf6fef193f89ff05bec7f342e00e768e648d445102d12c7,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/6eb672d283c08189deb7.parquet
proteina-826b752d71ce7e75be2b,60,proteina-29639e56bac37dcfdb2b,48,272,False,cb425f3ae712632ef7987c5dee42923ff576a33174cd88c9891d5edfae573c06,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6cdbaba65516fcb40052.parquet
proteina-8286078cad44fb9f04fd,400,proteina-8286078cad44fb9f04fd,461,2191,False,d4115d66fe9e555cc3c201eee1bd69882c32e2f83cc3664cc699d2afa94e2fe7,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/3ba831cb202eeafe51ce.parquet
proteina-82f9e504dcd7ab425e16,60,proteina-5bd13459e72a78e5b009,59,305,False,c891a450c0c22630b11696883abc764bdf1d6d1f1b2e16b65b2aebbe787d86d0,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/7acfe5ae4bc143bf3f0d.parquet
proteina-835f53fa251535a9e7de,200,proteina-835f53fa251535a9e7de,188,972,False,b608e50115f40bab226222e97194017289e6cad3de409ae6ca071a4dc06e23dd,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/6eb672d283c08189deb7.parquet
proteina-83b51260fd3ec7cb6e93,300,proteina-7cbbe861dc47194a54e2,272,1424,False,a5d4ca3646102d9ad7ee4c0ad92947dbd9b130cbc10cee75e83681824486ee45,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/5f1ad2461b6ce2723dbe.parquet
proteina-84f1b39f303f6cfa55c8,300,proteina-84f1b39f303f6cfa55c8,312,1544,False,b525d1bd6d990c4ebea9d54e5675be73d8aa53383841f22f33830309a3def072,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/64864aab5e7353e7bf2e.parquet
proteina-8537e2c0331e2f9953f7,100,proteina-8537e2c0331e2f9953f7,102,514,False,0386013db5f468cd6837e32267c070b4548da1911814ffdc5c8ed05084e78ea3,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/f3568cd0506e0516c73a.parquet
proteina-856f5781364db68916e2,60,proteina-5bd13459e72a78e5b009,60,308,False,37025f5b1f0efe57cae07962b7c918a5422d75f239b2a84bd08b1e3ad02f22e6,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/a919b4c557ee7a7ccd74.parquet
proteina-857e180c008884749f15,100,proteina-857e180c008884749f15,110,538,False,427021eb5040b90b8c54af96ca38cfa3082cccf656ddb4c7608aa53448fc149d,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/f3568cd0506e0516c73a.parquet
proteina-85aa42a571652fa98eb5,200,proteina-85aa42a571652fa98eb5,187,969,False,cd6e211cefd2eae716aaaa8332314db364a833fe2218b3e625cc36d1e4640f83,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/939f6ee146f3d9569cf7.parquet
proteina-861b9fdbca57645cd44d,200,proteina-861b9fdbca57645cd44d,184,960,False,8a9eb60d92635fa026e9b7579f0218fa0a65d55d00418d4be2fa25270f48d620,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/200e73b1e699dba10fb9.parquet
proteina-8697fe0bcb4cd39f1ba5,60,proteina-8697fe0bcb4cd39f1ba5,42,254,False,c2a7392c7a71166567d5be72d98c629be527a6933ef7567cd5cee746f4f22b8e,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/7674651d62cf1d031f65.parquet
proteina-86f4e1afcfb175e8a15f,100,proteina-86f4e1afcfb175e8a15f,93,487,False,c2ddd51dfb5180162f285236845ee5f17bdf8ca7994876d5e74f431d4cf0c634,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/96469653a4df51ca0ade.parquet
proteina-872955038ceae2cab27b,400,proteina-872955038ceae2cab27b,442,2134,False,0449103518d68d5f3d0e35839c83c1a065cb17098f8dcbedd7ea438edda0c842,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/21145e4ce7a942ed42d8.parquet
proteina-873f0fc7014e74a71c61,200,proteina-873f0fc7014e74a71c61,209,1035,False,335c36a78bdcc0b49304d28b7a0a1d0eb7b3ebf93fe3b72af419faaef9b67ec1,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/ee09aa4072bcc9f570db.parquet
proteina-87a50214f06f7d7f3b70,300,proteina-87a50214f06f7d7f3b70,360,1688,False,8fdda3033a787890f9a9b73c63223fee0c544b0aabb798d5dd955f0e6c44b18a,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/9996d7faaf8c4b0352e4.parquet
proteina-87ce33f2728a9943f70f,60,proteina-87ce33f2728a9943f70f,46,266,False,81ea8f6d73634e4745e98a640974543366e276ce2105ce55a52e684801075de5,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6732899e8165c8b123c0.parquet
proteina-87f184efd994019a7488,60,proteina-87f184efd994019a7488,57,299,False,9d32f13b4e875b8f3e67a5528e12f369160f3c0aec47efd82d122980934d75e5,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/98f91b68a0eb17e9ebf0.parquet
proteina-883ae992f92f6d150ae4,60,proteina-883ae992f92f6d150ae4,40,248,False,5d765188df64af16db23083aa1d0c7fa4a14f5ed2a853787cc9ee733b06d1097,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/1f51c6e45e0ad889d606.parquet
proteina-883efa0bf17f62c254bc,60,proteina-883efa0bf17f62c254bc,55,293,False,b8a9a1b9f7a0ec25e3755bd7ecd7d1cfdddc924a1eb5561d5092ccb878981c35,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/7acfe5ae4bc143bf3f0d.parquet
