pdb_id,chain_id,method,n_residues,mae_distogram_cb_angstrom,drmsd_distogram_cb_angstrom,n_mae_distogram_pairs,mae_distogram_cb_contact_angstrom,drmsd_distogram_cb_contact_angstrom,n_mae_distogram_contact_pairs,prec_short_L,prec_short_L_2,prec_short_L_5,prec_medium_L,prec_medium_L_2,prec_medium_L_5,prec_long_L,prec_long_L_2,prec_long_L_5,n_short_contacts,n_medium_contacts,n_long_contacts,lddt_distogram_cb,lddt_distogram_cb_soft
8dhj,A,protenix_msa,249,0.3055,0.4174,11255,0.2601,0.3527,1071,0.2169,0.4355,0.9796,0.3012,0.6048,1.0000,0.9920,1.0000,1.0000,54,75,302,0.9623,0.9184
8dmu,A,marinfold_1b,489,7.9945,9.5515,32839,8.0843,11.6107,2500,0.1759,0.2254,0.2887,0.0941,0.1352,0.1856,0.1472,0.2090,0.3711,164,139,850,0.1713,0.1932
8dmu,A,protenix_single_seq,489,3.7055,5.0185,32839,5.7040,8.2105,2500,0.1820,0.2213,0.1959,0.0716,0.0738,0.1134,0.1738,0.2828,0.4639,164,139,850,0.2319,0.2343
8dmu,A,protenix_msa,489,0.2793,0.4091,32839,0.2482,0.3485,2500,0.3354,0.6721,1.0000,0.2843,0.5697,1.0000,1.0000,1.0000,1.0000,164,139,850,0.9637,0.9305
8dp9,A,marinfold_1b,148,6.3597,7.9258,5481,7.5054,10.4075,603,0.2095,0.2838,0.5172,0.0811,0.0946,0.1034,0.1014,0.0676,0.0345,38,46,225,0.2239,0.2401
8dp9,A,protenix_single_seq,148,3.9933,5.1873,5481,5.6608,7.7384,603,0.1892,0.2027,0.0345,0.1014,0.0811,0.0345,0.0608,0.0676,0.0690,38,46,225,0.2435,0.2525
8dp9,A,protenix_msa,148,0.5845,1.1385,5481,0.5067,1.2079,603,0.2568,0.5135,1.0000,0.3108,0.6216,1.0000,1.0000,1.0000,1.0000,38,46,225,0.8803,0.8345
8dqd,A,marinfold_1b,377,4.9365,6.5394,23282,4.7302,7.4687,1982,0.1963,0.3191,0.5600,0.3952,0.6277,0.7467,0.4589,0.6383,0.8133,91,194,597,0.3050,0.3051
8dqd,A,protenix_single_seq,377,3.3338,4.6331,23282,4.3574,6.9432,1982,0.1804,0.2872,0.4400,0.3210,0.5106,0.8400,0.2944,0.3989,0.4400,91,194,597,0.3447,0.3272
8dqd,A,protenix_msa,377,0.4613,0.8042,23282,0.3492,0.5594,1982,0.2414,0.4840,0.9867,0.5146,0.9734,1.0000,0.9947,1.0000,1.0000,91,194,597,0.9098,0.8676
8dx0,A,marinfold_1b,154,3.2979,4.6087,5600,3.3763,5.4991,637,0.2403,0.4545,0.9000,0.3312,0.5195,0.7667,0.3701,0.4935,0.6000,38,55,181,0.3807,0.3771
8dx0,A,protenix_single_seq,154,1.2774,1.8389,5600,1.0608,1.8036,637,0.2468,0.4935,0.9333,0.3506,0.5844,0.7333,0.7403,0.7532,0.8000,38,55,181,0.6780,0.6139
8dx0,A,protenix_msa,154,0.4968,0.8595,5600,0.3659,0.6988,637,0.2468,0.4935,1.0000,0.3571,0.6883,1.0000,0.9545,1.0000,1.0000,38,55,181,0.9036,0.8661
8e0r,A,marinfold_1b,468,8.9250,10.4264,24133,8.9683,12.1642,1991,0.1944,0.2863,0.4086,0.2350,0.3034,0.4301,0.1090,0.1154,0.1505,153,276,624,0.1425,0.1767
8e0r,A,protenix_single_seq,468,3.8138,5.0843,24133,6.1587,8.3749,1991,0.1880,0.2479,0.4086,0.2308,0.3077,0.5699,0.1068,0.1368,0.2258,153,276,624,0.1991,0.2116
8e0r,A,protenix_msa,468,0.4701,0.8538,24133,0.3863,0.7233,1991,0.3226,0.6282,0.9785,0.5876,0.9957,1.0000,0.9872,1.0000,1.0000,153,276,624,0.8901,0.8414
8e5h,A,marinfold_1b,372,4.7403,6.4235,22948,5.2329,8.1698,1839,0.1640,0.2634,0.3784,0.1586,0.2419,0.3919,0.5323,0.7796,0.9595,108,126,653,0.3122,0.2949
8e5h,A,protenix_single_seq,372,2.3568,3.5382,22948,3.4214,5.7525,1839,0.1989,0.3441,0.6216,0.2043,0.2957,0.5405,0.7554,0.9677,0.9865,108,126,653,0.4416,0.4270
8e5h,A,protenix_msa,372,0.2630,0.3433,22948,0.2256,0.2852,1839,0.2903,0.5806,1.0000,0.3387,0.6774,1.0000,1.0000,1.0000,1.0000,108,126,653,0.9766,0.9515
8eb9,A,marinfold_1b,95,6.2621,7.6367,3075,7.5379,9.9367,422,0.2211,0.2128,0.2105,0.1895,0.2340,0.4211,0.3368,0.4255,0.5263,41,66,119,0.1512,0.2006
8eb9,A,protenix_single_seq,95,3.3374,4.3315,3075,4.9641,6.6116,422,0.1789,0.1915,0.1579,0.1579,0.1702,0.2632,0.2421,0.3404,0.4211,41,66,119,0.3045,0.2869
8eb9,A,protenix_msa,95,2.9285,3.9748,3075,3.4914,5.0666,422,0.3474,0.4894,0.8421,0.3368,0.5106,0.7895,0.1474,0.1277,0.0526,41,66,119,0.4017,0.3630
8ec3,A,marinfold_1b,168,6.0778,7.7742,6315,4.6619,7.8613,764,0.0655,0.1071,0.1515,0.0417,0.0476,0.0000,0.1786,0.1310,0.0606,23,20,175,0.2965,0.3391
8ec3,A,protenix_single_seq,168,2.5376,3.6057,6315,2.4802,4.4467,764,0.0893,0.1429,0.1818,0.0595,0.0714,0.0606,0.3929,0.5238,0.6667,23,20,175,0.4531,0.4427
8ec3,A,protenix_msa,168,0.7068,1.4571,6315,0.5318,1.2308,764,0.1071,0.2143,0.5455,0.1190,0.2381,0.5758,0.9345,0.9881,1.0000,23,20,175,0.8294,0.7956
8eo5,A,marinfold_1b,290,7.9397,9.5726,16242,7.6952,11.2821,1431,0.1793,0.2897,0.5345,0.2069,0.3310,0.5000,0.0897,0.1103,0.1897,76,145,416,0.2010,0.2251
8eo5,A,protenix_single_seq,290,3.3260,4.5076,16242,4.8744,7.0939,1431,0.1759,0.2621,0.4138,0.1828,0.2138,0.3448,0.2759,0.3448,0.4138,76,145,416,0.2699,0.2885
8eo5,A,protenix_msa,290,0.3419,0.5779,16242,0.2540,0.4475,1431,0.2621,0.5241,1.0000,0.5000,0.9793,1.0000,1.0000,1.0000,1.0000,76,145,416,0.9508,0.9236
8gmy,A,marinfold_1b,236,5.4442,7.2789,11334,5.3222,8.1698,1071,0.2331,0.3559,0.5106,0.2669,0.4237,0.6596,0.3178,0.4322,0.6383,70,116,285,0.2753,0.2767
8gmy,A,protenix_single_seq,236,2.7639,3.7927,11334,3.8841,5.8070,1071,0.1737,0.2203,0.3404,0.2203,0.3051,0.4468,0.4661,0.6610,0.8936,70,116,285,0.3262,0.3237
8gmy,A,protenix_msa,236,0.8452,1.5980,11334,0.6787,1.6541,1071,0.2839,0.5508,0.9787,0.4831,0.8983,1.0000,0.8983,0.9831,1.0000,70,116,285,0.8159,0.7888
8q8i,A,marinfold_1b,282,6.4318,7.9903,15746,7.0238,9.9792,1372,0.1418,0.1986,0.1786,0.0993,0.0922,0.0357,0.1454,0.1489,0.1607,75,138,408,0.1940,0.2180
8q8i,A,protenix_single_seq,282,3.6777,4.9494,15746,5.6944,8.0462,1372,0.1418,0.1348,0.1786,0.0993,0.0922,0.0714,0.0603,0.0638,0.1071,75,138,408,0.2391,0.2382
8q8i,A,protenix_msa,282,0.2825,0.4029,15746,0.2904,0.3910,1372,0.2660,0.5319,1.0000,0.4894,0.9574,1.0000,1.0000,1.0000,1.0000,75,138,408,0.9566,0.9188
8ycm,A,marinfold_1b,229,6.4145,7.8486,10090,5.9031,8.9615,1038,0.2140,0.3333,0.5111,0.1397,0.2193,0.3556,0.1441,0.2018,0.3333,71,61,251,0.2272,0.2586
8ycm,A,protenix_single_seq,229,3.2481,4.4352,10090,4.1168,6.3516,1038,0.2009,0.3421,0.3778,0.1004,0.1404,0.2000,0.1485,0.2544,0.5333,71,61,251,0.3297,0.3245
8ycm,A,protenix_msa,229,0.4655,0.8487,10090,0.3630,0.7974,1038,0.3100,0.6228,1.0000,0.2664,0.5351,1.0000,0.9301,1.0000,1.0000,71,61,251,0.9187,0.8788
