entry_id,r,L,n_gt,n_gen_tokens,finished,prompt_ok,n_sections_mine,n_sections_theirs,best_f1_mine,best_f1_theirs,last_f1_mine,last_f1_theirs,first_f1_mine,first_f1_theirs,mean_jaccard,precision,n_pred,max_section_f1_delta
denovo_pdb__8etq_A,0,277,300,6663,False,True,19,19,0.121654501216545,0.121654501216545,0.05466970387243736,0.05466970387243736,0.06615776081424937,0.06615776081424937,0.047482394415802154,0.13227990970654627,2199.0,0.0
denovo_pdb__8etq_A,15,277,300,6663,False,True,19,19,0.08312958435207823,0.08312958435207823,0.037135278514588865,0.037135278514588865,0.04020100502512563,0.04020100502512563,0.024167042447744466,0.08442437923250565,2209.0,0.0
denovo_pdb__8etq_A,5,277,300,6663,False,True,20,20,0.07901234567901234,0.07901234567901234,0.006451612903225807,0.006451612903225807,0.07901234567901234,0.07901234567901234,0.02610515583864446,0.1025293586269196,2204.0,0.0
denovo_pdb__3p6i_A,11,127,153,2870,True,True,11,11,0.21940928270042195,0.21940928270042195,0.20338983050847456,0.20338983050847456,0.16597510373443985,0.16597510373443985,0.16984665692668108,0.229800629590766,953.0,0.0
denovo_pdb__3p6i_A,5,127,153,2350,True,True,10,10,0.2543859649122807,0.2543859649122807,0.2543859649122807,0.2543859649122807,0.15315315315315314,0.15315315315315314,0.13954685884019177,0.26153846153846155,779.0,0.0
denovo_pdb__3p6i_A,0,127,153,2421,True,True,9,9,0.26153846153846155,0.26153846153846155,0.22764227642276422,0.22764227642276422,0.15625,0.15625,0.16766988016348475,0.26119402985074625,802.0,0.0
denovo_pdb__3p6i_A,17,127,153,2530,True,True,10,10,0.2948207171314741,0.2948207171314741,0.20661157024793392,0.20661157024793392,0.13584905660377358,0.13584905660377358,0.13830447437316287,0.21428571428571427,840.0,0.0
denovo_pdb__6z2i_A,19,168,210,6663,False,True,18,18,0.2617283950617284,0.2617283950617284,0.10429447852760736,0.10429447852760736,0.038461538461538464,0.038461538461538464,0.06143309431923491,0.21354401805869075,2211.0,0.0
denovo_pdb__6z2i_A,20,168,210,6663,False,True,19,19,0.19607843137254902,0.19607843137254902,0.0425531914893617,0.0425531914893617,0.08917197452229299,0.08917197452229299,0.03561607922986548,0.15575620767494355,2210.0,0.0
denovo_pdb__6z2i_A,15,168,210,6663,False,True,18,18,0.22754491017964074,0.22754491017964074,0.16431924882629106,0.16431924882629106,0.07119741100323625,0.07119741100323625,0.04513297288790987,0.17832957110609482,2198.0,0.0
denovo_pdb__6z2i_A,2,168,210,6663,False,True,20,20,0.21926910299003324,0.21926910299003324,0.06498194945848375,0.06498194945848375,0.1128526645768025,0.1128526645768025,0.04431842422976432,0.16892502258355918,2210.0,0.0
denovo_pdb__5op3_A,19,157,111,415,True,True,1,1,0.674698795180723,0.674698795180723,0.674698795180723,0.674698795180723,0.674698795180723,0.674698795180723,,0.6086956521739131,138.0,0.0
denovo_pdb__5op3_A,14,157,111,433,True,True,1,1,0.6980392156862745,0.6980392156862745,0.6980392156862745,0.6980392156862745,0.6980392156862745,0.6980392156862745,,0.6180555555555556,144.0,0.0
denovo_pdb__5op3_A,15,157,111,418,True,True,1,1,0.752,0.752,0.752,0.752,0.752,0.752,,0.6762589928057554,139.0,0.0
denovo_pdb__5op3_A,23,157,111,406,True,True,1,1,0.7428571428571428,0.7428571428571428,0.7428571428571428,0.7428571428571428,0.7428571428571428,0.7428571428571428,,0.674074074074074,134.0,0.0
denovo_pdb__6i3a_A,2,251,211,604,True,True,1,1,0.5485436893203883,0.5485436893203883,0.5485436893203883,0.5485436893203883,0.5485436893203883,0.5485436893203883,,0.5621890547263682,201.0,0.0
denovo_pdb__6i3a_A,0,251,211,829,True,True,1,1,0.5991735537190083,0.5991735537190083,0.5991735537190083,0.5991735537190083,0.5991735537190083,0.5991735537190083,,0.5253623188405797,273.0,0.0
denovo_pdb__6i3a_A,7,251,211,1410,True,True,3,3,0.5981735159817353,0.5981735159817353,0.5981735159817353,0.5981735159817353,0.32835820895522394,0.32835820895522394,0.21933813313123657,0.5245202558635395,467.0,0.0
denovo_pdb__6i3a_A,5,251,211,1034,True,True,2,2,0.640909090909091,0.640909090909091,0.640909090909091,0.640909090909091,0.37538461538461537,0.37538461538461537,0.2564102564102564,0.5872093023255814,343.0,0.0
denovo_pdb__8xyu_A,11,169,190,6663,False,True,22,22,0.11636363636363638,0.11636363636363638,0.07194244604316545,0.07194244604316545,0.0425531914893617,0.0425531914893617,0.030268049845980645,0.08491418247515808,2210.0,0.0
denovo_pdb__8xyu_A,8,169,190,6663,False,True,20,20,0.09876543209876543,0.09876543209876543,0.01990049751243781,0.01990049751243781,0.07357859531772575,0.07357859531772575,0.030259665709787033,0.07452574525745258,2209.0,0.0
denovo_pdb__8xyu_A,7,169,190,6663,False,True,19,19,0.0858085808580858,0.0858085808580858,0.06340057636887608,0.06340057636887608,0.07308970099667773,0.07308970099667773,0.03024525280479697,0.08487584650112867,2206.0,0.0
denovo_pdb__8xyu_A,20,169,190,6663,False,True,22,22,0.09395973154362415,0.09395973154362415,0.020833333333333332,0.020833333333333332,0.04713804713804714,0.04713804713804714,0.028088084385885434,0.07046070460704607,2208.0,0.0
cameo_hard__8vd6_A,14,174,114,4015,True,True,13,13,0.41106719367588934,0.41106719367588934,0.41106719367588934,0.41106719367588934,0.24742268041237106,0.24742268041237106,0.15087831160606177,0.27061469265367316,1334.0,0.0
cameo_hard__8vd6_A,15,174,114,6663,False,True,22,22,0.2764227642276422,0.2764227642276422,0.016129032258064516,0.016129032258064516,0.2,0.2,0.07510817594375804,0.1874435411020777,2211.0,0.0
cameo_hard__8vd6_A,9,174,114,1450,True,True,4,4,0.33962264150943394,0.33962264150943394,0.33962264150943394,0.33962264150943394,0.22831050228310504,0.22831050228310504,0.16480037867420108,0.2572614107883817,482.0,0.0
cameo_hard__8vd6_A,22,174,114,6663,False,True,23,23,0.3964757709251101,0.3964757709251101,0.19101123595505615,0.19101123595505615,0.2805429864253393,0.2805429864253393,0.1400251037243091,0.2729326705829191,2207.0,0.0
denovo_pdb__3o4c_A,2,124,142,6663,False,True,29,29,0.24669603524229072,0.24669603524229072,0.037267080745341616,0.037267080745341616,0.10679611650485436,0.10679611650485436,0.10712746497554768,0.21212121212121213,2206.0,0.0
denovo_pdb__3o4c_A,15,124,142,6663,False,True,30,30,0.2880658436213992,0.2880658436213992,0.06936416184971099,0.06936416184971099,0.1990521327014218,0.1990521327014218,0.10383370695424216,0.25192220714608776,2205.0,0.0
denovo_pdb__3o4c_A,0,124,142,6663,False,True,23,23,0.28571428571428575,0.28571428571428575,0.06829268292682926,0.06829268292682926,0.20491803278688522,0.20491803278688522,0.07069374466553184,0.19340262087663804,2202.0,0.0
denovo_pdb__3o4c_A,12,124,142,6663,False,True,22,22,0.20161290322580647,0.20161290322580647,0.012987012987012988,0.012987012987012988,0.12686567164179102,0.12686567164179102,0.08444971647596818,0.16169828364950317,2205.0,0.0
foldbench100__7xrx_A,5,398,396,6663,False,True,20,20,0.03232323232323232,0.03232323232323232,0.0125,0.0125,0.0078125,0.0078125,0.010515279566638894,0.03297199638663053,2210.0,0.0
foldbench100__7xrx_A,10,398,396,6663,False,True,19,19,0.03665987780040734,0.03665987780040734,0.03665987780040734,0.03665987780040734,0.023255813953488375,0.023255813953488375,0.008835797779501036,0.037923250564334085,2213.0,0.0
foldbench100__7xrx_A,6,398,396,6663,False,True,20,20,0.03883495145631068,0.03883495145631068,0.008032128514056226,0.008032128514056226,0.011718749999999998,0.011718749999999998,0.009125594189049294,0.037488708220415536,2211.0,0.0
foldbench100__7xrx_A,1,398,396,6663,False,True,19,19,0.03435114503816794,0.03435114503816794,0.010869565217391304,0.010869565217391304,0.02357563850687623,0.02357563850687623,0.008630525913241812,0.03566591422121896,2206.0,0.0
denovo_pdb__8kdq_A,14,233,204,3156,True,True,9,9,0.41646489104116224,0.41646489104116224,0.41646489104116224,0.41646489104116224,0.09900990099009901,0.09900990099009901,0.08574317550284039,0.31649189704480457,1048.0,0.0
denovo_pdb__8kdq_A,13,233,204,2135,True,True,5,5,0.35729847494553374,0.35729847494553374,0.35729847494553374,0.35729847494553374,0.14521452145214522,0.14521452145214522,0.06721646473023342,0.2971830985915493,708.0,0.0
denovo_pdb__8kdq_A,3,233,204,2198,True,True,5,5,0.3758700696055684,0.3758700696055684,0.3758700696055684,0.3758700696055684,0.22291021671826627,0.22291021671826627,0.09486771558583008,0.3146374829001368,730.0,0.0
denovo_pdb__8kdq_A,7,233,204,2650,True,True,7,7,0.4295612009237875,0.4295612009237875,0.4295612009237875,0.4295612009237875,0.23999999999999996,0.23999999999999996,0.08951640548522084,0.3416572077185017,880.0,0.0
denovo_pdb__2i5z_O,14,246,200,6663,False,True,19,19,0.1518987341772152,0.1518987341772152,0.08253968253968254,0.08253968253968254,0.126984126984127,0.126984126984127,0.04050908019622229,0.11376975169300226,2211.0,0.0
denovo_pdb__2i5z_O,16,246,200,6663,False,True,20,20,0.1320754716981132,0.1320754716981132,0.008474576271186442,0.008474576271186442,0.08333333333333333,0.08333333333333333,0.024332960570500495,0.0930442637759711,2213.0,0.0
denovo_pdb__2i5z_O,12,246,200,6663,False,True,18,18,0.13213213213213215,0.13213213213213215,0.04712041884816753,0.04712041884816753,0.08227848101265822,0.08227848101265822,0.025888380664278007,0.10158013544018059,2207.0,0.0
denovo_pdb__2i5z_O,4,246,200,6663,False,True,20,20,0.11634349030470913,0.11634349030470913,0.018433179723502304,0.018433179723502304,0.0849673202614379,0.0849673202614379,0.028554350137993637,0.11607949412827462,2208.0,0.0
denovo_pdb__4uos_A,18,188,149,648,True,True,3,3,0.19591836734693877,0.19591836734693877,0.19591836734693877,0.19591836734693877,0.09322033898305086,0.09322033898305086,0.016129032258064516,0.17209302325581396,215.0,0.0
denovo_pdb__4uos_A,12,188,149,6663,False,True,21,22,0.16,0.16,0.093841642228739,0.0,0.06976744186046513,0.06976744186046513,0.029110131667186994,0.09168925022583559,2189.0,0.0
denovo_pdb__4uos_A,10,188,149,6663,False,True,24,24,0.16580310880829013,0.16580310880829013,0.01020408163265306,0.01020408163265306,0.008333333333333335,0.008333333333333335,0.02565210699323994,0.06958879349299593,2207.0,0.0
denovo_pdb__4uos_A,4,188,149,6663,False,True,20,20,0.3215686274509804,0.3215686274509804,0.0,0.0,0.17254901960784316,0.17254901960784316,0.026971098875819575,0.14182475158084915,2193.0,0.0
foldbench100__7uww_A,11,635,693,6663,False,True,20,20,0.03418803418803419,0.03418803418803419,0.002706359945872801,0.002706359945872801,0.027465667915106115,0.027465667915106115,0.008814014721262801,0.08130081300813008,2214.0,0.0
foldbench100__7uww_A,15,635,693,6663,False,True,20,20,0.06611570247933884,0.06611570247933884,0.01637107776261937,0.01637107776261937,0.01745635910224439,0.01745635910224439,0.006696683946329344,0.08355916892502259,2213.0,0.0
foldbench100__7uww_A,21,635,693,6663,False,True,13,13,0.09803921568627451,0.09803921568627451,0.09803921568627451,0.09803921568627451,0.007434944237918216,0.007434944237918216,0.0058739808699897755,0.07126747857465043,2145.0,0.0
foldbench100__7uww_A,23,635,693,6663,False,True,13,13,0.10836120401337793,0.10836120401337793,0.10836120401337793,0.10836120401337793,0.03792667509481669,0.03792667509481669,0.012973963597083879,0.11276499774470004,2145.0,0.0
denovo_pdb__6sa6_A,19,395,313,1463,True,True,2,2,0.5562130177514792,0.5562130177514792,0.5562130177514792,0.5562130177514792,0.26605504587155965,0.26605504587155965,0.14352941176470588,0.5051334702258727,486.0,0.0
denovo_pdb__6sa6_A,20,395,313,1713,True,True,3,3,0.5915915915915917,0.5915915915915917,0.5915915915915917,0.5915915915915917,0.24170616113744073,0.24170616113744073,0.12479963361575452,0.5403508771929825,569.0,0.0
denovo_pdb__6sa6_A,18,395,313,2396,True,True,5,5,0.5697503671071952,0.5697503671071952,0.5697503671071952,0.5697503671071952,0.2398081534772182,0.2398081534772182,0.08978133713993085,0.493099121706399,794.0,0.0
denovo_pdb__6sa6_A,2,395,313,1845,True,True,3,3,0.5520361990950228,0.5520361990950228,0.5520361990950228,0.5520361990950228,0.24827586206896554,0.24827586206896554,0.13055887032617342,0.4837133550488599,612.0,0.0
denovo_pdb__3o4d_A,13,123,148,3422,True,True,11,11,0.3185185185185185,0.3185185185185185,0.3185185185185185,0.3185185185185185,0.20233463035019456,0.20233463035019456,0.10127211275375211,0.25065963060686014,1137.0,0.0
denovo_pdb__3o4d_A,5,123,148,3807,True,True,12,12,0.3671875,0.3671875,0.29113924050632906,0.29113924050632906,0.18421052631578946,0.18421052631578946,0.11991921952428815,0.2901185770750988,1264.0,0.0
denovo_pdb__3o4d_A,4,123,148,4341,True,True,15,15,0.33587786259541985,0.33587786259541985,0.27868852459016397,0.27868852459016397,0.13852813852813853,0.13852813852813853,0.14086134803982212,0.2933425797503467,1438.0,0.0
denovo_pdb__3o4d_A,9,123,148,2584,True,True,10,10,0.2528735632183908,0.2528735632183908,0.22119815668202766,0.22119815668202766,0.1834862385321101,0.1834862385321101,0.15855598682800856,0.25990675990675993,854.0,0.0
denovo_pdb__4dui_A,1,165,109,373,True,True,1,1,0.6695278969957081,0.6695278969957081,0.6695278969957081,0.6695278969957081,0.6695278969957081,0.6695278969957081,,0.6290322580645161,124.0,0.0
denovo_pdb__4dui_A,18,165,109,388,True,True,1,1,0.7394957983193278,0.7394957983193278,0.7394957983193278,0.7394957983193278,0.7394957983193278,0.7394957983193278,,0.6821705426356589,129.0,0.0
denovo_pdb__4dui_A,7,165,109,370,True,True,1,1,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,,0.6504065040650406,123.0,0.0
denovo_pdb__4dui_A,8,165,109,689,True,True,2,2,0.6933333333333334,0.6933333333333334,0.65158371040724,0.65158371040724,0.6933333333333334,0.6933333333333334,0.4074074074074074,0.6550218340611353,228.0,0.0
denovo_pdb__8k7z_A,9,172,91,3172,True,True,13,13,0.09580838323353293,0.09580838323353293,0.08080808080808081,0.08080808080808081,0.033707865168539325,0.033707865168539325,0.030722235912041627,0.060778727445394115,1052.0,0.0
denovo_pdb__8k7z_A,1,172,91,6663,False,True,31,31,0.15053763440860213,0.15053763440860213,0.0,0.0,0.04938271604938272,0.04938271604938272,0.026951882192508,0.07055630936227951,2204.0,0.0
denovo_pdb__8k7z_A,22,172,91,6663,False,True,31,31,0.12790697674418605,0.12790697674418605,0.05291005291005291,0.05291005291005291,0.05161290322580645,0.05161290322580645,0.02599010466440452,0.06784260515603799,2198.0,0.0
denovo_pdb__8k7z_A,21,172,91,2435,True,True,11,11,0.11320754716981132,0.11320754716981132,0.11320754716981132,0.11320754716981132,0.05714285714285715,0.05714285714285715,0.024195091657455866,0.0594059405940594,807.0,0.0
denovo_pdb__6nla_A,4,56,34,712,True,True,7,7,0.5454545454545455,0.5454545454545455,0.5454545454545455,0.5454545454545455,0.4337349397590361,0.4337349397590361,0.09461481908595572,0.3829787234042553,235.0,0.0
denovo_pdb__6nla_A,9,56,34,3303,True,True,33,33,0.6301369863013699,0.6301369863013699,0.3636363636363636,0.3636363636363636,0.10256410256410256,0.10256410256410256,0.16232632310929354,0.3137614678899083,1074.0,0.0
denovo_pdb__6nla_A,19,56,34,1924,True,True,16,16,0.48717948717948717,0.48717948717948717,0.41860465116279066,0.41860465116279066,0.20895522388059704,0.20895522388059704,0.16799155417706163,0.3522012578616352,631.0,0.0
denovo_pdb__6nla_A,2,56,34,3536,True,True,38,38,0.48648648648648646,0.48648648648648646,0.4358974358974359,0.4358974358974359,0.31578947368421056,0.31578947368421056,0.1292415749944277,0.346483704974271,1161.0,0.0
denovo_pdb__8q52_A,15,320,296,3597,True,True,9,9,0.2902711323763955,0.2902711323763955,0.2902711323763955,0.2902711323763955,0.11000000000000001,0.11000000000000001,0.04757953886862957,0.23076923076923078,1193.0,0.0
denovo_pdb__8q52_A,22,320,296,6663,False,True,18,18,0.17391304347826086,0.17391304347826086,0.03458213256484151,0.03458213256484151,0.10653753026634381,0.10653753026634381,0.04523609588159203,0.1909706546275395,2213.0,0.0
denovo_pdb__8q52_A,7,320,296,6663,False,True,19,19,0.211864406779661,0.211864406779661,0.040229885057471264,0.040229885057471264,0.09405940594059406,0.09405940594059406,0.04724118759930051,0.22121896162528218,2209.0,0.0
denovo_pdb__8q52_A,17,320,296,6663,False,True,20,20,0.20454545454545453,0.20454545454545453,0.04281345565749235,0.04281345565749235,0.06649616368286446,0.06649616368286446,0.04550460322191101,0.2222222222222222,2207.0,0.0
denovo_pdb__4gvw_A,21,192,163,6663,False,True,21,21,0.08391608391608393,0.08391608391608393,0.03816793893129771,0.03816793893129771,0.04270462633451957,0.04270462633451957,0.026978647411386097,0.053297199638663056,2206.0,0.0
denovo_pdb__4gvw_A,12,192,163,6663,False,True,21,21,0.08304498269896193,0.08304498269896193,0.045662100456621,0.045662100456621,0.0532319391634981,0.0532319391634981,0.02009438557160349,0.045618789521228546,2211.0,0.0
denovo_pdb__4gvw_A,23,192,163,6663,False,True,21,21,0.07168458781362007,0.07168458781362007,0.010638297872340425,0.010638297872340425,0.028571428571428574,0.028571428571428574,0.025899217993008046,0.04336043360433604,2209.0,0.0
denovo_pdb__4gvw_A,0,192,163,6663,False,True,23,23,0.10847457627118645,0.10847457627118645,0.0,0.0,0.016064257028112452,0.016064257028112452,0.01842205255204693,0.05015815634884772,2211.0,0.0
denovo_pdb__6fpb_A,20,160,114,411,True,True,1,1,0.7096774193548386,0.7096774193548386,0.7096774193548386,0.7096774193548386,0.7096774193548386,0.7096774193548386,,0.6470588235294118,134.0,0.0
denovo_pdb__6fpb_A,19,160,114,412,True,True,1,1,0.72,0.72,0.72,0.72,0.72,0.72,,0.656934306569343,136.0,0.0
denovo_pdb__6fpb_A,15,160,114,436,True,True,1,1,0.754863813229572,0.754863813229572,0.754863813229572,0.754863813229572,0.754863813229572,0.754863813229572,,0.6689655172413793,143.0,0.0
denovo_pdb__6fpb_A,21,160,114,439,True,True,1,1,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,,0.6164383561643836,146.0,0.0
denovo_pdb__4ndj_A,7,280,285,6663,False,True,19,19,0.06960556844547564,0.06960556844547564,0.02359882005899705,0.02359882005899705,0.0345679012345679,0.0345679012345679,0.02395103987557278,0.0781038374717833,2215.0,0.0
denovo_pdb__4ndj_A,18,280,285,6663,False,True,19,19,0.07751937984496124,0.07751937984496124,0.040160642570281124,0.040160642570281124,0.024630541871921183,0.024630541871921183,0.022390134628326855,0.0672686230248307,2205.0,0.0
denovo_pdb__4ndj_A,10,280,285,6663,False,True,19,19,0.08520179372197309,0.08520179372197309,0.02666666666666667,0.02666666666666667,0.061068702290076333,0.061068702290076333,0.01940410760512667,0.08577878103837472,2213.0,0.0
denovo_pdb__4ndj_A,19,280,285,6663,False,True,19,19,0.05714285714285714,0.05714285714285714,0.011560693641618497,0.011560693641618497,0.03902439024390244,0.03902439024390244,0.01926625858119478,0.05914221218961625,2214.0,0.0
denovo_pdb__4lny_A,20,248,268,6663,False,True,20,20,0.12560386473429952,0.12560386473429952,0.0072992700729927005,0.0072992700729927005,0.06299212598425197,0.06299212598425197,0.014724916712596027,0.0921409214092141,2212.0,0.0
denovo_pdb__4lny_A,23,248,268,3923,True,True,11,11,0.28879310344827586,0.28879310344827586,0.28879310344827586,0.28879310344827586,0.1119592875318066,0.1119592875318066,0.06276504879592448,0.23696319018404907,1300.0,0.0
denovo_pdb__4lny_A,7,248,268,6663,False,True,19,19,0.16603773584905662,0.16603773584905662,0.03896103896103895,0.03896103896103895,0.07046070460704607,0.07046070460704607,0.03580603080033891,0.14085778781038374,2210.0,0.0
denovo_pdb__4lny_A,18,248,268,5023,True,True,13,13,0.2604340567612688,0.2604340567612688,0.2604340567612688,0.2604340567612688,0.09870129870129869,0.09870129870129869,0.039669727982943014,0.19281437125748502,1665.0,0.0
denovo_pdb__9cte_A,1,110,84,2800,True,True,10,10,0.6010928961748634,0.6010928961748634,0.6010928961748634,0.6010928961748634,0.360655737704918,0.360655737704918,0.14966720227433244,0.3333333333333333,924.0,0.0
denovo_pdb__9cte_A,18,110,84,1096,True,True,4,4,0.5542168674698796,0.5542168674698796,0.5542168674698796,0.5542168674698796,0.34065934065934067,0.34065934065934067,0.1620170681250985,0.3131868131868132,364.0,0.0
denovo_pdb__9cte_A,19,110,84,160,True,True,1,1,0.33576642335766427,0.33576642335766427,0.33576642335766427,0.33576642335766427,0.33576642335766427,0.33576642335766427,,0.4339622641509434,53.0,0.0
denovo_pdb__9cte_A,21,110,84,3598,True,True,13,13,0.3333333333333333,0.3333333333333333,0.11235955056179775,0.11235955056179775,0.1839080459770115,0.1839080459770115,0.07801928359667128,0.14058577405857742,1195.0,0.0
cameo_hard__9f4c_A,17,141,65,1642,True,True,7,7,0.14193548387096774,0.14193548387096774,0.13978494623655915,0.13978494623655915,0.14193548387096774,0.14193548387096774,0.05073351822920807,0.08440366972477065,544.0,0.0
cameo_hard__9f4c_A,13,141,65,6663,False,True,26,26,0.08536585365853658,0.08536585365853658,0.0,0.0,0.06936416184971098,0.06936416184971098,0.026743058139990408,0.02938517179023508,2207.0,0.0
cameo_hard__9f4c_A,8,141,65,3043,True,True,16,16,0.2302158273381295,0.2302158273381295,0.08,0.08,0.043010752688172046,0.043010752688172046,0.03428626800893295,0.08622398414271557,1008.0,0.0
cameo_hard__9f4c_A,6,141,65,6663,False,True,32,32,0.1610738255033557,0.1610738255033557,0.06593406593406594,0.06593406593406594,0.09433962264150944,0.09433962264150944,0.029110005734314673,0.04072398190045249,2195.0,0.0
denovo_pdb__7hj3_A,20,126,90,2099,True,True,14,14,0.3478260869565218,0.3478260869565218,0.3478260869565218,0.3478260869565218,0.12844036697247707,0.12844036697247707,0.07003801744673158,0.2489208633093525,694.0,0.0
denovo_pdb__7hj3_A,5,126,90,4310,True,True,17,17,0.594059405940594,0.594059405940594,0.594059405940594,0.594059405940594,0.16793893129770993,0.16793893129770993,0.08236042647531538,0.2690426275331936,1419.0,0.0
denovo_pdb__7hj3_A,17,126,90,1528,True,True,7,7,0.5136612021857925,0.5136612021857925,0.5136612021857925,0.5136612021857925,0.2275449101796407,0.2275449101796407,0.09862887978588146,0.32938856015779094,504.0,0.0
denovo_pdb__7hj3_A,1,126,90,2421,True,True,9,9,0.4331210191082802,0.4331210191082802,0.38596491228070173,0.38596491228070173,0.2897196261682243,0.2897196261682243,0.10050169523160676,0.2810945273631841,801.0,0.0
denovo_pdb__7smj_A,6,174,166,1730,True,True,5,5,0.3571428571428571,0.3571428571428571,0.3571428571428571,0.3571428571428571,0.13919413919413917,0.13919413919413917,0.1158245545053766,0.3060869565217391,575.0,0.0
denovo_pdb__7smj_A,10,174,166,1149,True,True,3,3,0.23880597014925375,0.23880597014925375,0.22023809523809526,0.22023809523809526,0.2246376811594203,0.2246376811594203,0.17433691756272401,0.2617801047120419,382.0,0.0
denovo_pdb__7smj_A,21,174,166,2759,True,True,8,8,0.35119047619047616,0.35119047619047616,0.35119047619047616,0.35119047619047616,0.32167832167832167,0.32167832167832167,0.182661317640961,0.33587786259541985,916.0,0.0
denovo_pdb__7smj_A,13,174,166,1880,True,True,5,5,0.3693379790940767,0.3693379790940767,0.3270440251572327,0.3270440251572327,0.36428571428571427,0.36428571428571427,0.19698669950751035,0.3776,624.0,0.0
denovo_pdb__7f1j_A,12,190,230,6663,False,True,18,18,0.08490566037735851,0.08490566037735851,0.018348623853211007,0.018348623853211007,0.047619047619047616,0.047619047619047616,0.02733505297464072,0.059593679458239276,2202.0,0.0
denovo_pdb__7f1j_A,7,190,230,2936,True,True,8,8,0.06340057636887608,0.06340057636887608,0.039024390243902446,0.039024390243902446,0.023598820058997053,0.023598820058997053,0.040708759492420976,0.04918032786885246,972.0,0.0
denovo_pdb__7f1j_A,8,190,230,6663,False,True,19,19,0.08211143695014662,0.08211143695014662,0.040114613180515755,0.040114613180515755,0.029154518950437316,0.029154518950437316,0.019962552996675417,0.0654627539503386,2200.0,0.0
denovo_pdb__7f1j_A,6,190,230,6663,False,True,17,17,0.0771513353115727,0.0771513353115727,0.053388090349075976,0.053388090349075976,0.03380281690140845,0.03380281690140845,0.0293987140030721,0.06410835214446953,2193.0,0.0
denovo_pdb__9dbw_A,17,107,70,6663,False,True,40,40,0.375,0.375,0.03669724770642202,0.03669724770642202,0.14432989690721648,0.14432989690721648,0.04415568538494865,0.1634963768115942,2185.0,0.0
denovo_pdb__9dbw_A,0,107,70,2778,True,True,15,15,0.4217687074829932,0.4217687074829932,0.4217687074829932,0.4217687074829932,0.11650485436893204,0.11650485436893204,0.05268727707722454,0.1791530944625407,919.0,0.0
denovo_pdb__9dbw_A,19,107,70,1654,True,True,10,10,0.12030075187969926,0.12030075187969926,0.05042016806722689,0.05042016806722689,0.0,0.0,0.03329660349172627,0.06934306569343066,547.0,0.0
denovo_pdb__9dbw_A,13,107,70,1511,True,True,11,11,0.16513761467889906,0.16513761467889906,0.14814814814814817,0.14814814814814817,0.10810810810810811,0.10810810810810811,0.033961090797951544,0.116,499.0,0.0
cameo_hard__9j5h_A,7,35,15,220,True,True,7,7,0.33333333333333337,0.33333333333333337,0.13636363636363635,0.13636363636363635,0.08695652173913045,0.08695652173913045,0.0,0.15492957746478872,71.0,0.0
cameo_hard__9j5h_A,12,35,15,417,True,True,12,12,0.2758620689655172,0.2758620689655172,0.2285714285714286,0.2285714285714286,0.2758620689655172,0.2758620689655172,0.06620793696028805,0.16296296296296298,132.0,0.0
cameo_hard__9j5h_A,15,35,15,280,True,True,10,10,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.20689655172413796,0.20689655172413796,0.016959064327485382,0.2,87.0,0.0
cameo_hard__9j5h_A,13,35,15,409,True,True,13,13,0.28571428571428575,0.28571428571428575,0.15789473684210528,0.15789473684210528,0.07142857142857144,0.07142857142857144,0.019779305661658603,0.11363636363636363,130.0,0.0
casp_fm__T1125-D1,4,134,93,6663,False,True,30,30,0.10837438423645321,0.10837438423645321,0.0736196319018405,0.0736196319018405,0.06779661016949154,0.06779661016949154,0.031835500499722086,0.06558118498417007,2205.0,0.0
casp_fm__T1125-D1,11,134,93,6663,False,True,28,28,0.12307692307692308,0.12307692307692308,0.0196078431372549,0.0196078431372549,0.050505050505050504,0.050505050505050504,0.03346913623707532,0.06690777576853527,2173.0,0.0
casp_fm__T1125-D1,18,134,93,3273,True,True,15,15,0.14814814814814814,0.14814814814814814,0.052631578947368425,0.052631578947368425,0.045112781954887216,0.045112781954887216,0.030641398263109902,0.08195211786372007,1085.0,0.0
casp_fm__T1125-D1,16,134,93,3744,True,True,15,15,0.11555555555555555,0.11555555555555555,0.04123711340206186,0.04123711340206186,0.05769230769230769,0.05769230769230769,0.03412719935278596,0.06918744971842317,1242.0,0.0
cameo_hard__9fdg_A,3,179,148,1092,True,True,3,3,0.39145907473309605,0.39145907473309605,0.39145907473309605,0.39145907473309605,0.3445692883895131,0.3445692883895131,0.1202199337494648,0.3581267217630854,362.0,0.0
cameo_hard__9fdg_A,2,179,148,3487,True,True,10,10,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.18897637795275593,0.18897637795275593,0.10697300419300805,0.3088869715271786,1158.0,0.0
cameo_hard__9fdg_A,16,179,148,2922,True,True,9,9,0.3851851851851852,0.3851851851851852,0.3851851851851852,0.3851851851851852,0.21374045801526717,0.21374045801526717,0.12843986002655655,0.31513903192584963,970.0,0.0
cameo_hard__9fdg_A,18,179,148,4850,True,True,14,14,0.41401273885350315,0.41401273885350315,0.3650190114068441,0.3650190114068441,0.24899598393574293,0.24899598393574293,0.13332735748892818,0.3008684863523573,1611.0,0.0
