model,stem,n_residues,elapsed_seconds,num_recycles,n_samples,num_loops,num_sampling_steps,gpu_name
esmfold2,9h10_A,208,31.4986,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1041-D1,242,35.4146,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9vvn_A,167,18.9718,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9db9_A,107,13.8203,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8cpn_A,207,30.9762,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hk2_A,126,14.3455,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9raq_A,208,26.7977,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4dui_A,165,18.4026,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hj2_A,126,13.8089,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjm_A,126,14.4809,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7vql_A,115,12.2611,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,2p09_A,69,8.5176,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7dgw_A,94,13.3124,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6w90_A,130,13.5683,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7y54_A,100,12.4877,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjb_A,126,13.8599,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7tal_A,196,24.4158,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8bke_A,638,464.3858,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7awz_A,313,58.5411,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5sbj_A,30,10.7276,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9dbw_A,107,11.4745,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7xz3_A,325,75.5644,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8bfy_A,426,116.159,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8vei_A,117,11.271,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1043-D1,148,23.8318,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4pww_A,85,21.1387,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1049-D1,134,14.2477,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4r5c_A,304,52.3298,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1031-D1,95,9.7077,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6y7p_A,319,59.9809,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8fjf_A,127,13.3342,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7kuw_A,62,9.0747,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4etj_A,164,23.2627,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8azb_A,521,219.6785,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4oza_A,57,8.4075,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7xp9_A,84,12.1385,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7ah0_A,104,14.6354,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1113-D1,167,23.6642,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hj7_A,126,11.4929,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4lpx_A,97,14.4032,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8kc8_A,227,33.5188,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8k7o_A,233,32.1174,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8tnm_A,136,14.6631,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4r6f_A,329,73.1541,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9r00_A,129,23.0806,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4lny_A,248,36.9285,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4n6t_A,79,20.2388,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7dmf_A,189,26.7734,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5d2t_A,251,36.0492,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,1mj0_A,156,17.0771,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5l0p_A,311,56.0974,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7dgy_A,99,14.8051,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8dp9_A,148,25.7169,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8j4i_A,190,24.1466,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7ylr_A,330,66.9832,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6rej_A,250,37.0899,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,2p05_A,63,17.788,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6ee5_A,352,72.7733,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7ax0_A,317,58.5051,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4a29_A,247,37.0261,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,2hkd_A,315,62.5395,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7sq5_A,140,15.1197,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjd_A,126,14.6578,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjl_A,126,12.1697,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8d2z_A,327,67.0995,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9dl1_D,124,21.1135,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6x9z_A,120,14.5984,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3ltd_A,69,8.8334,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9qrf_A,202,28.3427,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8bl9_A,116,20.0036,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8d9o_A,194,29.0668,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9lm8_A,381,89.1991,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,2hyz_A,136,24.415,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5xg5_A,145,18.1167,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7f1k_A,193,29.9691,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8add_A,213,28.4278,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5lw2_A,155,18.7717,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8s3m_A,345,74.3187,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3o4b_A,123,12.0755,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8b6a_A,214,27.4127,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6nek_A,86,10.4685,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8k8f_A,179,20.4222,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1040-D1,130,14.0404,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8gmy_A,236,38.1014,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7y3h_A,413,117.6054,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5iep_A,121,20.4766,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8dqd_A,377,87.0098,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8q52_A,320,58.7939,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7p12_A,184,22.1778,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9lni_A,212,29.5482,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4wpy_A,88,20.9565,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3ltc_A,69,9.9091,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9quc_A,171,21.4085,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6fpb_A,160,17.3223,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7zu3_A,132,14.3437,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6ff6_A,222,35.0794,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4ozc_A,57,9.0546,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hj3_A,126,13.2711,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjs_A,126,11.3145,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9quo_A,170,20.0439,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8amo_A,399,102.5794,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4yxz_A,278,45.6633,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9eum_A,176,20.8206,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6qsg_A,251,35.8908,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9ugr_A,181,20.5734,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1125-D4,141,15.4821,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7jrq_A,127,20.9413,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1039-D1,161,22.7545,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8cpk_A,384,86.6155,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7xi5_A,65,17.9593,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9jla_A,166,17.5732,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8vc8_A,197,25.1225,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9fw5_A,197,25.5904,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9dbc_A,109,11.3368,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5cwb_A,197,28.5123,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8xyu_A,169,24.0052,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8c4y_A,314,57.4727,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9r0z_A,100,9.5565,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3teu_A,98,20.7225,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8y33_A,184,25.7636,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7zv1_A,136,16.9777,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9eqn_A,72,8.8219,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8oys_A,190,21.6216,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9r1j_A,132,15.7213,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hk1_A,126,11.9805,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,2xen_A,91,10.342,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1125-D2,148,16.3098,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5vju_A,196,26.2858,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8axj_A,162,19.5141,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4n6u_A,79,8.5333,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6ypi_A,87,20.1072,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8ch0_A,136,14.2438,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8dge_A,738,656.1019,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4qkr_A,125,11.5441,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3rfn_A,151,24.9716,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hj6_A,126,14.5734,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9vp8_A,129,15.5881,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9x1x_A,90,11.27,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8kc4_A,151,18.4978,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8ec3_A,168,22.6699,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjx_A,126,12.5747,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hj1_A,126,11.6542,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6wvs_A,182,20.9717,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5od1_A,94,19.7881,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8dez_A,173,21.9486,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9tau_A,120,20.7274,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7yhr_A,60,10.1311,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9rbe_A,208,28.2465,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7a8s_A,190,21.6923,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9deb_E,83,13.7581,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4nez_A,160,16.4627,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8d9p_A,195,24.6603,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9fdg_A,179,22.7501,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6yqy_A,178,25.4397,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9xzo_A,120,11.6123,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6mrs_A,77,20.1183,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6i39_A,251,41.0274,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7osv_A,173,19.6376,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5cwc_A,196,25.2925,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8e0r_A,468,149.3719,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9v3a_A,120,20.3341,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8j1w_A,175,21.6316,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7y5r_A,105,13.1088,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7xq4_A,514,209.5664,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7ykm_A,105,13.3401,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6g6m_A,320,57.0949,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6w3w_A,107,21.1101,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8kcj_A,179,19.9519,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7qp5_A,245,40.5487,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8vej_B,242,38.7282,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7vty_A,90,12.9083,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8g9j_A,201,31.1663,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9r17_A,105,10.5566,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4ijb_A,244,36.0786,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5cwk_A,172,18.488,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4uos_A,188,21.3506,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,2qyj_A,154,24.3449,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9dcx_A,257,45.199,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8u1a_A,324,63.6348,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7uvg_A,183,24.8427,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6iei_A,250,35.6192,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1104-D1,117,11.43,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5oou_A,165,23.3252,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5hrz_A,122,14.1534,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7y8h_A,100,16.4758,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4ess_A,158,24.3837,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,2i5z_O,246,36.7267,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7ur8_A,71,8.757,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6jcc_A,97,10.0355,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7f1i_A,191,27.6305,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,1uw1_A,67,19.6731,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hju_A,126,12.6343,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9bk7_A,102,9.5882,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7xlz_A,266,42.9567,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7y8i_A,97,14.3117,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7f1h_A,189,22.9479,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6sa6_A,395,103.6291,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjf_A,126,14.4339,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1122-D1,230,33.2222,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8etq_A,277,46.396,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7osu_A,183,25.9734,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8chy_A,272,43.5095,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7yyg_A,365,82.5432,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8yoz_A,79,10.8129,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8k8i_A,211,29.6577,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7ocm_A,174,18.7767,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7bid_A,286,53.1388,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1120-D2,110,11.0197,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5cwg_A,195,30.4862,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8pf0_A,153,16.665,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjw_A,126,11.4223,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5op3_A,157,17.26,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5dra_A,190,21.7877,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hiz_A,126,12.3048,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4drt_A,352,72.8521,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5d30_A,250,37.0352,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7tjl_A,85,20.066,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8cqq_A,272,45.1912,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9dbd_A,326,65.7839,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8qkd_A,281,47.8466,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8xyr_A,165,18.9513,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8bgb_A,131,16.771,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8bux_A,334,68.4481,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5cwq_A,233,32.9302,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1027-D1,168,22.961,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8kac_A,121,14.5606,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6rlh_A,248,34.0826,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9emy_B,379,88.3572,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8b2e_A,143,15.8974,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5cwd_A,171,23.9,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9d01_A,369,87.0062,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7z65_A,283,53.7672,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9def_A,151,23.1194,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3q7w_A,124,11.6664,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4u3h_A,100,9.8379,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9rar_A,208,28.5099,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4yxx_A,208,28.7333,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9fwa_A,202,26.7629,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1033-D1,100,19.8228,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9r1l_A,133,23.0566,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5ieo_A,118,14.029,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8bl6_A,139,23.3982,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7y4h_A,338,72.2547,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5cwj_A,160,24.5394,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1037-D1,404,103.3871,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8w97_A,135,13.9637,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3q7y_A,124,12.3417,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8daj_A,302,53.234,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5trv_A,118,11.181,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,2avp_A,68,20.4995,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6xt4_A,235,36.1769,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9hag_A,112,13.0893,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9k3e_C,116,20.3134,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9h3c_A,212,32.3399,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8xyw_A,105,13.3038,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9jl9_A,165,20.2524,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8k7z_A,172,18.3948,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4pjr_A,175,22.0928,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8sjf_A,107,11.7882,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9isp_A,156,16.7774,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8cux_B,119,15.1745,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7mcc_A,190,24.154,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3og3_A,242,34.567,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5lea_A,316,57.8181,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8c4d_A,330,72.2586,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9n0j_A,126,12.5011,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8wwc_C,113,20.2848,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9mxx_A,149,17.9728,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6qse_A,251,40.972,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7qsj_A,373,88.0373,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8kc1_A,83,10.4464,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8qaf_A,59,12.1995,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6reo_A,251,35.98,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7ur7_A,70,23.7302,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjz_A,126,12.1237,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8jvx_B,39,9.8045,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8cmq_A,136,16.6584,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7rmx_A,229,36.6836,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7uek_A,228,35.7432,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3o4d_A,123,13.8876,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8ju8_A,139,14.4333,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
