target_id,arm,n_contacts,n_true,hits,precision,recall,pairs_over_L
8ec3_A,mf_5L,840,126,93,0.11071428571428571,0.7380952380952381,5.0
8eo5_A,mf_5L,941,253,250,0.26567481402763016,0.9881422924901185,3.2448275862068967
7qp5_A,mf_union,4841,241,230,0.04751084486676307,0.9543568464730291,19.759183673469387
7qsj_A,mf_union,3864,347,336,0.08695652173913043,0.968299711815562,10.359249329758713
7t9r_A,mf_union,360,24,21,0.058333333333333334,0.875,9.473684210526315
7tlh_A,mf_union,1575,114,112,0.07111111111111111,0.9824561403508771,11.580882352941176
7tjb_A,mf_union,1317,201,197,0.14958238420653,0.9800995024875622,5.8017621145374445
7uba_A,mf_union,5330,208,166,0.031144465290806753,0.7980769230769231,25.023474178403756
7uk8_A,mf_union,5580,526,510,0.0913978494623656,0.9695817490494296,14.16243654822335
7ur2_A,mf_union,3565,137,132,0.037026647966339414,0.9635036496350365,18.28205128205128
7urp_A,mf_union,2080,134,115,0.055288461538461536,0.8582089552238806,13.0
7uvg_A,mf_union,3264,178,146,0.044730392156862746,0.8202247191011236,17.83606557377049
7uww_A,mf_union,18289,693,578,0.03160369621083711,0.834054834054834,28.801574803149606
7v3o_A,mf_union,7208,272,251,0.034822419533851276,0.9227941176470589,21.975609756097562
7w15_A,mf_union,2118,303,296,0.1397544853635505,0.976897689768977,7.013245033112582
7y3h_A,mf_union,2813,312,304,0.1080696765019552,0.9743589743589743,6.811138014527845
7wz5_A,mf_union,4691,113,73,0.015561713920272863,0.6460176991150443,29.13664596273292
7wzm_A,mf_union,2117,456,450,0.21256495040151158,0.9868421052631579,4.3028455284552845
7x4p_A,mf_union,3724,333,317,0.08512352309344791,0.9519519519519519,12.13029315960912
7x3h_A,mf_union,1938,296,270,0.1393188854489164,0.9121621621621622,6.682758620689655
7x8l_A,mf_union,9690,580,534,0.055108359133126936,0.9206896551724137,18.852140077821012
7xcd_A,mf_union,4539,148,107,0.023573474333553647,0.722972972972973,25.5
7xg9_A,mf_union,4697,241,204,0.04343197785820737,0.8464730290456431,16.30902777777778
7xi5_A,mf_union,151,42,41,0.271523178807947,0.9761904761904762,2.3230769230769233
7xp9_A,mf_union,888,45,44,0.04954954954954955,0.9777777777777777,10.571428571428571
8ycm_A,mf_union,4518,196,178,0.03939796370075255,0.9081632653061225,19.729257641921397
7xq4_A,mf_union,7945,472,425,0.05349276274386407,0.9004237288135594,15.457198443579767
7xrx_A,mf_union,5751,396,384,0.06677099634846113,0.9696969696969697,14.449748743718592
7xjr_A,mf_union,3047,354,338,0.11092878240892681,0.9548022598870056,9.041543026706231
7xyr_A,mf_union,5152,707,691,0.1341226708074534,0.9773691654879774,8.717428087986464
7xz3_A,mf_union,10218,316,268,0.026228224701507145,0.8481012658227848,31.44
7y4h_A,mf_union,4088,320,309,0.07558708414872799,0.965625,12.094674556213018
7y54_A,mf_union,384,105,103,0.2682291666666667,0.9809523809523809,3.84
7y5m_A,mf_union,1462,148,132,0.09028727770177838,0.8918918918918919,8.6
7y5r_A,mf_union,384,97,94,0.24479166666666666,0.9690721649484536,3.657142857142857
7y8h_A,mf_union,257,83,82,0.31906614785992216,0.9879518072289156,2.57
7y8i_A,mf_union,207,83,82,0.3961352657004831,0.9879518072289156,2.134020618556701
7y5j_A,mf_union,358,91,88,0.24581005586592178,0.967032967032967,3.5098039215686274
7yd4_A,mf_union,4832,142,128,0.026490066225165563,0.9014084507042254,26.11891891891892
7yhr_A,mf_union,520,41,41,0.07884615384615384,1.0,8.666666666666666
7ykm_A,mf_union,221,55,55,0.248868778280543,1.0,2.104761904761905
7ylr_A,mf_union,2183,364,357,0.16353641777370592,0.9807692307692307,6.615151515151515
8gmy_A,mf_union,3286,254,190,0.05782105903834449,0.7480314960629921,13.923728813559322
7yug_A,mf_union,2424,94,87,0.03589108910891089,0.925531914893617,20.54237288135593
7yyg_A,mf_union,9485,221,190,0.020031628887717447,0.8597285067873304,25.986301369863014
7z65_A,mf_union,2624,320,310,0.11814024390243902,0.96875,9.27208480565371
7znz_A,mf_union,16985,932,889,0.05234030026493965,0.953862660944206,22.319316688567675
7zoi_A,mf_union,739,110,110,0.14884979702300405,1.0,4.894039735099338
7zs2_A,mf_union,2739,223,217,0.07922599488864548,0.9730941704035875,8.667721518987342
7zu3_A,mf_union,2660,92,78,0.029323308270676692,0.8478260869565217,20.151515151515152
7zv1_A,mf_union,1326,111,100,0.07541478129713423,0.9009009009009009,9.75
8adc_A,mf_union,4914,170,159,0.03235653235653236,0.9352941176470588,22.855813953488372
8add_A,mf_union,7754,210,171,0.02205313386639154,0.8142857142857143,36.4037558685446
8akh_A,mf_union,2064,321,318,0.15406976744186046,0.9906542056074766,5.518716577540107
8ak2_A,mf_union,2116,314,303,0.14319470699432893,0.964968152866242,7.124579124579125
8arl_A,mf_union,8558,260,125,0.014606216405702267,0.4807692307692308,34.78861788617886
8q8i_A,mf_union,3930,376,312,0.07938931297709924,0.8297872340425532,13.936170212765957
8au6_A,mf_union,4599,168,165,0.03587736464448793,0.9821428571428571,14.327102803738319
8axj_A,mf_union,1021,143,123,0.12047012732615084,0.8601398601398601,6.302469135802469
8azb_A,mf_union,2549,587,582,0.22832483326794822,0.9914821124361158,4.892514395393474
8b2e_A,mf_union,2019,130,126,0.06240713224368499,0.9692307692307692,14.118881118881118
8b2g_A,mf_union,498,59,58,0.11646586345381527,0.9830508474576272,6.72972972972973
8b2s_A,mf_union,1564,186,178,0.11381074168797954,0.956989247311828,6.383673469387755
8b4u_A,mf_union,916,273,269,0.29366812227074235,0.9853479853479854,3.306859205776173
8b5w_A,mf_union,15377,370,286,0.0185992066072706,0.772972972972973,33.50108932461874
8b61_A,mf_union,4493,212,201,0.04473625639884264,0.9481132075471698,18.8781512605042
8b6a_A,mf_union,2103,195,191,0.09082263433190679,0.9794871794871794,9.827102803738319
8b6e_A,mf_union,172,44,44,0.2558139534883721,1.0,2.606060606060606
8baq_A,mf_union,3353,190,182,0.054279749478079335,0.9578947368421052,16.120192307692307
8bau_A,mf_union,3272,209,203,0.06204156479217604,0.9712918660287081,17.312169312169313
8bfy_A,mf_union,2483,359,350,0.1409585179218687,0.9749303621169917,5.828638497652582
8bgb_A,mf_union,597,101,101,0.16917922948073702,1.0,4.557251908396947
8bke_A,mf_union,7153,494,483,0.06752411575562701,0.9777327935222672,11.211598746081505
8bsb_A,mf_union,2544,115,114,0.04481132075471698,0.991304347826087,14.372881355932204
8bux_A,mf_union,9631,240,148,0.015367043920672827,0.6166666666666667,28.835329341317365
8c4d_A,mf_union,1753,229,223,0.12721049629207073,0.9737991266375546,5.3121212121212125
7xlz_A,mf_union,2108,265,253,0.12001897533206832,0.9547169811320755,7.924812030075188
8c4y_A,mf_union,2139,373,373,0.17438055165965405,1.0,6.812101910828026
8cba_A,mf_union,6975,245,192,0.027526881720430108,0.7836734693877551,32.59345794392523
8ci9_A,mf_union,5980,337,325,0.05434782608695652,0.9643916913946587,19.166666666666668
8cih_A,mf_union,4994,158,141,0.028233880656788144,0.8924050632911392,23.33644859813084
8amo_A,mf_union,2866,362,359,0.12526168876482904,0.9917127071823204,7.18295739348371
8cpk_A,mf_union,4442,353,343,0.07721746960828456,0.9716713881019831,11.567708333333334
8cpn_A,mf_union,3538,168,159,0.04494064443188242,0.9464285714285714,17.091787439613526
8d2z_A,mf_union,2679,312,304,0.11347517730496454,0.9743589743589743,8.192660550458715
8daj_A,mf_union,2346,299,289,0.12318840579710146,0.9665551839464883,7.768211920529802
8dez_A,mf_union,4471,182,156,0.034891523149183624,0.8571428571428571,25.84393063583815
8dge_A,mf_union,13553,914,874,0.0644875673282668,0.9562363238512035,18.36449864498645
8dhj_A,mf_union,1105,267,267,0.2416289592760181,1.0,4.437751004016064
8dmu_A,mf_union,25093,571,389,0.015502331327461842,0.681260945709282,51.31492842535787
8dp9_A,mf_union,595,146,144,0.24201680672268908,0.9863013698630136,4.02027027027027
8dqd_A,mf_union,1387,395,386,0.2782984859408796,0.9772151898734177,3.679045092838196
8dx0_A,mf_union,323,135,128,0.39628482972136225,0.9481481481481482,2.0974025974025974
8e0r_A,mf_union,20297,496,356,0.017539537862738337,0.717741935483871,43.36965811965812
8e5h_A,mf_union,5325,344,325,0.06103286384976526,0.9447674418604651,14.314516129032258
8eb9_A,mf_union,1604,71,65,0.040523690773067333,0.9154929577464789,16.88421052631579
8ec3_A,mf_union,3288,126,122,0.03710462287104623,0.9682539682539683,19.571428571428573
8eo5_A,mf_union,941,253,250,0.26567481402763016,0.9881422924901185,3.2448275862068967
