entry_id,gcs_uri,struct_cluster_id,seq_cluster_id,global_plddt,seq_len,split,uniprot_accession,tax_id,organism_name,is_anchor,was_excluded,cluster_size,n_anchors,n_candidates,length_bin,size_bin
AF-A0A1H9RCC9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1H9RCC9-F1-model_v4.cif,A0A3D5YP51,A0A1H9RCC9,93.38,314,train,A0A1H9RCC9,1464123,Salisediminibacterium haloalkalitolerans,true,false,33,5,28,250-499,20-99
AF-A0A2E6HXB1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2E6HXB1-F1-model_v4.cif,A0A3D5YP51,A0A2E6HXB1,91.12,321,train,A0A2E6HXB1,2026742,Gemmatimonadetes bacterium,false,false,33,5,28,250-499,20-99
AF-A0A370GAQ4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A370GAQ4-F1-model_v4.cif,A0A3D5YP51,A0A370GAQ4,94.56,318,train,A0A370GAQ4,493781,Falsibacillus pallidus,true,false,33,5,28,250-499,20-99
AF-A0A3A0VL70-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3A0VL70-F1-model_v4.cif,A0A3D5YP51,A0A3A0VL70,90.31,344,train,A0A3A0VL70,1293,Staphylococcus gallinarum,false,false,33,5,28,250-499,20-99
AF-A0A3G9H851-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3G9H851-F1-model_v4.cif,A0A3D5YP51,A0A3G9H851,89.44,318,train,A0A3G9H851,2231112,Hydrogenimonas sp,false,false,33,5,28,250-499,20-99
AF-A0A417EL99-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A417EL99-F1-model_v4.cif,A0A3D5YP51,A0A417EL99,86.19,354,train,A0A417EL99,2292304,Clostridium sp. AM33-3,false,false,33,5,28,250-499,20-99
AF-A0A449CZJ6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A449CZJ6-F1-model_v4.cif,A0A3D5YP51,A0A449CZJ6,91.0,343,train,A0A449CZJ6,33889,Brevibacterium casei,false,false,33,5,28,250-499,20-99
AF-A0A6A4URP0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6A4URP0-F1-model_v4.cif,A0A3D5YP51,A0A6A4URP0,91.69,328,train,A0A6A4URP0,2053306,Ignavibacteria bacterium,false,false,33,5,28,250-499,20-99
AF-A0A6I1GDS0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6I1GDS0-F1-model_v4.cif,A0A3D5YP51,A0A6I1GDS0,92.44,321,train,A0A6I1GDS0,2650774,Bifidobacterium leontopitheci,true,false,33,5,28,250-499,20-99
AF-A0A7M2B507-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7M2B507-F1-model_v4.cif,A0A3D5YP51,A0A7M2B507,94.75,313,train,A0A7M2B507,2777985,Brevibacterium sp. JNUCC-42,true,false,33,5,28,250-499,20-99
AF-F0HUX5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-F0HUX5-F1-model_v4.cif,A0A3D5YP51,F0HUX5,83.31,389,train,F0HUX5,888027,Lactobacillus delbrueckii subsp. lactis DSM 20072,false,false,33,5,28,250-499,20-99
AF-R4KQI0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-R4KQI0-F1-model_v4.cif,A0A3D5YP51,R4KQI0,93.69,318,train,R4KQI0,767817,Desulfallas gibsoniae DSM 7213,true,false,33,5,28,250-499,20-99
AF-A0A126P9Z6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A126P9Z6-F1-model_v4.cif,A0A402G990,A0A126P9Z6,84.81,157,train,A0A126P9Z6,1484118,Hymenobacter sp. PAMC 26628,false,false,15,5,6,60-249,<20
AF-A0A1G0H1A4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1G0H1A4-F1-model_v4.cif,A0A402G990,A0A1G0H1A4,83.0,165,train,A0A1G0H1A4,1798281,Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_40_19,false,false,15,5,6,60-249,<20
AF-A0A1L8G4J9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1L8G4J9-F1-model_v4.cif,A0A402G990,A0A1L8G4J9,81.94,154,train,A0A1L8G4J9,8355,Xenopus laevis,false,false,15,5,6,60-249,<20
AF-A0A1X7SY40-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1X7SY40-F1-model_v4.cif,A0A402G990,A0A1X7SY40,82.31,151,train,A0A1X7SY40,400682,Amphimedon queenslandica,false,false,15,5,6,60-249,<20
AF-A0A369IZX3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A369IZX3-F1-model_v4.cif,A0A402G990,A0A369IZX3,83.5,155,train,A0A369IZX3,39966,Hypsizygus marmoreus,false,false,15,5,6,60-249,<20
AF-A0A369JEB6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A369JEB6-F1-model_v4.cif,A0A402G990,A0A369JEB6,84.94,147,train,A0A369JEB6,39966,Hypsizygus marmoreus,true,false,15,5,6,60-249,<20
AF-A0A402G990-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A402G990-F1-model_v4.cif,A0A402G990,A0A402G990,87.56,154,train,A0A402G990,143630,Paroedura picta,true,false,15,5,6,60-249,<20
AF-A0A6J8DM14-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6J8DM14-F1-model_v4.cif,A0A402G990,A0A6J8DM14,89.0,164,train,A0A6J8DM14,42192,Mytilus coruscus,true,false,15,5,6,60-249,<20
AF-A0A6P4XSX3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6P4XSX3-F1-model_v4.cif,A0A402G990,A0A6P4XSX3,90.31,169,train,A0A6P4XSX3,7741,Branchiostoma belcheri,true,false,15,5,6,60-249,<20
AF-A0A8B6BV79-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A8B6BV79-F1-model_v4.cif,A0A402G990,A0A8B6BV79,88.94,164,train,A0A8B6BV79,29158,Mytilus galloprovincialis,true,false,15,5,6,60-249,<20
AF-F4RJH4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-F4RJH4-F1-model_v4.cif,A0A402G990,F4RJH4,82.38,147,train,F4RJH4,747676,Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7),false,false,15,5,6,60-249,<20
AF-A0A1G3VVI5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1G3VVI5-F1-model_v4.cif,A0A4S4KYI4,A0A1G3VVI5,90.69,590,train,A0A1G3VVI5,1802348,Tenericutes bacterium GWD2_38_27,false,false,191,5,183,500-1000,100+
AF-A0A1G5CPN2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1G5CPN2-F1-model_v4.cif,A0A4S4KYI4,A0A1G5CPN2,92.19,582,train,A0A1G5CPN2,1120976,Alkaliphilus peptidifermentans DSM 18978,true,false,191,5,183,500-1000,100+
AF-A0A1M4M5W3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1M4M5W3-F1-model_v4.cif,A0A4S4KYI4,A0A1M4M5W3,92.38,583,train,A0A1M4M5W3,1889883,Proteiniborus sp. DW1,true,false,191,5,183,500-1000,100+
AF-A0A351DLT5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A351DLT5-F1-model_v4.cif,A0A4S4KYI4,A0A351DLT5,92.06,533,train,A0A351DLT5,1591,Lactobacillus sp,true,false,191,5,183,500-1000,100+
AF-A0A430AYP8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A430AYP8-F1-model_v4.cif,A0A4S4KYI4,A0A430AYP8,93.12,583,train,A0A430AYP8,218144,Vagococcus carniphilus,true,false,191,5,183,500-1000,100+
AF-A0A4Q6C9N8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4Q6C9N8-F1-model_v4.cif,A0A4S4KYI4,A0A4Q6C9N8,84.69,594,train,A0A4Q6C9N8,1977087,Proteobacteria bacterium,false,false,191,5,183,500-1000,100+
AF-A0A4R4NCI3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4R4NCI3-F1-model_v4.cif,A0A4S4KYI4,A0A4R4NCI3,87.5,616,train,A0A4R4NCI3,2530388,Streptomyces sp. 8K308,false,false,191,5,183,500-1000,100+
AF-A0A4Z0D6N5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4Z0D6N5-F1-model_v4.cif,A0A4S4KYI4,A0A4Z0D6N5,92.88,583,train,A0A4Z0D6N5,2545414,Vagococcus sp. CF-210,true,false,191,5,183,500-1000,100+
AF-A0A511H2V6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A511H2V6-F1-model_v4.cif,A0A4S4KYI4,A0A511H2V6,88.31,590,train,A0A511H2V6,191770,Marinilactibacillus psychrotolerans,false,false,191,5,183,500-1000,100+
AF-A0A6N7ALZ6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6N7ALZ6-F1-model_v4.cif,A0A4S4KYI4,A0A6N7ALZ6,83.62,621,train,A0A6N7ALZ6,1898112,Rhodospirillaceae bacterium,false,false,191,5,183,500-1000,100+
AF-A0A7V2JZQ1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7V2JZQ1-F1-model_v4.cif,A0A4S4KYI4,A0A7V2JZQ1,91.56,582,train,A0A7V2JZQ1,2030808,Candidatus Cloacimonetes bacterium,false,false,191,5,183,500-1000,100+
AF-R2Q527-F1,gs://public-datasets-deepmind-alphafold-v4/AF-R2Q527-F1-model_v4.cif,A0A4S4KYI4,R2Q527,89.88,582,train,R2Q527,1158606,Enterococcus asini ATCC 700915,false,false,191,5,183,500-1000,100+
AF-S0FWD7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-S0FWD7-F1-model_v4.cif,A0A4S4KYI4,S0FWD7,88.88,589,train,S0FWD7,1195236,Ruminiclostridium cellobioparum subsp. termitidis CT1112,false,false,191,5,183,500-1000,100+
AF-A0A1Q6JPW8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1Q6JPW8-F1-model_v4.cif,A0A502HRM3,A0A1Q6JPW8,94.06,364,train,A0A1Q6JPW8,1897049,Clostridiales bacterium 59_14,true,false,452,5,408,250-499,100+
AF-A0A1V6N2W1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1V6N2W1-F1-model_v4.cif,A0A502HRM3,A0A1V6N2W1,94.5,367,train,A0A1V6N2W1,1300164,Methanobrevibacter arboriphilus JCM 13429 = DSM 1125,true,false,452,5,408,250-499,100+
AF-A0A252ANH2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A252ANH2-F1-model_v4.cif,A0A502HRM3,A0A252ANH2,85.25,397,train,A0A252ANH2,104101,Acetobacter indonesiensis,false,false,452,5,408,250-499,100+
AF-A0A2D3PCA2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2D3PCA2-F1-model_v4.cif,A0A502HRM3,A0A2D3PCA2,90.69,379,train,A0A2D3PCA2,2663009,Fusobacterium pseudoperiodonticum,false,false,452,5,408,250-499,100+
AF-A0A2M7G5N1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2M7G5N1-F1-model_v4.cif,A0A502HRM3,A0A2M7G5N1,91.19,362,train,A0A2M7G5N1,2014261,bacterium (Candidatus Blackallbacteria) CG17_big_fil_post_rev_8_21_14_2_50_48_46,false,false,452,5,408,250-499,100+
AF-A0A368NBJ5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A368NBJ5-F1-model_v4.cif,A0A502HRM3,A0A368NBJ5,91.56,415,train,A0A368NBJ5,1126245,Haloplanus salinus,false,false,452,5,408,250-499,100+
AF-A0A410MDI7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A410MDI7-F1-model_v4.cif,A0A502HRM3,A0A410MDI7,86.0,391,train,A0A410MDI7,45668,Halobacillus litoralis,false,false,452,5,408,250-499,100+
AF-A0A4U8YSZ3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4U8YSZ3-F1-model_v4.cif,A0A502HRM3,A0A4U8YSZ3,93.88,372,train,A0A4U8YSZ3,231438,Desulfoluna butyratoxydans,true,false,452,5,408,250-499,100+
AF-A0A5D8QH11-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5D8QH11-F1-model_v4.cif,A0A502HRM3,A0A5D8QH11,84.12,485,train,A0A5D8QH11,2606906,Calorimonas adulescens,false,false,452,5,408,250-499,100+
AF-A0A6M0A0U9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6M0A0U9-F1-model_v4.cif,A0A502HRM3,A0A6M0A0U9,88.75,447,train,A0A6M0A0U9,2607811,Okeania sp. SIO3B5,false,false,452,5,408,250-499,100+
AF-C0XGU3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-C0XGU3-F1-model_v4.cif,A0A502HRM3,C0XGU3,94.0,382,train,C0XGU3,1423757,Lactobacillus hilgardii DSM 20176 = ATCC 8290,true,false,452,5,408,250-499,100+
AF-F3YY52-F1,gs://public-datasets-deepmind-alphafold-v4/AF-F3YY52-F1-model_v4.cif,A0A502HRM3,F3YY52,94.06,374,train,F3YY52,690850,Desulfocurvibacter africanus subsp. africanus str. Walvis Bay,true,false,452,5,408,250-499,100+
AF-L7VSA4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-L7VSA4-F1-model_v4.cif,A0A502HRM3,L7VSA4,88.5,466,train,L7VSA4,1256569,uncultured bacterium A1Q1_fos_25,false,false,452,5,408,250-499,100+
AF-A0A1Q3P765-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1Q3P765-F1-model_v4.cif,A0A537L9F5,A0A1Q3P765,90.5,215,train,A0A1Q3P765,1895704,Alphaproteobacteria bacterium 33-17,false,false,137,5,127,60-249,100+
AF-A0A1Y5SGW6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1Y5SGW6-F1-model_v4.cif,A0A537L9F5,A0A1Y5SGW6,89.56,226,train,A0A1Y5SGW6,1519096,Aquimixticola soesokkakensis,false,false,137,5,127,60-249,100+
AF-A0A257QMV9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A257QMV9-F1-model_v4.cif,A0A537L9F5,A0A257QMV9,89.0,229,train,A0A257QMV9,1970565,Rhodospirillales bacterium 20-60-12,false,false,137,5,127,60-249,100+
AF-A0A2E2MN78-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2E2MN78-F1-model_v4.cif,A0A537L9F5,A0A2E2MN78,93.69,196,train,A0A2E2MN78,1898112,Rhodospirillaceae bacterium,true,false,137,5,127,60-249,100+
AF-A0A2M6Z4U1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2M6Z4U1-F1-model_v4.cif,A0A537L9F5,A0A2M6Z4U1,89.88,224,train,A0A2M6Z4U1,1974588,Candidatus Hydrogenedentes bacterium CG07_land_8_20_14_0_80_42_17,false,false,137,5,127,60-249,100+
AF-A0A2U1G4D2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2U1G4D2-F1-model_v4.cif,A0A537L9F5,A0A2U1G4D2,94.81,210,train,A0A2U1G4D2,1298856,Sphingomonas sp. URHD0007,true,false,137,5,127,60-249,100+
AF-A0A368BX78-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A368BX78-F1-model_v4.cif,A0A537L9F5,A0A368BX78,86.69,225,train,A0A368BX78,1913989,Gammaproteobacteria bacterium,false,false,137,5,127,60-249,100+
AF-A0A520U3B6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A520U3B6-F1-model_v4.cif,A0A537L9F5,A0A520U3B6,88.38,220,train,A0A520U3B6,1913989,Gammaproteobacteria bacterium,false,false,137,5,127,60-249,100+
AF-A0A520Y8J9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A520Y8J9-F1-model_v4.cif,A0A537L9F5,A0A520Y8J9,95.44,197,train,A0A520Y8J9,1930536,Sphingomonadaceae bacterium,true,false,137,5,127,60-249,100+
AF-A0A535XDW0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A535XDW0-F1-model_v4.cif,A0A537L9F5,A0A535XDW0,89.81,230,train,A0A535XDW0,2026724,Chloroflexi bacterium,false,false,137,5,127,60-249,100+
AF-A0A6G7ZNP6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6G7ZNP6-F1-model_v4.cif,A0A537L9F5,A0A6G7ZNP6,94.25,210,train,A0A6G7ZNP6,2714944,Sphingomonas sinipercae,true,false,137,5,127,60-249,100+
AF-A0A7Z9S4A9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7Z9S4A9-F1-model_v4.cif,A0A537L9F5,A0A7Z9S4A9,86.94,226,train,A0A7Z9S4A9,2026786,Rhodospirillales bacterium,false,false,137,5,127,60-249,100+
AF-Q5NND5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-Q5NND5-F1-model_v4.cif,A0A537L9F5,Q5NND5,93.81,209,train,Q5NND5,264203,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4),true,false,137,5,127,60-249,100+
AF-A0A0J5P662-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0J5P662-F1-model_v4.cif,A0A6M8T0A4,A0A0J5P662,91.62,145,train,A0A0J5P662,67855,Muribacter muris,false,false,531,5,520,60-249,100+
AF-A0A1D2UJG6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1D2UJG6-F1-model_v4.cif,A0A6M8T0A4,A0A1D2UJG6,94.69,139,train,A0A1D2UJG6,1660137,Rhodanobacter sp. SCN 65-17,true,false,531,5,520,60-249,100+
AF-A0A1I1JA78-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1I1JA78-F1-model_v4.cif,A0A6M8T0A4,A0A1I1JA78,92.69,140,train,A0A1I1JA78,1123010,Pseudoalteromonas denitrificans DSM 6059,false,false,531,5,520,60-249,100+
AF-A0A1S1MY72-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1S1MY72-F1-model_v4.cif,A0A6M8T0A4,A0A1S1MY72,89.44,148,train,A0A1S1MY72,1859457,Pseudoalteromonas amylolytica,false,false,531,5,520,60-249,100+
AF-A0A1X7APP2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1X7APP2-F1-model_v4.cif,A0A6M8T0A4,A0A1X7APP2,91.88,130,train,A0A1X7APP2,1960125,Parendozoicomonas haliclonae,false,false,531,5,520,60-249,100+
AF-A0A2T1KSD8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2T1KSD8-F1-model_v4.cif,A0A6M8T0A4,A0A2T1KSD8,94.56,157,train,A0A2T1KSD8,1389223,Marinobacter shengliensis,true,false,531,5,520,60-249,100+
AF-A0A2T6FKP0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2T6FKP0-F1-model_v4.cif,A0A6M8T0A4,A0A2T6FKP0,93.0,155,train,A0A2T6FKP0,1954207,Cellvibrio sp. 79,false,false,531,5,520,60-249,100+
AF-A0A2Z5ABG9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2Z5ABG9-F1-model_v4.cif,A0A6M8T0A4,A0A2Z5ABG9,94.0,157,train,A0A2Z5ABG9,47885,Pseudomonas oryzihabitans,false,false,531,5,520,60-249,100+
AF-A0A3B7M8G2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3B7M8G2-F1-model_v4.cif,A0A6M8T0A4,A0A3B7M8G2,94.75,143,train,A0A3B7M8G2,2004647,Acinetobacter sp. WCHAc010052,true,false,531,5,520,60-249,100+
AF-A0A6I4HSS1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6I4HSS1-F1-model_v4.cif,A0A6M8T0A4,A0A6I4HSS1,94.5,145,train,A0A6I4HSS1,470,Acinetobacter baumannii,true,false,531,5,520,60-249,100+
AF-A0A851HVC4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A851HVC4-F1-model_v4.cif,A0A6M8T0A4,A0A851HVC4,93.75,168,train,A0A851HVC4,1033846,Marinobacter adhaerens,false,false,531,5,520,60-249,100+
AF-A0A8B3WH79-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A8B3WH79-F1-model_v4.cif,A0A6M8T0A4,A0A8B3WH79,86.69,140,train,A0A8B3WH79,29497,Vibrio splendidus,false,false,531,5,520,60-249,100+
AF-P17827-F1,gs://public-datasets-deepmind-alphafold-v4/AF-P17827-F1-model_v4.cif,A0A6M8T0A4,P17827,94.89,161,train,P17827,870,Dichelobacter nodosus,true,false,531,5,520,60-249,100+
AF-A0A0M0G4X8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0M0G4X8-F1-model_v4.cif,A0A7C4AL85,A0A0M0G4X8,97.0,68,train,A0A0M0G4X8,189381,Bacillus marisflavi,true,false,592,5,552,60-249,100+
AF-A0A0M2ST45-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0M2ST45-F1-model_v4.cif,A0A7C4AL85,A0A0M2ST45,97.0,68,train,A0A0M2ST45,1408103,Mesobacillus campisalis,true,false,592,5,552,60-249,100+
AF-A0A0P9HIQ0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0P9HIQ0-F1-model_v4.cif,A0A7C4AL85,A0A0P9HIQ0,84.69,80,train,A0A0P9HIQ0,186479,Kouleothrix aurantiaca,false,false,592,5,552,60-249,100+
AF-A0A1Q9NB97-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1Q9NB97-F1-model_v4.cif,A0A7C4AL85,A0A1Q9NB97,89.81,70,train,A0A1Q9NB97,1841598,Candidatus Heimdallarchaeota archaeon LC_3,false,false,592,5,552,60-249,100+
AF-A0A1W9L934-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1W9L934-F1-model_v4.cif,A0A7C4AL85,A0A1W9L934,91.62,70,train,A0A1W9L934,1934247,Beggiatoa sp. IS2,false,false,592,5,552,60-249,100+
AF-A0A2M7TZ42-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2M7TZ42-F1-model_v4.cif,A0A7C4AL85,A0A2M7TZ42,91.38,75,train,A0A2M7TZ42,1974866,Candidatus Saccharibacteria bacterium CG_4_10_14_0_2_um_filter_52_9,false,false,592,5,552,60-249,100+
AF-A0A2R7WKW9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2R7WKW9-F1-model_v4.cif,A0A7C4AL85,A0A2R7WKW9,97.19,74,train,A0A2R7WKW9,7536,Oncopeltus fasciatus,true,false,592,5,552,60-249,100+
AF-A0A2T1LSH7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2T1LSH7-F1-model_v4.cif,A0A7C4AL85,A0A2T1LSH7,97.25,64,train,A0A2T1LSH7,2107694,Aphanothece hegewaldii CCALA 016,true,false,592,5,552,60-249,100+
AF-A0A2Z3R0I5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2Z3R0I5-F1-model_v4.cif,A0A7C4AL85,A0A2Z3R0I5,89.5,69,train,A0A2Z3R0I5,1281578,Acidiferrobacter sp. SPIII_3,false,false,592,5,552,60-249,100+
AF-A0A366Y153-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A366Y153-F1-model_v4.cif,A0A7C4AL85,A0A366Y153,97.06,68,train,A0A366Y153,273032,Bacillus taeanensis,true,false,592,5,552,60-249,100+
AF-A0A511XNC6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A511XNC6-F1-model_v4.cif,A0A7C4AL85,A0A511XNC6,92.38,68,train,A0A511XNC6,304077,Acetobacter oeni,false,false,592,5,552,60-249,100+
AF-A0A836UPK0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A836UPK0-F1-model_v4.cif,A0A7C4AL85,A0A836UPK0,90.12,69,train,A0A836UPK0,2099671,Candidatus Handelsmanbacteria bacterium,false,false,592,5,552,60-249,100+
AF-V5RI20-F1,gs://public-datasets-deepmind-alphafold-v4/AF-V5RI20-F1-model_v4.cif,A0A7C4AL85,V5RI20,83.38,66,train,V5RI20,1276258,Spiroplasma apis B31,false,false,592,5,552,60-249,100+
AF-A0A0F9FNG8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0F9FNG8-F1-model_v4.cif,A0A7K4HJV5,A0A0F9FNG8,83.12,245,train,A0A0F9FNG8,412755,marine sediment metagenome,false,false,576,5,567,250-499,100+
AF-A0A2U9IFD2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2U9IFD2-F1-model_v4.cif,A0A7K4HJV5,A0A2U9IFD2,96.69,280,train,A0A2U9IFD2,41673,Acidianus brierleyi,true,false,576,5,567,250-499,100+
AF-A0A348B0P9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A348B0P9-F1-model_v4.cif,A0A7K4HJV5,A0A348B0P9,96.19,281,train,A0A348B0P9,1670455,Sulfodiicoccus acidiphilus,true,false,576,5,567,250-499,100+
AF-A0A401WFA3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A401WFA3-F1-model_v4.cif,A0A7K4HJV5,A0A401WFA3,94.5,267,train,A0A401WFA3,92743,Streptomyces rimosus subsp. paromomycinus,false,false,576,5,567,250-499,100+
AF-A0A511RGA5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A511RGA5-F1-model_v4.cif,A0A7K4HJV5,A0A511RGA5,96.62,278,train,A0A511RGA5,1227550,Oceanithermus desulfurans NBRC 100063,true,false,576,5,567,250-499,100+
AF-A0A535D1A1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A535D1A1-F1-model_v4.cif,A0A7K4HJV5,A0A535D1A1,88.56,281,train,A0A535D1A1,2026724,Chloroflexi bacterium,false,false,576,5,567,250-499,100+
AF-A0A5B2WNE4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5B2WNE4-F1-model_v4.cif,A0A7K4HJV5,A0A5B2WNE4,89.88,316,train,A0A5B2WNE4,1892852,Goodfellowiella sp. AN110305,false,false,576,5,567,250-499,100+
AF-A0A7C0YSJ2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7C0YSJ2-F1-model_v4.cif,A0A7K4HJV5,A0A7C0YSJ2,97.31,273,train,A0A7C0YSJ2,35749,Thermococcus sp,true,false,576,5,567,250-499,100+
AF-A0A7C5SXS8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7C5SXS8-F1-model_v4.cif,A0A7K4HJV5,A0A7C5SXS8,96.19,280,train,A0A7C5SXS8,2268176,Acidilobales archaeon,true,false,576,5,567,250-499,100+
AF-A0A7W6ECL7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7W6ECL7-F1-model_v4.cif,A0A7K4HJV5,A0A7W6ECL7,92.81,256,train,A0A7W6ECL7,1744844,Aureimonas pseudogalii,false,false,576,5,567,250-499,100+
AF-A0A800LWR0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A800LWR0-F1-model_v4.cif,A0A7K4HJV5,A0A800LWR0,92.81,282,train,A0A800LWR0,2053527,candidate division Zixibacteria bacterium,false,false,576,5,567,250-499,100+
AF-A0A832FGT2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A832FGT2-F1-model_v4.cif,A0A7K4HJV5,A0A832FGT2,95.44,285,train,A0A832FGT2,1872626,Archaeoglobus sp,false,false,576,5,567,250-499,100+
AF-G0FZY6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-G0FZY6-F1-model_v4.cif,A0A7K4HJV5,G0FZY6,82.19,257,train,G0FZY6,713604,Amycolatopsis mediterranei (strain S699),false,false,576,5,567,250-499,100+
