stem,n_residues,n_pairs,mode,elapsed_seconds,timing_unit,chunk_size,n_rollouts,model_nickname,runner_tag,hostname,platform,source,timestamp_utc,gpu_name,gpu_total_memory_gb,gpu_compute_capability,torch_version
8b2g_A,74,2701,seeded-long,22.2,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7pv5_A,81,3240,seeded-long,22.2,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7xp9_A,84,3486,seeded-long,22.2,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8eb9_A,95,4465,seeded-long,22.2,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7y8i_A,97,4656,seeded-long,36.5,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7y54_A,100,4950,seeded-long,36.5,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7y8h_A,100,4950,seeded-long,36.5,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7y5j_A,102,5151,seeded-long,36.5,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7ykm_A,105,5460,seeded-long,36.5,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7y5r_A,105,5460,seeded-long,36.5,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7yug_A,118,6903,seeded-long,36.5,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8bgb_A,131,8515,seeded-long,36.5,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7zu3_A,132,8646,seeded-long,60.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7zv1_A,136,9180,seeded-long,60.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7tlh_A,136,9180,seeded-long,60.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8b2e_A,143,10153,seeded-long,60.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8dp9_A,148,10878,seeded-long,60.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7zoi_A,151,11325,seeded-long,60.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8dx0_A,154,11781,seeded-long,60.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7urp_A,160,12720,seeded-long,60.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7wz5_A,161,12880,seeded-long,67.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8axj_A,162,13041,seeded-long,67.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8ec3_A,168,14028,seeded-long,67.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7y5m_A,170,14365,seeded-long,67.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8dez_A,173,14878,seeded-long,67.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8bsb_A,177,15576,seeded-long,67.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7xcd_A,178,15753,seeded-long,67.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7uvg_A,183,16653,seeded-long,67.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7yd4_A,185,17020,seeded-long,95.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8bau_A,189,17766,seeded-long,95.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7ur2_A,195,18915,seeded-long,95.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8cpn_A,207,21321,seeded-long,95.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8baq_A,208,21528,seeded-long,95.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8add_A,213,22578,seeded-long,95.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7uba_A,213,22578,seeded-long,95.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8b6a_A,214,22791,seeded-long,95.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8cih_A,214,22791,seeded-long,106.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8cba_A,214,22791,seeded-long,106.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8adc_A,215,23005,seeded-long,106.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7tjb_A,227,25651,seeded-long,106.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8ycm_A,229,26106,seeded-long,106.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8gmy_A,236,27730,seeded-long,106.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8b61_A,238,28203,seeded-long,106.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8b2s_A,245,29890,seeded-long,106.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7qp5_A,245,29890,seeded-long,144.7,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8arl_A,246,30135,seeded-long,144.7,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8dhj_A,249,30876,seeded-long,144.7,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7xlz_A,266,35245,seeded-long,144.7,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8b4u_A,277,38226,seeded-long,144.7,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8q8i_A,282,39621,seeded-long,144.7,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7z65_A,283,39903,seeded-long,144.7,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7xg9_A,288,41328,seeded-long,144.7,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8eo5_A,290,41905,seeded-long,170.2,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7x3h_A,290,41905,seeded-long,170.2,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8ak2_A,297,43956,seeded-long,170.2,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7w15_A,302,45451,seeded-long,170.2,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8daj_A,302,45451,seeded-long,170.2,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7x4p_A,307,46971,seeded-long,170.2,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8ci9_A,312,48516,seeded-long,170.2,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8c4y_A,314,49141,seeded-long,170.2,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7zs2_A,316,49770,seeded-long,166.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8au6_A,321,51360,seeded-long,166.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7xz3_A,325,52650,seeded-long,166.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8d2z_A,327,53301,seeded-long,166.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7v3o_A,328,53628,seeded-long,166.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7ylr_A,330,54285,seeded-long,166.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8c4d_A,330,54285,seeded-long,166.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8bux_A,334,55611,seeded-long,166.8,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7xjr_A,337,56616,seeded-long,213.9,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7y4h_A,338,56953,seeded-long,213.9,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7yyg_A,365,66430,seeded-long,213.9,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8e5h_A,372,69006,seeded-long,213.9,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7qsj_A,373,69378,seeded-long,213.9,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8akh_A,374,69751,seeded-long,213.9,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8dqd_A,377,70876,seeded-long,213.9,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8cpk_A,384,73536,seeded-long,213.9,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7uk8_A,394,77421,seeded-long,287.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7xrx_A,398,79003,seeded-long,287.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8amo_A,399,79401,seeded-long,287.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7y3h_A,413,85078,seeded-long,287.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8bfy_A,426,90525,seeded-long,287.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8b5w_A,459,105111,seeded-long,287.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8e0r_A,468,109278,seeded-long,287.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8dmu_A,489,119316,seeded-long,287.6,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7wzm_A,492,120786,seeded-long,530.4,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7x8l_A,514,131841,seeded-long,530.4,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7xq4_A,514,131841,seeded-long,530.4,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8azb_A,521,135460,seeded-long,530.4,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7xyr_A,591,174345,seeded-long,530.4,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7uww_A,635,201295,seeded-long,530.4,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8bke_A,638,203203,seeded-long,530.4,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8dge_A,738,271953,seeded-long,530.4,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7znz_A,761,289180,seeded-long,112.3,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7t9r_A,38,703,seeded-strat,22.1,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7yhr_A,60,1770,seeded-strat,22.1,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
7xi5_A,65,2080,seeded-strat,22.1,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8b6e_A,66,2145,seeded-strat,22.1,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
8b2g_A,74,2701,seeded-strat,22.1,chunk,8,100,contacts-v1-exp232-m2-p06-1.5B,local,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,run_log,2026-08-21T17:56:02.434901+00:00,NVIDIA RTX A5000,23.68,8.6,2.10.0+cu128
