dataset,stem,K,comparison,value,reference,delta
foldbench_monomer,7ylr_A,2,cluster_oracle_vs_pooled,0.717032967032967,0.7032967032967034,0.013736263736263687
foldbench_monomer,7ylr_A,2,cluster_oracle_with_pooled_vs_pooled,0.717032967032967,0.7032967032967034,0.013736263736263687
foldbench_monomer,7ylr_A,2,cluster_oracle_vs_random_oracle,0.717032967032967,0.7115384615384616,0.005494505494505475
foldbench_monomer,7ylr_A,3,cluster_oracle_vs_pooled,0.7225274725274725,0.7032967032967034,0.019230769230769162
foldbench_monomer,7ylr_A,3,cluster_oracle_with_pooled_vs_pooled,0.7225274725274725,0.7032967032967034,0.019230769230769162
foldbench_monomer,7ylr_A,3,cluster_oracle_vs_random_oracle,0.7225274725274725,0.7060439560439561,0.016483516483516425
foldbench_monomer,7ylr_A,5,cluster_oracle_vs_pooled,0.7225274725274725,0.7032967032967034,0.019230769230769162
foldbench_monomer,7ylr_A,5,cluster_oracle_with_pooled_vs_pooled,0.7225274725274725,0.7032967032967034,0.019230769230769162
foldbench_monomer,7ylr_A,5,cluster_oracle_vs_random_oracle,0.7225274725274725,0.7115384615384616,0.01098901098901095
foldbench_monomer,7ylr_A,10,cluster_oracle_vs_pooled,0.7225274725274725,0.7032967032967034,0.019230769230769162
foldbench_monomer,7ylr_A,10,cluster_oracle_with_pooled_vs_pooled,0.7225274725274725,0.7032967032967034,0.019230769230769162
foldbench_monomer,7ylr_A,10,cluster_oracle_vs_random_oracle,0.7225274725274725,0.7142857142857143,0.008241758241758212
foldbench_monomer,7ylr_A,20,cluster_oracle_vs_pooled,0.695054945054945,0.7032967032967034,-0.008241758241758323
foldbench_monomer,7ylr_A,20,cluster_oracle_with_pooled_vs_pooled,0.7032967032967034,0.7032967032967034,0.0
foldbench_monomer,7ylr_A,20,cluster_oracle_vs_random_oracle,0.695054945054945,0.6978021978021978,-0.0027472527472527375
foldbench_monomer,8c4d_A,2,cluster_oracle_vs_pooled,0.5851528384279476,0.5720524017467249,0.013100436681222738
foldbench_monomer,8c4d_A,2,cluster_oracle_with_pooled_vs_pooled,0.5851528384279476,0.5720524017467249,0.013100436681222738
foldbench_monomer,8c4d_A,2,cluster_oracle_vs_random_oracle,0.5851528384279476,0.5807860262008734,0.004366812227074246
foldbench_monomer,8c4d_A,3,cluster_oracle_vs_pooled,0.5982532751091703,0.5720524017467249,0.026200873362445365
foldbench_monomer,8c4d_A,3,cluster_oracle_with_pooled_vs_pooled,0.5982532751091703,0.5720524017467249,0.026200873362445365
foldbench_monomer,8c4d_A,3,cluster_oracle_vs_random_oracle,0.5982532751091703,0.5676855895196506,0.03056768558951961
foldbench_monomer,8c4d_A,5,cluster_oracle_vs_pooled,0.5938864628820961,0.5720524017467249,0.02183406113537123
foldbench_monomer,8c4d_A,5,cluster_oracle_with_pooled_vs_pooled,0.5938864628820961,0.5720524017467249,0.02183406113537123
foldbench_monomer,8c4d_A,5,cluster_oracle_vs_random_oracle,0.5938864628820961,0.5851528384279476,0.008733624454148492
foldbench_monomer,8c4d_A,10,cluster_oracle_vs_pooled,0.5895196506550219,0.5720524017467249,0.017467248908296984
foldbench_monomer,8c4d_A,10,cluster_oracle_with_pooled_vs_pooled,0.5895196506550219,0.5720524017467249,0.017467248908296984
foldbench_monomer,8c4d_A,10,cluster_oracle_vs_random_oracle,0.5895196506550219,0.5851528384279476,0.004366812227074246
foldbench_monomer,8c4d_A,20,cluster_oracle_vs_pooled,0.5895196506550219,0.5720524017467249,0.017467248908296984
foldbench_monomer,8c4d_A,20,cluster_oracle_with_pooled_vs_pooled,0.5895196506550219,0.5720524017467249,0.017467248908296984
foldbench_monomer,8c4d_A,20,cluster_oracle_vs_random_oracle,0.5895196506550219,0.5720524017467249,0.017467248908296984
foldbench_monomer,8bux_A,2,cluster_oracle_vs_pooled,0.1083333333333333,0.1083333333333333,0.0
foldbench_monomer,8bux_A,2,cluster_oracle_with_pooled_vs_pooled,0.1083333333333333,0.1083333333333333,0.0
foldbench_monomer,8bux_A,2,cluster_oracle_vs_random_oracle,0.1083333333333333,0.0958333333333333,0.012499999999999997
foldbench_monomer,8bux_A,3,cluster_oracle_vs_pooled,0.1083333333333333,0.1083333333333333,0.0
foldbench_monomer,8bux_A,3,cluster_oracle_with_pooled_vs_pooled,0.1083333333333333,0.1083333333333333,0.0
foldbench_monomer,8bux_A,3,cluster_oracle_vs_random_oracle,0.1083333333333333,0.1,0.00833333333333329
foldbench_monomer,8bux_A,5,cluster_oracle_vs_pooled,0.1041666666666666,0.1083333333333333,-0.0041666666666666935
foldbench_monomer,8bux_A,5,cluster_oracle_with_pooled_vs_pooled,0.1083333333333333,0.1083333333333333,0.0
foldbench_monomer,8bux_A,5,cluster_oracle_vs_random_oracle,0.1041666666666666,0.1,0.004166666666666596
foldbench_monomer,8bux_A,10,cluster_oracle_vs_pooled,0.0958333333333333,0.1083333333333333,-0.012499999999999997
foldbench_monomer,8bux_A,10,cluster_oracle_with_pooled_vs_pooled,0.1083333333333333,0.1083333333333333,0.0
foldbench_monomer,8bux_A,10,cluster_oracle_vs_random_oracle,0.0958333333333333,0.1083333333333333,-0.012499999999999997
foldbench_monomer,8bux_A,20,cluster_oracle_vs_pooled,0.1083333333333333,0.1083333333333333,0.0
foldbench_monomer,8bux_A,20,cluster_oracle_with_pooled_vs_pooled,0.1083333333333333,0.1083333333333333,0.0
foldbench_monomer,8bux_A,20,cluster_oracle_vs_random_oracle,0.1083333333333333,0.0833333333333333,0.024999999999999994
foldbench_monomer,7xjr_A,2,cluster_oracle_vs_pooled,0.6045197740112994,0.5790960451977402,0.025423728813559254
foldbench_monomer,7xjr_A,2,cluster_oracle_with_pooled_vs_pooled,0.6045197740112994,0.5790960451977402,0.025423728813559254
foldbench_monomer,7xjr_A,2,cluster_oracle_vs_random_oracle,0.6045197740112994,0.5903954802259888,0.01412429378531066
foldbench_monomer,7xjr_A,3,cluster_oracle_vs_pooled,0.6045197740112994,0.5790960451977402,0.025423728813559254
foldbench_monomer,7xjr_A,3,cluster_oracle_with_pooled_vs_pooled,0.6045197740112994,0.5790960451977402,0.025423728813559254
foldbench_monomer,7xjr_A,3,cluster_oracle_vs_random_oracle,0.6045197740112994,0.576271186440678,0.02824858757062143
foldbench_monomer,7xjr_A,5,cluster_oracle_vs_pooled,0.5903954802259888,0.5790960451977402,0.011299435028248594
foldbench_monomer,7xjr_A,5,cluster_oracle_with_pooled_vs_pooled,0.5903954802259888,0.5790960451977402,0.011299435028248594
foldbench_monomer,7xjr_A,5,cluster_oracle_vs_random_oracle,0.5903954802259888,0.5819209039548022,0.008474576271186529
foldbench_monomer,7xjr_A,10,cluster_oracle_vs_pooled,0.6016949152542372,0.5790960451977402,0.022598870056497078
foldbench_monomer,7xjr_A,10,cluster_oracle_with_pooled_vs_pooled,0.6016949152542372,0.5790960451977402,0.022598870056497078
foldbench_monomer,7xjr_A,10,cluster_oracle_vs_random_oracle,0.6016949152542372,0.5706214689265536,0.031073446327683607
foldbench_monomer,7xjr_A,20,cluster_oracle_vs_pooled,0.5790960451977402,0.5790960451977402,0.0
foldbench_monomer,7xjr_A,20,cluster_oracle_with_pooled_vs_pooled,0.5790960451977402,0.5790960451977402,0.0
foldbench_monomer,7xjr_A,20,cluster_oracle_vs_random_oracle,0.5790960451977402,0.556497175141243,0.02259887005649719
foldbench_monomer,7y4h_A,2,cluster_oracle_vs_pooled,0.590625,0.596875,-0.006250000000000089
foldbench_monomer,7y4h_A,2,cluster_oracle_with_pooled_vs_pooled,0.596875,0.596875,0.0
foldbench_monomer,7y4h_A,2,cluster_oracle_vs_random_oracle,0.590625,0.596875,-0.006250000000000089
foldbench_monomer,7y4h_A,3,cluster_oracle_vs_pooled,0.5875,0.596875,-0.009375000000000022
foldbench_monomer,7y4h_A,3,cluster_oracle_with_pooled_vs_pooled,0.596875,0.596875,0.0
foldbench_monomer,7y4h_A,3,cluster_oracle_vs_random_oracle,0.5875,0.59375,-0.006249999999999978
foldbench_monomer,7y4h_A,5,cluster_oracle_vs_pooled,0.59375,0.596875,-0.0031250000000000444
foldbench_monomer,7y4h_A,5,cluster_oracle_with_pooled_vs_pooled,0.596875,0.596875,0.0
foldbench_monomer,7y4h_A,5,cluster_oracle_vs_random_oracle,0.59375,0.603125,-0.009375000000000022
foldbench_monomer,7y4h_A,10,cluster_oracle_vs_pooled,0.59375,0.596875,-0.0031250000000000444
foldbench_monomer,7y4h_A,10,cluster_oracle_with_pooled_vs_pooled,0.596875,0.596875,0.0
foldbench_monomer,7y4h_A,10,cluster_oracle_vs_random_oracle,0.59375,0.584375,0.009375000000000022
foldbench_monomer,7y4h_A,20,cluster_oracle_vs_pooled,0.60625,0.596875,0.009374999999999911
foldbench_monomer,7y4h_A,20,cluster_oracle_with_pooled_vs_pooled,0.60625,0.596875,0.009374999999999911
foldbench_monomer,7y4h_A,20,cluster_oracle_vs_random_oracle,0.60625,0.584375,0.021874999999999978
foldbench_monomer,7yyg_A,2,cluster_oracle_vs_pooled,0.253393665158371,0.253393665158371,0.0
foldbench_monomer,7yyg_A,2,cluster_oracle_with_pooled_vs_pooled,0.253393665158371,0.253393665158371,0.0
foldbench_monomer,7yyg_A,2,cluster_oracle_vs_random_oracle,0.253393665158371,0.2398190045248869,0.013574660633484087
foldbench_monomer,7yyg_A,3,cluster_oracle_vs_pooled,0.2262443438914027,0.253393665158371,-0.027149321266968285
foldbench_monomer,7yyg_A,3,cluster_oracle_with_pooled_vs_pooled,0.253393665158371,0.253393665158371,0.0
foldbench_monomer,7yyg_A,3,cluster_oracle_vs_random_oracle,0.2262443438914027,0.2443438914027149,-0.01809954751131221
foldbench_monomer,7yyg_A,5,cluster_oracle_vs_pooled,0.253393665158371,0.253393665158371,0.0
foldbench_monomer,7yyg_A,5,cluster_oracle_with_pooled_vs_pooled,0.253393665158371,0.253393665158371,0.0
foldbench_monomer,7yyg_A,5,cluster_oracle_vs_random_oracle,0.253393665158371,0.2443438914027149,0.009049773755656076
foldbench_monomer,7yyg_A,10,cluster_oracle_vs_pooled,0.2262443438914027,0.253393665158371,-0.027149321266968285
foldbench_monomer,7yyg_A,10,cluster_oracle_with_pooled_vs_pooled,0.253393665158371,0.253393665158371,0.0
foldbench_monomer,7yyg_A,10,cluster_oracle_vs_random_oracle,0.2262443438914027,0.1900452488687782,0.0361990950226245
foldbench_monomer,7yyg_A,20,cluster_oracle_vs_pooled,0.2126696832579185,0.253393665158371,-0.04072398190045248
foldbench_monomer,7yyg_A,20,cluster_oracle_with_pooled_vs_pooled,0.253393665158371,0.253393665158371,0.0
foldbench_monomer,7yyg_A,20,cluster_oracle_vs_random_oracle,0.2126696832579185,0.1764705882352941,0.03619909502262439
foldbench_monomer,8e5h_A,2,cluster_oracle_vs_pooled,0.5348837209302325,0.5290697674418605,0.005813953488371992
foldbench_monomer,8e5h_A,2,cluster_oracle_with_pooled_vs_pooled,0.5348837209302325,0.5290697674418605,0.005813953488371992
foldbench_monomer,8e5h_A,2,cluster_oracle_vs_random_oracle,0.5348837209302325,0.5406976744186046,-0.005813953488372103
foldbench_monomer,8e5h_A,3,cluster_oracle_vs_pooled,0.5319767441860465,0.5290697674418605,0.0029069767441859407
foldbench_monomer,8e5h_A,3,cluster_oracle_with_pooled_vs_pooled,0.5319767441860465,0.5290697674418605,0.0029069767441859407
foldbench_monomer,8e5h_A,3,cluster_oracle_vs_random_oracle,0.5319767441860465,0.5319767441860465,0.0
foldbench_monomer,8e5h_A,5,cluster_oracle_vs_pooled,0.5465116279069767,0.5290697674418605,0.0174418604651162
foldbench_monomer,8e5h_A,5,cluster_oracle_with_pooled_vs_pooled,0.5465116279069767,0.5290697674418605,0.0174418604651162
foldbench_monomer,8e5h_A,5,cluster_oracle_vs_random_oracle,0.5465116279069767,0.5319767441860465,0.014534883720930258
foldbench_monomer,8e5h_A,10,cluster_oracle_vs_pooled,0.5319767441860465,0.5290697674418605,0.0029069767441859407
foldbench_monomer,8e5h_A,10,cluster_oracle_with_pooled_vs_pooled,0.5319767441860465,0.5290697674418605,0.0029069767441859407
foldbench_monomer,8e5h_A,10,cluster_oracle_vs_random_oracle,0.5319767441860465,0.5290697674418605,0.0029069767441859407
foldbench_monomer,8e5h_A,20,cluster_oracle_vs_pooled,0.5203488372093024,0.5290697674418605,-0.008720930232558155
foldbench_monomer,8e5h_A,20,cluster_oracle_with_pooled_vs_pooled,0.5290697674418605,0.5290697674418605,0.0
foldbench_monomer,8e5h_A,20,cluster_oracle_vs_random_oracle,0.5203488372093024,0.5058139534883721,0.014534883720930258
foldbench_monomer,7qsj_A,2,cluster_oracle_vs_pooled,0.7031700288184438,0.6685878962536023,0.03458213256484155
foldbench_monomer,7qsj_A,2,cluster_oracle_with_pooled_vs_pooled,0.7031700288184438,0.6685878962536023,0.03458213256484155
foldbench_monomer,7qsj_A,2,cluster_oracle_vs_random_oracle,0.7031700288184438,0.6657060518731989,0.03746397694524495
foldbench_monomer,7qsj_A,3,cluster_oracle_vs_pooled,0.6829971181556196,0.6685878962536023,0.014409221902017322
foldbench_monomer,7qsj_A,3,cluster_oracle_with_pooled_vs_pooled,0.6829971181556196,0.6685878962536023,0.014409221902017322
foldbench_monomer,7qsj_A,3,cluster_oracle_vs_random_oracle,0.6829971181556196,0.6743515850144092,0.008645533141210415
foldbench_monomer,7qsj_A,5,cluster_oracle_vs_pooled,0.6945244956772334,0.6685878962536023,0.025936599423631135
foldbench_monomer,7qsj_A,5,cluster_oracle_with_pooled_vs_pooled,0.6945244956772334,0.6685878962536023,0.025936599423631135
foldbench_monomer,7qsj_A,5,cluster_oracle_vs_random_oracle,0.6945244956772334,0.6743515850144092,0.02017291066282423
foldbench_monomer,7qsj_A,10,cluster_oracle_vs_pooled,0.6858789625360231,0.6685878962536023,0.01729106628242083
foldbench_monomer,7qsj_A,10,cluster_oracle_with_pooled_vs_pooled,0.6858789625360231,0.6685878962536023,0.01729106628242083
foldbench_monomer,7qsj_A,10,cluster_oracle_vs_random_oracle,0.6858789625360231,0.6714697406340058,0.014409221902017322
foldbench_monomer,7qsj_A,20,cluster_oracle_vs_pooled,0.6628242074927954,0.6685878962536023,-0.0057636887608069065
foldbench_monomer,7qsj_A,20,cluster_oracle_with_pooled_vs_pooled,0.6685878962536023,0.6685878962536023,0.0
foldbench_monomer,7qsj_A,20,cluster_oracle_vs_random_oracle,0.6628242074927954,0.6282420749279539,0.03458213256484144
foldbench_monomer,8akh_A,2,cluster_oracle_vs_pooled,0.6355140186915887,0.6261682242990654,0.009345794392523366
foldbench_monomer,8akh_A,2,cluster_oracle_with_pooled_vs_pooled,0.6355140186915887,0.6261682242990654,0.009345794392523366
foldbench_monomer,8akh_A,2,cluster_oracle_vs_random_oracle,0.6355140186915887,0.6261682242990654,0.009345794392523366
foldbench_monomer,8akh_A,3,cluster_oracle_vs_pooled,0.6635514018691588,0.6261682242990654,0.03738317757009346
foldbench_monomer,8akh_A,3,cluster_oracle_with_pooled_vs_pooled,0.6635514018691588,0.6261682242990654,0.03738317757009346
foldbench_monomer,8akh_A,3,cluster_oracle_vs_random_oracle,0.6635514018691588,0.6261682242990654,0.03738317757009346
foldbench_monomer,8akh_A,5,cluster_oracle_vs_pooled,0.6728971962616822,0.6261682242990654,0.04672897196261683
foldbench_monomer,8akh_A,5,cluster_oracle_with_pooled_vs_pooled,0.6728971962616822,0.6261682242990654,0.04672897196261683
foldbench_monomer,8akh_A,5,cluster_oracle_vs_random_oracle,0.6728971962616822,0.6355140186915887,0.03738317757009346
foldbench_monomer,8akh_A,10,cluster_oracle_vs_pooled,0.6417445482866043,0.6261682242990654,0.015576323987538943
foldbench_monomer,8akh_A,10,cluster_oracle_with_pooled_vs_pooled,0.6417445482866043,0.6261682242990654,0.015576323987538943
foldbench_monomer,8akh_A,10,cluster_oracle_vs_random_oracle,0.6417445482866043,0.632398753894081,0.009345794392523366
foldbench_monomer,8akh_A,20,cluster_oracle_vs_pooled,0.6230529595015576,0.6261682242990654,-0.0031152647975077885
foldbench_monomer,8akh_A,20,cluster_oracle_with_pooled_vs_pooled,0.6261682242990654,0.6261682242990654,0.0
foldbench_monomer,8akh_A,20,cluster_oracle_vs_random_oracle,0.6230529595015576,0.6386292834890965,-0.015576323987538943
foldbench_monomer,8dqd_A,2,cluster_oracle_vs_pooled,0.7417721518987341,0.6987341772151898,0.04303797468354431
foldbench_monomer,8dqd_A,2,cluster_oracle_with_pooled_vs_pooled,0.7417721518987341,0.6987341772151898,0.04303797468354431
foldbench_monomer,8dqd_A,2,cluster_oracle_vs_random_oracle,0.7417721518987341,0.7012658227848101,0.040506329113924044
foldbench_monomer,8dqd_A,3,cluster_oracle_vs_pooled,0.7417721518987341,0.6987341772151898,0.04303797468354431
foldbench_monomer,8dqd_A,3,cluster_oracle_with_pooled_vs_pooled,0.7417721518987341,0.6987341772151898,0.04303797468354431
foldbench_monomer,8dqd_A,3,cluster_oracle_vs_random_oracle,0.7417721518987341,0.7037974683544304,0.03797468354430378
foldbench_monomer,8dqd_A,5,cluster_oracle_vs_pooled,0.7417721518987341,0.6987341772151898,0.04303797468354431
foldbench_monomer,8dqd_A,5,cluster_oracle_with_pooled_vs_pooled,0.7417721518987341,0.6987341772151898,0.04303797468354431
foldbench_monomer,8dqd_A,5,cluster_oracle_vs_random_oracle,0.7417721518987341,0.7139240506329114,0.02784810126582271
foldbench_monomer,8dqd_A,10,cluster_oracle_vs_pooled,0.7417721518987341,0.6987341772151898,0.04303797468354431
foldbench_monomer,8dqd_A,10,cluster_oracle_with_pooled_vs_pooled,0.7417721518987341,0.6987341772151898,0.04303797468354431
foldbench_monomer,8dqd_A,10,cluster_oracle_vs_random_oracle,0.7417721518987341,0.7215189873417721,0.020253164556962022
foldbench_monomer,8dqd_A,20,cluster_oracle_vs_pooled,0.7468354430379747,0.6987341772151898,0.048101265822784844
foldbench_monomer,8dqd_A,20,cluster_oracle_with_pooled_vs_pooled,0.7468354430379747,0.6987341772151898,0.048101265822784844
foldbench_monomer,8dqd_A,20,cluster_oracle_vs_random_oracle,0.7468354430379747,0.7139240506329114,0.032911392405063244
foldbench_monomer,8cpk_A,2,cluster_oracle_vs_pooled,0.6288951841359773,0.6175637393767706,0.011331444759206777
foldbench_monomer,8cpk_A,2,cluster_oracle_with_pooled_vs_pooled,0.6288951841359773,0.6175637393767706,0.011331444759206777
foldbench_monomer,8cpk_A,2,cluster_oracle_vs_random_oracle,0.6288951841359773,0.6175637393767706,0.011331444759206777
foldbench_monomer,8cpk_A,3,cluster_oracle_vs_pooled,0.6317280453257791,0.6175637393767706,0.014164305949008527
foldbench_monomer,8cpk_A,3,cluster_oracle_with_pooled_vs_pooled,0.6317280453257791,0.6175637393767706,0.014164305949008527
foldbench_monomer,8cpk_A,3,cluster_oracle_vs_random_oracle,0.6317280453257791,0.6260623229461756,0.0056657223796034994
foldbench_monomer,8cpk_A,5,cluster_oracle_vs_pooled,0.6317280453257791,0.6175637393767706,0.014164305949008527
foldbench_monomer,8cpk_A,5,cluster_oracle_with_pooled_vs_pooled,0.6317280453257791,0.6175637393767706,0.014164305949008527
foldbench_monomer,8cpk_A,5,cluster_oracle_vs_random_oracle,0.6317280453257791,0.623229461756374,0.008498583569405138
foldbench_monomer,8cpk_A,10,cluster_oracle_vs_pooled,0.6317280453257791,0.6175637393767706,0.014164305949008527
foldbench_monomer,8cpk_A,10,cluster_oracle_with_pooled_vs_pooled,0.6317280453257791,0.6175637393767706,0.014164305949008527
foldbench_monomer,8cpk_A,10,cluster_oracle_vs_random_oracle,0.6317280453257791,0.623229461756374,0.008498583569405138
foldbench_monomer,8cpk_A,20,cluster_oracle_vs_pooled,0.6260623229461756,0.6175637393767706,0.008498583569405027
foldbench_monomer,8cpk_A,20,cluster_oracle_with_pooled_vs_pooled,0.6260623229461756,0.6175637393767706,0.008498583569405027
foldbench_monomer,8cpk_A,20,cluster_oracle_vs_random_oracle,0.6260623229461756,0.6118980169971672,0.014164305949008416
foldbench_monomer,7uk8_A,2,cluster_oracle_vs_pooled,0.5437262357414449,0.5171102661596958,0.026615969581749055
foldbench_monomer,7uk8_A,2,cluster_oracle_with_pooled_vs_pooled,0.5437262357414449,0.5171102661596958,0.026615969581749055
foldbench_monomer,7uk8_A,2,cluster_oracle_vs_random_oracle,0.5437262357414449,0.5152091254752852,0.028517110266159662
foldbench_monomer,7uk8_A,3,cluster_oracle_vs_pooled,0.5304182509505704,0.5171102661596958,0.013307984790874583
foldbench_monomer,7uk8_A,3,cluster_oracle_with_pooled_vs_pooled,0.5304182509505704,0.5171102661596958,0.013307984790874583
foldbench_monomer,7uk8_A,3,cluster_oracle_vs_random_oracle,0.5304182509505704,0.5190114068441065,0.011406844106463865
foldbench_monomer,7uk8_A,5,cluster_oracle_vs_pooled,0.5209125475285171,0.5171102661596958,0.0038022813688213253
foldbench_monomer,7uk8_A,5,cluster_oracle_with_pooled_vs_pooled,0.5209125475285171,0.5171102661596958,0.0038022813688213253
foldbench_monomer,7uk8_A,5,cluster_oracle_vs_random_oracle,0.5209125475285171,0.5152091254752852,0.005703422053231932
foldbench_monomer,7uk8_A,10,cluster_oracle_vs_pooled,0.5228136882129277,0.5171102661596958,0.005703422053231932
foldbench_monomer,7uk8_A,10,cluster_oracle_with_pooled_vs_pooled,0.5228136882129277,0.5171102661596958,0.005703422053231932
foldbench_monomer,7uk8_A,10,cluster_oracle_vs_random_oracle,0.5228136882129277,0.5133079847908745,0.009505703422053258
foldbench_monomer,7uk8_A,20,cluster_oracle_vs_pooled,0.5114068441064639,0.5171102661596958,-0.005703422053231932
foldbench_monomer,7uk8_A,20,cluster_oracle_with_pooled_vs_pooled,0.5171102661596958,0.5171102661596958,0.0
foldbench_monomer,7uk8_A,20,cluster_oracle_vs_random_oracle,0.5114068441064639,0.4885931558935361,0.022813688212927785
foldbench_monomer,7xrx_A,2,cluster_oracle_vs_pooled,0.494949494949495,0.4873737373737373,0.00757575757575768
foldbench_monomer,7xrx_A,2,cluster_oracle_with_pooled_vs_pooled,0.494949494949495,0.4873737373737373,0.00757575757575768
foldbench_monomer,7xrx_A,2,cluster_oracle_vs_random_oracle,0.494949494949495,0.4898989898989899,0.005050505050505083
foldbench_monomer,7xrx_A,3,cluster_oracle_vs_pooled,0.5,0.4873737373737373,0.012626262626262708
foldbench_monomer,7xrx_A,3,cluster_oracle_with_pooled_vs_pooled,0.5,0.4873737373737373,0.012626262626262708
foldbench_monomer,7xrx_A,3,cluster_oracle_vs_random_oracle,0.5,0.4797979797979798,0.02020202020202022
foldbench_monomer,7xrx_A,5,cluster_oracle_vs_pooled,0.5252525252525253,0.4873737373737373,0.03787878787878801
foldbench_monomer,7xrx_A,5,cluster_oracle_with_pooled_vs_pooled,0.5252525252525253,0.4873737373737373,0.03787878787878801
foldbench_monomer,7xrx_A,5,cluster_oracle_vs_random_oracle,0.5252525252525253,0.4797979797979798,0.045454545454545525
foldbench_monomer,7xrx_A,10,cluster_oracle_vs_pooled,0.5227272727272727,0.4873737373737373,0.035353535353535415
foldbench_monomer,7xrx_A,10,cluster_oracle_with_pooled_vs_pooled,0.5227272727272727,0.4873737373737373,0.035353535353535415
foldbench_monomer,7xrx_A,10,cluster_oracle_vs_random_oracle,0.5227272727272727,0.4646464646464646,0.05808080808080812
foldbench_monomer,7xrx_A,20,cluster_oracle_vs_pooled,0.4924242424242424,0.4873737373737373,0.005050505050505083
foldbench_monomer,7xrx_A,20,cluster_oracle_with_pooled_vs_pooled,0.4924242424242424,0.4873737373737373,0.005050505050505083
foldbench_monomer,7xrx_A,20,cluster_oracle_vs_random_oracle,0.4924242424242424,0.4722222222222222,0.020202020202020166
foldbench_monomer,8amo_A,2,cluster_oracle_vs_pooled,0.7044198895027625,0.7099447513812155,-0.0055248618784530246
foldbench_monomer,8amo_A,2,cluster_oracle_with_pooled_vs_pooled,0.7099447513812155,0.7099447513812155,0.0
foldbench_monomer,8amo_A,2,cluster_oracle_vs_random_oracle,0.7044198895027625,0.712707182320442,-0.008287292817679481
foldbench_monomer,8amo_A,3,cluster_oracle_vs_pooled,0.6961325966850829,0.7099447513812155,-0.013812154696132617
foldbench_monomer,8amo_A,3,cluster_oracle_with_pooled_vs_pooled,0.7099447513812155,0.7099447513812155,0.0
foldbench_monomer,8amo_A,3,cluster_oracle_vs_random_oracle,0.6961325966850829,0.712707182320442,-0.016574585635359074
foldbench_monomer,8amo_A,5,cluster_oracle_vs_pooled,0.7099447513812155,0.7099447513812155,0.0
foldbench_monomer,8amo_A,5,cluster_oracle_with_pooled_vs_pooled,0.7099447513812155,0.7099447513812155,0.0
foldbench_monomer,8amo_A,5,cluster_oracle_vs_random_oracle,0.7099447513812155,0.712707182320442,-0.0027624309392264568
foldbench_monomer,8amo_A,10,cluster_oracle_vs_pooled,0.7016574585635359,0.7099447513812155,-0.008287292817679592
foldbench_monomer,8amo_A,10,cluster_oracle_with_pooled_vs_pooled,0.7099447513812155,0.7099447513812155,0.0
foldbench_monomer,8amo_A,10,cluster_oracle_vs_random_oracle,0.7016574585635359,0.6961325966850829,0.0055248618784530246
foldbench_monomer,8amo_A,20,cluster_oracle_vs_pooled,0.6906077348066298,0.7099447513812155,-0.01933701657458564
foldbench_monomer,8amo_A,20,cluster_oracle_with_pooled_vs_pooled,0.7099447513812155,0.7099447513812155,0.0
foldbench_monomer,8amo_A,20,cluster_oracle_vs_random_oracle,0.6906077348066298,0.6850828729281768,0.0055248618784530246
foldbench_monomer,7y3h_A,2,cluster_oracle_vs_pooled,0.6378205128205128,0.6410256410256411,-0.0032051282051283048
foldbench_monomer,7y3h_A,2,cluster_oracle_with_pooled_vs_pooled,0.6410256410256411,0.6410256410256411,0.0
foldbench_monomer,7y3h_A,2,cluster_oracle_vs_random_oracle,0.6378205128205128,0.6410256410256411,-0.0032051282051283048
foldbench_monomer,7y3h_A,3,cluster_oracle_vs_pooled,0.6314102564102564,0.6410256410256411,-0.009615384615384692
foldbench_monomer,7y3h_A,3,cluster_oracle_with_pooled_vs_pooled,0.6410256410256411,0.6410256410256411,0.0
foldbench_monomer,7y3h_A,3,cluster_oracle_vs_random_oracle,0.6314102564102564,0.6346153846153846,-0.0032051282051281937
foldbench_monomer,7y3h_A,5,cluster_oracle_vs_pooled,0.6346153846153846,0.6410256410256411,-0.0064102564102564985
foldbench_monomer,7y3h_A,5,cluster_oracle_with_pooled_vs_pooled,0.6410256410256411,0.6410256410256411,0.0
foldbench_monomer,7y3h_A,5,cluster_oracle_vs_random_oracle,0.6346153846153846,0.6346153846153846,0.0
foldbench_monomer,7y3h_A,10,cluster_oracle_vs_pooled,0.6314102564102564,0.6410256410256411,-0.009615384615384692
foldbench_monomer,7y3h_A,10,cluster_oracle_with_pooled_vs_pooled,0.6410256410256411,0.6410256410256411,0.0
foldbench_monomer,7y3h_A,10,cluster_oracle_vs_random_oracle,0.6314102564102564,0.6314102564102564,0.0
foldbench_monomer,7y3h_A,20,cluster_oracle_vs_pooled,0.6314102564102564,0.6410256410256411,-0.009615384615384692
foldbench_monomer,7y3h_A,20,cluster_oracle_with_pooled_vs_pooled,0.6410256410256411,0.6410256410256411,0.0
foldbench_monomer,7y3h_A,20,cluster_oracle_vs_random_oracle,0.6314102564102564,0.6185897435897436,0.012820512820512775
foldbench_monomer,8bfy_A,2,cluster_oracle_vs_pooled,0.6155988857938719,0.6267409470752089,-0.01114206128133699
foldbench_monomer,8bfy_A,2,cluster_oracle_with_pooled_vs_pooled,0.6267409470752089,0.6267409470752089,0.0
foldbench_monomer,8bfy_A,2,cluster_oracle_vs_random_oracle,0.6155988857938719,0.6239554317548747,-0.00835654596100277
foldbench_monomer,8bfy_A,3,cluster_oracle_vs_pooled,0.6267409470752089,0.6267409470752089,0.0
